0.000000;0.000000
3.344500;9.897300
5.363200;20.139100
6.450600;30.568200
7.537900;40.997300
8.864600;51.398600
10.202200;61.798500
11.539700;72.198500
12.877300;82.598500
14.214900;92.998400
15.552500;103.398400
16.890100;113.798400
18.227700;124.198300
19.565300;134.598300
20.902800;144.998300
22.240400;155.398200
23.578000;165.798200
24.915600;176.198200
26.253200;186.598200
27.590800;196.998100
28.928400;207.398100
30.265900;217.798100
31.603500;228.198000
33.458900;238.512600
35.531000;248.791500
37.603000;259.070400
39.675100;269.349200
41.747100;279.628100
43.819200;289.906900
45.891300;300.185800
47.963300;310.464700
50.035400;320.743500
53.792600;330.479100
58.114100;340.032800
62.435700;349.586500
66.757300;359.140200
71.078800;368.693800
77.689700;376.437200
85.989700;382.844800
94.403100;388.843400
104.817000;387.619400
112.415400;382.339200
117.203700;373.010700
121.675800;363.532700
125.848200;353.913000
130.020700;344.293200
134.193100;334.673500
138.406000;325.072800
143.181700;315.737900
147.957300;306.402900
152.733000;297.067900
157.508600;287.733000
161.860100;278.205000
165.760900;268.472000
169.661800;258.738900
173.562600;249.005900
177.463500;239.272900
181.364300;229.539800
185.265200;219.806800
189.166000;210.073800
193.066900;200.340800
196.815100;190.555200
199.733200;180.483800
202.651300;170.412400
205.569400;160.341000
208.487600;150.269600
211.537600;140.238100
214.689000;130.237200
217.840400;120.236300
220.991700;110.235500
224.143100;100.234600
227.294400;90.233700
230.445800;80.232900
237.853300;72.815500
245.271200;65.404500
252.689100;57.993500
260.107000;50.582500
267.524900;43.171500
274.942900;35.760500
284.676300;33.465700
295.139700;32.784000
305.603200;32.102200
316.066600;31.420400
326.530100;30.738700
336.996500;30.107400
347.467300;29.549500
357.938100;28.991500
368.408800;28.433600
378.879600;27.875700
389.350400;27.317800
399.821200;26.759900
410.292000;26.201900
420.762700;25.644000
431.243200;25.552500
441.728200;25.674000
452.213100;25.795500
462.698000;25.917100
473.182900;26.038600
483.667900;26.160100
