0.000000;0.000000
0.529800;7.319200
1.059600;14.638400
2.764600;21.770600
4.532800;28.892700
6.301100;36.014800
8.069300;43.137000
9.837500;50.259100
11.605700;57.381200
13.373900;64.503300
15.142100;71.625400
16.910400;78.747600
18.678600;85.869700
20.446800;92.991800
22.215000;100.113900
23.983200;107.236100
25.751400;114.358200
27.519700;121.480300
29.287900;128.602400
31.460600;135.599600
34.017800;142.478000
36.575000;149.356300
39.132200;156.234700
41.689400;163.113100
44.246600;169.991400
46.803800;176.869800
49.361000;183.748200
51.918200;190.626500
54.956400;197.283700
58.515300;203.701200
62.074300;210.118700
65.633300;216.536300
69.192300;222.953800
72.751300;229.371400
76.310300;235.788900
81.569200;240.624300
87.715100;244.634200
93.861000;248.644100
100.006900;252.654000
106.152800;256.663900
113.380900;257.595000
120.684100;258.312600
127.987300;259.030300
135.290400;259.748000
142.593600;260.465700
147.683200;255.224700
152.746600;249.913000
157.810000;244.601400
162.873400;239.289800
168.017100;234.058600
173.339700;229.006800
178.662300;223.955000
183.985000;218.903200
189.307600;213.851400
194.260800;208.440900
199.153100;202.971300
204.045400;197.501700
208.937700;192.032100
213.830000;186.562500
219.115300;181.480400
224.515300;176.511300
229.915300;171.542300
235.315300;166.573200
240.954500;161.887000
246.749100;157.384300
252.543700;152.881600
258.338200;148.378900
265.468200;146.914300
272.703600;145.689500
279.939000;144.464600
287.174400;143.239800
294.409800;142.015000
301.645200;140.790100
308.880600;139.565300
316.116000;138.340400
323.423800;137.916500
330.761600;137.823700
338.099300;137.730900
345.437100;137.638100
352.774900;137.545300
360.112600;137.452500
367.449000;137.304600
374.782800;137.045200
382.116500;136.785900
389.450300;136.526500
396.784100;136.267100
404.117800;136.007800
411.451600;135.748400
418.785300;135.489100
426.119100;135.229700
433.452600;134.965000
440.785400;134.679600
448.118200;134.394100
455.451000;134.108700
462.783800;133.823300
470.116600;133.537800
477.449300;133.252400
484.787600;133.248500
492.125900;133.248500
