Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
Nr.;Punkt;X;Y;Z;mx;my;mxy;vx;vy;nx;ny;nxy
242;1;1.250;-0.150;-3.488;0.05;-0.08;0.02;0.60;0.00;-2.48;-5.74;0.13
243;1;1.250;-0.250;-3.505;0.01;-0.07;0.02;0.46;-0.02;-2.30;-6.36;0.07
244;1;1.250;-0.350;-3.523;-0.01;-0.08;0.01;0.32;-0.01;-2.26;-6.86;0.06
245;1;1.250;-0.450;-3.540;-0.02;-0.08;0.01;0.20;-0.03;-2.36;-7.22;0.10
246;1;1.250;-0.550;-3.557;-0.04;-0.08;0.01;0.15;-0.04;-2.53;-7.42;0.12
247;1;1.250;-0.650;-3.574;-0.05;-0.08;0.01;0.13;-0.04;-2.70;-7.51;0.13
248;1;1.250;-0.750;-3.591;-0.06;-0.08;0.01;0.11;-0.03;-2.87;-7.56;0.12
249;1;1.250;-0.850;-3.609;-0.06;-0.08;0.01;0.09;-0.02;-3.03;-7.56;0.11
250;1;1.250;-0.950;-3.626;-0.07;-0.07;0.00;0.06;-0.02;-3.18;-7.53;0.08
251;1;1.250;-1.050;-3.643;-0.07;-0.07;0.00;0.04;-0.01;-3.34;-7.48;0.05
252;1;1.250;-1.150;-3.660;-0.08;-0.07;0.00;0.02;0.00;-3.50;-7.41;0.02
253;1;1.250;-1.250;-3.677;-0.08;-0.07;0.00;0.00;0.00;-3.66;-7.34;0.00
254;1;1.250;-1.350;-3.695;-0.08;-0.07;0.00;-0.02;0.01;-3.82;-7.26;0.00
255;1;1.250;-1.450;-3.712;-0.08;-0.07;0.00;-0.04;0.02;-4.01;-7.18;0.02
256;1;1.250;-1.550;-3.729;-0.07;-0.07;-0.01;-0.06;0.02;-4.21;-7.09;0.06
257;1;1.250;-1.650;-3.746;-0.07;-0.07;-0.01;-0.08;0.03;-4.43;-6.98;0.13
258;1;1.250;-1.750;-3.763;-0.06;-0.07;-0.01;-0.10;0.04;-4.68;-6.87;0.22
259;1;1.250;-1.850;-3.780;-0.06;-0.07;-0.01;-0.12;0.04;-4.94;-6.72;0.33
260;1;1.250;-1.950;-3.798;-0.05;-0.07;-0.01;-0.14;0.04;-5.22;-6.53;0.45
261;1;1.350;-0.050;-3.496;0.11;-0.05;0.02;0.63;0.16;-2.49;-3.59;0.26
262;1;1.350;-0.150;-3.512;0.07;-0.07;0.01;0.52;0.10;-2.28;-5.12;0.07
263;1;1.350;-0.250;-3.529;0.03;-0.06;0.01;0.37;0.08;-2.17;-5.82;0.07
264;1;1.350;-0.350;-3.545;0.00;-0.07;0.01;0.27;0.00;-2.23;-6.35;0.12
265;1;1.350;-0.450;-3.562;-0.01;-0.07;0.01;0.20;-0.05;-2.42;-6.83;0.18
266;1;1.350;-0.550;-3.579;-0.03;-0.08;0.01;0.17;-0.05;-2.62;-7.14;0.19
267;1;1.350;-0.650;-3.595;-0.04;-0.07;0.01;0.15;-0.03;-2.81;-7.27;0.18
268;1;1.350;-0.750;-3.612;-0.05;-0.07;0.01;0.13;-0.02;-3.00;-7.34;0.17
269;1;1.350;-0.850;-3.628;-0.06;-0.07;0.01;0.11;-0.02;-3.19;-7.36;0.14
270;1;1.350;-0.950;-3.645;-0.06;-0.07;0.01;0.08;-0.01;-3.36;-7.36;0.10
271;1;1.350;-1.050;-3.661;-0.07;-0.07;0.00;0.06;-0.01;-3.52;-7.34;0.06
272;1;1.350;-1.150;-3.678;-0.07;-0.07;0.00;0.04;0.00;-3.67;-7.30;0.02
273;1;1.350;-1.250;-3.695;-0.08;-0.07;0.00;0.02;0.01;-3.82;-7.26;0.01
274;1;1.350;-1.350;-3.711;-0.08;-0.07;0.00;0.00;0.02;-3.98;-7.21;0.00
275;1;1.350;-1.450;-3.728;-0.08;-0.07;0.00;-0.02;0.03;-4.14;-7.16;0.03
276;1;1.350;-1.550;-3.744;-0.08;-0.07;0.00;-0.04;0.03;-4.32;-7.11;0.08
277;1;1.350;-1.650;-3.761;-0.07;-0.07;-0.01;-0.06;0.04;-4.51;-7.04;0.16
278;1;1.350;-1.750;-3.777;-0.07;-0.07;-0.01;-0.08;0.05;-4.73;-6.96;0.26
279;1;1.350;-1.850;-3.794;-0.06;-0.07;-0.01;-0.10;0.06;-4.96;-6.86;0.39
280;1;1.350;-1.950;-3.810;-0.06;-0.08;-0.01;-0.12;0.06;-5.21;-6.73;0.54
281;1;1.450;-0.050;-3.520;0.11;-0.04;0.01;0.57;0.13;-2.19;-2.67;0.08
282;1;1.450;-0.150;-3.536;0.07;-0.06;0.01;0.50;0.13;-2.10;-4.42;0.00
283;1;1.450;-0.250;-3.552;0.03;-0.06;0.00;0.25;0.10;-2.10;-5.33;0.10
284;1;1.450;-0.350;-3.568;0.02;-0.06;0.00;0.19;-0.02;-2.28;-5.91;0.20
285;1;1.450;-0.450;-3.584;0.00;-0.07;0.00;0.21;-0.06;-2.54;-6.40;0.26
286;1;1.450;-0.550;-3.600;-0.01;-0.07;0.01;0.21;-0.04;-2.77;-6.78;0.26
287;1;1.450;-0.650;-3.616;-0.03;-0.07;0.01;0.17;-0.02;-2.97;-7.00;0.23
288;1;1.450;-0.750;-3.632;-0.04;-0.07;0.01;0.14;-0.02;-3.18;-7.11;0.21
289;1;1.450;-0.850;-3.648;-0.05;-0.07;0.01;0.12;-0.02;-3.39;-7.16;0.17
290;1;1.450;-0.950;-3.664;-0.06;-0.07;0.01;0.10;-0.01;-3.57;-7.18;0.11
291;1;1.450;-1.050;-3.680;-0.07;-0.07;0.01;0.08;0.00;-3.72;-7.19;0.05
292;1;1.450;-1.150;-3.696;-0.07;-0.07;0.01;0.06;0.01;-3.87;-7.19;0.01
293;1;1.450;-1.250;-3.712;-0.08;-0.07;0.00;0.04;0.02;-4.01;-7.18;-0.01
294;1;1.450;-1.350;-3.728;-0.08;-0.07;0.00;0.02;0.03;-4.14;-7.16;-0.02
295;1;1.450;-1.450;-3.744;-0.08;-0.07;0.00;0.00;0.04;-4.28;-7.15;0.00
296;1;1.450;-1.550;-3.760;-0.08;-0.07;0.00;-0.02;0.05;-4.43;-7.13;0.06
297;1;1.450;-1.650;-3.775;-0.08;-0.07;0.00;-0.04;0.05;-4.59;-7.10;0.15
298;1;1.450;-1.750;-3.791;-0.08;-0.07;-0.01;-0.06;0.06;-4.77;-7.07;0.27
299;1;1.450;-1.850;-3.807;-0.07;-0.08;-0.01;-0.08;0.07;-4.97;-7.00;0.42
300;1;1.450;-1.950;-3.823;-0.07;-0.08;-0.01;-0.10;0.08;-5.18;-6.92;0.58
301;1;1.550;-0.050;-3.545;0.10;-0.02;0.00;0.49;0.06;-1.88;-1.83;-0.01
302;1;1.550;-0.150;-3.560;0.06;-0.04;0.00;0.47;0.06;-1.95;-3.59;-0.01
303;1;1.550;-0.250;-3.576;0.04;-0.06;0.00;0.19;0.01;-2.12;-4.82;0.17
304;1;1.550;-0.350;-3.591;0.03;-0.06;0.00;0.14;-0.04;-2.43;-5.55;0.30
305;1;1.550;-0.450;-3.606;0.02;-0.06;0.00;0.21;-0.04;-2.72;-5.99;0.33
306;1;1.550;-0.550;-3.622;0.00;-0.06;0.00;0.23;-0.03;-2.95;-6.36;0.30
307;1;1.550;-0.650;-3.637;-0.02;-0.06;0.01;0.19;-0.02;-3.18;-6.68;0.28
308;1;1.550;-0.750;-3.652;-0.03;-0.07;0.01;0.15;-0.01;-3.42;-6.87;0.25
309;1;1.550;-0.850;-3.668;-0.04;-0.07;0.01;0.13;-0.01;-3.63;-6.95;0.19
310;1;1.550;-0.950;-3.683;-0.05;-0.07;0.01;0.12;-0.01;-3.81;-6.98;0.11
311;1;1.550;-1.050;-3.698;-0.06;-0.07;0.01;0.10;0.00;-3.95;-7.02;0.03
312;1;1.550;-1.150;-3.714;-0.07;-0.07;0.01;0.08;0.01;-4.08;-7.06;-0.02
313;1;1.550;-1.250;-3.729;-0.07;-0.07;0.01;0.06;0.02;-4.21;-7.09;-0.06
314;1;1.550;-1.350;-3.744;-0.08;-0.07;0.00;0.04;0.03;-4.32;-7.11;-0.07
315;1;1.550;-1.450;-3.760;-0.08;-0.07;0.00;0.02;0.05;-4.43;-7.13;-0.05
316;1;1.550;-1.550;-3.775;-0.08;-0.07;0.00;0.00;0.06;-4.54;-7.16;0.00
317;1;1.550;-1.650;-3.790;-0.08;-0.07;0.00;-0.02;0.07;-4.67;-7.18;0.10
318;1;1.550;-1.750;-3.805;-0.08;-0.08;0.00;-0.04;0.08;-4.81;-7.19;0.23
319;1;1.550;-1.850;-3.821;-0.08;-0.08;-0.01;-0.06;0.08;-4.97;-7.17;0.39
320;1;1.550;-1.950;-3.836;-0.08;-0.09;-0.01;-0.08;0.09;-5.15;-7.12;0.57
321;1;1.650;-0.050;-3.570;0.09;-0.02;0.00;0.39;0.00;-1.70;-1.11;-0.04
322;1;1.650;-0.150;-3.585;0.06;-0.03;0.00;0.38;-0.03;-1.94;-2.77;0.03
323;1;1.650;-0.250;-3.599;0.06;-0.06;-0.01;0.22;-0.08;-2.27;-4.21;0.27
324;1;1.650;-0.350;-3.614;0.05;-0.07;0.00;0.16;-0.05;-2.66;-5.16;0.41
325;1;1.650;-0.450;-3.629;0.03;-0.06;0.00;0.21;-0.01;-2.96;-5.60;0.40
326;1;1.650;-0.550;-3.643;0.01;-0.06;0.00;0.23;-0.01;-3.19;-5.93;0.34
327;1;1.650;-0.650;-3.658;0.00;-0.06;0.00;0.20;-0.02;-3.44;-6.31;0.31
328;1;1.650;-0.750;-3.673;-0.02;-0.07;0.01;0.16;-0.02;-3.70;-6.60;0.28
329;1;1.650;-0.850;-3.687;-0.03;-0.07;0.01;0.14;-0.01;-3.92;-6.73;0.19
330;1;1.650;-0.950;-3.702;-0.04;-0.06;0.01;0.13;0.00;-4.08;-6.78;0.08
331;1;1.650;-1.050;-3.717;-0.05;-0.06;0.01;0.12;0.01;-4.21;-6.84;-0.01
332;1;1.650;-1.150;-3.731;-0.06;-0.07;0.01;0.10;0.02;-4.33;-6.92;-0.08
333;1;1.650;-1.250;-3.746;-0.07;-0.07;0.01;0.08;0.03;-4.43;-6.98;-0.13
334;1;1.650;-1.350;-3.761;-0.07;-0.07;0.01;0.06;0.04;-4.51;-7.04;-0.15
335;1;1.650;-1.450;-3.775;-0.08;-0.07;0.00;0.04;0.05;-4.59;-7.11;-0.14
336;1;1.650;-1.550;-3.790;-0.08;-0.07;0.00;0.02;0.07;-4.67;-7.18;-0.09
337;1;1.650;-1.650;-3.805;-0.09;-0.08;0.00;0.00;0.08;-4.76;-7.25;0.00
338;1;1.650;-1.750;-3.820;-0.09;-0.08;0.00;-0.02;0.09;-4.86;-7.31;0.14
339;1;1.650;-1.850;-3.834;-0.09;-0.09;0.00;-0.05;0.10;-4.97;-7.35;0.31
340;1;1.650;-1.950;-3.849;-0.08;-0.09;0.00;-0.07;0.10;-5.10;-7.34;0.52
341;1;1.750;-0.050;-3.595;0.09;-0.01;-0.01;0.30;-0.04;-1.77;-0.50;-0.05
342;1;1.750;-0.150;-3.609;0.07;-0.02;-0.01;0.28;-0.05;-2.12;-2.11;0.07
343;1;1.750;-0.250;-3.623;0.07;-0.05;-0.01;0.26;-0.10;-2.54;-3.57;0.37
344;1;1.750;-0.350;-3.637;0.07;-0.06;-0.01;0.22;-0.06;-2.96;-4.68;0.52
345;1;1.750;-0.450;-3.651;0.04;-0.06;0.00;0.21;0.00;-3.25;-5.20;0.47
346;1;1.750;-0.550;-3.665;0.02;-0.05;0.00;0.21;0.00;-3.49;-5.53;0.37
347;1;1.750;-0.650;-3.679;0.01;-0.06;0.00;0.20;-0.02;-3.76;-5.94;0.34
348;1;1.750;-0.750;-3.693;-0.01;-0.06;0.01;0.17;-0.02;-4.03;-6.29;0.30
349;1;1.750;-0.850;-3.707;-0.02;-0.06;0.01;0.16;-0.01;-4.24;-6.48;0.19
350;1;1.750;-0.950;-3.721;-0.03;-0.06;0.01;0.15;0.00;-4.38;-6.56;0.05
351;1;1.750;-1.050;-3.735;-0.04;-0.06;0.01;0.13;0.01;-4.49;-6.65;-0.07
352;1;1.750;-1.150;-3.749;-0.05;-0.07;0.01;0.11;0.02;-4.59;-6.76;-0.15
353;1;1.750;-1.250;-3.763;-0.06;-0.07;0.01;0.10;0.04;-4.68;-6.87;-0.22
354;1;1.750;-1.350;-3.777;-0.07;-0.07;0.01;0.08;0.05;-4.73;-6.96;-0.26
355;1;1.750;-1.450;-3.791;-0.08;-0.07;0.01;0.06;0.06;-4.77;-7.07;-0.27
356;1;1.750;-1.550;-3.805;-0.08;-0.08;0.00;0.04;0.08;-4.81;-7.19;-0.22
357;1;1.750;-1.650;-3.820;-0.09;-0.08;0.00;0.02;0.09;-4.86;-7.31;-0.13
358;1;1.750;-1.750;-3.834;-0.09;-0.09;0.00;0.00;0.10;-4.91;-7.43;0.00
359;1;1.750;-1.850;-3.848;-0.09;-0.09;0.00;-0.02;0.11;-4.98;-7.52;0.18
360;1;1.750;-1.950;-3.862;-0.09;-0.10;0.00;-0.05;0.12;-5.06;-7.59;0.40
361;1;1.850;-0.050;-3.619;0.10;-0.01;-0.01;0.22;-0.06;-1.98;0.01;-0.02
362;1;1.850;-0.150;-3.633;0.09;-0.02;-0.01;0.21;-0.05;-2.43;-1.59;0.13
363;1;1.850;-0.250;-3.646;0.09;-0.04;-0.02;0.27;-0.08;-2.91;-3.00;0.45
364;1;1.850;-0.350;-3.660;0.08;-0.06;-0.01;0.27;-0.04;-3.32;-4.15;0.61
365;1;1.850;-0.450;-3.673;0.06;-0.05;-0.01;0.22;0.01;-3.59;-4.77;0.53
366;1;1.850;-0.550;-3.686;0.03;-0.05;0.00;0.19;0.01;-3.84;-5.15;0.42
367;1;1.850;-0.650;-3.700;0.02;-0.05;0.00;0.19;-0.02;-4.13;-5.57;0.37
368;1;1.850;-0.750;-3.713;0.01;-0.06;0.00;0.18;-0.02;-4.40;-5.96;0.31
369;1;1.850;-0.850;-3.727;-0.01;-0.06;0.01;0.17;-0.01;-4.58;-6.19;0.18
370;1;1.850;-0.950;-3.740;-0.02;-0.06;0.01;0.16;0.01;-4.70;-6.31;0.01
371;1;1.850;-1.050;-3.754;-0.03;-0.06;0.01;0.14;0.02;-4.80;-6.43;-0.13
372;1;1.850;-1.150;-3.767;-0.04;-0.07;0.01;0.13;0.03;-4.89;-6.57;-0.24
373;1;1.850;-1.250;-3.780;-0.06;-0.07;0.01;0.12;0.04;-4.94;-6.72;-0.32
374;1;1.850;-1.350;-3.794;-0.06;-0.07;0.01;0.10;0.06;-4.96;-6.86;-0.39
375;1;1.850;-1.450;-3.807;-0.07;-0.08;0.01;0.08;0.07;-4.97;-7.01;-0.41
376;1;1.850;-1.550;-3.821;-0.08;-0.08;0.01;0.06;0.08;-4.97;-7.17;-0.38
377;1;1.850;-1.650;-3.834;-0.09;-0.09;0.00;0.04;0.10;-4.97;-7.35;-0.31
378;1;1.850;-1.750;-3.848;-0.09;-0.09;0.00;0.02;0.11;-4.98;-7.53;-0.17
379;1;1.850;-1.850;-3.861;-0.09;-0.10;0.00;0.00;0.13;-5.00;-7.68;0.00
380;1;1.850;-1.950;-3.875;-0.09;-0.11;0.00;-0.02;0.14;-5.03;-7.81;0.23
381;1;1.950;-0.050;-3.644;0.11;-0.01;-0.01;0.13;-0.06;-2.25;0.46;0.07
382;1;1.950;-0.150;-3.657;0.11;-0.02;-0.02;0.11;-0.07;-2.81;-1.15;0.25
383;1;1.950;-0.250;-3.670;0.11;-0.04;-0.02;0.30;-0.08;-3.32;-2.48;0.54
384;1;1.950;-0.350;-3.682;0.09;-0.05;-0.02;0.34;0.01;-3.70;-3.62;0.65
385;1;1.950;-0.450;-3.695;0.07;-0.05;-0.01;0.23;0.03;-3.95;-4.33;0.59
386;1;1.950;-0.550;-3.708;0.05;-0.05;-0.01;0.16;0.00;-4.22;-4.77;0.49
387;1;1.950;-0.650;-3.721;0.03;-0.05;0.00;0.18;-0.03;-4.52;-5.19;0.42
388;1;1.950;-0.750;-3.734;0.02;-0.06;0.00;0.20;-0.02;-4.78;-5.59;0.32
389;1;1.950;-0.850;-3.746;0.00;-0.06;0.01;0.19;0.00;-4.94;-5.87;0.15
390;1;1.950;-0.950;-3.759;-0.01;-0.06;0.01;0.17;0.01;-5.04;-6.04;-0.03
391;1;1.950;-1.050;-3.772;-0.02;-0.06;0.01;0.15;0.02;-5.13;-6.19;-0.19
392;1;1.950;-1.150;-3.785;-0.04;-0.07;0.01;0.14;0.03;-5.20;-6.35;-0.32
393;1;1.950;-1.250;-3.798;-0.05;-0.07;0.01;0.14;0.04;-5.22;-6.53;-0.45
394;1;1.950;-1.350;-3.810;-0.06;-0.08;0.01;0.12;0.06;-5.21;-6.73;-0.53
395;1;1.950;-1.450;-3.823;-0.07;-0.08;0.01;0.10;0.08;-5.18;-6.92;-0.57
396;1;1.950;-1.550;-3.836;-0.08;-0.08;0.01;0.08;0.09;-5.15;-7.12;-0.56
397;1;1.950;-1.650;-3.849;-0.08;-0.09;0.00;0.07;0.10;-5.10;-7.34;-0.51
398;1;1.950;-1.750;-3.862;-0.09;-0.10;0.00;0.05;0.12;-5.06;-7.59;-0.39
399;1;1.950;-1.850;-3.875;-0.09;-0.11;0.00;0.02;0.14;-5.03;-7.81;-0.22
400;1;1.950;-1.950;-3.887;-0.10;-0.12;0.00;0.00;0.15;-5.01;-8.00;0.00
401;1;0.200;-2.200;-3.723;0.12;-0.03;0.03;-0.12;0.04;-3.92;-0.83;-0.85
402;1;0.200;-2.600;-3.818;0.11;-0.03;0.05;0.00;0.02;-4.81;0.63;-2.31
403;1;0.200;-3.000;-3.912;0.09;-0.03;0.06;0.14;0.04;-3.68;1.40;-4.38
404;1;0.200;-3.400;-4.008;0.05;-0.03;0.06;0.23;0.03;1.04;1.11;-5.76
405;1;0.200;-3.800;-4.102;0.01;-0.01;0.06;0.20;0.01;9.35;0.17;-3.77
406;1;0.600;-2.200;-3.767;0.07;-0.05;0.01;-0.18;-0.03;-5.36;-3.97;-0.77
407;1;0.600;-2.600;-3.852;0.10;-0.04;0.03;-0.13;-0.02;-6.23;-2.15;-1.79
408;1;0.600;-3.000;-3.938;0.10;-0.03;0.05;-0.06;0.00;-4.56;-0.49;-3.61
409;1;0.600;-3.400;-4.023;0.08;-0.02;0.06;0.00;0.03;1.64;0.28;-5.10
410;1;0.600;-3.800;-4.108;0.06;-0.01;0.07;0.02;0.03;13.64;0.10;-3.37
411;1;1.000;-2.200;-3.813;0.01;-0.06;0.00;-0.19;0.01;-5.99;-5.25;0.12
412;1;1.000;-2.600;-3.888;0.05;-0.06;0.02;-0.20;0.01;-6.72;-3.39;-0.41
413;1;1.000;-3.000;-3.963;0.07;-0.05;0.04;-0.18;0.01;-4.85;-1.28;-2.04
414;1;1.000;-3.400;-4.037;0.06;-0.03;0.06;-0.14;0.02;2.33;0.08;-3.92
415;1;1.000;-3.800;-4.113;0.04;-0.01;0.07;-0.11;0.02;17.03;0.12;-2.92
416;1;1.400;-2.200;-3.858;-0.05;-0.09;-0.01;-0.16;0.07;-5.87;-6.26;0.92
417;1;1.400;-2.600;-3.922;-0.01;-0.10;0.01;-0.22;0.06;-6.48;-4.57;0.98
418;1;1.400;-3.000;-3.987;0.01;-0.09;0.04;-0.24;0.03;-4.76;-2.10;-0.38
419;1;1.400;-3.400;-4.052;0.00;-0.06;0.08;-0.22;0.01;2.81;-0.11;-2.71
420;1;1.400;-3.800;-4.117;-0.03;-0.02;0.09;-0.19;0.00;19.29;0.15;-2.66
421;1;1.800;-2.200;-3.902;-0.09;-0.12;0.00;-0.10;0.14;-5.35;-7.64;0.96
422;1;1.800;-2.600;-3.957;-0.07;-0.15;0.01;-0.19;0.12;-5.68;-6.49;1.77
423;1;1.800;-3.000;-4.012;-0.05;-0.15;0.05;-0.26;0.07;-4.27;-3.73;1.08
424;1;1.800;-3.400;-4.068;-0.06;-0.11;0.10;-0.27;0.01;2.92;-0.75;-1.50
425;1;1.800;-3.800;-4.122;-0.11;-0.04;0.11;-0.23;-0.03;20.48;0.14;-2.51
426;1;2.200;-0.200;-3.723;0.12;-0.03;-0.03;0.12;0.04;-3.91;-0.83;0.85
427;1;2.200;-0.600;-3.767;0.07;-0.05;-0.01;0.18;-0.03;-5.36;-3.97;0.77
428;1;2.200;-1.000;-3.813;0.01;-0.06;0.00;0.19;0.01;-5.99;-5.25;-0.12
429;1;2.200;-1.400;-3.858;-0.05;-0.09;0.01;0.16;0.07;-5.87;-6.25;-0.92
430;1;2.200;-1.800;-3.902;-0.09;-0.12;0.00;0.10;0.14;-5.35;-7.63;-0.97
431;1;2.200;-2.200;-3.948;-0.11;-0.17;0.00;0.00;0.18;-4.82;-8.99;-0.01
432;1;2.200;-2.600;-3.993;-0.11;-0.21;0.01;-0.12;0.18;-4.43;-9.03;1.50
433;1;2.200;-3.000;-4.037;-0.10;-0.23;0.06;-0.24;0.11;-3.20;-6.51;2.01
434;1;2.200;-3.400;-4.082;-0.12;-0.18;0.12;-0.28;0.00;2.82;-2.28;-0.11
435;1;2.200;-3.800;-4.128;-0.19;-0.06;0.15;-0.23;-0.08;20.46;0.00;-2.22
436;1;2.600;-0.200;-3.818;0.11;-0.03;-0.05;0.00;0.02;-4.80;0.64;2.31
437;1;2.600;-0.600;-3.852;0.10;-0.04;-0.03;0.13;-0.02;-6.22;-2.14;1.79
438;1;2.600;-1.000;-3.888;0.05;-0.06;-0.02;0.20;0.01;-6.72;-3.39;0.41
439;1;2.600;-1.400;-3.922;-0.01;-0.10;-0.01;0.22;0.06;-6.48;-4.57;-0.98
440;1;2.600;-1.800;-3.957;-0.07;-0.15;-0.01;0.20;0.12;-5.68;-6.49;-1.77
441;1;2.600;-2.200;-3.993;-0.11;-0.21;-0.02;0.13;0.18;-4.43;-9.03;-1.51
442;1;2.600;-2.600;-4.028;-0.13;-0.28;0.00;0.00;0.19;-2.97;-10.93;-0.01
443;1;2.600;-3.000;-4.063;-0.12;-0.33;0.05;-0.15;0.12;-1.31;-9.93;1.85
444;1;2.600;-3.400;-4.097;-0.15;-0.28;0.15;-0.23;-0.02;3.03;-4.97;1.39
445;1;2.600;-3.800;-4.133;-0.25;-0.10;0.20;-0.19;-0.13;18.87;-0.39;-1.48
446;1;3.000;-0.200;-3.912;0.09;-0.03;-0.06;-0.14;0.03;-3.67;1.40;4.38
447;1;3.000;-0.600;-3.938;0.10;-0.03;-0.05;0.06;0.00;-4.55;-0.49;3.61
448;1;3.000;-1.000;-3.963;0.07;-0.05;-0.04;0.18;0.01;-4.85;-1.28;2.04
449;1;3.000;-1.400;-3.987;0.01;-0.09;-0.04;0.24;0.03;-4.76;-2.09;0.38
450;1;3.000;-1.800;-4.012;-0.05;-0.15;-0.05;0.27;0.07;-4.28;-3.73;-1.09
451;1;3.000;-2.200;-4.037;-0.10;-0.23;-0.06;0.24;0.11;-3.21;-6.50;-2.03
452;1;3.000;-2.600;-4.063;-0.12;-0.33;-0.05;0.15;0.12;-1.32;-9.93;-1.87
453;1;3.000;-3.000;-4.088;-0.10;-0.41;0.00;0.00;0.08;1.23;-11.90;-0.01
454;1;3.000;-3.400;-4.113;-0.10;-0.40;0.13;-0.13;-0.06;4.35;-8.56;2.07
455;1;3.000;-3.800;-4.137;-0.24;-0.17;0.26;-0.09;-0.20;15.30;-1.24;-0.06
456;1;3.400;-0.200;-4.008;0.05;-0.03;-0.06;-0.23;0.03;1.04;1.11;5.77
457;1;3.400;-0.600;-4.023;0.08;-0.02;-0.06;0.00;0.02;1.64;0.29;5.10
458;1;3.400;-1.000;-4.037;0.06;-0.03;-0.06;0.14;0.02;2.34;0.08;3.92
459;1;3.400;-1.400;-4.052;0.00;-0.06;-0.08;0.23;0.01;2.80;-0.11;2.72
460;1;3.400;-1.800;-4.068;-0.06;-0.11;-0.10;0.27;0.00;2.90;-0.75;1.50
461;1;3.400;-2.200;-4.082;-0.12;-0.18;-0.12;0.28;-0.01;2.80;-2.28;0.11
462;1;3.400;-2.600;-4.097;-0.15;-0.28;-0.15;0.24;-0.02;3.01;-4.97;-1.40
463;1;3.400;-3.000;-4.113;-0.10;-0.40;-0.13;0.13;-0.06;4.33;-8.56;-2.09
464;1;3.400;-3.400;-4.128;0.00;-0.50;0.00;0.00;-0.16;6.75;-10.05;-0.01
465;1;3.400;-3.800;-4.142;-0.10;-0.29;0.30;0.04;-0.30;10.23;-2.83;1.61
466;1;3.800;-0.200;-4.102;0.01;-0.01;-0.06;-0.20;0.00;9.34;0.16;3.77
467;1;3.800;-0.600;-4.108;0.06;-0.01;-0.07;-0.02;0.03;13.64;0.10;3.37
468;1;3.800;-1.000;-4.113;0.04;-0.01;-0.07;0.11;0.02;17.02;0.12;2.92
469;1;3.800;-1.400;-4.117;-0.03;-0.02;-0.09;0.19;0.00;19.28;0.15;2.66
470;1;3.800;-1.800;-4.122;-0.11;-0.04;-0.11;0.23;-0.04;20.46;0.14;2.51
471;1;3.800;-2.200;-4.128;-0.19;-0.06;-0.15;0.23;-0.08;20.43;-0.01;2.22
472;1;3.800;-2.600;-4.133;-0.25;-0.10;-0.20;0.19;-0.14;18.83;-0.40;1.48
473;1;3.800;-3.000;-4.137;-0.24;-0.17;-0.26;0.10;-0.21;15.26;-1.25;0.05
474;1;3.800;-3.400;-4.142;-0.10;-0.29;-0.30;-0.03;-0.31;10.20;-2.84;-1.61
475;1;3.800;-3.800;-4.148;0.26;-0.54;0.00;0.00;-0.41;5.83;-3.38;-0.01
476;1;0.050;0.050;-3.175;-0.25;0.12;-5.59;7.23;1.42;-3.10;2.13;3.98
477;1;0.050;0.150;-3.200;1.03;2.54;-1.91;3.86;-12.69;-2.45;10.30;2.00
478;1;0.050;0.250;-3.224;0.89;1.54;-1.06;2.46;-8.98;-1.30;12.19;2.36
479;1;0.050;0.350;-3.249;0.69;1.01;-0.66;2.17;-5.38;-1.22;13.06;2.47
480;1;0.050;0.450;-3.274;0.50;0.71;-0.48;2.18;-3.19;-1.02;13.06;2.39
481;1;0.050;0.550;-3.298;0.34;0.51;-0.37;2.11;-1.93;-0.74;12.52;2.24
482;1;0.050;0.650;-3.323;0.22;0.38;-0.29;1.93;-1.20;-0.50;11.71;2.09
483;1;0.050;0.750;-3.348;0.13;0.28;-0.21;1.69;-0.76;-0.35;10.71;1.95
484;1;0.050;0.850;-3.372;0.06;0.20;-0.15;1.40;-0.48;-0.25;9.56;1.84
485;1;0.050;0.950;-3.397;0.02;0.14;-0.10;1.12;-0.28;-0.21;8.31;1.72
486;1;0.050;1.050;-3.422;0.00;0.09;-0.06;0.88;-0.13;-0.21;7.03;1.59
487;1;0.050;1.150;-3.446;-0.02;0.06;-0.03;0.67;-0.03;-0.23;5.77;1.45
488;1;0.050;1.250;-3.471;-0.03;0.04;-0.01;0.50;0.05;-0.21;4.62;1.33
489;1;0.050;1.350;-3.496;-0.03;0.02;0.00;0.39;0.11;-0.16;3.57;1.23
490;1;0.050;1.450;-3.520;-0.03;0.01;0.00;0.30;0.13;-0.13;2.63;1.10
491;1;0.050;1.550;-3.545;-0.02;0.01;0.01;0.22;0.12;-0.11;1.81;0.93
492;1;0.050;1.650;-3.570;-0.02;0.01;0.01;0.16;0.09;-0.07;1.15;0.74
493;1;0.050;1.750;-3.595;-0.02;0.01;0.01;0.11;0.07;0.00;0.69;0.60
494;1;0.050;1.850;-3.619;-0.02;0.01;0.01;0.07;0.05;0.07;0.36;0.48
495;1;0.050;1.950;-3.644;-0.01;0.01;0.01;0.04;0.03;0.11;0.11;0.35
496;1;0.150;0.050;-3.200;-1.31;-2.43;-1.85;4.87;14.65;-6.12;-4.91;0.63
