Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
Nr.;Punkt;X;Y;Z;mx;my;mxy;vx;vy;nx;ny;nxy
497;1;0.150;0.150;-3.224;-0.23;0.15;-0.70;-5.81;0.48;-4.72;2.96;4.63
498;1;0.150;0.250;-3.248;0.20;0.66;-0.56;-3.40;-3.21;-3.79;7.16;5.16
499;1;0.150;0.350;-3.272;0.37;0.57;-0.46;-0.98;-2.91;-3.03;9.11;5.03
500;1;0.150;0.450;-3.296;0.35;0.44;-0.35;0.30;-2.04;-2.42;9.85;4.73
501;1;0.150;0.550;-3.320;0.28;0.34;-0.26;0.84;-1.33;-1.91;9.87;4.36
502;1;0.150;0.650;-3.344;0.20;0.26;-0.20;1.02;-0.84;-1.51;9.52;3.98
503;1;0.150;0.750;-3.368;0.13;0.20;-0.14;1.00;-0.55;-1.20;8.96;3.61
504;1;0.150;0.850;-3.392;0.08;0.16;-0.09;0.87;-0.36;-0.93;8.25;3.26
505;1;0.150;0.950;-3.416;0.05;0.12;-0.06;0.71;-0.23;-0.71;7.41;2.92
506;1;0.150;1.050;-3.440;0.02;0.08;-0.03;0.56;-0.12;-0.53;6.45;2.56
507;1;0.150;1.150;-3.464;0.01;0.06;-0.01;0.42;-0.04;-0.36;5.47;2.20
508;1;0.150;1.250;-3.488;0.00;0.04;0.00;0.32;0.02;-0.21;4.58;1.85
509;1;0.150;1.350;-3.512;-0.01;0.04;0.01;0.25;0.06;-0.06;3.81;1.57
510;1;0.150;1.450;-3.536;-0.01;0.03;0.01;0.20;0.10;0.05;3.06;1.30
511;1;0.150;1.550;-3.560;-0.01;0.02;0.01;0.18;0.10;0.12;2.31;1.03
512;1;0.150;1.650;-3.585;-0.01;0.01;0.01;0.16;0.06;0.17;1.62;0.78
513;1;0.150;1.750;-3.609;-0.01;0.01;0.01;0.12;0.02;0.24;1.10;0.58
514;1;0.150;1.850;-3.633;-0.01;0.01;0.01;0.08;0.01;0.30;0.72;0.42
515;1;0.150;1.950;-3.657;-0.01;0.01;0.01;0.05;-0.01;0.35;0.43;0.27
516;1;0.250;0.050;-3.224;-1.12;-1.41;-1.04;3.52;10.40;-7.54;-5.88;0.59
517;1;0.250;0.150;-3.248;-0.52;-0.41;-0.57;-3.08;3.74;-5.47;-0.59;4.45
518;1;0.250;0.250;-3.271;-0.13;0.13;-0.41;-3.19;0.13;-4.26;3.51;5.83
519;1;0.250;0.350;-3.295;0.09;0.26;-0.33;-1.64;-0.87;-3.46;5.93;6.09
520;1;0.250;0.450;-3.318;0.18;0.26;-0.26;-0.46;-0.92;-2.83;7.25;5.90
521;1;0.250;0.550;-3.341;0.18;0.23;-0.19;0.19;-0.73;-2.30;7.77;5.52
522;1;0.250;0.650;-3.365;0.15;0.19;-0.13;0.47;-0.50;-1.84;7.78;5.05
523;1;0.250;0.750;-3.388;0.11;0.16;-0.09;0.52;-0.32;-1.44;7.54;4.57
524;1;0.250;0.850;-3.412;0.08;0.13;-0.06;0.47;-0.19;-1.09;7.15;4.10
525;1;0.250;0.950;-3.435;0.05;0.11;-0.03;0.39;-0.11;-0.78;6.64;3.63
526;1;0.250;1.050;-3.459;0.03;0.08;-0.02;0.32;-0.06;-0.52;5.98;3.17
527;1;0.250;1.150;-3.482;0.02;0.06;0.00;0.27;-0.03;-0.30;5.24;2.71
528;1;0.250;1.250;-3.505;0.01;0.05;0.00;0.23;0.00;-0.08;4.48;2.27
529;1;0.250;1.350;-3.529;0.01;0.04;0.01;0.17;0.03;0.12;3.79;1.87
530;1;0.250;1.450;-3.552;0.00;0.03;0.01;0.11;0.02;0.26;3.18;1.52
531;1;0.250;1.550;-3.576;0.00;0.03;0.02;0.11;-0.01;0.33;2.62;1.19
532;1;0.250;1.650;-3.599;0.00;0.02;0.02;0.13;-0.02;0.35;2.05;0.89
533;1;0.250;1.750;-3.623;-0.01;0.02;0.02;0.12;-0.01;0.40;1.52;0.64
534;1;0.250;1.850;-3.646;-0.01;0.01;0.02;0.09;0.00;0.46;1.09;0.44
535;1;0.250;1.950;-3.670;-0.01;0.01;0.02;0.08;0.02;0.50;0.77;0.27
536;1;0.350;0.050;-3.249;-0.86;-0.86;-0.68;3.20;6.64;-7.46;-6.45;0.38
537;1;0.350;0.150;-3.272;-0.60;-0.32;-0.48;-0.69;3.28;-5.67;-2.12;3.86
538;1;0.350;0.250;-3.295;-0.28;0.01;-0.34;-1.61;1.02;-4.23;1.46;5.59
539;1;0.350;0.350;-3.317;-0.07;0.14;-0.26;-1.12;0.06;-3.33;3.84;6.21
540;1;0.350;0.450;-3.340;0.05;0.17;-0.19;-0.47;-0.23;-2.66;5.33;6.26
541;1;0.350;0.550;-3.363;0.09;0.17;-0.13;-0.03;-0.28;-2.11;6.14;5.98
542;1;0.350;0.650;-3.386;0.09;0.15;-0.09;0.18;-0.24;-1.65;6.43;5.54
543;1;0.350;0.750;-3.409;0.08;0.13;-0.05;0.25;-0.16;-1.24;6.40;5.04
544;1;0.350;0.850;-3.431;0.06;0.11;-0.03;0.24;-0.09;-0.87;6.20;4.54
545;1;0.350;0.950;-3.454;0.05;0.10;-0.02;0.20;-0.05;-0.54;5.89;4.04
546;1;0.350;1.050;-3.477;0.03;0.08;-0.01;0.17;-0.03;-0.26;5.46;3.53
547;1;0.350;1.150;-3.500;0.03;0.07;0.00;0.16;-0.02;-0.01;4.93;3.03
548;1;0.350;1.250;-3.523;0.02;0.05;0.01;0.15;-0.01;0.20;4.32;2.54
549;1;0.350;1.350;-3.545;0.01;0.04;0.01;0.13;-0.02;0.37;3.70;2.10
550;1;0.350;1.450;-3.568;0.01;0.04;0.02;0.11;-0.05;0.48;3.15;1.72
551;1;0.350;1.550;-3.591;0.00;0.03;0.02;0.09;-0.07;0.54;2.68;1.37
552;1;0.350;1.650;-3.614;0.00;0.03;0.02;0.08;-0.06;0.57;2.22;1.04
553;1;0.350;1.750;-3.637;0.00;0.02;0.03;0.08;-0.02;0.61;1.78;0.74
554;1;0.350;1.850;-3.660;0.00;0.02;0.03;0.07;0.00;0.64;1.37;0.49
555;1;0.350;1.950;-3.682;0.00;0.01;0.02;0.06;0.03;0.66;1.04;0.30
556;1;0.450;0.050;-3.274;-0.63;-0.55;-0.52;3.09;4.39;-7.25;-6.55;0.09
557;1;0.450;0.150;-3.296;-0.53;-0.19;-0.38;0.46;2.33;-5.55;-2.79;3.33
558;1;0.450;0.250;-3.318;-0.31;0.01;-0.28;-0.50;1.03;-3.99;0.31;5.12
559;1;0.450;0.350;-3.340;-0.13;0.10;-0.20;-0.50;0.35;-2.98;2.52;5.95
560;1;0.450;0.450;-3.362;-0.02;0.13;-0.14;-0.25;0.07;-2.23;3.99;6.16
561;1;0.450;0.550;-3.385;0.03;0.14;-0.09;-0.05;-0.03;-1.66;4.89;6.02
562;1;0.450;0.650;-3.407;0.05;0.13;-0.06;0.06;-0.06;-1.21;5.36;5.66
563;1;0.450;0.750;-3.429;0.05;0.12;-0.03;0.10;-0.05;-0.82;5.50;5.20
564;1;0.450;0.850;-3.451;0.04;0.11;-0.02;0.11;-0.02;-0.47;5.43;4.72
565;1;0.450;0.950;-3.473;0.04;0.09;-0.01;0.10;-0.01;-0.14;5.24;4.23
566;1;0.450;1.050;-3.495;0.03;0.08;0.00;0.09;-0.02;0.13;4.94;3.73
567;1;0.450;1.150;-3.518;0.03;0.07;0.01;0.08;-0.04;0.36;4.55;3.23
568;1;0.450;1.250;-3.540;0.02;0.06;0.01;0.09;-0.06;0.51;4.09;2.75
569;1;0.450;1.350;-3.562;0.02;0.05;0.02;0.10;-0.06;0.62;3.59;2.30
570;1;0.450;1.450;-3.584;0.01;0.04;0.02;0.10;-0.05;0.69;3.09;1.89
571;1;0.450;1.550;-3.606;0.01;0.03;0.02;0.08;-0.04;0.75;2.63;1.52
572;1;0.450;1.650;-3.629;0.01;0.03;0.02;0.06;-0.03;0.79;2.22;1.17
573;1;0.450;1.750;-3.651;0.00;0.02;0.02;0.05;-0.02;0.81;1.84;0.86
574;1;0.450;1.850;-3.673;0.00;0.02;0.02;0.04;-0.01;0.82;1.49;0.58
575;1;0.450;1.950;-3.695;0.00;0.01;0.02;0.03;0.00;0.81;1.19;0.36
576;1;0.550;0.050;-3.298;-0.45;-0.36;-0.42;2.89;3.09;-6.98;-6.38;-0.15
577;1;0.550;0.150;-3.320;-0.42;-0.10;-0.31;0.90;1.56;-5.26;-3.01;2.88
578;1;0.550;0.250;-3.341;-0.28;0.04;-0.21;0.09;0.83;-3.58;-0.30;4.63
579;1;0.550;0.350;-3.363;-0.14;0.10;-0.15;-0.10;0.40;-2.46;1.68;5.53
580;1;0.550;0.450;-3.385;-0.05;0.12;-0.10;-0.07;0.18;-1.68;3.07;5.87
581;1;0.550;0.550;-3.406;0.00;0.13;-0.06;-0.02;0.08;-1.10;3.98;5.83
582;1;0.550;0.650;-3.428;0.02;0.12;-0.04;0.01;0.04;-0.67;4.52;5.56
583;1;0.550;0.750;-3.449;0.03;0.11;-0.02;0.03;0.03;-0.31;4.76;5.18
584;1;0.550;0.850;-3.471;0.03;0.10;-0.01;0.04;0.01;0.01;4.79;4.75
585;1;0.550;0.950;-3.492;0.03;0.09;0.00;0.04;-0.01;0.29;4.68;4.30
586;1;0.550;1.050;-3.514;0.03;0.08;0.01;0.04;-0.05;0.53;4.46;3.84
587;1;0.550;1.150;-3.535;0.02;0.07;0.01;0.05;-0.07;0.70;4.17;3.37
588;1;0.550;1.250;-3.557;0.02;0.06;0.01;0.06;-0.08;0.80;3.81;2.90
589;1;0.550;1.350;-3.579;0.02;0.05;0.02;0.07;-0.07;0.88;3.42;2.45
590;1;0.550;1.450;-3.600;0.02;0.04;0.02;0.07;-0.05;0.93;3.00;2.03
591;1;0.550;1.550;-3.622;0.01;0.03;0.02;0.06;-0.03;0.97;2.57;1.64
592;1;0.550;1.650;-3.643;0.01;0.03;0.02;0.04;-0.02;0.99;2.18;1.28
593;1;0.550;1.750;-3.665;0.01;0.02;0.02;0.03;-0.03;1.00;1.83;0.96
594;1;0.550;1.850;-3.686;0.01;0.02;0.02;0.03;-0.03;0.98;1.52;0.68
595;1;0.550;1.950;-3.708;0.01;0.01;0.02;0.02;-0.04;0.94;1.25;0.44
596;1;0.650;0.050;-3.323;-0.31;-0.22;-0.35;2.62;2.31;-6.57;-6.08;-0.32
597;1;0.650;0.150;-3.344;-0.31;-0.03;-0.25;1.00;1.05;-4.78;-3.00;2.51
598;1;0.650;0.250;-3.365;-0.21;0.06;-0.16;0.33;0.61;-3.04;-0.60;4.18
599;1;0.650;0.350;-3.386;-0.12;0.10;-0.10;0.08;0.37;-1.88;1.17;5.10
600;1;0.650;0.450;-3.407;-0.05;0.12;-0.07;0.01;0.22;-1.09;2.44;5.49
601;1;0.650;0.550;-3.428;-0.01;0.12;-0.04;-0.01;0.14;-0.54;3.32;5.54
602;1;0.650;0.650;-3.449;0.01;0.12;-0.02;-0.01;0.10;-0.14;3.86;5.36
603;1;0.650;0.750;-3.470;0.02;0.11;-0.01;0.00;0.06;0.18;4.16;5.07
604;1;0.650;0.850;-3.490;0.02;0.10;0.00;0.00;0.00;0.45;4.25;4.71
605;1;0.650;0.950;-3.511;0.02;0.09;0.00;0.01;-0.05;0.69;4.21;4.31
606;1;0.650;1.050;-3.532;0.02;0.08;0.01;0.02;-0.08;0.87;4.05;3.89
607;1;0.650;1.150;-3.553;0.02;0.07;0.01;0.03;-0.09;1.00;3.82;3.45
608;1;0.650;1.250;-3.574;0.02;0.06;0.01;0.03;-0.09;1.09;3.53;3.00
609;1;0.650;1.350;-3.595;0.02;0.05;0.02;0.03;-0.07;1.16;3.19;2.55
610;1;0.650;1.450;-3.616;0.02;0.04;0.02;0.03;-0.06;1.19;2.84;2.13
611;1;0.650;1.550;-3.637;0.02;0.03;0.02;0.03;-0.05;1.20;2.48;1.73
612;1;0.650;1.650;-3.658;0.01;0.03;0.02;0.04;-0.04;1.19;2.13;1.37
613;1;0.650;1.750;-3.679;0.01;0.02;0.02;0.03;-0.04;1.17;1.80;1.05
614;1;0.650;1.850;-3.700;0.01;0.02;0.02;0.03;-0.04;1.12;1.52;0.77
615;1;0.650;1.950;-3.721;0.01;0.01;0.02;0.02;-0.04;1.06;1.27;0.51
616;1;0.750;0.050;-3.348;-0.20;-0.12;-0.29;2.27;1.81;-5.99;-5.71;-0.39
617;1;0.750;0.150;-3.368;-0.22;0.03;-0.20;0.91;0.74;-4.16;-2.89;2.24
618;1;0.750;0.250;-3.388;-0.15;0.08;-0.12;0.37;0.45;-2.45;-0.73;3.81
619;1;0.750;0.350;-3.409;-0.09;0.11;-0.08;0.14;0.32;-1.30;0.85;4.70
620;1;0.750;0.450;-3.429;-0.04;0.12;-0.05;0.03;0.23;-0.54;2.01;5.12
621;1;0.750;0.550;-3.449;-0.01;0.12;-0.03;-0.01;0.17;-0.04;2.82;5.23
622;1;0.750;0.650;-3.470;0.00;0.11;-0.02;-0.02;0.10;0.31;3.36;5.14
623;1;0.750;0.750;-3.490;0.01;0.10;-0.01;-0.02;0.03;0.59;3.67;4.93
624;1;0.750;0.850;-3.510;0.02;0.09;0.00;-0.02;-0.04;0.83;3.81;4.64
625;1;0.750;0.950;-3.530;0.02;0.08;0.00;-0.01;-0.08;1.03;3.80;4.29
626;1;0.750;1.050;-3.551;0.02;0.07;0.01;0.00;-0.10;1.19;3.69;3.89
627;1;0.750;1.150;-3.571;0.02;0.06;0.01;0.01;-0.09;1.30;3.50;3.48
628;1;0.750;1.250;-3.591;0.02;0.06;0.02;0.01;-0.08;1.37;3.25;3.04
629;1;0.750;1.350;-3.612;0.02;0.05;0.02;0.01;-0.07;1.42;2.96;2.61
630;1;0.750;1.450;-3.632;0.02;0.04;0.02;0.01;-0.07;1.43;2.65;2.20
631;1;0.750;1.550;-3.652;0.01;0.03;0.02;0.02;-0.07;1.42;2.34;1.81
632;1;0.750;1.650;-3.673;0.01;0.02;0.02;0.02;-0.06;1.38;2.04;1.45
633;1;0.750;1.750;-3.693;0.01;0.02;0.02;0.02;-0.05;1.33;1.75;1.12
634;1;0.750;1.850;-3.713;0.01;0.01;0.02;0.02;-0.04;1.25;1.49;0.83
635;1;0.750;1.950;-3.734;0.01;0.01;0.02;0.01;-0.03;1.17;1.26;0.58
636;1;0.850;0.050;-3.372;-0.13;-0.05;-0.23;1.88;1.45;-5.28;-5.28;-0.36
637;1;0.850;0.150;-3.392;-0.15;0.06;-0.15;0.72;0.57;-3.48;-2.74;2.07
638;1;0.850;0.250;-3.412;-0.11;0.10;-0.09;0.32;0.36;-1.86;-0.78;3.52
639;1;0.850;0.350;-3.431;-0.06;0.11;-0.06;0.13;0.27;-0.79;0.66;4.37
640;1;0.850;0.450;-3.451;-0.03;0.12;-0.03;0.03;0.21;-0.10;1.70;4.80
641;1;0.850;0.550;-3.471;-0.01;0.11;-0.02;-0.02;0.15;0.35;2.45;4.95
642;1;0.850;0.650;-3.490;0.00;0.11;-0.01;-0.03;0.06;0.66;2.97;4.92
643;1;0.850;0.750;-3.510;0.01;0.10;-0.01;-0.03;-0.02;0.92;3.29;4.78
644;1;0.850;0.850;-3.530;0.01;0.09;0.00;-0.03;-0.08;1.15;3.45;4.54
645;1;0.850;0.950;-3.550;0.01;0.08;0.00;-0.02;-0.10;1.34;3.47;4.23
646;1;0.850;1.050;-3.569;0.01;0.07;0.01;-0.01;-0.10;1.48;3.38;3.87
647;1;0.850;1.150;-3.589;0.01;0.06;0.01;-0.01;-0.09;1.58;3.22;3.47
648;1;0.850;1.250;-3.609;0.01;0.05;0.02;-0.01;-0.08;1.64;3.00;3.06
649;1;0.850;1.350;-3.628;0.01;0.04;0.02;0.00;-0.08;1.65;2.74;2.65
650;1;0.850;1.450;-3.648;0.01;0.04;0.02;0.00;-0.08;1.64;2.47;2.25
651;1;0.850;1.550;-3.668;0.01;0.03;0.02;0.00;-0.07;1.61;2.19;1.87
652;1;0.850;1.650;-3.687;0.01;0.02;0.02;0.00;-0.06;1.55;1.92;1.51
653;1;0.850;1.750;-3.707;0.01;0.02;0.02;0.00;-0.05;1.47;1.67;1.19
654;1;0.850;1.850;-3.727;0.01;0.01;0.02;0.00;-0.04;1.37;1.43;0.90
655;1;0.850;1.950;-3.746;0.01;0.01;0.02;0.00;-0.03;1.25;1.22;0.65
656;1;0.950;0.050;-3.397;-0.09;0.01;-0.18;1.48;1.14;-4.50;-4.78;-0.24
657;1;0.950;0.150;-3.416;-0.10;0.09;-0.12;0.52;0.46;-2.79;-2.53;1.97
658;1;0.950;0.250;-3.435;-0.07;0.11;-0.07;0.23;0.31;-1.32;-0.78;3.30
659;1;0.950;0.350;-3.454;-0.04;0.12;-0.05;0.10;0.22;-0.36;0.54;4.10
660;1;0.950;0.450;-3.473;-0.02;0.11;-0.03;0.02;0.17;0.24;1.49;4.52
661;1;0.950;0.550;-3.492;-0.01;0.11;-0.02;-0.02;0.09;0.64;2.18;4.70
662;1;0.950;0.650;-3.511;0.00;0.10;-0.01;-0.03;0.00;0.95;2.68;4.73
663;1;0.950;0.750;-3.530;0.00;0.09;0.00;-0.03;-0.07;1.22;2.99;4.63
664;1;0.950;0.850;-3.550;0.00;0.09;0.00;-0.03;-0.10;1.45;3.15;4.43
665;1;0.950;0.950;-3.569;0.01;0.08;0.01;-0.03;-0.10;1.63;3.18;4.15
666;1;0.950;1.050;-3.588;0.01;0.07;0.01;-0.02;-0.10;1.76;3.12;3.81
667;1;0.950;1.150;-3.607;0.01;0.06;0.01;-0.02;-0.09;1.83;2.97;3.44
668;1;0.950;1.250;-3.626;0.01;0.05;0.02;-0.02;-0.09;1.87;2.78;3.06
669;1;0.950;1.350;-3.645;0.01;0.04;0.02;-0.01;-0.08;1.86;2.55;2.66
670;1;0.950;1.450;-3.664;0.01;0.03;0.02;-0.01;-0.07;1.83;2.30;2.28
671;1;0.950;1.550;-3.683;0.01;0.03;0.02;-0.01;-0.07;1.77;2.05;1.91
672;1;0.950;1.650;-3.702;0.01;0.02;0.02;-0.01;-0.06;1.69;1.80;1.56
673;1;0.950;1.750;-3.721;0.01;0.01;0.02;-0.01;-0.05;1.58;1.57;1.24
674;1;0.950;1.850;-3.740;0.01;0.01;0.02;-0.01;-0.05;1.46;1.35;0.95
675;1;0.950;1.950;-3.759;0.01;0.01;0.02;-0.01;-0.04;1.32;1.16;0.70
676;1;1.050;0.050;-3.422;-0.05;0.04;-0.14;1.11;0.89;-3.71;-4.20;-0.08
677;1;1.050;0.150;-3.440;-0.07;0.10;-0.09;0.34;0.38;-2.14;-2.23;1.91
678;1;1.050;0.250;-3.459;-0.05;0.12;-0.06;0.13;0.26;-0.85;-0.70;3.12
679;1;1.050;0.350;-3.477;-0.03;0.12;-0.04;0.05;0.18;-0.02;0.48;3.87
680;1;1.050;0.450;-3.495;-0.02;0.11;-0.03;0.02;0.10;0.50;1.35;4.28
681;1;1.050;0.550;-3.514;-0.01;0.10;-0.02;-0.01;0.01;0.88;1.99;4.48
682;1;1.050;0.650;-3.532;-0.01;0.10;-0.01;-0.02;-0.07;1.22;2.46;4.54
683;1;1.050;0.750;-3.551;-0.01;0.09;0.00;-0.03;-0.10;1.51;2.77;4.48
684;1;1.050;0.850;-3.569;0.00;0.08;0.00;-0.03;-0.11;1.73;2.92;4.30
685;1;1.050;0.950;-3.588;0.00;0.07;0.01;-0.03;-0.10;1.89;2.95;4.05
686;1;1.050;1.050;-3.606;0.00;0.06;0.01;-0.03;-0.10;2.00;2.89;3.74
687;1;1.050;1.150;-3.625;0.00;0.05;0.01;-0.03;-0.09;2.05;2.77;3.40
688;1;1.050;1.250;-3.643;0.01;0.04;0.02;-0.03;-0.09;2.07;2.59;3.03
689;1;1.050;1.350;-3.661;0.01;0.04;0.02;-0.02;-0.08;2.04;2.38;2.66
690;1;1.050;1.450;-3.680;0.01;0.03;0.02;-0.02;-0.07;1.99;2.15;2.29
691;1;1.050;1.550;-3.698;0.01;0.02;0.02;-0.02;-0.06;1.90;1.92;1.93
692;1;1.050;1.650;-3.717;0.01;0.02;0.02;-0.02;-0.06;1.80;1.69;1.59
693;1;1.050;1.750;-3.735;0.01;0.01;0.02;-0.02;-0.05;1.67;1.47;1.28
694;1;1.050;1.850;-3.754;0.01;0.01;0.02;-0.02;-0.05;1.53;1.27;1.00
695;1;1.050;1.950;-3.772;0.01;0.00;0.02;-0.01;-0.04;1.37;1.09;0.75
696;1;1.150;0.050;-3.446;-0.03;0.07;-0.10;0.79;0.69;-2.95;-3.56;0.11
697;1;1.150;0.150;-3.464;-0.04;0.10;-0.07;0.22;0.27;-1.60;-1.85;1.88
698;1;1.150;0.250;-3.482;-0.04;0.11;-0.05;0.05;0.20;-0.46;-0.56;2.97
699;1;1.150;0.350;-3.500;-0.03;0.12;-0.04;0.01;0.13;0.25;0.49;3.66
700;1;1.150;0.450;-3.518;-0.02;0.11;-0.02;0.02;0.03;0.72;1.29;4.06
701;1;1.150;0.550;-3.535;-0.02;0.10;-0.02;0.01;-0.07;1.12;1.88;4.29
702;1;1.150;0.650;-3.553;-0.02;0.09;-0.01;-0.01;-0.11;1.49;2.31;4.37
703;1;1.150;0.750;-3.571;-0.01;0.09;0.00;-0.03;-0.11;1.77;2.59;4.33
704;1;1.150;0.850;-3.589;-0.01;0.08;0.00;-0.03;-0.10;1.98;2.73;4.18
705;1;1.150;0.950;-3.607;-0.01;0.07;0.01;-0.04;-0.10;2.12;2.76;3.95
706;1;1.150;1.050;-3.625;-0.01;0.06;0.01;-0.04;-0.10;2.20;2.71;3.67
707;1;1.150;1.150;-3.642;0.00;0.05;0.01;-0.03;-0.09;2.24;2.60;3.34
708;1;1.150;1.250;-3.660;0.00;0.04;0.02;-0.03;-0.09;2.24;2.43;3.00
709;1;1.150;1.350;-3.678;0.00;0.03;0.02;-0.03;-0.08;2.19;2.23;2.64
710;1;1.150;1.450;-3.696;0.00;0.02;0.02;-0.03;-0.07;2.12;2.02;2.28
711;1;1.150;1.550;-3.714;0.00;0.02;0.02;-0.03;-0.07;2.01;1.80;1.94
712;1;1.150;1.650;-3.731;0.01;0.01;0.02;-0.03;-0.06;1.88;1.58;1.61
713;1;1.150;1.750;-3.749;0.01;0.01;0.02;-0.02;-0.05;1.74;1.38;1.31
714;1;1.150;1.850;-3.767;0.01;0.00;0.02;-0.02;-0.04;1.58;1.19;1.03
715;1;1.150;1.950;-3.785;0.01;0.00;0.02;-0.01;-0.04;1.41;1.02;0.78
716;1;1.250;0.050;-3.471;-0.01;0.09;-0.09;0.53;0.54;-2.28;-2.94;0.35
717;1;1.250;0.150;-3.488;-0.03;0.11;-0.06;0.19;0.17;-1.15;-1.48;1.87
718;1;1.250;0.250;-3.505;-0.03;0.11;-0.05;0.06;0.16;-0.16;-0.36;2.84
719;1;1.250;0.350;-3.523;-0.02;0.11;-0.03;0.00;0.07;0.47;0.55;3.47
720;1;1.250;0.450;-3.540;-0.02;0.11;-0.02;0.01;-0.06;0.95;1.29;3.88
721;1;1.250;0.550;-3.557;-0.02;0.10;-0.02;0.02;-0.13;1.39;1.84;4.12
722;1;1.250;0.650;-3.574;-0.02;0.09;-0.01;-0.01;-0.12;1.75;2.21;4.21
723;1;1.250;0.750;-3.591;-0.02;0.08;0.00;-0.03;-0.10;2.01;2.47;4.18
724;1;1.250;0.850;-3.609;-0.02;0.07;0.00;-0.03;-0.10;2.19;2.60;4.05
725;1;1.250;0.950;-3.626;-0.02;0.06;0.01;-0.03;-0.10;2.31;2.62;3.84
726;1;1.250;1.050;-3.643;-0.01;0.05;0.01;-0.04;-0.10;2.38;2.57;3.58
727;1;1.250;1.150;-3.660;-0.01;0.04;0.01;-0.04;-0.09;2.40;2.46;3.28
728;1;1.250;1.250;-3.677;-0.01;0.04;0.02;-0.04;-0.09;2.38;2.30;2.95
729;1;1.250;1.350;-3.695;0.00;0.03;0.02;-0.04;-0.08;2.31;2.11;2.61
730;1;1.250;1.450;-3.712;0.00;0.02;0.02;-0.04;-0.07;2.21;1.90;2.27
731;1;1.250;1.550;-3.729;0.00;0.01;0.02;-0.03;-0.06;2.09;1.70;1.94
732;1;1.250;1.650;-3.746;0.00;0.01;0.02;-0.03;-0.06;1.94;1.49;1.62
733;1;1.250;1.750;-3.763;0.00;0.00;0.02;-0.03;-0.05;1.78;1.30;1.33
734;1;1.250;1.850;-3.780;0.01;0.00;0.02;-0.03;-0.04;1.61;1.12;1.06
735;1;1.250;1.950;-3.798;0.01;0.00;0.02;-0.03;-0.03;1.42;0.96;0.82
736;1;1.350;0.050;-3.496;0.00;0.11;-0.08;0.35;0.39;-1.67;-2.38;0.62
737;1;1.350;0.150;-3.512;-0.02;0.13;-0.06;0.20;0.14;-0.75;-1.16;1.88
738;1;1.350;0.250;-3.529;-0.02;0.11;-0.04;0.15;0.11;0.07;-0.14;2.73
739;1;1.350;0.350;-3.545;-0.02;0.10;-0.03;0.05;-0.03;0.67;0.67;3.31
740;1;1.350;0.450;-3.562;-0.03;0.10;-0.02;0.01;-0.14;1.22;1.33;3.74
741;1;1.350;0.550;-3.579;-0.03;0.09;-0.02;0.01;-0.14;1.66;1.83;3.97
742;1;1.350;0.650;-3.595;-0.03;0.08;-0.01;0.00;-0.11;1.97;2.17;4.05
743;1;1.350;0.750;-3.612;-0.03;0.07;0.00;-0.02;-0.10;2.19;2.39;4.04
744;1;1.350;0.850;-3.628;-0.02;0.06;0.00;-0.03;-0.10;2.36;2.51;3.93
745;1;1.350;0.950;-3.645;-0.02;0.06;0.01;-0.03;-0.10;2.48;2.52;3.74
746;1;1.350;1.050;-3.661;-0.02;0.05;0.01;-0.04;-0.10;2.53;2.46;3.49
747;1;1.350;1.150;-3.678;-0.02;0.04;0.01;-0.04;-0.09;2.52;2.35;3.21
748;1;1.350;1.250;-3.695;-0.01;0.03;0.02;-0.04;-0.08;2.48;2.20;2.90
749;1;1.350;1.350;-3.711;-0.01;0.02;0.02;-0.04;-0.08;2.40;2.01;2.57
750;1;1.350;1.450;-3.728;-0.01;0.02;0.02;-0.04;-0.07;2.28;1.81;2.25
751;1;1.350;1.550;-3.744;0.00;0.01;0.02;-0.04;-0.06;2.14;1.61;1.93
752;1;1.350;1.650;-3.761;0.00;0.01;0.02;-0.04;-0.05;1.98;1.41;1.62
753;1;1.350;1.750;-3.777;0.00;0.00;0.02;-0.04;-0.05;1.80;1.23;1.33
754;1;1.350;1.850;-3.794;0.00;0.00;0.02;-0.03;-0.04;1.62;1.05;1.07
755;1;1.350;1.950;-3.810;0.00;-0.01;0.02;-0.03;-0.03;1.42;0.90;0.84
756;1;1.450;0.050;-3.520;0.01;0.11;-0.07;0.19;0.25;-1.12;-1.84;0.86
757;1;1.450;0.150;-3.536;-0.01;0.13;-0.06;0.11;0.17;-0.39;-0.87;1.90
758;1;1.450;0.250;-3.552;-0.01;0.12;-0.05;0.20;-0.01;0.29;0.09;2.64
759;1;1.450;0.350;-3.568;-0.02;0.10;-0.03;0.13;-0.16;0.90;0.84;3.22
760;1;1.450;0.450;-3.584;-0.03;0.09;-0.02;0.03;-0.17;1.48;1.41;3.63
761;1;1.450;0.550;-3.600;-0.04;0.09;-0.02;-0.02;-0.12;1.89;1.83;3.84
762;1;1.450;0.650;-3.616;-0.03;0.08;-0.01;-0.01;-0.10;2.14;2.15;3.91
763;1;1.450;0.750;-3.632;-0.03;0.07;0.00;0.00;-0.10;2.35;2.36;3.91
764;1;1.450;0.850;-3.648;-0.03;0.06;0.00;-0.02;-0.11;2.51;2.45;3.82
765;1;1.450;0.950;-3.664;-0.03;0.05;0.01;-0.03;-0.10;2.61;2.45;3.64
