0, 0
.9818537910e-6, .8950655400e-6
.1963707582e-5, .1790131119e-5
.2945561374e-5, .2685196680e-5
.3927415165e-5, .3580262240e-5
.5891122750e-5, .5370393360e-5
.7854830330e-5, .7160524480e-5
.1178224550e-4, .1074078672e-4
.1570966066e-4, .1432104896e-4
.2356449099e-4, .2148157344e-4
.3141932132e-4, .2864209776e-4
.4508821306e-4, .4110276604e-4
.5875710480e-4, .5356343385e-4
.8950130150e-4, .8159008320e-4
.1204492907e-3, .1098025111e-3
.1512501895e-3, .1378808502e-3
.1798065655e-3, .1639130649e-3
.2093750387e-3, .1908679142e-3
.2399547961e-3, .2187446602e-3
.2704364838e-3, .2465320026e-3
.3017906462e-3, .2751147010e-3
.3294074096e-3, .3002903590e-3
.3604973441e-3, .3286321836e-3
.3917149369e-3, .3570903840e-3
.4217988721e-3, .3845151355e-3
.4491179673e-3, .4094194354e-3
.4816030138e-3, .4390330566e-3
.5091221093e-3, .4641196784e-3
.5411333595e-3, .4933013832e-3
.5694687399e-3, .5191321365e-3
.6005571432e-3, .5474725640e-3
.6301606550e-3, .5744593590e-3
.6610488138e-3, .6026172415e-3
.6894137859e-3, .6284749745e-3
.7200092402e-3, .6563660285e-3
.7517893186e-3, .6853369955e-3
.7794539703e-3, .7105563035e-3
.8093325520e-3, .7377938550e-3
.8402000504e-3, .7659329070e-3
.8703978757e-3, .7934614750e-3
.8996158243e-3, .8200967890e-3
.9320573748e-3, .8496707590e-3
.9612075507e-3, .8762442815e-3
.9923315856e-3, .9046171985e-3
.1020534587e-2, .9303272745e-3
.1051367917e-2, .9584351730e-3
.1080379678e-2, .9848825250e-3
.1110705327e-2, .1012527623e-2
.1140354192e-2, .1039555759e-2
.1171393806e-2, .1067851713e-2
.1201288644e-2, .1095104080e-2
.1231860433e-2, .1122973561e-2
.1262179072e-2, .1150612262e-2
.1290038753e-2, .1176009370e-2
.1321969091e-2, .1205117315e-2
.1350527966e-2, .1231151808e-2
.1380977684e-2, .1258910008e-2
