Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
94;1;0.450;-1.350;-3.562;-0.01;-0.02;-0.03;0.01;-0.10;-0.38;2.21;3.92
95;1;0.450;-1.450;-3.584;-0.01;-0.02;-0.03;0.00;-0.08;-0.52;1.69;3.56
96;1;0.450;-1.550;-3.606;-0.01;-0.01;-0.02;0.00;-0.06;-0.59;1.32;3.20
97;1;0.450;-1.650;-3.629;-0.01;0.00;-0.02;-0.02;-0.05;-0.63;1.06;2.85
98;1;0.450;-1.750;-3.651;-0.01;0.00;-0.02;-0.04;-0.04;-0.66;0.85;2.54
99;1;0.450;-1.850;-3.673;-0.01;0.01;-0.03;-0.05;-0.03;-0.69;0.67;2.29
100;1;0.450;-1.950;-3.695;-0.01;0.01;-0.03;-0.07;-0.01;-0.75;0.50;2.11
101;1;0.550;-0.050;-3.298;1.07;1.38;-1.67;-7.86;4.12;41.71;55.16;-30.38
102;1;0.550;-0.150;-3.320;1.07;0.84;-1.23;-5.60;3.19;30.17;44.86;-19.99
103;1;0.550;-0.250;-3.341;0.92;0.46;-0.88;-3.71;2.29;20.93;36.64;-11.72
104;1;0.550;-0.350;-3.363;0.71;0.22;-0.62;-2.30;1.54;14.04;29.87;-5.58
105;1;0.550;-0.450;-3.385;0.50;0.07;-0.42;-1.35;0.98;9.21;24.27;-1.32
106;1;0.550;-0.550;-3.406;0.33;0.00;-0.28;-0.77;0.62;5.94;19.66;1.49
107;1;0.550;-0.650;-3.428;0.21;-0.04;-0.18;-0.40;0.36;3.81;15.93;3.22
108;1;0.550;-0.750;-3.449;0.13;-0.06;-0.12;-0.18;0.19;2.43;12.91;4.23
109;1;0.550;-0.850;-3.471;0.07;-0.06;-0.08;-0.09;0.08;1.52;10.46;4.74
110;1;0.550;-0.950;-3.492;0.04;-0.05;-0.06;-0.01;-0.01;0.92;8.47;4.98
111;1;0.550;-1.050;-3.514;0.02;-0.04;-0.04;0.07;-0.07;0.47;6.90;4.98
112;1;0.550;-1.150;-3.535;0.01;-0.04;-0.03;0.08;-0.10;0.14;5.65;4.85
113;1;0.550;-1.250;-3.557;0.00;-0.03;-0.03;0.08;-0.10;-0.11;4.67;4.61
114;1;0.550;-1.350;-3.579;0.00;-0.02;-0.02;0.07;-0.10;-0.30;3.90;4.31
115;1;0.550;-1.450;-3.600;-0.01;-0.01;-0.02;0.05;-0.08;-0.42;3.30;3.98
116;1;0.550;-1.550;-3.622;-0.01;0.00;-0.02;0.04;-0.07;-0.49;2.83;3.62
117;1;0.550;-1.650;-3.643;-0.01;0.00;-0.02;0.03;-0.06;-0.52;2.46;3.26
118;1;0.550;-1.750;-3.665;-0.01;0.01;-0.02;0.01;-0.04;-0.55;2.16;2.94
119;1;0.550;-1.850;-3.686;-0.02;0.01;-0.02;0.00;-0.03;-0.57;1.90;2.67
120;1;0.550;-1.950;-3.708;-0.02;0.01;-0.02;-0.01;-0.02;-0.61;1.66;2.45
121;1;0.650;-0.050;-3.323;0.69;1.08;-1.42;-7.02;3.39;39.35;54.65;-28.35
122;1;0.650;-0.150;-3.344;0.72;0.65;-1.02;-5.03;2.54;28.21;44.55;-18.31
123;1;0.650;-0.250;-3.365;0.64;0.35;-0.71;-3.33;1.77;19.45;36.66;-10.64
124;1;0.650;-0.350;-3.386;0.51;0.16;-0.48;-2.07;1.21;13.00;30.33;-5.06
125;1;0.650;-0.450;-3.407;0.38;0.05;-0.32;-1.21;0.80;8.53;25.15;-1.19
126;1;0.650;-0.550;-3.428;0.26;-0.01;-0.21;-0.66;0.52;5.51;20.86;1.44
127;1;0.650;-0.650;-3.449;0.17;-0.04;-0.14;-0.32;0.32;3.58;17.36;3.10
128;1;0.650;-0.750;-3.470;0.11;-0.05;-0.09;-0.15;0.18;2.33;14.46;4.11
129;1;0.650;-0.850;-3.490;0.07;-0.04;-0.06;-0.02;0.06;1.52;12.03;4.72
130;1;0.650;-0.950;-3.511;0.05;-0.04;-0.05;0.08;-0.04;0.94;10.09;5.00
131;1;0.650;-1.050;-3.532;0.03;-0.03;-0.04;0.10;-0.08;0.52;8.51;5.09
132;1;0.650;-1.150;-3.553;0.02;-0.03;-0.03;0.11;-0.10;0.18;7.23;5.02
133;1;0.650;-1.250;-3.574;0.01;-0.02;-0.03;0.11;-0.10;-0.06;6.20;4.84
134;1;0.650;-1.350;-3.595;0.01;-0.01;-0.02;0.10;-0.09;-0.24;5.37;4.57
135;1;0.650;-1.450;-3.616;0.00;0.00;-0.02;0.09;-0.08;-0.36;4.71;4.25
136;1;0.650;-1.550;-3.637;0.00;0.00;-0.02;0.08;-0.07;-0.43;4.17;3.91
137;1;0.650;-1.650;-3.658;-0.01;0.01;-0.02;0.07;-0.06;-0.45;3.74;3.56
138;1;0.650;-1.750;-3.679;-0.01;0.01;-0.02;0.05;-0.05;-0.47;3.37;3.24
139;1;0.650;-1.850;-3.700;-0.01;0.02;-0.02;0.04;-0.03;-0.48;3.05;2.95
140;1;0.650;-1.950;-3.721;-0.02;0.02;-0.02;0.03;-0.02;-0.51;2.74;2.71
141;1;0.750;-0.050;-3.348;0.42;0.83;-1.17;-6.20;2.81;36.59;53.69;-26.45
142;1;0.750;-0.150;-3.368;0.47;0.48;-0.83;-4.38;2.06;25.89;44.05;-16.79
143;1;0.750;-0.250;-3.388;0.44;0.25;-0.56;-2.86;1.39;17.72;36.60;-9.66
144;1;0.750;-0.350;-3.409;0.36;0.11;-0.38;-1.75;0.95;11.83;30.65;-4.58
145;1;0.750;-0.450;-3.429;0.28;0.03;-0.25;-1.00;0.64;7.80;25.82;-1.06
146;1;0.750;-0.550;-3.449;0.20;-0.01;-0.16;-0.52;0.42;5.12;21.81;1.37
147;1;0.750;-0.650;-3.470;0.14;-0.03;-0.11;-0.27;0.28;3.39;18.49;2.95
148;1;0.750;-0.750;-3.490;0.10;-0.04;-0.07;-0.09;0.12;2.29;15.67;3.98
149;1;0.750;-0.850;-3.510;0.07;-0.04;-0.05;0.05;0.00;1.53;13.37;4.62
150;1;0.750;-0.950;-3.530;0.06;-0.03;-0.04;0.09;-0.06;0.98;11.45;4.97
151;1;0.750;-1.050;-3.551;0.05;-0.02;-0.03;0.12;-0.10;0.54;9.86;5.11
152;1;0.750;-1.150;-3.571;0.04;-0.02;-0.03;0.13;-0.11;0.21;8.56;5.09
153;1;0.750;-1.250;-3.591;0.03;-0.01;-0.02;0.13;-0.10;-0.03;7.50;4.95
154;1;0.750;-1.350;-3.612;0.02;0.00;-0.02;0.12;-0.09;-0.21;6.64;4.71
155;1;0.750;-1.450;-3.632;0.01;0.00;-0.02;0.12;-0.08;-0.32;5.93;4.43
156;1;0.750;-1.550;-3.652;0.00;0.01;-0.02;0.11;-0.07;-0.38;5.35;4.10
157;1;0.750;-1.650;-3.673;0.00;0.01;-0.02;0.10;-0.06;-0.40;4.87;3.76
158;1;0.750;-1.750;-3.693;-0.01;0.02;-0.02;0.09;-0.05;-0.41;4.46;3.44
159;1;0.750;-1.850;-3.713;-0.01;0.02;-0.02;0.08;-0.04;-0.42;4.09;3.15
160;1;0.750;-1.950;-3.734;-0.02;0.02;-0.02;0.07;-0.02;-0.43;3.74;2.89
161;1;0.850;-0.050;-3.372;0.22;0.61;-0.93;-5.37;2.33;33.50;52.20;-24.57
162;1;0.850;-0.150;-3.392;0.29;0.34;-0.65;-3.71;1.67;23.35;43.27;-15.38
163;1;0.850;-0.250;-3.412;0.29;0.17;-0.44;-2.36;1.11;15.87;36.37;-8.80
164;1;0.850;-0.350;-3.431;0.25;0.07;-0.30;-1.41;0.74;10.63;30.83;-4.18
165;1;0.850;-0.450;-3.451;0.20;0.01;-0.20;-0.79;0.50;7.10;26.33;-0.97
166;1;0.850;-0.550;-3.471;0.16;-0.02;-0.13;-0.46;0.34;4.74;22.54;1.27
167;1;0.850;-0.650;-3.490;0.12;-0.03;-0.09;-0.20;0.17;3.26;19.31;2.78
168;1;0.850;-0.750;-3.510;0.10;-0.03;-0.07;-0.02;0.04;2.25;16.67;3.79
169;1;0.850;-0.850;-3.530;0.08;-0.03;-0.05;0.06;-0.04;1.54;14.43;4.47
170;1;0.850;-0.950;-3.550;0.07;-0.02;-0.04;0.10;-0.08;0.98;12.55;4.87
171;1;0.850;-1.050;-3.569;0.06;-0.01;-0.03;0.13;-0.10;0.55;10.99;5.06
172;1;0.850;-1.150;-3.589;0.05;-0.01;-0.03;0.13;-0.11;0.22;9.68;5.08
173;1;0.850;-1.250;-3.609;0.04;0.00;-0.02;0.14;-0.10;-0.02;8.61;4.98
174;1;0.850;-1.350;-3.628;0.03;0.00;-0.02;0.14;-0.10;-0.18;7.72;4.78
175;1;0.850;-1.450;-3.648;0.02;0.01;-0.02;0.13;-0.09;-0.29;6.99;4.52
176;1;0.850;-1.550;-3.668;0.02;0.01;-0.02;0.13;-0.08;-0.35;6.38;4.21
177;1;0.850;-1.650;-3.687;0.01;0.02;-0.01;0.12;-0.07;-0.36;5.87;3.89
178;1;0.850;-1.750;-3.707;0.00;0.02;-0.02;0.12;-0.05;-0.37;5.42;3.57
179;1;0.850;-1.850;-3.727;0.00;0.03;-0.02;0.11;-0.04;-0.37;5.02;3.27
180;1;0.850;-1.950;-3.746;-0.01;0.03;-0.02;0.10;-0.03;-0.37;4.64;3.01
181;1;0.950;-0.050;-3.397;0.08;0.42;-0.72;-4.55;1.88;30.19;50.18;-22.67
182;1;0.950;-0.150;-3.416;0.16;0.23;-0.50;-3.06;1.34;20.73;42.16;-14.08
183;1;0.950;-0.250;-3.435;0.19;0.11;-0.34;-1.89;0.87;14.05;35.91;-8.07
184;1;0.950;-0.350;-3.454;0.18;0.04;-0.23;-1.11;0.58;9.49;30.84;-3.88
185;1;0.950;-0.450;-3.473;0.15;0.00;-0.16;-0.67;0.41;6.43;26.63;-0.94
186;1;0.950;-0.550;-3.492;0.12;-0.02;-0.11;-0.34;0.22;4.45;22.99;1.13
187;1;0.950;-0.650;-3.511;0.11;-0.02;-0.08;-0.11;0.06;3.14;20.01;2.58
188;1;0.950;-0.750;-3.530;0.09;-0.02;-0.06;-0.01;-0.02;2.22;17.47;3.60
189;1;0.950;-0.850;-3.550;0.09;-0.02;-0.05;0.06;-0.08;1.52;15.29;4.29
190;1;0.950;-0.950;-3.569;0.08;-0.01;-0.04;0.09;-0.10;0.98;13.45;4.73
191;1;0.950;-1.050;-3.588;0.07;-0.01;-0.03;0.12;-0.11;0.55;11.90;4.95
192;1;0.950;-1.150;-3.607;0.06;0.00;-0.03;0.13;-0.11;0.22;10.61;5.02
193;1;0.950;-1.250;-3.626;0.05;0.01;-0.02;0.14;-0.10;-0.02;9.53;4.95
194;1;0.950;-1.350;-3.645;0.04;0.01;-0.02;0.14;-0.10;-0.17;8.64;4.78
195;1;0.950;-1.450;-3.664;0.04;0.02;-0.02;0.14;-0.09;-0.28;7.89;4.54
196;1;0.950;-1.550;-3.683;0.03;0.02;-0.01;0.14;-0.08;-0.32;7.27;4.26
197;1;0.950;-1.650;-3.702;0.02;0.03;-0.01;0.14;-0.07;-0.34;6.74;3.95
198;1;0.950;-1.750;-3.721;0.01;0.03;-0.01;0.14;-0.06;-0.34;6.27;3.64
199;1;0.950;-1.850;-3.740;0.01;0.03;-0.02;0.14;-0.05;-0.34;5.85;3.34
200;1;0.950;-1.950;-3.759;0.00;0.03;-0.02;0.13;-0.04;-0.33;5.45;3.08
201;1;1.050;-0.050;-3.422;-0.02;0.27;-0.53;-3.77;1.46;26.75;47.66;-20.75
202;1;1.050;-0.150;-3.440;0.07;0.14;-0.38;-2.45;1.03;18.15;40.72;-12.89
203;1;1.050;-0.250;-3.459;0.11;0.06;-0.26;-1.48;0.68;12.34;35.23;-7.48
204;1;1.050;-0.350;-3.477;0.12;0.01;-0.19;-0.93;0.47;8.42;30.65;-3.66
205;1;1.050;-0.450;-3.495;0.11;-0.01;-0.13;-0.52;0.28;5.88;26.67;-0.98
206;1;1.050;-0.550;-3.514;0.10;-0.02;-0.10;-0.23;0.09;4.18;23.35;0.97
207;1;1.050;-0.650;-3.532;0.10;-0.02;-0.07;-0.10;0.00;3.03;20.50;2.37
208;1;1.050;-0.750;-3.551;0.10;-0.01;-0.06;-0.01;-0.06;2.16;18.05;3.38
209;1;1.050;-0.850;-3.569;0.09;-0.01;-0.05;0.04;-0.10;1.48;15.95;4.09
210;1;1.050;-0.950;-3.588;0.09;0.00;-0.04;0.07;-0.11;0.94;14.16;4.56
211;1;1.050;-1.050;-3.606;0.08;0.00;-0.03;0.10;-0.11;0.53;12.64;4.81
212;1;1.050;-1.150;-3.625;0.07;0.01;-0.03;0.12;-0.11;0.21;11.36;4.91
213;1;1.050;-1.250;-3.643;0.07;0.01;-0.02;0.13;-0.10;-0.01;10.30;4.87
214;1;1.050;-1.350;-3.661;0.06;0.02;-0.02;0.14;-0.10;-0.16;9.41;4.74
215;1;1.050;-1.450;-3.680;0.05;0.02;-0.02;0.15;-0.09;-0.25;8.66;4.53
216;1;1.050;-1.550;-3.698;0.04;0.03;-0.01;0.15;-0.09;-0.30;8.03;4.27
217;1;1.050;-1.650;-3.717;0.03;0.03;-0.01;0.16;-0.08;-0.32;7.49;3.97
218;1;1.050;-1.750;-3.735;0.02;0.04;-0.01;0.16;-0.07;-0.32;7.02;3.67
219;1;1.050;-1.850;-3.754;0.02;0.04;-0.01;0.16;-0.05;-0.31;6.58;3.38
220;1;1.050;-1.950;-3.772;0.01;0.04;-0.02;0.15;-0.04;-0.30;6.16;3.10
221;1;1.150;-0.050;-3.446;-0.09;0.16;-0.40;-3.06;1.08;23.31;44.71;-18.80
222;1;1.150;-0.150;-3.464;0.01;0.07;-0.28;-1.94;0.73;15.75;39.08;-11.84
223;1;1.150;-0.250;-3.482;0.06;0.02;-0.21;-1.24;0.53;10.78;34.30;-6.98
224;1;1.150;-0.350;-3.500;0.08;-0.01;-0.15;-0.73;0.32;7.53;30.14;-3.57
225;1;1.150;-0.450;-3.518;0.09;-0.02;-0.11;-0.37;0.14;5.40;26.61;-1.06
226;1;1.150;-0.550;-3.535;0.09;-0.02;-0.09;-0.21;0.02;3.96;23.52;0.78
227;1;1.150;-0.650;-3.553;0.10;-0.01;-0.07;-0.11;-0.05;2.90;20.81;2.16
228;1;1.150;-0.750;-3.571;0.10;-0.01;-0.06;-0.04;-0.09;2.08;18.46;3.17
229;1;1.150;-0.850;-3.589;0.10;0.00;-0.05;0.01;-0.11;1.42;16.44;3.89
230;1;1.150;-0.950;-3.607;0.10;0.00;-0.04;0.05;-0.11;0.91;14.70;4.38
231;1;1.150;-1.050;-3.625;0.09;0.01;-0.03;0.08;-0.11;0.52;13.23;4.67
232;1;1.150;-1.150;-3.642;0.09;0.02;-0.03;0.10;-0.11;0.22;11.99;4.79
233;1;1.150;-1.250;-3.660;0.08;0.02;-0.02;0.11;-0.11;0.01;10.93;4.78
234;1;1.150;-1.350;-3.678;0.07;0.03;-0.02;0.13;-0.10;-0.14;10.04;4.67
235;1;1.150;-1.450;-3.696;0.06;0.03;-0.02;0.15;-0.10;-0.23;9.30;4.49
236;1;1.150;-1.550;-3.714;0.05;0.04;-0.01;0.16;-0.09;-0.28;8.68;4.24
237;1;1.150;-1.650;-3.731;0.05;0.04;-0.01;0.16;-0.08;-0.30;8.14;3.97
238;1;1.150;-1.750;-3.749;0.04;0.04;-0.01;0.17;-0.07;-0.30;7.66;3.67
239;1;1.150;-1.850;-3.767;0.03;0.05;-0.01;0.17;-0.06;-0.29;7.22;3.38
240;1;1.150;-1.950;-3.785;0.02;0.05;-0.02;0.17;-0.05;-0.28;6.80;3.10
241;1;1.250;-0.050;-3.471;-0.15;0.07;-0.30;-2.47;0.77;20.01;41.37;-16.86
242;1;1.250;-0.150;-3.488;-0.04;0.02;-0.22;-1.61;0.46;13.62;37.23;-10.91
243;1;1.250;-0.250;-3.505;0.02;-0.01;-0.16;-0.99;0.33;9.47;33.09;-6.61
244;1;1.250;-0.350;-3.523;0.05;-0.02;-0.13;-0.55;0.16;6.79;29.55;-3.50
245;1;1.250;-0.450;-3.540;0.07;-0.02;-0.10;-0.35;0.05;5.00;26.35;-1.18
246;1;1.250;-0.550;-3.557;0.08;-0.02;-0.08;-0.22;-0.03;3.72;23.48;0.59
247;1;1.250;-0.650;-3.574;0.09;-0.01;-0.07;-0.13;-0.08;2.74;20.93;1.94
248;1;1.250;-0.750;-3.591;0.10;0.00;-0.06;-0.07;-0.10;1.97;18.70;2.95
249;1;1.250;-0.850;-3.609;0.10;0.00;-0.05;-0.02;-0.11;1.36;16.76;3.69
250;1;1.250;-0.950;-3.626;0.10;0.01;-0.04;0.02;-0.11;0.87;15.09;4.19
251;1;1.250;-1.050;-3.643;0.10;0.02;-0.04;0.05;-0.12;0.50;13.66;4.50
252;1;1.250;-1.150;-3.660;0.10;0.02;-0.03;0.08;-0.11;0.23;12.45;4.65
253;1;1.250;-1.250;-3.677;0.09;0.03;-0.02;0.10;-0.11;0.03;11.43;4.67
254;1;1.250;-1.350;-3.695;0.08;0.04;-0.02;0.13;-0.11;-0.11;10.57;4.60
255;1;1.250;-1.450;-3.712;0.08;0.04;-0.02;0.14;-0.11;-0.20;9.85;4.43
256;1;1.250;-1.550;-3.729;0.07;0.05;-0.02;0.16;-0.10;-0.25;9.23;4.21
257;1;1.250;-1.650;-3.746;0.06;0.05;-0.01;0.17;-0.09;-0.28;8.70;3.95
