Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
1445;1;-0.050;1.950;-3.644;0.02;-0.01;0.02;0.05;0.06;-1.50;6.28;1.10
1446;1;-0.150;0.050;-3.200;2.19;-0.45;0.05;1.47;-4.58;32.66;45.59;-36.48
1447;1;-0.150;0.150;-3.224;2.38;-0.67;-1.57;-0.56;-3.17;22.18;38.84;-22.70
1448;1;-0.150;0.250;-3.248;1.67;-0.37;-1.68;-0.18;-2.32;15.49;28.65;-13.19
1449;1;-0.150;0.350;-3.272;0.94;-0.36;-1.34;0.59;-1.21;9.40;19.94;-7.07
1450;1;-0.150;0.450;-3.296;0.51;-0.44;-1.01;0.89;-0.21;4.72;13.52;-2.82
1451;1;-0.150;0.550;-3.320;0.26;-0.47;-0.75;1.20;0.35;1.42;8.99;-0.01
1452;1;-0.150;0.650;-3.344;0.13;-0.45;-0.54;1.37;0.57;-0.79;5.91;1.77
1453;1;-0.150;0.750;-3.368;0.06;-0.40;-0.37;1.40;0.59;-2.12;3.93;2.84
1454;1;-0.150;0.850;-3.392;0.02;-0.34;-0.25;1.30;0.51;-2.82;2.76;3.41
1455;1;-0.150;0.950;-3.416;0.01;-0.27;-0.16;1.12;0.39;-3.08;2.19;3.64
1456;1;-0.150;1.050;-3.440;0.01;-0.21;-0.09;0.92;0.25;-3.05;2.06;3.65
1457;1;-0.150;1.150;-3.464;0.02;-0.16;-0.05;0.73;0.12;-2.89;2.26;3.52
1458;1;-0.150;1.250;-3.488;0.02;-0.12;-0.02;0.57;0.01;-2.68;2.64;3.29
1459;1;-0.150;1.350;-3.512;0.02;-0.09;0.00;0.43;0.00;-2.45;3.13;2.99
1460;1;-0.150;1.450;-3.536;0.02;-0.07;0.01;0.34;-0.01;-2.32;3.65;2.65
1461;1;-0.150;1.550;-3.560;0.02;-0.05;0.02;0.26;-0.05;-2.22;4.13;2.29
1462;1;-0.150;1.650;-3.585;0.02;-0.03;0.02;0.17;-0.03;-2.10;4.56;1.90
1463;1;-0.150;1.750;-3.609;0.02;-0.03;0.02;0.10;0.00;-2.05;4.95;1.54
1464;1;-0.150;1.850;-3.633;0.02;-0.02;0.03;0.05;0.02;-1.98;5.26;1.19
1465;1;-0.150;1.950;-3.657;0.02;-0.01;0.03;0.02;0.04;-1.90;5.50;0.84
1466;1;-0.250;0.050;-3.224;1.46;0.40;-0.87;2.37;-3.19;32.48;38.17;-33.16
1467;1;-0.250;0.150;-3.248;1.76;-0.18;-1.24;1.98;-1.65;22.92;34.02;-23.45
1468;1;-0.250;0.250;-3.271;1.29;-0.26;-1.24;2.16;-1.21;14.96;26.97;-14.25
1469;1;-0.250;0.350;-3.295;0.83;-0.32;-1.01;1.83;-0.69;8.99;20.29;-7.39
1470;1;-0.250;0.450;-3.318;0.49;-0.36;-0.76;1.55;-0.20;4.67;14.81;-2.72
1471;1;-0.250;0.550;-3.341;0.26;-0.38;-0.55;1.35;0.12;1.66;10.62;0.36
1472;1;-0.250;0.650;-3.365;0.13;-0.36;-0.38;1.20;0.26;-0.32;7.59;2.29
1473;1;-0.250;0.750;-3.388;0.05;-0.32;-0.26;1.04;0.29;-1.54;5.47;3.41
1474;1;-0.250;0.850;-3.412;0.01;-0.28;-0.17;0.87;0.25;-2.20;4.08;3.98
1475;1;-0.250;0.950;-3.435;0.00;-0.23;-0.10;0.70;0.19;-2.49;3.23;4.17
1476;1;-0.250;1.050;-3.459;-0.01;-0.19;-0.06;0.55;0.13;-2.57;2.82;4.12
1477;1;-0.250;1.150;-3.482;0.00;-0.15;-0.03;0.45;0.06;-2.54;2.71;3.89
1478;1;-0.250;1.250;-3.505;0.00;-0.12;-0.01;0.34;0.03;-2.47;2.82;3.58
1479;1;-0.250;1.350;-3.529;0.00;-0.10;0.01;0.25;0.05;-2.43;3.08;3.19
1480;1;-0.250;1.450;-3.552;0.01;-0.07;0.02;0.21;0.05;-2.42;3.44;2.77
1481;1;-0.250;1.550;-3.576;0.01;-0.06;0.02;0.17;0.05;-2.37;3.82;2.33
1482;1;-0.250;1.650;-3.599;0.02;-0.04;0.03;0.14;0.06;-2.32;4.18;1.88
1483;1;-0.250;1.750;-3.623;0.02;-0.03;0.03;0.09;0.06;-2.29;4.48;1.46
1484;1;-0.250;1.850;-3.646;0.02;-0.02;0.03;0.05;0.07;-2.24;4.72;1.05
1485;1;-0.250;1.950;-3.670;0.02;-0.01;0.03;0.02;0.08;-2.17;4.92;0.66
1486;1;-0.350;0.050;-3.249;1.09;0.62;-1.23;3.70;-3.04;32.21;36.47;-30.61
1487;1;-0.350;0.150;-3.272;1.17;0.10;-1.14;2.92;-1.43;23.15;31.00;-21.88
1488;1;-0.350;0.250;-3.295;0.93;-0.13;-0.98;2.42;-0.88;15.18;25.16;-13.74
1489;1;-0.350;0.350;-3.317;0.64;-0.24;-0.77;1.96;-0.55;9.16;19.73;-7.31
1490;1;-0.350;0.450;-3.340;0.39;-0.29;-0.56;1.51;-0.27;4.84;15.09;-2.69
1491;1;-0.350;0.550;-3.363;0.22;-0.31;-0.40;1.17;-0.07;1.88;11.39;0.41
1492;1;-0.350;0.650;-3.386;0.11;-0.30;-0.27;0.91;0.03;-0.05;8.56;2.38
1493;1;-0.350;0.750;-3.409;0.04;-0.27;-0.18;0.70;0.07;-1.23;6.48;3.53
1494;1;-0.350;0.850;-3.431;0.01;-0.24;-0.11;0.53;0.07;-1.89;5.01;4.12
1495;1;-0.350;0.950;-3.454;-0.01;-0.21;-0.07;0.40;0.06;-2.24;4.04;4.33
1496;1;-0.350;1.050;-3.477;-0.01;-0.18;-0.03;0.33;0.05;-2.40;3.46;4.27
1497;1;-0.350;1.150;-3.500;-0.01;-0.14;-0.01;0.26;0.06;-2.47;3.17;4.06
1498;1;-0.350;1.250;-3.523;-0.01;-0.12;0.00;0.18;0.09;-2.52;3.11;3.71
1499;1;-0.350;1.350;-3.545;0.00;-0.10;0.01;0.15;0.11;-2.58;3.22;3.30
1500;1;-0.350;1.450;-3.568;0.00;-0.08;0.02;0.13;0.11;-2.61;3.43;2.85
1501;1;-0.350;1.550;-3.591;0.01;-0.06;0.02;0.11;0.11;-2.61;3.70;2.36
1502;1;-0.350;1.650;-3.614;0.01;-0.04;0.03;0.09;0.11;-2.60;3.98;1.87
1503;1;-0.350;1.750;-3.637;0.01;-0.03;0.03;0.06;0.11;-2.58;4.23;1.40
1504;1;-0.350;1.850;-3.660;0.02;-0.02;0.03;0.04;0.10;-2.54;4.42;0.96
1505;1;-0.350;1.950;-3.682;0.02;0.00;0.03;0.01;0.10;-2.47;4.57;0.53
1506;1;-0.450;0.050;-3.274;0.82;0.65;-1.25;4.28;-3.22;31.68;36.13;-28.41
1507;1;-0.450;0.150;-3.296;0.84;0.18;-1.02;2.92;-1.45;22.86;29.61;-19.84
1508;1;-0.450;0.250;-3.318;0.67;-0.06;-0.79;2.25;-0.86;15.17;23.96;-12.59
1509;1;-0.450;0.350;-3.340;0.47;-0.18;-0.59;1.73;-0.54;9.22;19.10;-6.80
1510;1;-0.450;0.450;-3.362;0.30;-0.24;-0.42;1.27;-0.33;4.93;15.03;-2.53
1511;1;-0.450;0.550;-3.385;0.17;-0.26;-0.29;0.91;-0.19;2.00;11.73;0.41
1512;1;-0.450;0.650;-3.407;0.09;-0.26;-0.19;0.65;-0.10;0.10;9.13;2.31
1513;1;-0.450;0.750;-3.429;0.04;-0.24;-0.12;0.46;-0.05;-1.07;7.16;3.46
1514;1;-0.450;0.850;-3.451;0.01;-0.22;-0.08;0.32;-0.01;-1.77;5.70;4.07
1515;1;-0.450;0.950;-3.473;-0.01;-0.19;-0.04;0.25;0.00;-2.17;4.68;4.29
1516;1;-0.450;1.050;-3.495;-0.01;-0.16;-0.02;0.18;0.04;-2.40;4.00;4.28
1517;1;-0.450;1.150;-3.518;-0.01;-0.14;-0.01;0.12;0.11;-2.57;3.61;4.07
1518;1;-0.450;1.250;-3.540;-0.01;-0.11;0.01;0.10;0.14;-2.70;3.44;3.75
1519;1;-0.450;1.350;-3.562;0.00;-0.09;0.01;0.08;0.15;-2.81;3.43;3.34
1520;1;-0.450;1.450;-3.584;0.00;-0.07;0.02;0.07;0.16;-2.89;3.53;2.88
1521;1;-0.450;1.550;-3.606;0.01;-0.05;0.02;0.06;0.15;-2.92;3.71;2.37
1522;1;-0.450;1.650;-3.629;0.01;-0.04;0.03;0.05;0.14;-2.92;3.91;1.85
1523;1;-0.450;1.750;-3.651;0.01;-0.02;0.03;0.03;0.13;-2.91;4.10;1.36
1524;1;-0.450;1.850;-3.673;0.02;-0.01;0.03;0.01;0.13;-2.85;4.25;0.88
1525;1;-0.450;1.950;-3.695;0.02;0.00;0.03;0.00;0.13;-2.79;4.36;0.42
1526;1;-0.550;0.050;-3.298;0.62;0.58;-1.15;4.38;-3.14;30.70;35.96;-26.41
1527;1;-0.550;0.150;-3.320;0.63;0.17;-0.88;2.78;-1.45;22.07;28.96;-18.02
1528;1;-0.550;0.250;-3.341;0.49;-0.04;-0.64;2.00;-0.86;14.69;23.24;-11.31
1529;1;-0.550;0.350;-3.363;0.35;-0.16;-0.45;1.44;-0.56;8.96;18.65;-6.10
1530;1;-0.550;0.450;-3.385;0.23;-0.21;-0.31;1.01;-0.37;4.82;14.92;-2.26
1531;1;-0.550;0.550;-3.406;0.13;-0.23;-0.21;0.68;-0.26;1.98;11.89;0.44
1532;1;-0.550;0.650;-3.428;0.07;-0.23;-0.14;0.45;-0.18;0.13;9.49;2.21
1533;1;-0.550;0.750;-3.449;0.03;-0.22;-0.09;0.28;-0.11;-1.03;7.63;3.31
1534;1;-0.550;0.850;-3.471;0.01;-0.20;-0.05;0.20;-0.07;-1.75;6.22;3.91
1535;1;-0.550;0.950;-3.492;0.00;-0.17;-0.03;0.13;0.00;-2.19;5.17;4.19
1536;1;-0.550;1.050;-3.514;-0.01;-0.15;-0.01;0.06;0.10;-2.50;4.47;4.20
1537;1;-0.550;1.150;-3.535;-0.01;-0.13;0.00;0.05;0.16;-2.75;4.02;4.04
1538;1;-0.550;1.250;-3.557;0.00;-0.10;0.01;0.04;0.18;-2.95;3.78;3.74
1539;1;-0.550;1.350;-3.579;0.00;-0.08;0.01;0.04;0.19;-3.10;3.70;3.34
1540;1;-0.550;1.450;-3.600;0.00;-0.07;0.02;0.03;0.18;-3.20;3.71;2.88
1541;1;-0.550;1.550;-3.622;0.01;-0.05;0.02;0.03;0.18;-3.26;3.81;2.37
1542;1;-0.550;1.650;-3.643;0.01;-0.03;0.03;0.02;0.16;-3.26;3.95;1.84
1543;1;-0.550;1.750;-3.665;0.01;-0.02;0.03;0.01;0.15;-3.24;4.09;1.32
1544;1;-0.550;1.850;-3.686;0.02;0.00;0.03;-0.01;0.15;-3.18;4.20;0.83
1545;1;-0.550;1.950;-3.708;0.02;0.01;0.03;-0.02;0.15;-3.12;4.28;0.35
1546;1;-0.650;0.050;-3.323;0.47;0.48;-0.99;4.22;-2.92;29.34;35.71;-24.54
1547;1;-0.650;0.150;-3.344;0.47;0.13;-0.73;2.55;-1.37;20.87;28.51;-16.37
1548;1;-0.650;0.250;-3.365;0.37;-0.05;-0.52;1.72;-0.84;13.80;22.81;-10.10
1549;1;-0.650;0.350;-3.386;0.26;-0.15;-0.35;1.18;-0.57;8.40;18.38;-5.37
1550;1;-0.650;0.450;-3.407;0.17;-0.19;-0.24;0.77;-0.39;4.51;14.86;-1.93
1551;1;-0.650;0.550;-3.428;0.10;-0.21;-0.16;0.49;-0.28;1.84;12.02;0.51
1552;1;-0.650;0.650;-3.449;0.06;-0.21;-0.10;0.29;-0.20;0.10;9.78;2.13
1553;1;-0.650;0.750;-3.470;0.03;-0.20;-0.07;0.19;-0.14;-1.04;8.01;3.16
1554;1;-0.650;0.850;-3.490;0.01;-0.18;-0.04;0.10;-0.04;-1.75;6.62;3.78
1555;1;-0.650;0.950;-3.511;0.00;-0.16;-0.02;0.03;0.08;-2.26;5.61;4.06
1556;1;-0.650;1.050;-3.532;0.00;-0.14;-0.01;0.02;0.15;-2.65;4.89;4.11
1557;1;-0.650;1.150;-3.553;0.00;-0.12;0.00;0.01;0.19;-2.97;4.41;3.98
1558;1;-0.650;1.250;-3.574;0.00;-0.09;0.01;0.01;0.21;-3.22;4.12;3.70
1559;1;-0.650;1.350;-3.595;0.01;-0.08;0.01;0.00;0.21;-3.41;3.98;3.32
1560;1;-0.650;1.450;-3.616;0.01;-0.06;0.02;0.00;0.20;-3.53;3.95;2.87
1561;1;-0.650;1.550;-3.637;0.01;-0.04;0.02;0.00;0.19;-3.59;3.99;2.37
1562;1;-0.650;1.650;-3.658;0.01;-0.02;0.02;-0.01;0.18;-3.59;4.08;1.84
1563;1;-0.650;1.750;-3.679;0.02;-0.01;0.03;-0.02;0.17;-3.56;4.17;1.31
1564;1;-0.650;1.850;-3.700;0.02;0.01;0.03;-0.02;0.17;-3.51;4.25;0.80
1565;1;-0.650;1.950;-3.721;0.02;0.02;0.03;-0.03;0.16;-3.45;4.30;0.30
1566;1;-0.750;0.050;-3.348;0.34;0.36;-0.83;3.88;-2.63;27.58;35.25;-22.76
1567;1;-0.750;0.150;-3.368;0.35;0.07;-0.60;2.23;-1.26;19.31;28.08;-14.85
1568;1;-0.750;0.250;-3.388;0.27;-0.07;-0.41;1.44;-0.79;12.63;22.50;-8.99
1569;1;-0.750;0.350;-3.409;0.19;-0.15;-0.28;0.93;-0.55;7.63;18.21;-4.69
1570;1;-0.750;0.450;-3.429;0.12;-0.18;-0.19;0.57;-0.39;4.08;14.85;-1.60
1571;1;-0.750;0.550;-3.449;0.08;-0.19;-0.12;0.33;-0.28;1.63;12.15;0.60
1572;1;-0.750;0.650;-3.470;0.05;-0.19;-0.08;0.20;-0.21;0.00;10.03;2.08
1573;1;-0.750;0.750;-3.490;0.03;-0.18;-0.05;0.10;-0.09;-1.05;8.31;3.06
1574;1;-0.750;0.850;-3.510;0.02;-0.16;-0.03;0.02;0.05;-1.81;6.99;3.65
1575;1;-0.750;0.950;-3.530;0.01;-0.14;-0.02;0.00;0.14;-2.39;6.00;3.96
1576;1;-0.750;1.050;-3.551;0.01;-0.12;-0.01;-0.01;0.20;-2.85;5.27;4.03
1577;1;-0.750;1.150;-3.571;0.01;-0.10;0.00;-0.02;0.22;-3.23;4.77;3.91
1578;1;-0.750;1.250;-3.591;0.01;-0.08;0.00;-0.02;0.23;-3.51;4.45;3.66
1579;1;-0.750;1.350;-3.612;0.01;-0.07;0.01;-0.02;0.22;-3.72;4.27;3.29
1580;1;-0.750;1.450;-3.632;0.02;-0.05;0.02;-0.03;0.21;-3.85;4.20;2.86
1581;1;-0.750;1.550;-3.652;0.02;-0.03;0.02;-0.03;0.20;-3.91;4.20;2.37
1582;1;-0.750;1.650;-3.673;0.02;-0.01;0.02;-0.03;0.19;-3.91;4.25;1.84
1583;1;-0.750;1.750;-3.693;0.02;0.00;0.02;-0.03;0.19;-3.89;4.31;1.32
1584;1;-0.750;1.850;-3.713;0.02;0.02;0.02;-0.04;0.18;-3.84;4.37;0.80
1585;1;-0.750;1.950;-3.734;0.03;0.03;0.02;-0.05;0.17;-3.79;4.40;0.29
1586;1;-0.850;0.050;-3.372;0.24;0.25;-0.67;3.40;-2.30;25.47;34.51;-21.01
1587;1;-0.850;0.150;-3.392;0.25;0.02;-0.47;1.88;-1.13;17.50;27.57;-13.44
1588;1;-0.850;0.250;-3.412;0.19;-0.09;-0.32;1.16;-0.74;11.29;22.21;-8.01
1589;1;-0.850;0.350;-3.431;0.14;-0.15;-0.22;0.70;-0.52;6.76;18.09;-4.10
1590;1;-0.850;0.450;-3.451;0.09;-0.18;-0.15;0.41;-0.37;3.58;14.87;-1.30
1591;1;-0.850;0.550;-3.471;0.06;-0.18;-0.10;0.25;-0.27;1.36;12.29;0.69
1592;1;-0.850;0.650;-3.490;0.04;-0.17;-0.07;0.13;-0.14;-0.10;10.20;2.05
1593;1;-0.850;0.750;-3.510;0.03;-0.16;-0.05;0.03;0.03;-1.14;8.58;2.97
1594;1;-0.850;0.850;-3.530;0.02;-0.15;-0.03;-0.01;0.12;-1.93;7.30;3.55
1595;1;-0.850;0.950;-3.550;0.02;-0.13;-0.02;-0.03;0.19;-2.57;6.32;3.86
1596;1;-0.850;1.050;-3.569;0.02;-0.11;-0.01;-0.03;0.23;-3.08;5.61;3.95
1597;1;-0.850;1.150;-3.589;0.02;-0.09;0.00;-0.03;0.23;-3.49;5.10;3.86
1598;1;-0.850;1.250;-3.609;0.02;-0.07;0.00;-0.03;0.23;-3.80;4.76;3.62
1599;1;-0.850;1.350;-3.628;0.02;-0.05;0.01;-0.04;0.23;-4.01;4.56;3.28
1600;1;-0.850;1.450;-3.648;0.03;-0.04;0.01;-0.04;0.22;-4.15;4.46;2.86
1601;1;-0.850;1.550;-3.668;0.03;-0.02;0.02;-0.05;0.21;-4.21;4.43;2.38
1602;1;-0.850;1.650;-3.687;0.03;0.00;0.02;-0.05;0.21;-4.22;4.45;1.86
1603;1;-0.850;1.750;-3.707;0.03;0.01;0.02;-0.05;0.20;-4.21;4.49;1.34
1604;1;-0.850;1.850;-3.727;0.03;0.03;0.02;-0.05;0.19;-4.17;4.53;0.81
1605;1;-0.850;1.950;-3.746;0.03;0.04;0.02;-0.06;0.18;-4.12;4.55;0.29
1606;1;-0.950;0.050;-3.397;0.16;0.15;-0.53;2.86;-1.94;23.08;33.45;-19.27
1607;1;-0.950;0.150;-3.416;0.17;-0.03;-0.37;1.51;-1.00;15.55;26.91;-12.13
1608;1;-0.950;0.250;-3.435;0.14;-0.11;-0.26;0.89;-0.67;9.90;21.88;-7.15
1609;1;-0.950;0.350;-3.454;0.10;-0.15;-0.18;0.52;-0.46;5.87;17.97;-3.59
1610;1;-0.950;0.450;-3.473;0.07;-0.17;-0.12;0.32;-0.35;3.04;14.89;-1.05
1611;1;-0.950;0.550;-3.492;0.05;-0.17;-0.08;0.16;-0.19;1.11;12.36;0.75
1612;1;-0.950;0.650;-3.511;0.04;-0.16;-0.06;0.04;0.00;-0.25;10.39;2.03
1613;1;-0.950;0.750;-3.530;0.03;-0.15;-0.05;0.00;0.10;-1.28;8.82;2.91
1614;1;-0.950;0.850;-3.550;0.03;-0.13;-0.03;-0.02;0.18;-2.11;7.57;3.48
1615;1;-0.950;0.950;-3.569;0.03;-0.11;-0.02;-0.03;0.22;-2.79;6.61;3.79
1616;1;-0.950;1.050;-3.588;0.03;-0.10;-0.01;-0.04;0.24;-3.33;5.90;3.89
1617;1;-0.950;1.150;-3.607;0.03;-0.08;-0.01;-0.04;0.24;-3.76;5.38;3.82
1618;1;-0.950;1.250;-3.626;0.03;-0.06;0.00;-0.04;0.24;-4.08;5.04;3.60
1619;1;-0.950;1.350;-3.645;0.03;-0.04;0.01;-0.05;0.23;-4.29;4.83;3.27
1620;1;-0.950;1.450;-3.664;0.04;-0.02;0.01;-0.05;0.22;-4.43;4.71;2.87
1621;1;-0.950;1.550;-3.683;0.04;-0.01;0.02;-0.06;0.22;-4.49;4.67;2.40
1622;1;-0.950;1.650;-3.702;0.04;0.01;0.02;-0.06;0.22;-4.51;4.67;1.89
1623;1;-0.950;1.750;-3.721;0.04;0.02;0.02;-0.06;0.21;-4.52;4.70;1.37
1624;1;-0.950;1.850;-3.740;0.04;0.04;0.02;-0.06;0.19;-4.49;4.72;0.84
1625;1;-0.950;1.950;-3.759;0.04;0.05;0.02;-0.07;0.18;-4.44;4.73;0.32
1626;1;-1.050;0.050;-3.422;0.09;0.06;-0.40;2.29;-1.58;20.51;32.06;-17.53
1627;1;-1.050;0.150;-3.440;0.11;-0.06;-0.29;1.17;-0.86;13.55;26.11;-10.94
1628;1;-1.050;0.250;-3.459;0.09;-0.12;-0.20;0.66;-0.59;8.53;21.48;-6.41
1629;1;-1.050;0.350;-3.477;0.07;-0.15;-0.15;0.41;-0.44;4.99;17.82;-3.17
1630;1;-1.050;0.450;-3.495;0.05;-0.16;-0.10;0.22;-0.26;2.55;14.83;-0.87
1631;1;-1.050;0.550;-3.514;0.04;-0.15;-0.08;0.08;-0.04;0.83;12.45;0.81
1632;1;-1.050;0.650;-3.532;0.04;-0.14;-0.06;0.03;0.08;-0.46;10.54;2.01
1633;1;-1.050;0.750;-3.551;0.04;-0.13;-0.05;-0.01;0.17;-1.49;9.00;2.86
1634;1;-1.050;0.850;-3.569;0.04;-0.12;-0.04;-0.02;0.22;-2.34;7.79;3.42
1635;1;-1.050;0.950;-3.588;0.04;-0.10;-0.03;-0.03;0.23;-3.03;6.85;3.74
1636;1;-1.050;1.050;-3.606;0.04;-0.08;-0.02;-0.04;0.24;-3.58;6.14;3.85
1637;1;-1.050;1.150;-3.625;0.04;-0.06;-0.01;-0.04;0.25;-4.02;5.63;3.79
1638;1;-1.050;1.250;-3.643;0.04;-0.05;0.00;-0.05;0.24;-4.33;5.29;3.58
1639;1;-1.050;1.350;-3.661;0.04;-0.03;0.00;-0.05;0.23;-4.54;5.07;3.27
1640;1;-1.050;1.450;-3.680;0.05;-0.01;0.01;-0.06;0.23;-4.68;4.94;2.89
1641;1;-1.050;1.550;-3.698;0.05;0.00;0.01;-0.06;0.23;-4.76;4.89;2.43
1642;1;-1.050;1.650;-3.717;0.05;0.02;0.02;-0.07;0.22;-4.80;4.89;1.94
1643;1;-1.050;1.750;-3.735;0.05;0.04;0.02;-0.07;0.21;-4.81;4.91;1.42
1644;1;-1.050;1.850;-3.754;0.05;0.05;0.02;-0.07;0.20;-4.79;4.93;0.90
1645;1;-1.050;1.950;-3.772;0.05;0.07;0.02;-0.08;0.18;-4.75;4.93;0.38
1646;1;-1.150;0.050;-3.446;0.04;-0.01;-0.31;1.76;-1.24;17.85;30.36;-15.80
1647;1;-1.150;0.150;-3.464;0.07;-0.09;-0.23;0.89;-0.70;11.62;25.19;-9.88
1648;1;-1.150;0.250;-3.482;0.06;-0.13;-0.17;0.54;-0.53;7.22;20.97;-5.78
1649;1;-1.150;0.350;-3.500;0.05;-0.14;-0.12;0.29;-0.32;4.20;17.53;-2.87
1650;1;-1.150;0.450;-3.518;0.04;-0.15;-0.09;0.12;-0.09;2.08;14.75;-0.72
1651;1;-1.150;0.550;-3.535;0.04;-0.14;-0.08;0.06;0.05;0.52;12.48;0.85
1652;1;-1.150;0.650;-3.553;0.04;-0.13;-0.06;0.03;0.15;-0.72;10.63;2.01
1653;1;-1.150;0.750;-3.571;0.05;-0.11;-0.05;0.00;0.20;-1.74;9.13;2.84
1654;1;-1.150;0.850;-3.589;0.05;-0.10;-0.04;-0.01;0.23;-2.59;7.95;3.39
1655;1;-1.150;0.950;-3.607;0.05;-0.08;-0.03;-0.02;0.24;-3.28;7.03;3.71
1656;1;-1.150;1.050;-3.625;0.05;-0.07;-0.02;-0.03;0.25;-3.82;6.35;3.83
1657;1;-1.150;1.150;-3.642;0.05;-0.05;-0.01;-0.04;0.24;-4.25;5.85;3.78
1658;1;-1.150;1.250;-3.660;0.05;-0.03;0.00;-0.04;0.24;-4.55;5.50;3.59
1659;1;-1.150;1.350;-3.678;0.06;-0.01;0.00;-0.05;0.24;-4.77;5.28;3.30
1660;1;-1.150;1.450;-3.696;0.06;0.00;0.01;-0.06;0.24;-4.92;5.16;2.92
1661;1;-1.150;1.550;-3.714;0.06;0.02;0.01;-0.07;0.23;-5.02;5.11;2.48
1662;1;-1.150;1.650;-3.731;0.06;0.03;0.01;-0.07;0.22;-5.07;5.10;2.00
1663;1;-1.150;1.750;-3.749;0.06;0.05;0.02;-0.08;0.21;-5.08;5.11;1.49
1664;1;-1.150;1.850;-3.767;0.06;0.06;0.02;-0.08;0.20;-5.07;5.13;0.97
1665;1;-1.150;1.950;-3.785;0.06;0.08;0.02;-0.08;0.18;-5.04;5.13;0.45
1666;1;-1.250;0.050;-3.471;0.00;-0.06;-0.24;1.31;-0.95;15.19;28.38;-14.11
1667;1;-1.250;0.150;-3.488;0.03;-0.12;-0.19;0.73;-0.54;9.83;24.15;-8.95
1668;1;-1.250;0.250;-3.505;0.03;-0.13;-0.14;0.41;-0.37;6.08;20.30;-5.28
1669;1;-1.250;0.350;-3.523;0.04;-0.14;-0.11;0.20;-0.14;3.50;17.20;-2.60
1670;1;-1.250;0.450;-3.540;0.04;-0.14;-0.09;0.12;0.01;1.63;14.60;-0.61
1671;1;-1.250;0.550;-3.557;0.04;-0.13;-0.07;0.07;0.12;0.16;12.44;0.89
1672;1;-1.250;0.650;-3.574;0.05;-0.11;-0.06;0.04;0.19;-1.03;10.65;2.02
1673;1;-1.250;0.750;-3.591;0.05;-0.10;-0.05;0.01;0.22;-2.03;9.21;2.84
1674;1;-1.250;0.850;-3.609;0.06;-0.08;-0.04;0.00;0.23;-2.85;8.06;3.38
1675;1;-1.250;0.950;-3.626;0.06;-0.07;-0.03;-0.01;0.24;-3.52;7.17;3.70
1676;1;-1.250;1.050;-3.643;0.06;-0.05;-0.02;-0.02;0.24;-4.05;6.50;3.82
1677;1;-1.250;1.150;-3.660;0.06;-0.03;-0.01;-0.03;0.24;-4.46;6.01;3.78
1678;1;-1.250;1.250;-3.677;0.06;-0.02;-0.01;-0.04;0.25;-4.75;5.68;3.61
1679;1;-1.250;1.350;-3.695;0.07;0.00;0.00;-0.05;0.25;-4.98;5.46;3.34
1680;1;-1.250;1.450;-3.712;0.07;0.02;0.00;-0.06;0.24;-5.15;5.35;2.98
1681;1;-1.250;1.550;-3.729;0.07;0.03;0.01;-0.07;0.23;-5.26;5.29;2.55
1682;1;-1.250;1.650;-3.746;0.07;0.05;0.01;-0.07;0.22;-5.32;5.29;2.07
1683;1;-1.250;1.750;-3.763;0.07;0.06;0.01;-0.08;0.21;-5.34;5.30;1.57
1684;1;-1.250;1.850;-3.780;0.07;0.07;0.02;-0.08;0.20;-5.33;5.32;1.06
1685;1;-1.250;1.950;-3.798;0.07;0.09;0.02;-0.09;0.18;-5.32;5.32;0.54
1686;1;-1.350;0.050;-3.496;-0.02;-0.09;-0.18;0.87;-0.71;12.74;26.17;-12.58
1687;1;-1.350;0.150;-3.512;0.01;-0.12;-0.15;0.43;-0.41;8.31;22.91;-8.16
1688;1;-1.350;0.250;-3.529;0.02;-0.13;-0.13;0.27;-0.19;5.12;19.60;-4.80
1689;1;-1.350;0.350;-3.545;0.03;-0.13;-0.10;0.19;-0.02;2.88;16.81;-2.37
1690;1;-1.350;0.450;-3.562;0.04;-0.13;-0.09;0.13;0.09;1.17;14.36;-0.49
1691;1;-1.350;0.550;-3.579;0.05;-0.11;-0.08;0.09;0.17;-0.20;12.31;0.95
1692;1;-1.350;0.650;-3.595;0.05;-0.10;-0.06;0.06;0.21;-1.35;10.60;2.05
1693;1;-1.350;0.750;-3.612;0.06;-0.08;-0.05;0.04;0.23;-2.31;9.21;2.85
1694;1;-1.350;0.850;-3.628;0.07;-0.07;-0.04;0.02;0.24;-3.10;8.10;3.39
1695;1;-1.350;0.950;-3.645;0.07;-0.05;-0.03;0.00;0.24;-3.74;7.24;3.70
1696;1;-1.350;1.050;-3.661;0.07;-0.04;-0.02;-0.01;0.24;-4.25;6.60;3.84
1697;1;-1.350;1.150;-3.678;0.07;-0.02;-0.02;-0.03;0.25;-4.63;6.13;3.81
1698;1;-1.350;1.250;-3.695;0.08;0.00;-0.01;-0.04;0.25;-4.94;5.81;3.65
1699;1;-1.350;1.350;-3.711;0.08;0.01;0.00;-0.05;0.25;-5.19;5.61;3.39
1700;1;-1.350;1.450;-3.728;0.08;0.03;0.00;-0.06;0.24;-5.36;5.50;3.04
1701;1;-1.350;1.550;-3.744;0.08;0.04;0.01;-0.07;0.23;-5.48;5.46;2.63
