Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
Nr.;Punkt;X;Y;Z;mx;my;mxy;vx;vy;nx;ny;nxy
1906;1;8.050;-0.550;-3.298;-0.66;-0.59;-0.31;-4.41;-1.67;-28.42;-38.78;-19.00
1907;1;8.050;-0.650;-3.323;-0.38;-0.39;-0.34;-3.41;-1.24;-24.90;-35.67;-18.42
1908;1;8.050;-0.750;-3.348;-0.20;-0.26;-0.32;-2.71;-0.99;-21.87;-33.15;-17.55
1909;1;8.050;-0.850;-3.372;-0.09;-0.16;-0.27;-2.17;-0.81;-19.18;-30.96;-16.48
1910;1;8.050;-0.950;-3.397;-0.02;-0.09;-0.22;-1.74;-0.66;-16.75;-28.92;-15.27
1911;1;8.050;-1.050;-3.422;0.02;-0.04;-0.17;-1.38;-0.53;-14.51;-26.94;-14.00
1912;1;8.050;-1.150;-3.446;0.05;-0.01;-0.13;-1.07;-0.40;-12.43;-24.96;-12.69
1913;1;8.050;-1.250;-3.471;0.06;0.02;-0.10;-0.82;-0.29;-10.49;-22.94;-11.40
1914;1;8.050;-1.350;-3.496;0.07;0.03;-0.07;-0.58;-0.22;-8.77;-20.89;-10.23
1915;1;8.050;-1.450;-3.520;0.07;0.04;-0.06;-0.37;-0.12;-7.31;-18.97;-9.22
1916;1;8.050;-1.550;-3.545;0.08;0.04;-0.05;-0.30;-0.02;-6.16;-17.34;-8.28
1917;1;8.050;-1.650;-3.570;0.07;0.04;-0.04;-0.23;0.00;-5.24;-15.96;-7.39
1918;1;8.050;-1.750;-3.595;0.08;0.04;-0.04;-0.18;0.03;-4.48;-14.73;-6.57
1919;1;8.050;-1.850;-3.619;0.08;0.04;-0.04;-0.15;0.07;-3.89;-13.64;-5.81
1920;1;8.050;-1.950;-3.644;0.08;0.04;-0.04;-0.13;0.10;-3.44;-12.70;-5.12
1921;1;8.150;-0.050;-3.200;-4.43;-2.97;-0.57;18.99;-21.59;-50.86;-80.15;19.77
1922;1;8.150;-0.150;-3.224;-4.22;-1.91;0.00;-0.01;-15.11;-37.93;-70.91;0.02
1923;1;8.150;-0.250;-3.248;-3.15;-1.32;0.13;-4.51;-8.43;-33.00;-58.06;-8.99
1924;1;8.150;-0.350;-3.272;-2.00;-0.89;0.01;-4.48;-4.62;-28.58;-47.79;-12.13
1925;1;8.150;-0.450;-3.296;-1.26;-0.59;-0.12;-3.73;-2.68;-24.63;-41.08;-13.29
1926;1;8.150;-0.550;-3.320;-0.78;-0.38;-0.19;-3.01;-1.69;-21.26;-36.54;-13.62
1927;1;8.150;-0.650;-3.344;-0.48;-0.24;-0.22;-2.41;-1.14;-18.36;-33.23;-13.40
1928;1;8.150;-0.750;-3.368;-0.28;-0.14;-0.21;-1.93;-0.82;-15.85;-30.67;-12.83
1929;1;8.150;-0.850;-3.392;-0.16;-0.07;-0.18;-1.54;-0.62;-13.66;-28.57;-12.06
1930;1;8.150;-0.950;-3.416;-0.08;-0.03;-0.15;-1.21;-0.48;-11.73;-26.74;-11.20
1931;1;8.150;-1.050;-3.440;-0.03;0.00;-0.12;-0.93;-0.37;-10.01;-25.07;-10.31
1932;1;8.150;-1.150;-3.464;0.00;0.02;-0.10;-0.71;-0.26;-8.50;-23.55;-9.46
1933;1;8.150;-1.250;-3.488;0.02;0.03;-0.08;-0.57;-0.17;-7.18;-22.09;-8.67
1934;1;8.150;-1.350;-3.512;0.03;0.04;-0.06;-0.39;-0.12;-6.08;-20.61;-7.97
1935;1;8.150;-1.450;-3.536;0.04;0.04;-0.05;-0.29;-0.09;-5.14;-19.09;-7.27
1936;1;8.150;-1.550;-3.560;0.05;0.04;-0.04;-0.28;-0.04;-4.31;-17.55;-6.62
1937;1;8.150;-1.650;-3.585;0.05;0.04;-0.04;-0.22;0.02;-3.70;-16.17;-5.97
1938;1;8.150;-1.750;-3.609;0.06;0.04;-0.04;-0.19;0.07;-3.23;-15.03;-5.36
1939;1;8.150;-1.850;-3.633;0.06;0.03;-0.03;-0.18;0.09;-2.88;-14.02;-4.78
1940;1;8.150;-1.950;-3.657;0.07;0.03;-0.03;-0.17;0.11;-2.59;-13.10;-4.23
1941;1;8.250;-0.050;-3.224;-2.88;-1.96;-0.36;12.16;-8.68;-44.04;-58.71;18.74
1942;1;8.250;-0.150;-3.248;-3.15;-1.32;-0.13;4.50;-8.43;-33.01;-58.03;9.01
1943;1;8.250;-0.250;-3.271;-2.46;-0.87;0.00;-0.01;-5.86;-26.06;-50.97;0.01
1944;1;8.250;-0.350;-3.295;-1.73;-0.57;-0.02;-1.56;-3.67;-21.51;-43.92;-5.11
1945;1;8.250;-0.450;-3.318;-1.16;-0.36;-0.07;-1.86;-2.28;-18.12;-38.31;-7.64
1946;1;8.250;-0.550;-3.341;-0.75;-0.22;-0.11;-1.74;-1.46;-15.32;-34.12;-8.77
1947;1;8.250;-0.650;-3.365;-0.47;-0.12;-0.13;-1.50;-0.97;-12.99;-30.99;-9.11
1948;1;8.250;-0.750;-3.388;-0.29;-0.06;-0.13;-1.24;-0.67;-11.03;-28.59;-8.99
1949;1;8.250;-0.850;-3.412;-0.17;-0.02;-0.12;-0.99;-0.49;-9.38;-26.67;-8.62
1950;1;8.250;-0.950;-3.435;-0.10;0.01;-0.10;-0.78;-0.36;-7.98;-25.05;-8.14
1951;1;8.250;-1.050;-3.459;-0.05;0.03;-0.09;-0.60;-0.27;-6.80;-23.63;-7.62
1952;1;8.250;-1.150;-3.482;-0.02;0.04;-0.07;-0.49;-0.21;-5.75;-22.33;-7.08
1953;1;8.250;-1.250;-3.505;0.00;0.04;-0.06;-0.38;-0.12;-4.88;-21.07;-6.61
1954;1;8.250;-1.350;-3.529;0.01;0.04;-0.05;-0.28;-0.05;-4.15;-19.92;-6.10
1955;1;8.250;-1.450;-3.552;0.02;0.04;-0.05;-0.25;0.00;-3.51;-18.77;-5.66
1956;1;8.250;-1.550;-3.576;0.03;0.04;-0.04;-0.22;0.03;-2.99;-17.59;-5.26
1957;1;8.250;-1.650;-3.599;0.03;0.03;-0.04;-0.19;0.05;-2.61;-16.42;-4.81
1958;1;8.250;-1.750;-3.623;0.04;0.03;-0.03;-0.20;0.08;-2.29;-15.30;-4.34
1959;1;8.250;-1.850;-3.646;0.05;0.03;-0.03;-0.19;0.10;-2.04;-14.27;-3.85
1960;1;8.250;-1.950;-3.670;0.05;0.02;-0.03;-0.18;0.12;-1.84;-13.34;-3.37
1961;1;8.350;-0.050;-3.249;-1.86;-1.34;-0.02;8.32;-4.29;-37.87;-48.86;19.00
1962;1;8.350;-0.150;-3.272;-2.00;-0.89;-0.01;4.47;-4.62;-28.58;-47.76;12.14
1963;1;8.350;-0.250;-3.295;-1.73;-0.57;0.01;1.55;-3.67;-21.51;-43.91;5.12
1964;1;8.350;-0.350;-3.317;-1.32;-0.35;0.00;0.00;-2.58;-16.77;-39.28;0.01
1965;1;8.350;-0.450;-3.340;-0.93;-0.21;-0.03;-0.65;-1.73;-13.41;-35.06;-3.12
1966;1;8.350;-0.550;-3.363;-0.63;-0.11;-0.06;-0.85;-1.16;-10.90;-31.62;-4.85
1967;1;8.350;-0.650;-3.386;-0.41;-0.04;-0.08;-0.83;-0.79;-8.97;-28.91;-5.68
1968;1;8.350;-0.750;-3.409;-0.26;0.00;-0.08;-0.73;-0.55;-7.47;-26.77;-5.98
1969;1;8.350;-0.850;-3.431;-0.16;0.02;-0.08;-0.61;-0.39;-6.29;-25.05;-5.98
1970;1;8.350;-0.950;-3.454;-0.10;0.03;-0.07;-0.49;-0.28;-5.34;-23.64;-5.82
1971;1;8.350;-1.050;-3.477;-0.06;0.04;-0.06;-0.40;-0.21;-4.53;-22.41;-5.56
1972;1;8.350;-1.150;-3.500;-0.03;0.04;-0.05;-0.32;-0.13;-3.86;-21.25;-5.32
1973;1;8.350;-1.250;-3.523;-0.02;0.04;-0.05;-0.25;-0.04;-3.30;-20.24;-5.03
1974;1;8.350;-1.350;-3.545;-0.01;0.04;-0.04;-0.24;0.02;-2.81;-19.30;-4.73
1975;1;8.350;-1.450;-3.568;0.00;0.04;-0.04;-0.22;0.05;-2.38;-18.35;-4.42
1976;1;8.350;-1.550;-3.591;0.01;0.03;-0.04;-0.20;0.07;-2.02;-17.37;-4.11
1977;1;8.350;-1.650;-3.614;0.02;0.03;-0.03;-0.19;0.09;-1.74;-16.40;-3.77
1978;1;8.350;-1.750;-3.637;0.02;0.02;-0.03;-0.20;0.09;-1.50;-15.42;-3.39
1979;1;8.350;-1.850;-3.660;0.03;0.01;-0.03;-0.20;0.10;-1.32;-14.46;-2.98
1980;1;8.350;-1.950;-3.682;0.04;0.01;-0.02;-0.20;0.12;-1.17;-13.53;-2.56
1981;1;8.450;-0.050;-3.274;-1.10;-0.89;0.22;5.92;-2.51;-32.66;-42.82;19.25
1982;1;8.450;-0.150;-3.296;-1.26;-0.59;0.12;3.72;-2.68;-24.63;-41.06;13.30
1983;1;8.450;-0.250;-3.318;-1.16;-0.36;0.07;1.85;-2.28;-18.12;-38.30;7.65
1984;1;8.450;-0.350;-3.340;-0.93;-0.21;0.03;0.65;-1.73;-13.41;-35.05;3.14
1985;1;8.450;-0.450;-3.362;-0.69;-0.10;0.00;0.00;-1.24;-10.12;-31.93;0.01
1986;1;8.450;-0.550;-3.385;-0.48;-0.04;-0.03;-0.30;-0.88;-7.80;-29.23;-1.97
1987;1;8.450;-0.650;-3.407;-0.33;0.00;-0.04;-0.40;-0.62;-6.18;-26.99;-3.11
1988;1;8.450;-0.750;-3.429;-0.22;0.02;-0.05;-0.39;-0.44;-5.02;-25.17;-3.71
1989;1;8.450;-0.850;-3.451;-0.14;0.04;-0.05;-0.35;-0.31;-4.18;-23.68;-3.98
1990;1;8.450;-0.950;-3.473;-0.10;0.04;-0.05;-0.31;-0.23;-3.51;-22.42;-4.05
1991;1;8.450;-1.050;-3.495;-0.06;0.04;-0.04;-0.26;-0.13;-3.00;-21.28;-4.03
1992;1;8.450;-1.150;-3.518;-0.04;0.04;-0.04;-0.21;-0.03;-2.56;-20.33;-3.93
1993;1;8.450;-1.250;-3.540;-0.03;0.04;-0.04;-0.20;0.02;-2.16;-19.45;-3.79
1994;1;8.450;-1.350;-3.562;-0.02;0.03;-0.04;-0.20;0.06;-1.80;-18.62;-3.60
1995;1;8.450;-1.450;-3.584;-0.01;0.03;-0.04;-0.20;0.09;-1.49;-17.82;-3.37
1996;1;8.450;-1.550;-3.606;-0.01;0.02;-0.03;-0.19;0.10;-1.21;-16.99;-3.11
1997;1;8.450;-1.650;-3.629;0.00;0.02;-0.03;-0.20;0.10;-0.98;-16.15;-2.82
1998;1;8.450;-1.750;-3.651;0.01;0.01;-0.03;-0.20;0.11;-0.79;-15.29;-2.49
1999;1;8.450;-1.850;-3.673;0.01;0.00;-0.03;-0.20;0.11;-0.65;-14.43;-2.13
2000;1;8.450;-1.950;-3.695;0.02;0.00;-0.02;-0.20;0.13;-0.54;-13.57;-1.76
2001;1;8.550;-0.050;-3.298;-0.66;-0.59;0.31;4.42;-1.66;-28.42;-38.69;19.03
2002;1;8.550;-0.150;-3.320;-0.78;-0.38;0.19;3.00;-1.68;-21.26;-36.52;13.63
2003;1;8.550;-0.250;-3.341;-0.75;-0.22;0.11;1.74;-1.46;-15.33;-34.11;8.78
2004;1;8.550;-0.350;-3.363;-0.63;-0.11;0.06;0.84;-1.16;-10.90;-31.61;4.86
2005;1;8.550;-0.450;-3.385;-0.48;-0.04;0.03;0.30;-0.88;-7.81;-29.22;1.98
2006;1;8.550;-0.550;-3.406;-0.35;0.00;0.00;0.00;-0.66;-5.69;-27.06;0.00
2007;1;8.550;-0.650;-3.428;-0.25;0.03;-0.02;-0.14;-0.48;-4.30;-25.23;-1.25
2008;1;8.550;-0.750;-3.449;-0.17;0.04;-0.02;-0.19;-0.34;-3.38;-23.70;-2.01
2009;1;8.550;-0.850;-3.471;-0.12;0.04;-0.03;-0.20;-0.24;-2.74;-22.42;-2.45
2010;1;8.550;-0.950;-3.492;-0.08;0.04;-0.03;-0.18;-0.13;-2.32;-21.25;-2.72
2011;1;8.550;-1.050;-3.514;-0.06;0.04;-0.03;-0.16;-0.03;-1.95;-20.32;-2.83
2012;1;8.550;-1.150;-3.535;-0.05;0.03;-0.03;-0.16;0.03;-1.62;-19.49;-2.85
2013;1;8.550;-1.250;-3.557;-0.04;0.03;-0.03;-0.16;0.07;-1.30;-18.72;-2.80
2014;1;8.550;-1.350;-3.579;-0.04;0.02;-0.03;-0.17;0.09;-1.00;-17.99;-2.67
2015;1;8.550;-1.450;-3.600;-0.03;0.02;-0.03;-0.18;0.11;-0.74;-17.28;-2.49
2016;1;8.550;-1.550;-3.622;-0.02;0.01;-0.03;-0.19;0.11;-0.50;-16.56;-2.25
2017;1;8.550;-1.650;-3.643;-0.01;0.01;-0.03;-0.19;0.11;-0.31;-15.82;-1.99
2018;1;8.550;-1.750;-3.665;-0.01;0.00;-0.03;-0.20;0.12;-0.16;-15.06;-1.70
2019;1;8.550;-1.850;-3.686;0.00;-0.01;-0.02;-0.20;0.12;-0.05;-14.29;-1.38
2020;1;8.550;-1.950;-3.708;0.01;-0.02;-0.02;-0.20;0.13;0.04;-13.52;-1.03
2021;1;8.650;-0.050;-3.323;-0.38;-0.39;0.34;3.42;-1.23;-24.89;-35.59;18.45
2022;1;8.650;-0.150;-3.344;-0.48;-0.24;0.22;2.41;-1.14;-18.36;-33.22;13.40
2023;1;8.650;-0.250;-3.365;-0.47;-0.12;0.13;1.50;-0.97;-12.99;-30.98;9.11
2024;1;8.650;-0.350;-3.386;-0.41;-0.04;0.08;0.83;-0.79;-8.97;-28.91;5.69
2025;1;8.650;-0.450;-3.407;-0.33;0.00;0.04;0.39;-0.62;-6.18;-26.99;3.12
2026;1;8.650;-0.550;-3.428;-0.25;0.03;0.02;0.13;-0.48;-4.30;-25.23;1.26
2027;1;8.650;-0.650;-3.449;-0.18;0.04;0.00;0.00;-0.35;-3.11;-23.73;0.00
2028;1;8.650;-0.750;-3.470;-0.14;0.04;-0.01;-0.07;-0.26;-2.34;-22.44;-0.82
2029;1;8.650;-0.850;-3.490;-0.10;0.04;-0.01;-0.10;-0.14;-1.88;-21.25;-1.37
2030;1;8.650;-0.950;-3.511;-0.08;0.04;-0.02;-0.10;-0.03;-1.52;-20.31;-1.71
2031;1;8.650;-1.050;-3.532;-0.07;0.03;-0.02;-0.11;0.04;-1.21;-19.47;-1.91
2032;1;8.650;-1.150;-3.553;-0.06;0.03;-0.02;-0.12;0.08;-0.90;-18.73;-1.99
2033;1;8.650;-1.250;-3.574;-0.06;0.02;-0.02;-0.13;0.10;-0.60;-18.03;-1.99
2034;1;8.650;-1.350;-3.595;-0.05;0.02;-0.03;-0.15;0.11;-0.32;-17.39;-1.91
2035;1;8.650;-1.450;-3.616;-0.04;0.01;-0.03;-0.17;0.12;-0.08;-16.76;-1.75
2036;1;8.650;-1.550;-3.637;-0.04;0.00;-0.03;-0.18;0.12;0.12;-16.13;-1.55
2037;1;8.650;-1.650;-3.658;-0.03;-0.01;-0.02;-0.18;0.12;0.28;-15.48;-1.31
2038;1;8.650;-1.750;-3.679;-0.02;-0.01;-0.02;-0.19;0.13;0.40;-14.81;-1.04
2039;1;8.650;-1.850;-3.700;-0.02;-0.02;-0.02;-0.19;0.13;0.49;-14.13;-0.74
2040;1;8.650;-1.950;-3.721;-0.01;-0.03;-0.02;-0.19;0.14;0.57;-13.44;-0.41
2041;1;8.750;-0.050;-3.348;-0.20;-0.26;0.32;2.72;-0.97;-21.85;-33.08;17.58
2042;1;8.750;-0.150;-3.368;-0.28;-0.14;0.21;1.93;-0.82;-15.86;-30.66;12.84
2043;1;8.750;-0.250;-3.388;-0.29;-0.06;0.13;1.24;-0.67;-11.03;-28.58;8.99
2044;1;8.750;-0.350;-3.409;-0.26;-0.01;0.08;0.73;-0.55;-7.47;-26.77;5.99
2045;1;8.750;-0.450;-3.429;-0.22;0.02;0.05;0.39;-0.44;-5.02;-25.16;3.72
2046;1;8.750;-0.550;-3.449;-0.17;0.04;0.02;0.18;-0.34;-3.38;-23.69;2.02
2047;1;8.750;-0.650;-3.470;-0.14;0.04;0.01;0.07;-0.26;-2.34;-22.44;0.83
2048;1;8.750;-0.750;-3.490;-0.11;0.04;0.00;0.00;-0.15;-1.74;-21.27;0.00
2049;1;8.750;-0.850;-3.510;-0.09;0.04;-0.01;-0.04;-0.03;-1.29;-20.32;-0.58
2050;1;8.750;-0.950;-3.530;-0.08;0.03;-0.01;-0.06;0.03;-0.94;-19.47;-0.96
2051;1;8.750;-1.050;-3.551;-0.07;0.03;-0.01;-0.07;0.08;-0.61;-18.71;-1.20
2052;1;8.750;-1.150;-3.571;-0.07;0.02;-0.02;-0.09;0.11;-0.30;-18.04;-1.32
2053;1;8.750;-1.250;-3.591;-0.07;0.01;-0.02;-0.11;0.12;0.00;-17.42;-1.35
2054;1;8.750;-1.350;-3.612;-0.06;0.01;-0.02;-0.13;0.12;0.27;-16.82;-1.29
2055;1;8.750;-1.450;-3.632;-0.06;0.00;-0.02;-0.15;0.13;0.48;-16.27;-1.16
2056;1;8.750;-1.550;-3.652;-0.05;-0.01;-0.02;-0.16;0.13;0.66;-15.72;-0.97
2057;1;8.750;-1.650;-3.673;-0.04;-0.02;-0.02;-0.17;0.13;0.79;-15.15;-0.75
2058;1;8.750;-1.750;-3.693;-0.04;-0.03;-0.02;-0.17;0.14;0.90;-14.57;-0.49
2059;1;8.750;-1.850;-3.713;-0.03;-0.03;-0.02;-0.18;0.14;0.99;-13.97;-0.20
2060;1;8.750;-1.950;-3.734;-0.03;-0.04;-0.02;-0.19;0.14;1.07;-13.34;0.11
2061;1;8.850;-0.050;-3.372;-0.09;-0.16;0.27;2.18;-0.80;-19.17;-30.90;16.50
2062;1;8.850;-0.150;-3.392;-0.16;-0.08;0.18;1.53;-0.62;-13.67;-28.56;12.07
2063;1;8.850;-0.250;-3.412;-0.17;-0.02;0.12;0.99;-0.49;-9.38;-26.66;8.63
2064;1;8.850;-0.350;-3.431;-0.16;0.02;0.08;0.61;-0.39;-6.29;-25.05;5.98
2065;1;8.850;-0.450;-3.451;-0.14;0.04;0.05;0.35;-0.31;-4.18;-23.67;3.99
2066;1;8.850;-0.550;-3.471;-0.12;0.04;0.03;0.20;-0.24;-2.74;-22.41;2.46
2067;1;8.850;-0.650;-3.490;-0.10;0.04;0.01;0.10;-0.14;-1.88;-21.25;1.38
2068;1;8.850;-0.750;-3.510;-0.09;0.04;0.01;0.03;-0.03;-1.29;-20.31;0.59
2069;1;8.850;-0.850;-3.530;-0.08;0.03;0.00;0.00;0.03;-0.85;-19.46;0.00
2070;1;8.850;-0.950;-3.550;-0.08;0.03;0.00;-0.03;0.08;-0.46;-18.71;-0.40
2071;1;8.850;-1.050;-3.569;-0.08;0.02;-0.01;-0.05;0.11;-0.10;-18.04;-0.66
2072;1;8.850;-1.150;-3.589;-0.08;0.01;-0.01;-0.07;0.12;0.23;-17.43;-0.81
2073;1;8.850;-1.250;-3.609;-0.08;0.00;-0.02;-0.09;0.13;0.52;-16.86;-0.85
2074;1;8.850;-1.350;-3.628;-0.07;0.00;-0.02;-0.11;0.13;0.78;-16.33;-0.82
2075;1;8.850;-1.450;-3.648;-0.07;-0.01;-0.02;-0.13;0.14;0.98;-15.83;-0.70
2076;1;8.850;-1.550;-3.668;-0.06;-0.02;-0.02;-0.14;0.14;1.13;-15.33;-0.52
2077;1;8.850;-1.650;-3.687;-0.06;-0.03;-0.02;-0.15;0.14;1.26;-14.83;-0.31
2078;1;8.850;-1.750;-3.707;-0.05;-0.04;-0.02;-0.16;0.15;1.36;-14.32;-0.05
2079;1;8.850;-1.850;-3.727;-0.05;-0.05;-0.02;-0.17;0.15;1.45;-13.80;0.23
2080;1;8.850;-1.950;-3.746;-0.04;-0.06;-0.01;-0.18;0.14;1.54;-13.24;0.54
2081;1;8.950;-0.050;-3.397;-0.02;-0.09;0.22;1.75;-0.65;-16.74;-28.87;15.30
2082;1;8.950;-0.150;-3.416;-0.08;-0.03;0.15;1.20;-0.48;-11.73;-26.73;11.20
2083;1;8.950;-0.250;-3.435;-0.10;0.01;0.10;0.78;-0.36;-7.99;-25.04;8.14
2084;1;8.950;-0.350;-3.454;-0.10;0.03;0.07;0.49;-0.28;-5.34;-23.63;5.82
2085;1;8.950;-0.450;-3.473;-0.10;0.04;0.05;0.31;-0.23;-3.51;-22.42;4.05
2086;1;8.950;-0.550;-3.492;-0.08;0.04;0.03;0.18;-0.13;-2.32;-21.25;2.72
2087;1;8.950;-0.650;-3.511;-0.08;0.04;0.02;0.10;-0.03;-1.52;-20.30;1.71
2088;1;8.950;-0.750;-3.530;-0.08;0.03;0.01;0.06;0.03;-0.95;-19.47;0.97
2089;1;8.950;-0.850;-3.550;-0.08;0.03;0.00;0.03;0.08;-0.46;-18.71;0.41
2090;1;8.950;-0.950;-3.569;-0.08;0.02;0.00;0.00;0.11;-0.04;-18.03;0.00
2091;1;8.950;-1.050;-3.588;-0.08;0.01;0.00;-0.02;0.12;0.35;-17.42;-0.26
2092;1;8.950;-1.150;-3.607;-0.08;0.00;-0.01;-0.05;0.13;0.68;-16.87;-0.42
2093;1;8.950;-1.250;-3.626;-0.08;-0.01;-0.01;-0.07;0.14;0.97;-16.36;-0.48
2094;1;8.950;-1.350;-3.645;-0.08;-0.01;-0.01;-0.09;0.14;1.22;-15.88;-0.45
2095;1;8.950;-1.450;-3.664;-0.08;-0.02;-0.01;-0.11;0.14;1.40;-15.43;-0.35
2096;1;8.950;-1.550;-3.683;-0.07;-0.03;-0.01;-0.12;0.15;1.55;-14.99;-0.18
2097;1;8.950;-1.650;-3.702;-0.07;-0.04;-0.01;-0.13;0.15;1.68;-14.56;0.03
2098;1;8.950;-1.750;-3.721;-0.07;-0.05;-0.01;-0.15;0.15;1.79;-14.11;0.28
2099;1;8.950;-1.850;-3.740;-0.06;-0.06;-0.01;-0.16;0.15;1.89;-13.64;0.57
2100;1;8.950;-1.950;-3.759;-0.05;-0.07;-0.01;-0.17;0.15;1.99;-13.14;0.88
2101;1;9.050;-0.050;-3.422;0.02;-0.04;0.17;1.39;-0.52;-14.50;-26.90;14.02
2102;1;9.050;-0.150;-3.440;-0.03;0.00;0.12;0.93;-0.37;-10.02;-25.06;10.31
2103;1;9.050;-0.250;-3.459;-0.05;0.02;0.09;0.60;-0.27;-6.80;-23.62;7.62
2104;1;9.050;-0.350;-3.477;-0.06;0.04;0.06;0.40;-0.21;-4.53;-22.41;5.56
2105;1;9.050;-0.450;-3.495;-0.06;0.04;0.04;0.26;-0.13;-3.01;-21.27;4.04
2106;1;9.050;-0.550;-3.514;-0.06;0.04;0.03;0.16;-0.03;-1.95;-20.31;2.83
2107;1;9.050;-0.650;-3.532;-0.07;0.03;0.02;0.11;0.04;-1.21;-19.47;1.92
2108;1;9.050;-0.750;-3.551;-0.07;0.03;0.01;0.07;0.08;-0.61;-18.71;1.21
2109;1;9.050;-0.850;-3.569;-0.08;0.02;0.01;0.05;0.11;-0.10;-18.04;0.67
2110;1;9.050;-0.950;-3.588;-0.08;0.01;0.00;0.02;0.12;0.34;-17.42;0.27
2111;1;9.050;-1.050;-3.606;-0.09;0.00;0.00;0.00;0.13;0.74;-16.86;0.00
2112;1;9.050;-1.150;-3.625;-0.09;-0.01;0.00;-0.02;0.14;1.07;-16.36;-0.15
2113;1;9.050;-1.250;-3.643;-0.09;-0.02;-0.01;-0.05;0.14;1.36;-15.90;-0.22
2114;1;9.050;-1.350;-3.661;-0.09;-0.02;-0.01;-0.06;0.14;1.59;-15.48;-0.20
2115;1;9.050;-1.450;-3.680;-0.09;-0.03;-0.01;-0.08;0.15;1.77;-15.07;-0.10
2116;1;9.050;-1.550;-3.698;-0.08;-0.04;-0.01;-0.10;0.15;1.93;-14.69;0.06
2117;1;9.050;-1.650;-3.717;-0.08;-0.05;-0.01;-0.12;0.16;2.07;-14.31;0.27
2118;1;9.050;-1.750;-3.735;-0.08;-0.06;-0.01;-0.13;0.15;2.20;-13.92;0.52
2119;1;9.050;-1.850;-3.754;-0.07;-0.07;-0.01;-0.14;0.15;2.31;-13.50;0.81
2120;1;9.050;-1.950;-3.772;-0.07;-0.08;-0.01;-0.16;0.15;2.41;-13.06;1.12
2121;1;9.150;-0.050;-3.446;0.05;-0.01;0.13;1.08;-0.39;-12.42;-24.93;12.70
2122;1;9.150;-0.150;-3.464;0.00;0.02;0.10;0.71;-0.26;-8.50;-23.54;9.46
2123;1;9.150;-0.250;-3.482;-0.02;0.03;0.07;0.49;-0.20;-5.76;-22.33;7.08
2124;1;9.150;-0.350;-3.500;-0.03;0.04;0.05;0.32;-0.13;-3.87;-21.24;5.32
2125;1;9.150;-0.450;-3.518;-0.04;0.04;0.04;0.21;-0.03;-2.56;-20.32;3.93
2126;1;9.150;-0.550;-3.535;-0.05;0.03;0.03;0.16;0.03;-1.63;-19.49;2.85
2127;1;9.150;-0.650;-3.553;-0.06;0.03;0.02;0.12;0.08;-0.90;-18.72;2.00
2128;1;9.150;-0.750;-3.571;-0.07;0.02;0.02;0.09;0.11;-0.30;-18.03;1.33
2129;1;9.150;-0.850;-3.589;-0.08;0.01;0.01;0.07;0.12;0.22;-17.43;0.81
2130;1;9.150;-0.950;-3.607;-0.08;0.00;0.01;0.04;0.13;0.68;-16.87;0.43
2131;1;9.150;-1.050;-3.625;-0.09;-0.01;0.00;0.02;0.14;1.07;-16.36;0.16
2132;1;9.150;-1.150;-3.642;-0.09;-0.02;0.00;0.00;0.14;1.40;-15.93;0.00
2133;1;9.150;-1.250;-3.660;-0.09;-0.03;0.00;-0.02;0.14;1.68;-15.50;-0.06
2134;1;9.150;-1.350;-3.678;-0.09;-0.04;-0.01;-0.04;0.15;1.91;-15.11;-0.05
2135;1;9.150;-1.450;-3.696;-0.09;-0.04;-0.01;-0.06;0.16;2.11;-14.76;0.05
2136;1;9.150;-1.550;-3.714;-0.09;-0.05;-0.01;-0.08;0.16;2.29;-14.43;0.20
2137;1;9.150;-1.650;-3.731;-0.09;-0.06;-0.01;-0.10;0.16;2.44;-14.10;0.42
2138;1;9.150;-1.750;-3.749;-0.09;-0.07;-0.01;-0.11;0.16;2.58;-13.75;0.67
2139;1;9.150;-1.850;-3.767;-0.09;-0.08;-0.01;-0.13;0.15;2.70;-13.39;0.96
2140;1;9.150;-1.950;-3.785;-0.08;-0.09;-0.01;-0.14;0.15;2.82;-12.99;1.28
2141;1;9.250;-0.050;-3.471;0.06;0.02;0.10;0.82;-0.28;-10.48;-22.91;11.42
2142;1;9.250;-0.150;-3.488;0.02;0.03;0.08;0.57;-0.17;-7.18;-22.09;8.67
2143;1;9.250;-0.250;-3.505;0.00;0.04;0.06;0.38;-0.12;-4.88;-21.06;6.61
2144;1;9.250;-0.350;-3.523;-0.02;0.04;0.05;0.25;-0.04;-3.30;-20.23;5.03
2145;1;9.250;-0.450;-3.540;-0.03;0.04;0.04;0.20;0.02;-2.17;-19.45;3.79
2146;1;9.250;-0.550;-3.557;-0.04;0.03;0.03;0.16;0.07;-1.30;-18.72;2.80
2147;1;9.250;-0.650;-3.574;-0.06;0.02;0.03;0.13;0.10;-0.60;-18.03;2.00
2148;1;9.250;-0.750;-3.591;-0.07;0.01;0.02;0.11;0.12;0.00;-17.41;1.36
2149;1;9.250;-0.850;-3.609;-0.08;0.00;0.02;0.09;0.13;0.52;-16.86;0.86
2150;1;9.250;-0.950;-3.626;-0.08;-0.01;0.01;0.07;0.14;0.97;-16.36;0.49
2151;1;9.250;-1.050;-3.643;-0.09;-0.02;0.01;0.04;0.14;1.36;-15.90;0.23
