Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
Nr.;Punkt;X;Y;Z;mx;my;mxy;vx;vy;nx;ny;nxy
3993;1;0.950;6.750;-3.626;-0.08;-0.02;-0.01;-0.07;0.13;0.87;-17.25;-0.42
3994;1;0.950;6.650;-3.645;-0.08;-0.02;-0.01;-0.09;0.13;1.05;-16.73;-0.39
3995;1;0.950;6.550;-3.664;-0.08;-0.03;-0.01;-0.11;0.13;1.18;-16.25;-0.27
3996;1;0.950;6.450;-3.683;-0.07;-0.04;-0.01;-0.13;0.14;1.27;-15.77;-0.10
3997;1;0.950;6.350;-3.702;-0.07;-0.05;-0.01;-0.14;0.14;1.35;-15.28;0.11
3998;1;0.950;6.250;-3.721;-0.06;-0.06;-0.01;-0.15;0.14;1.41;-14.78;0.36
3999;1;0.950;6.150;-3.740;-0.06;-0.06;-0.01;-0.16;0.13;1.47;-14.24;0.63
4000;1;0.950;6.050;-3.759;-0.05;-0.07;-0.01;-0.17;0.13;1.53;-13.68;0.93
4001;1;1.050;7.950;-3.422;0.03;-0.04;0.16;1.36;-0.45;-13.55;-26.63;13.23
4002;1;1.050;7.850;-3.440;-0.02;0.00;0.12;0.92;-0.33;-9.22;-25.05;9.74
4003;1;1.050;7.750;-3.459;-0.05;0.02;0.08;0.60;-0.24;-6.15;-23.86;7.18
4004;1;1.050;7.650;-3.477;-0.06;0.03;0.06;0.41;-0.18;-4.02;-22.83;5.23
4005;1;1.050;7.550;-3.495;-0.06;0.03;0.04;0.26;-0.10;-2.61;-21.84;3.78
4006;1;1.050;7.450;-3.514;-0.06;0.03;0.03;0.16;0.00;-1.64;-21.00;2.64
4007;1;1.050;7.350;-3.532;-0.07;0.02;0.02;0.11;0.05;-0.98;-20.24;1.78
4008;1;1.050;7.250;-3.551;-0.07;0.02;0.01;0.08;0.09;-0.45;-19.55;1.11
4009;1;1.050;7.150;-3.569;-0.08;0.01;0.01;0.05;0.12;-0.01;-18.92;0.61
4010;1;1.050;7.050;-3.588;-0.08;0.00;0.00;0.02;0.13;0.37;-18.34;0.24
4011;1;1.050;6.950;-3.606;-0.09;-0.01;0.00;0.00;0.13;0.70;-17.79;0.00
4012;1;1.050;6.850;-3.625;-0.09;-0.02;0.00;-0.02;0.14;0.97;-17.30;-0.13
4013;1;1.050;6.750;-3.643;-0.09;-0.03;-0.01;-0.05;0.14;1.20;-16.83;-0.19
4014;1;1.050;6.650;-3.661;-0.09;-0.03;-0.01;-0.07;0.14;1.37;-16.38;-0.15
4015;1;1.050;6.550;-3.680;-0.08;-0.04;-0.01;-0.09;0.14;1.49;-15.95;-0.05
4016;1;1.050;6.450;-3.698;-0.08;-0.05;-0.01;-0.10;0.14;1.60;-15.52;0.12
4017;1;1.050;6.350;-3.717;-0.08;-0.06;-0.01;-0.12;0.14;1.69;-15.10;0.33
4018;1;1.050;6.250;-3.735;-0.07;-0.07;-0.01;-0.14;0.14;1.77;-14.66;0.58
4019;1;1.050;6.150;-3.754;-0.07;-0.08;-0.01;-0.15;0.14;1.84;-14.19;0.86
4020;1;1.050;6.050;-3.772;-0.06;-0.08;-0.01;-0.16;0.13;1.92;-13.68;1.16
4021;1;1.150;7.950;-3.446;0.05;0.00;0.12;1.06;-0.32;-11.56;-24.58;11.93
4022;1;1.150;7.850;-3.464;0.01;0.02;0.09;0.71;-0.23;-7.80;-23.45;8.89
4023;1;1.150;7.750;-3.482;-0.02;0.03;0.07;0.49;-0.17;-5.20;-22.49;6.64
4024;1;1.150;7.650;-3.500;-0.03;0.03;0.05;0.33;-0.10;-3.44;-21.60;4.98
4025;1;1.150;7.550;-3.518;-0.04;0.03;0.04;0.21;-0.01;-2.23;-20.84;3.67
4026;1;1.150;7.450;-3.535;-0.05;0.02;0.03;0.16;0.05;-1.38;-20.13;2.65
4027;1;1.150;7.350;-3.553;-0.06;0.02;0.02;0.13;0.09;-0.73;-19.46;1.85
4028;1;1.150;7.250;-3.571;-0.07;0.01;0.02;0.10;0.11;-0.20;-18.85;1.22
4029;1;1.150;7.150;-3.589;-0.08;0.00;0.01;0.07;0.12;0.25;-18.29;0.74
4030;1;1.150;7.050;-3.607;-0.08;-0.01;0.01;0.05;0.13;0.64;-17.77;0.38
4031;1;1.150;6.950;-3.625;-0.09;-0.02;0.00;0.02;0.14;0.97;-17.30;0.13
4032;1;1.150;6.850;-3.642;-0.09;-0.03;0.00;0.00;0.14;1.24;-16.88;0.00
4033;1;1.150;6.750;-3.660;-0.09;-0.04;0.00;-0.02;0.14;1.46;-16.44;-0.05
4034;1;1.150;6.650;-3.678;-0.09;-0.04;0.00;-0.04;0.14;1.63;-16.05;-0.02
4035;1;1.150;6.550;-3.696;-0.09;-0.05;-0.01;-0.07;0.15;1.78;-15.67;0.08
4036;1;1.150;6.450;-3.714;-0.09;-0.06;-0.01;-0.08;0.15;1.91;-15.31;0.25
4037;1;1.150;6.350;-3.731;-0.09;-0.07;-0.01;-0.10;0.14;2.02;-14.94;0.46
4038;1;1.150;6.250;-3.749;-0.09;-0.08;-0.01;-0.12;0.14;2.11;-14.55;0.72
4039;1;1.150;6.150;-3.767;-0.08;-0.09;-0.01;-0.13;0.14;2.20;-14.14;1.01
4040;1;1.150;6.050;-3.785;-0.08;-0.10;0.00;-0.15;0.13;2.29;-13.69;1.31
4041;1;1.250;7.950;-3.471;0.07;0.02;0.10;0.82;-0.22;-9.71;-22.48;10.66
4042;1;1.250;7.850;-3.488;0.03;0.03;0.07;0.57;-0.14;-6.57;-21.92;8.10
4043;1;1.250;7.750;-3.505;0.00;0.03;0.05;0.39;-0.09;-4.41;-21.15;6.17
4044;1;1.250;7.650;-3.523;-0.02;0.03;0.04;0.26;-0.02;-2.94;-20.52;4.69
4045;1;1.250;7.550;-3.540;-0.03;0.03;0.04;0.21;0.04;-1.90;-19.90;3.52
4046;1;1.250;7.450;-3.557;-0.04;0.02;0.03;0.17;0.08;-1.12;-19.30;2.59
4047;1;1.250;7.350;-3.574;-0.05;0.01;0.02;0.14;0.11;-0.49;-18.72;1.84
4048;1;1.250;7.250;-3.591;-0.07;0.00;0.02;0.12;0.12;0.04;-18.19;1.23
4049;1;1.250;7.150;-3.609;-0.08;-0.01;0.01;0.09;0.13;0.48;-17.70;0.77
4050;1;1.250;7.050;-3.626;-0.08;-0.02;0.01;0.07;0.13;0.87;-17.24;0.42
4051;1;1.250;6.950;-3.643;-0.09;-0.03;0.01;0.05;0.14;1.19;-16.82;0.19
4052;1;1.250;6.850;-3.660;-0.09;-0.04;0.00;0.02;0.14;1.46;-16.44;0.05
4053;1;1.250;6.750;-3.677;-0.10;-0.05;0.00;0.00;0.14;1.68;-16.08;0.00
4054;1;1.250;6.650;-3.695;-0.10;-0.05;0.00;-0.02;0.15;1.87;-15.75;0.03
4055;1;1.250;6.550;-3.712;-0.10;-0.06;0.00;-0.04;0.15;2.04;-15.43;0.13
4056;1;1.250;6.450;-3.729;-0.10;-0.07;0.00;-0.06;0.15;2.19;-15.12;0.30
4057;1;1.250;6.350;-3.746;-0.10;-0.08;-0.01;-0.08;0.15;2.32;-14.80;0.51
4058;1;1.250;6.250;-3.763;-0.10;-0.09;0.00;-0.10;0.14;2.43;-14.46;0.77
4059;1;1.250;6.150;-3.780;-0.09;-0.10;0.00;-0.12;0.14;2.54;-14.10;1.07
4060;1;1.250;6.050;-3.798;-0.09;-0.11;0.00;-0.13;0.13;2.65;-13.71;1.38
4061;1;1.350;7.950;-3.496;0.07;0.03;0.07;0.59;-0.16;-8.08;-20.35;9.51
4062;1;1.350;7.850;-3.512;0.04;0.04;0.06;0.40;-0.10;-5.56;-20.36;7.42
4063;1;1.350;7.750;-3.529;0.01;0.04;0.05;0.29;-0.03;-3.76;-19.93;5.67
4064;1;1.350;7.650;-3.545;0.00;0.03;0.04;0.24;0.03;-2.52;-19.51;4.39
4065;1;1.350;7.550;-3.562;-0.02;0.02;0.03;0.21;0.07;-1.61;-19.00;3.33
4066;1;1.350;7.450;-3.579;-0.03;0.01;0.03;0.18;0.10;-0.89;-18.51;2.47
4067;1;1.350;7.350;-3.595;-0.05;0.01;0.02;0.16;0.11;-0.28;-18.02;1.75
4068;1;1.350;7.250;-3.612;-0.06;0.00;0.02;0.14;0.12;0.24;-17.55;1.17
4069;1;1.350;7.150;-3.628;-0.07;-0.01;0.02;0.11;0.13;0.68;-17.12;0.72
4070;1;1.350;7.050;-3.645;-0.08;-0.02;0.01;0.09;0.13;1.05;-16.73;0.39
4071;1;1.350;6.950;-3.661;-0.09;-0.04;0.01;0.07;0.14;1.37;-16.38;0.15
4072;1;1.350;6.850;-3.678;-0.09;-0.04;0.00;0.04;0.14;1.63;-16.04;0.02
4073;1;1.350;6.750;-3.695;-0.10;-0.05;0.00;0.02;0.15;1.87;-15.75;-0.03
4074;1;1.350;6.650;-3.711;-0.10;-0.06;0.00;0.00;0.15;2.09;-15.47;0.00
4075;1;1.350;6.550;-3.728;-0.10;-0.07;0.00;-0.02;0.15;2.28;-15.21;0.10
4076;1;1.350;6.450;-3.744;-0.11;-0.08;0.00;-0.04;0.15;2.44;-14.94;0.27
4077;1;1.350;6.350;-3.761;-0.11;-0.09;0.00;-0.06;0.15;2.59;-14.67;0.49
4078;1;1.350;6.250;-3.777;-0.10;-0.10;0.00;-0.08;0.14;2.73;-14.39;0.75
4079;1;1.350;6.150;-3.794;-0.10;-0.11;0.00;-0.10;0.14;2.86;-14.08;1.05
4080;1;1.350;6.050;-3.810;-0.10;-0.12;0.00;-0.11;0.13;3.00;-13.73;1.36
4081;1;1.450;7.950;-3.520;0.07;0.04;0.05;0.40;-0.09;-6.72;-18.38;8.54
4082;1;1.450;7.850;-3.536;0.05;0.04;0.05;0.30;-0.06;-4.69;-18.77;6.75
4083;1;1.450;7.750;-3.552;0.02;0.04;0.04;0.26;0.01;-3.19;-18.70;5.25
4084;1;1.450;7.650;-3.568;0.00;0.03;0.04;0.23;0.06;-2.16;-18.48;4.09
4085;1;1.450;7.550;-3.584;-0.01;0.02;0.03;0.21;0.09;-1.36;-18.12;3.11
4086;1;1.450;7.450;-3.600;-0.03;0.01;0.03;0.19;0.11;-0.69;-17.73;2.28
4087;1;1.450;7.350;-3.616;-0.04;0.00;0.02;0.17;0.12;-0.11;-17.33;1.59
4088;1;1.450;7.250;-3.632;-0.06;-0.01;0.02;0.15;0.12;0.39;-16.94;1.03
4089;1;1.450;7.150;-3.648;-0.07;-0.02;0.02;0.13;0.13;0.81;-16.58;0.60
4090;1;1.450;7.050;-3.664;-0.08;-0.03;0.01;0.11;0.13;1.18;-16.25;0.27
4091;1;1.450;6.950;-3.680;-0.08;-0.04;0.01;0.09;0.14;1.49;-15.94;0.05
4092;1;1.450;6.850;-3.696;-0.09;-0.05;0.01;0.06;0.15;1.78;-15.67;-0.08
4093;1;1.450;6.750;-3.712;-0.10;-0.06;0.00;0.04;0.15;2.04;-15.43;-0.13
4094;1;1.450;6.650;-3.728;-0.10;-0.07;0.00;0.02;0.15;2.28;-15.21;-0.10
4095;1;1.450;6.550;-3.744;-0.11;-0.08;0.00;0.00;0.15;2.49;-14.99;0.00
4096;1;1.450;6.450;-3.760;-0.11;-0.09;0.00;-0.02;0.15;2.68;-14.77;0.17
4097;1;1.450;6.350;-3.775;-0.11;-0.10;0.00;-0.04;0.15;2.85;-14.55;0.39
4098;1;1.450;6.250;-3.791;-0.11;-0.11;0.00;-0.06;0.14;3.01;-14.31;0.65
4099;1;1.450;6.150;-3.807;-0.11;-0.12;0.00;-0.08;0.14;3.17;-14.05;0.96
4100;1;1.450;6.050;-3.823;-0.11;-0.13;0.00;-0.10;0.13;3.34;-13.76;1.28
4101;1;1.550;7.950;-3.545;0.08;0.04;0.04;0.32;0.00;-5.65;-16.70;7.63
4102;1;1.550;7.850;-3.560;0.05;0.04;0.04;0.29;-0.01;-3.95;-17.16;6.13
4103;1;1.550;7.750;-3.576;0.03;0.03;0.04;0.23;0.04;-2.73;-17.44;4.86
4104;1;1.550;7.650;-3.591;0.01;0.02;0.03;0.21;0.08;-1.87;-17.43;3.80
4105;1;1.550;7.550;-3.606;0.00;0.01;0.03;0.20;0.10;-1.15;-17.22;2.86
4106;1;1.550;7.450;-3.622;-0.02;0.00;0.03;0.19;0.11;-0.52;-16.94;2.06
4107;1;1.550;7.350;-3.637;-0.03;-0.01;0.02;0.18;0.12;0.02;-16.64;1.39
4108;1;1.550;7.250;-3.652;-0.05;-0.02;0.02;0.17;0.12;0.50;-16.33;0.85
4109;1;1.550;7.150;-3.668;-0.06;-0.03;0.02;0.15;0.13;0.91;-16.03;0.42
4110;1;1.550;7.050;-3.683;-0.07;-0.04;0.01;0.13;0.14;1.27;-15.76;0.11
4111;1;1.550;6.950;-3.698;-0.08;-0.05;0.01;0.10;0.14;1.60;-15.52;-0.12
4112;1;1.550;6.850;-3.714;-0.09;-0.06;0.01;0.08;0.15;1.91;-15.31;-0.25
4113;1;1.550;6.750;-3.729;-0.10;-0.07;0.00;0.06;0.15;2.19;-15.12;-0.30
4114;1;1.550;6.650;-3.744;-0.11;-0.08;0.00;0.04;0.15;2.44;-14.94;-0.27
4115;1;1.550;6.550;-3.760;-0.11;-0.09;0.00;0.02;0.15;2.68;-14.77;-0.16
4116;1;1.550;6.450;-3.775;-0.11;-0.10;0.00;0.00;0.15;2.89;-14.60;0.00
4117;1;1.550;6.350;-3.790;-0.12;-0.11;0.00;-0.02;0.14;3.09;-14.43;0.22
4118;1;1.550;6.250;-3.805;-0.12;-0.12;0.00;-0.04;0.14;3.28;-14.24;0.49
4119;1;1.550;6.150;-3.821;-0.12;-0.13;0.00;-0.06;0.14;3.47;-14.03;0.80
4120;1;1.550;6.050;-3.836;-0.12;-0.14;0.00;-0.08;0.13;3.66;-13.78;1.13
4121;1;1.650;7.950;-3.570;0.08;0.04;0.04;0.26;0.02;-4.81;-15.27;6.78
4122;1;1.650;7.850;-3.585;0.06;0.03;0.03;0.23;0.03;-3.41;-15.73;5.51
4123;1;1.650;7.750;-3.599;0.04;0.03;0.03;0.20;0.06;-2.42;-16.20;4.44
4124;1;1.650;7.650;-3.614;0.02;0.02;0.03;0.20;0.08;-1.65;-16.38;3.48
4125;1;1.650;7.550;-3.629;0.00;0.01;0.03;0.20;0.10;-0.98;-16.30;2.59
4126;1;1.650;7.450;-3.643;-0.01;0.00;0.02;0.20;0.11;-0.39;-16.12;1.81
4127;1;1.650;7.350;-3.658;-0.03;-0.01;0.02;0.19;0.12;0.13;-15.92;1.16
4128;1;1.650;7.250;-3.673;-0.04;-0.03;0.02;0.17;0.13;0.57;-15.69;0.63
4129;1;1.650;7.150;-3.687;-0.05;-0.04;0.01;0.16;0.13;0.97;-15.47;0.21
4130;1;1.650;7.050;-3.702;-0.07;-0.05;0.01;0.14;0.14;1.34;-15.27;-0.11
4131;1;1.650;6.950;-3.717;-0.08;-0.06;0.01;0.12;0.14;1.69;-15.10;-0.33
4132;1;1.650;6.850;-3.731;-0.09;-0.07;0.01;0.10;0.14;2.01;-14.94;-0.46
4133;1;1.650;6.750;-3.746;-0.10;-0.08;0.01;0.08;0.15;2.31;-14.80;-0.51
4134;1;1.650;6.650;-3.761;-0.11;-0.09;0.00;0.06;0.15;2.59;-14.67;-0.48
4135;1;1.650;6.550;-3.775;-0.11;-0.10;0.00;0.04;0.15;2.85;-14.55;-0.38
4136;1;1.650;6.450;-3.790;-0.12;-0.11;0.00;0.02;0.14;3.09;-14.43;-0.22
4137;1;1.650;6.350;-3.805;-0.12;-0.12;0.00;0.00;0.14;3.32;-14.31;0.00
4138;1;1.650;6.250;-3.820;-0.12;-0.13;0.00;-0.02;0.14;3.54;-14.17;0.27
4139;1;1.650;6.150;-3.834;-0.12;-0.14;0.00;-0.04;0.13;3.76;-14.00;0.58
4140;1;1.650;6.050;-3.849;-0.12;-0.15;0.00;-0.06;0.13;3.98;-13.79;0.92
4141;1;1.750;7.950;-3.595;0.08;0.04;0.03;0.21;0.03;-4.12;-14.00;6.01
4142;1;1.750;7.850;-3.609;0.06;0.03;0.03;0.19;0.07;-3.00;-14.53;4.93
4143;1;1.750;7.750;-3.623;0.04;0.02;0.03;0.20;0.08;-2.17;-15.01;4.00
4144;1;1.750;7.650;-3.637;0.03;0.01;0.03;0.21;0.09;-1.48;-15.32;3.13
4145;1;1.750;7.550;-3.651;0.01;0.00;0.02;0.21;0.10;-0.86;-15.36;2.28
4146;1;1.750;7.450;-3.665;0.00;-0.01;0.02;0.20;0.11;-0.30;-15.28;1.53
4147;1;1.750;7.350;-3.679;-0.02;-0.02;0.02;0.19;0.12;0.18;-15.17;0.90
4148;1;1.750;7.250;-3.693;-0.03;-0.03;0.02;0.18;0.13;0.62;-15.04;0.38
4149;1;1.750;7.150;-3.707;-0.05;-0.04;0.01;0.17;0.13;1.03;-14.90;-0.04
4150;1;1.750;7.050;-3.721;-0.06;-0.06;0.01;0.15;0.14;1.41;-14.77;-0.36
4151;1;1.750;6.950;-3.735;-0.07;-0.07;0.01;0.14;0.14;1.77;-14.65;-0.58
4152;1;1.750;6.850;-3.749;-0.09;-0.08;0.01;0.12;0.14;2.11;-14.55;-0.72
4153;1;1.750;6.750;-3.763;-0.10;-0.09;0.01;0.10;0.14;2.43;-14.46;-0.77
4154;1;1.750;6.650;-3.777;-0.10;-0.10;0.00;0.08;0.14;2.73;-14.38;-0.75
4155;1;1.750;6.550;-3.791;-0.11;-0.11;0.00;0.06;0.14;3.01;-14.31;-0.65
4156;1;1.750;6.450;-3.805;-0.12;-0.12;0.00;0.04;0.14;3.28;-14.24;-0.49
4157;1;1.750;6.350;-3.820;-0.12;-0.13;0.00;0.02;0.14;3.54;-14.17;-0.27
4158;1;1.750;6.250;-3.834;-0.12;-0.14;0.00;0.00;0.13;3.79;-14.07;0.00
4159;1;1.750;6.150;-3.848;-0.13;-0.15;0.00;-0.02;0.13;4.04;-13.95;0.31
4160;1;1.750;6.050;-3.862;-0.13;-0.16;0.00;-0.04;0.12;4.29;-13.78;0.66
4161;1;1.850;7.950;-3.619;0.08;0.04;0.03;0.17;0.06;-3.61;-12.87;5.30
4162;1;1.850;7.850;-3.633;0.07;0.03;0.03;0.18;0.09;-2.72;-13.47;4.40
4163;1;1.850;7.750;-3.646;0.05;0.02;0.02;0.20;0.10;-1.99;-13.92;3.55
4164;1;1.850;7.650;-3.660;0.03;0.01;0.02;0.20;0.10;-1.36;-14.29;2.75
4165;1;1.850;7.550;-3.673;0.02;0.00;0.02;0.21;0.11;-0.78;-14.43;1.96
4166;1;1.850;7.450;-3.686;0.00;-0.02;0.02;0.20;0.12;-0.25;-14.44;1.24
4167;1;1.850;7.350;-3.700;-0.01;-0.03;0.01;0.20;0.12;0.22;-14.41;0.62
4168;1;1.850;7.250;-3.713;-0.03;-0.04;0.01;0.19;0.13;0.66;-14.37;0.11
4169;1;1.850;7.150;-3.727;-0.04;-0.05;0.01;0.18;0.13;1.07;-14.30;-0.31
4170;1;1.850;7.050;-3.740;-0.06;-0.06;0.01;0.16;0.13;1.47;-14.24;-0.63
4171;1;1.850;6.950;-3.754;-0.07;-0.08;0.01;0.15;0.14;1.84;-14.18;-0.86
4172;1;1.850;6.850;-3.767;-0.08;-0.09;0.01;0.13;0.14;2.20;-14.13;-1.00
4173;1;1.850;6.750;-3.780;-0.09;-0.10;0.00;0.12;0.14;2.54;-14.10;-1.06
4174;1;1.850;6.650;-3.794;-0.10;-0.11;0.00;0.10;0.14;2.86;-14.07;-1.04
4175;1;1.850;6.550;-3.807;-0.11;-0.12;0.00;0.08;0.14;3.17;-14.05;-0.95
4176;1;1.850;6.450;-3.821;-0.12;-0.13;0.00;0.06;0.14;3.47;-14.03;-0.79
4177;1;1.850;6.350;-3.834;-0.12;-0.14;0.00;0.04;0.13;3.76;-14.00;-0.58
4178;1;1.850;6.250;-3.848;-0.13;-0.15;0.00;0.02;0.13;4.04;-13.95;-0.31
4179;1;1.850;6.150;-3.861;-0.13;-0.16;0.00;0.00;0.12;4.32;-13.87;0.00
4180;1;1.850;6.050;-3.875;-0.13;-0.17;0.00;-0.02;0.12;4.60;-13.75;0.35
4181;1;1.950;7.950;-3.644;0.08;0.03;0.03;0.15;0.09;-3.23;-11.90;4.68
4182;1;1.950;7.850;-3.657;0.07;0.03;0.02;0.16;0.11;-2.49;-12.50;3.91
4183;1;1.950;7.750;-3.670;0.06;0.01;0.02;0.18;0.12;-1.85;-12.93;3.12
4184;1;1.950;7.650;-3.682;0.04;0.00;0.02;0.20;0.11;-1.28;-13.30;2.37
4185;1;1.950;7.550;-3.695;0.02;-0.01;0.02;0.20;0.12;-0.72;-13.49;1.61
4186;1;1.950;7.450;-3.708;0.01;-0.02;0.01;0.20;0.12;-0.22;-13.59;0.92
4187;1;1.950;7.350;-3.721;-0.01;-0.03;0.01;0.20;0.12;0.25;-13.64;0.32
4188;1;1.950;7.250;-3.734;-0.02;-0.05;0.01;0.19;0.13;0.70;-13.67;-0.18
4189;1;1.950;7.150;-3.746;-0.04;-0.06;0.01;0.18;0.13;1.12;-13.67;-0.60
4190;1;1.950;7.050;-3.759;-0.05;-0.07;0.01;0.17;0.13;1.53;-13.67;-0.93
4191;1;1.950;6.950;-3.772;-0.06;-0.08;0.01;0.16;0.13;1.92;-13.68;-1.16
4192;1;1.950;6.850;-3.785;-0.08;-0.10;0.00;0.15;0.13;2.29;-13.69;-1.31
4193;1;1.950;6.750;-3.798;-0.09;-0.11;0.00;0.13;0.13;2.65;-13.70;-1.37
4194;1;1.950;6.650;-3.810;-0.10;-0.12;0.00;0.11;0.13;3.00;-13.73;-1.36
4195;1;1.950;6.550;-3.823;-0.11;-0.13;0.00;0.10;0.13;3.33;-13.75;-1.28
4196;1;1.950;6.450;-3.836;-0.12;-0.14;0.00;0.08;0.13;3.66;-13.77;-1.13
4197;1;1.950;6.350;-3.849;-0.12;-0.15;0.00;0.06;0.13;3.98;-13.79;-0.92
4198;1;1.950;6.250;-3.862;-0.13;-0.16;0.00;0.04;0.12;4.29;-13.78;-0.65
4199;1;1.950;6.150;-3.875;-0.13;-0.17;0.00;0.02;0.12;4.60;-13.75;-0.34
4200;1;1.950;6.050;-3.887;-0.13;-0.18;0.00;0.00;0.11;4.91;-13.68;0.00
4201;1;0.200;5.800;-3.723;0.06;0.00;-0.01;-0.11;0.16;-1.75;-10.55;-2.52
4202;1;0.200;5.400;-3.818;0.03;-0.05;0.01;0.05;0.23;0.19;-7.47;-1.67
4203;1;0.200;5.000;-3.912;-0.04;-0.11;0.02;0.29;0.18;6.91;-4.53;-1.70
4204;1;0.200;4.600;-4.008;-0.09;-0.12;0.01;0.44;-0.05;21.44;-1.58;-1.96
4205;1;0.200;4.200;-4.102;-0.10;-0.05;-0.01;0.28;-0.27;43.31;0.74;-1.00
4206;1;0.600;5.800;-3.767;0.02;-0.05;0.00;-0.18;0.13;0.24;-11.57;0.14
4207;1;0.600;5.400;-3.852;0.02;-0.08;0.02;-0.10;0.12;2.20;-8.07;0.87
4208;1;0.600;5.000;-3.938;0.01;-0.10;0.03;0.01;0.06;8.66;-4.57;0.58
4209;1;0.600;4.600;-4.023;-0.02;-0.08;0.03;0.09;-0.05;21.80;-1.75;-0.45
4210;1;0.600;4.200;-4.108;-0.05;-0.02;0.01;0.06;-0.06;41.14;-0.56;-0.85
4211;1;1.000;5.800;-3.813;-0.04;-0.10;0.00;-0.18;0.12;2.05;-12.17;1.78
4212;1;1.000;5.400;-3.888;-0.02;-0.12;0.02;-0.17;0.07;3.99;-9.18;2.46
4213;1;1.000;5.000;-3.963;-0.02;-0.11;0.04;-0.12;-0.01;9.60;-5.69;1.90
4214;1;1.000;4.600;-4.037;-0.03;-0.07;0.05;-0.06;-0.07;20.73;-2.63;0.22
4215;1;1.000;4.200;-4.113;-0.06;-0.01;0.04;-0.03;0.00;37.86;-1.11;-0.95
4216;1;1.400;5.800;-3.858;-0.09;-0.14;0.00;-0.14;0.11;3.66;-12.71;2.13
4217;1;1.400;5.400;-3.922;-0.07;-0.15;0.02;-0.17;0.04;5.47;-10.24;3.00
4218;1;1.400;5.000;-3.987;-0.06;-0.13;0.04;-0.16;-0.05;9.92;-6.80;2.61
4219;1;1.400;4.600;-4.052;-0.06;-0.07;0.06;-0.12;-0.10;18.86;-3.25;0.85
4220;1;1.400;4.200;-4.117;-0.08;-0.01;0.06;-0.05;-0.02;34.01;-1.11;-0.74
4221;1;1.800;5.800;-3.902;-0.13;-0.18;0.00;-0.07;0.09;5.14;-13.17;1.42
4222;1;1.800;5.400;-3.957;-0.11;-0.19;0.02;-0.13;0.02;6.83;-11.21;2.67
4223;1;1.800;5.000;-4.012;-0.10;-0.16;0.05;-0.15;-0.08;10.11;-7.83;2.88
4224;1;1.800;4.600;-4.068;-0.09;-0.09;0.07;-0.12;-0.14;16.77;-3.77;1.57
4225;1;1.800;4.200;-4.122;-0.10;-0.01;0.07;-0.05;-0.06;29.46;-0.91;-0.30
4226;1;2.200;7.800;-3.723;0.06;0.00;0.01;0.11;0.16;-1.74;-10.53;2.52
4227;1;2.200;7.400;-3.767;0.02;-0.05;0.00;0.18;0.13;0.24;-11.55;-0.14
4228;1;2.200;7.000;-3.813;-0.04;-0.10;0.00;0.18;0.12;2.04;-12.15;-1.79
4229;1;2.200;6.600;-3.858;-0.09;-0.14;0.00;0.14;0.11;3.65;-12.70;-2.15
4230;1;2.200;6.200;-3.902;-0.13;-0.18;0.00;0.07;0.09;5.14;-13.16;-1.44
4231;1;2.200;5.800;-3.948;-0.14;-0.21;0.00;0.00;0.05;6.60;-13.09;-0.01
4232;1;2.200;5.400;-3.993;-0.13;-0.21;0.02;-0.07;-0.01;8.21;-11.79;1.61
4233;1;2.200;5.000;-4.037;-0.11;-0.18;0.04;-0.11;-0.11;10.47;-8.74;2.62
4234;1;2.200;4.600;-4.082;-0.10;-0.10;0.07;-0.09;-0.17;14.76;-4.41;2.16
4235;1;2.200;4.200;-4.128;-0.11;-0.02;0.07;-0.02;-0.09;24.11;-0.81;0.27
4236;1;2.600;7.800;-3.818;0.03;-0.05;-0.01;-0.05;0.23;0.19;-7.45;1.67
4237;1;2.600;7.400;-3.852;0.02;-0.08;-0.02;0.10;0.12;2.20;-8.05;-0.87
4238;1;2.600;7.000;-3.888;-0.02;-0.12;-0.02;0.17;0.07;3.99;-9.15;-2.46
4239;1;2.600;6.600;-3.922;-0.07;-0.15;-0.02;0.17;0.04;5.46;-10.22;-3.00
4240;1;2.600;6.200;-3.957;-0.11;-0.19;-0.02;0.13;0.02;6.82;-11.19;-2.68
4241;1;2.600;5.800;-3.993;-0.13;-0.21;-0.02;0.07;-0.02;8.21;-11.77;-1.63
4242;1;2.600;5.400;-4.028;-0.13;-0.21;0.00;0.00;-0.07;9.59;-11.33;-0.01
4243;1;2.600;5.000;-4.063;-0.11;-0.18;0.03;-0.05;-0.15;10.92;-9.09;1.63
4244;1;2.600;4.600;-4.097;-0.09;-0.11;0.06;-0.04;-0.20;12.88;-5.03;2.21
4245;1;2.600;4.200;-4.133;-0.10;-0.02;0.07;0.03;-0.11;18.10;-1.01;0.75
4246;1;3.000;7.800;-3.912;-0.04;-0.11;-0.02;-0.29;0.18;6.92;-4.51;1.71
4247;1;3.000;7.400;-3.938;0.01;-0.10;-0.03;-0.01;0.05;8.67;-4.54;-0.57
4248;1;3.000;7.000;-3.963;-0.02;-0.11;-0.04;0.12;-0.01;9.61;-5.67;-1.89
4249;1;3.000;6.600;-3.987;-0.06;-0.13;-0.04;0.16;-0.05;9.92;-6.77;-2.61
4250;1;3.000;6.200;-4.012;-0.10;-0.16;-0.05;0.15;-0.08;10.11;-7.80;-2.88
