Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
1321;1;-1.850;-1.050;-3.754;-0.14;-0.10;-0.01;0.07;0.15;6.82;4.22;3.49
1322;1;-1.850;-1.150;-3.767;-0.14;-0.11;-0.01;0.07;0.13;6.67;4.01;3.04
1323;1;-1.850;-1.250;-3.780;-0.13;-0.11;-0.01;0.06;0.11;6.46;3.76;2.59
1324;1;-1.850;-1.350;-3.794;-0.13;-0.12;0.00;0.06;0.08;6.20;3.49;2.15
1325;1;-1.850;-1.450;-3.807;-0.12;-0.13;0.00;0.05;0.06;5.90;3.21;1.72
1326;1;-1.850;-1.550;-3.821;-0.12;-0.13;0.00;0.04;0.04;5.57;2.94;1.33
1327;1;-1.850;-1.650;-3.834;-0.11;-0.13;0.00;0.03;0.02;5.22;2.70;0.97
1328;1;-1.850;-1.750;-3.848;-0.11;-0.14;0.00;0.03;0.00;4.86;2.48;0.66
1329;1;-1.850;-1.850;-3.861;-0.11;-0.14;-0.01;0.02;-0.02;4.49;2.29;0.39
1330;1;-1.850;-1.950;-3.875;-0.11;-0.13;-0.01;0.01;-0.04;4.12;2.14;0.17
1331;1;-1.950;-0.050;-3.644;-0.17;0.03;-0.09;-0.20;0.14;2.97;-3.84;2.30
1332;1;-1.950;-0.150;-3.657;-0.18;0.02;-0.08;-0.14;0.18;3.80;-1.69;3.39
1333;1;-1.950;-0.250;-3.670;-0.18;0.00;-0.07;-0.09;0.19;4.72;0.06;4.18
1334;1;-1.950;-0.350;-3.682;-0.19;-0.02;-0.06;-0.03;0.19;5.45;1.47;4.70
1335;1;-1.950;-0.450;-3.695;-0.19;-0.03;-0.05;0.00;0.19;5.98;2.53;4.95
1336;1;-1.950;-0.550;-3.708;-0.18;-0.05;-0.04;0.02;0.20;6.36;3.27;5.01
1337;1;-1.950;-0.650;-3.721;-0.18;-0.06;-0.03;0.04;0.20;6.62;3.76;4.91
1338;1;-1.950;-0.750;-3.734;-0.17;-0.07;-0.03;0.05;0.18;6.77;4.04;4.69
1339;1;-1.950;-0.850;-3.746;-0.17;-0.08;-0.02;0.06;0.17;6.81;4.15;4.38
1340;1;-1.950;-0.950;-3.759;-0.16;-0.10;-0.01;0.06;0.15;6.77;4.12;4.00
1341;1;-1.950;-1.050;-3.772;-0.15;-0.11;-0.01;0.07;0.13;6.65;4.00;3.58
1342;1;-1.950;-1.150;-3.785;-0.15;-0.11;-0.01;0.07;0.10;6.47;3.80;3.14
1343;1;-1.950;-1.250;-3.798;-0.14;-0.12;0.00;0.07;0.08;6.23;3.57;2.70
1344;1;-1.950;-1.350;-3.810;-0.13;-0.13;0.00;0.06;0.06;5.94;3.31;2.26
1345;1;-1.950;-1.450;-3.823;-0.13;-0.13;0.00;0.06;0.04;5.62;3.05;1.84
1346;1;-1.950;-1.550;-3.836;-0.12;-0.13;0.00;0.05;0.02;5.28;2.80;1.45
1347;1;-1.950;-1.650;-3.849;-0.12;-0.14;0.00;0.04;0.00;4.91;2.56;1.10
1348;1;-1.950;-1.750;-3.862;-0.11;-0.14;0.00;0.03;-0.02;4.54;2.36;0.80
1349;1;-1.950;-1.850;-3.875;-0.11;-0.14;0.00;0.02;-0.04;4.17;2.18;0.53
1350;1;-1.950;-1.950;-3.887;-0.11;-0.13;-0.01;0.01;-0.05;3.79;2.03;0.31
1351;1;-0.200;-2.200;-3.723;-0.18;-0.01;0.05;0.15;0.18;4.95;1.39;-5.01
1352;1;-0.200;-2.600;-3.818;-0.19;-0.04;0.04;0.21;0.15;5.35;0.87;-5.88
1353;1;-0.200;-3.000;-3.912;-0.19;-0.05;0.03;0.23;0.07;5.37;0.61;-6.25
1354;1;-0.200;-3.400;-4.008;-0.19;-0.04;0.02;0.22;-0.03;4.66;0.44;-5.72
1355;1;-0.200;-3.800;-4.102;-0.18;-0.01;0.04;0.20;-0.07;2.00;0.16;-3.05
1356;1;-0.600;-2.200;-3.767;-0.18;-0.07;0.02;0.00;0.15;6.21;4.01;-4.76
1357;1;-0.600;-2.600;-3.852;-0.21;-0.09;0.01;0.03;0.08;5.67;3.01;-4.94
1358;1;-0.600;-3.000;-3.938;-0.23;-0.08;0.00;0.04;0.00;4.75;2.04;-4.69
1359;1;-0.600;-3.400;-4.023;-0.23;-0.05;0.01;0.04;-0.07;2.75;1.04;-3.87
1360;1;-0.600;-3.800;-4.108;-0.23;-0.01;0.03;0.04;-0.08;-2.08;0.18;-1.82
1361;1;-1.000;-2.200;-3.813;-0.16;-0.11;-0.01;-0.05;0.08;5.90;3.78;-3.11
1362;1;-1.000;-2.600;-3.888;-0.19;-0.11;-0.01;-0.06;0.01;4.82;2.97;-3.08
1363;1;-1.000;-3.000;-3.963;-0.21;-0.09;-0.01;-0.06;-0.05;3.43;2.07;-2.66
1364;1;-1.000;-3.400;-4.037;-0.22;-0.05;0.00;-0.07;-0.08;0.89;1.04;-1.97
1365;1;-1.000;-3.800;-4.113;-0.22;-0.01;0.02;-0.06;-0.07;-4.34;0.17;-0.81
1366;1;-1.400;-2.200;-3.858;-0.13;-0.13;-0.02;-0.05;0.00;4.76;2.71;-1.39
1367;1;-1.400;-2.600;-3.922;-0.15;-0.11;-0.02;-0.08;-0.06;3.46;2.22;-1.38
1368;1;-1.400;-3.000;-3.987;-0.16;-0.08;-0.02;-0.10;-0.09;1.96;1.61;-1.02
1369;1;-1.400;-3.400;-4.052;-0.18;-0.04;-0.01;-0.11;-0.09;-0.51;0.83;-0.61
1370;1;-1.400;-3.800;-4.117;-0.18;-0.01;0.00;-0.10;-0.05;-5.07;0.13;-0.18
1371;1;-1.800;-2.200;-3.902;-0.11;-0.13;-0.01;-0.02;-0.06;3.37;1.93;-0.26
1372;1;-1.800;-2.600;-3.957;-0.11;-0.10;-0.02;-0.06;-0.10;2.04;1.65;-0.31
1373;1;-1.800;-3.000;-4.012;-0.12;-0.07;-0.03;-0.09;-0.11;0.65;1.27;-0.06
1374;1;-1.800;-3.400;-4.068;-0.13;-0.03;-0.02;-0.11;-0.08;-1.39;0.67;0.13
1375;1;-1.800;-3.800;-4.122;-0.13;-0.01;0.00;-0.11;-0.03;-4.82;0.10;0.12
1376;1;-2.200;-0.200;-3.723;-0.18;-0.02;-0.07;-0.18;0.18;4.94;-0.82;4.46
1377;1;-2.200;-0.600;-3.767;-0.20;-0.08;-0.03;-0.01;0.15;6.51;3.04;5.10
1378;1;-2.200;-1.000;-3.813;-0.18;-0.12;-0.01;0.06;0.08;6.28;3.62;3.81
1379;1;-2.200;-1.400;-3.858;-0.14;-0.13;0.00;0.07;0.00;5.10;2.89;2.10
1380;1;-2.200;-1.800;-3.902;-0.11;-0.13;0.00;0.05;-0.07;3.56;2.10;0.78
1381;1;-2.200;-2.200;-3.948;-0.09;-0.11;-0.01;0.01;-0.11;2.07;1.70;0.13
1382;1;-2.200;-2.600;-3.993;-0.08;-0.08;-0.02;-0.03;-0.13;0.79;1.53;0.08
1383;1;-2.200;-3.000;-4.037;-0.08;-0.05;-0.02;-0.07;-0.11;-0.38;1.25;0.30
1384;1;-2.200;-3.400;-4.082;-0.08;-0.02;-0.02;-0.09;-0.07;-1.82;0.69;0.42
1385;1;-2.200;-3.800;-4.128;-0.09;0.00;-0.01;-0.09;-0.02;-4.07;0.10;0.22
1386;1;-2.600;-0.200;-3.818;-0.19;-0.05;-0.05;-0.24;0.14;5.70;-0.73;5.38
1387;1;-2.600;-0.600;-3.852;-0.22;-0.10;-0.02;-0.05;0.07;6.28;2.36;5.10
1388;1;-2.600;-1.000;-3.888;-0.20;-0.12;0.00;0.06;0.00;5.49;2.97;3.48
1389;1;-2.600;-1.400;-3.922;-0.16;-0.12;0.01;0.09;-0.07;4.04;2.51;1.75
1390;1;-2.600;-1.800;-3.957;-0.12;-0.11;0.01;0.08;-0.11;2.43;1.96;0.52
1391;1;-2.600;-2.200;-3.993;-0.08;-0.09;0.00;0.04;-0.13;0.97;1.70;-0.05
1392;1;-2.600;-2.600;-4.028;-0.06;-0.06;0.00;0.00;-0.13;-0.22;1.63;-0.05
1393;1;-2.600;-3.000;-4.063;-0.04;-0.03;-0.01;-0.04;-0.10;-1.14;1.42;0.24
1394;1;-2.600;-3.400;-4.097;-0.04;-0.01;-0.01;-0.07;-0.06;-1.96;0.84;0.45
1395;1;-2.600;-3.800;-4.133;-0.05;0.00;-0.01;-0.07;-0.01;-3.10;0.14;0.27
1396;1;-3.000;-0.200;-3.912;-0.19;-0.06;-0.04;-0.26;0.05;6.05;-0.44;5.89
1397;1;-3.000;-0.600;-3.938;-0.23;-0.09;-0.01;-0.06;-0.02;5.60;1.65;4.83
1398;1;-3.000;-1.000;-3.963;-0.22;-0.10;0.00;0.06;-0.07;4.28;2.13;2.93
1399;1;-3.000;-1.400;-3.987;-0.17;-0.09;0.01;0.10;-0.10;2.66;1.89;1.20
1400;1;-3.000;-1.800;-4.012;-0.12;-0.07;0.02;0.10;-0.12;1.14;1.59;0.06
1401;1;-3.000;-2.200;-4.037;-0.08;-0.05;0.01;0.08;-0.12;-0.12;1.49;-0.43
1402;1;-3.000;-2.600;-4.063;-0.04;-0.03;0.00;0.04;-0.11;-1.05;1.54;-0.42
1403;1;-3.000;-3.000;-4.088;-0.02;-0.02;0.00;0.00;-0.08;-1.65;1.45;-0.09
1404;1;-3.000;-3.400;-4.113;-0.02;0.00;-0.01;-0.03;-0.04;-1.93;0.96;0.30
1405;1;-3.000;-3.800;-4.137;-0.02;0.00;0.00;-0.05;0.00;-2.06;0.18;0.30
1406;1;-3.400;-0.200;-4.008;-0.17;-0.04;-0.04;-0.27;-0.05;5.34;-0.07;5.56
1407;1;-3.400;-0.600;-4.023;-0.23;-0.06;-0.02;-0.07;-0.09;3.52;0.86;4.10
1408;1;-3.400;-1.000;-4.037;-0.22;-0.06;-0.01;0.06;-0.10;1.58;1.09;2.23
1409;1;-3.400;-1.400;-4.052;-0.18;-0.05;0.00;0.11;-0.10;-0.01;0.99;0.72
1410;1;-3.400;-1.800;-4.068;-0.13;-0.03;0.01;0.12;-0.09;-1.08;0.87;-0.19
1411;1;-3.400;-2.200;-4.082;-0.08;-0.02;0.01;0.10;-0.08;-1.67;0.86;-0.59
1412;1;-3.400;-2.600;-4.097;-0.04;-0.01;0.01;0.07;-0.06;-1.92;0.96;-0.64
1413;1;-3.400;-3.000;-4.113;-0.02;0.00;0.00;0.03;-0.04;-1.93;1.01;-0.44
1414;1;-3.400;-3.400;-4.128;0.00;0.00;0.00;0.00;-0.02;-1.69;0.79;-0.03
1415;1;-3.400;-3.800;-4.142;0.00;0.00;0.00;-0.02;0.00;-1.10;0.20;0.24
1416;1;-3.800;-0.200;-4.102;-0.16;-0.01;-0.05;-0.25;-0.08;2.36;0.09;3.11
1417;1;-3.800;-0.600;-4.108;-0.23;-0.01;-0.04;-0.07;-0.09;-1.89;0.17;2.03
1418;1;-3.800;-1.000;-4.113;-0.22;-0.01;-0.03;0.05;-0.08;-4.46;0.19;0.99
1419;1;-3.800;-1.400;-4.117;-0.19;-0.01;-0.01;0.10;-0.06;-5.42;0.17;0.26
1420;1;-3.800;-1.800;-4.122;-0.13;-0.01;-0.01;0.11;-0.04;-5.24;0.15;-0.14
1421;1;-3.800;-2.200;-4.128;-0.08;0.00;0.00;0.10;-0.02;-4.42;0.15;-0.31
1422;1;-3.800;-2.600;-4.133;-0.04;0.00;0.00;0.07;-0.01;-3.31;0.17;-0.37
1423;1;-3.800;-3.000;-4.137;-0.02;0.00;0.00;0.04;-0.01;-2.14;0.21;-0.37
1424;1;-3.800;-3.400;-4.142;0.00;0.00;0.00;0.01;0.00;-1.11;0.21;-0.26
1425;1;-3.800;-3.800;-4.148;0.00;0.00;0.00;0.00;0.00;-0.34;0.08;0.00
1426;1;-0.050;0.050;-3.175;-1.38;-8.95;-0.56;-3.19;17.55;-8.82;4.53;3.23
1427;1;-0.050;0.150;-3.200;-1.75;-3.90;-1.35;3.26;11.00;4.50;-11.80;-1.49
1428;1;-0.050;0.250;-3.224;-1.44;-2.61;-0.63;0.57;4.66;1.61;-10.63;-1.42
1429;1;-0.050;0.350;-3.249;-1.11;-2.03;-0.42;-0.38;1.82;-0.96;-9.89;-1.24
1430;1;-0.050;0.450;-3.274;-0.84;-1.61;-0.38;-0.33;0.61;-3.11;-9.37;-1.31
1431;1;-0.050;0.550;-3.298;-0.63;-1.30;-0.36;-0.01;0.07;-4.92;-8.80;-1.61
1432;1;-0.050;0.650;-3.323;-0.46;-1.06;-0.34;0.30;-0.14;-6.45;-8.15;-2.00
1433;1;-0.050;0.750;-3.348;-0.33;-0.86;-0.30;0.56;-0.18;-7.66;-7.44;-2.40
1434;1;-0.050;0.850;-3.372;-0.23;-0.70;-0.26;0.74;-0.13;-8.53;-6.67;-2.77
1435;1;-0.050;0.950;-3.397;-0.16;-0.57;-0.21;0.85;-0.05;-9.04;-5.86;-3.05
1436;1;-0.050;1.050;-3.422;-0.11;-0.45;-0.17;0.90;0.03;-9.20;-4.99;-3.23
1437;1;-0.050;1.150;-3.446;-0.07;-0.35;-0.13;0.88;0.10;-9.05;-4.04;-3.28
1438;1;-0.050;1.250;-3.471;-0.04;-0.27;-0.10;0.84;0.18;-8.63;-2.99;-3.19
1439;1;-0.050;1.350;-3.496;-0.03;-0.20;-0.07;0.73;0.28;-7.97;-1.89;-2.99
1440;1;-0.050;1.450;-3.520;-0.02;-0.14;-0.06;0.55;0.33;-7.19;-0.73;-2.71
1441;1;-0.050;1.550;-3.545;-0.01;-0.10;-0.05;0.45;0.33;-6.33;0.54;-2.35
1442;1;-0.050;1.650;-3.570;0.00;-0.07;-0.05;0.37;0.39;-5.35;1.92;-1.86
1443;1;-0.050;1.750;-3.595;0.00;-0.05;-0.05;0.30;0.46;-4.30;3.42;-1.21
1444;1;-0.050;1.850;-3.619;0.01;-0.02;-0.06;0.26;0.52;-3.18;5.08;-0.43
1445;1;-0.050;1.950;-3.644;0.03;0.01;-0.07;0.26;0.59;-2.02;6.92;0.53
1446;1;-0.150;0.050;-3.200;-0.66;-2.65;0.30;-5.61;0.65;2.22;2.43;-0.51
1447;1;-0.150;0.150;-3.224;-0.70;-3.08;-0.27;-3.89;7.04;2.10;-5.18;1.04
1448;1;-0.150;0.250;-3.248;-0.81;-2.40;-0.32;-0.92;5.81;0.53;-7.43;0.78
1449;1;-0.150;0.350;-3.272;-0.75;-1.84;-0.27;0.47;3.93;-1.74;-7.70;0.60
1450;1;-0.150;0.450;-3.296;-0.63;-1.48;-0.24;1.14;2.77;-3.67;-7.51;0.39
1451;1;-0.150;0.550;-3.320;-0.50;-1.20;-0.23;1.52;2.04;-5.22;-7.06;0.08
1452;1;-0.150;0.650;-3.344;-0.39;-0.97;-0.22;1.68;1.57;-6.40;-6.47;-0.26
1453;1;-0.150;0.750;-3.368;-0.30;-0.79;-0.19;1.67;1.24;-7.23;-5.80;-0.59
1454;1;-0.150;0.850;-3.392;-0.22;-0.64;-0.16;1.57;0.98;-7.72;-5.09;-0.88
1455;1;-0.150;0.950;-3.416;-0.17;-0.51;-0.12;1.39;0.77;-7.87;-4.35;-1.10
1456;1;-0.150;1.050;-3.440;-0.13;-0.40;-0.10;1.18;0.59;-7.74;-3.59;-1.24
1457;1;-0.150;1.150;-3.464;-0.10;-0.31;-0.07;0.96;0.44;-7.37;-2.82;-1.31
1458;1;-0.150;1.250;-3.488;-0.07;-0.24;-0.05;0.78;0.31;-6.79;-2.03;-1.30
1459;1;-0.150;1.350;-3.512;-0.06;-0.18;-0.04;0.58;0.30;-6.09;-1.19;-1.21
1460;1;-0.150;1.450;-3.536;-0.04;-0.14;-0.04;0.44;0.31;-5.31;-0.31;-1.02
1461;1;-0.150;1.550;-3.560;-0.03;-0.09;-0.04;0.38;0.27;-4.32;0.60;-0.72
1462;1;-0.150;1.650;-3.585;-0.02;-0.06;-0.04;0.27;0.24;-3.23;1.58;-0.31
1463;1;-0.150;1.750;-3.609;-0.01;-0.03;-0.04;0.22;0.24;-2.08;2.63;0.25
1464;1;-0.150;1.850;-3.633;0.00;-0.01;-0.05;0.21;0.27;-0.83;3.78;0.98
1465;1;-0.150;1.950;-3.657;0.01;0.03;-0.06;0.23;0.32;0.44;5.04;1.88
1466;1;-0.250;0.050;-3.224;-0.38;-1.79;0.03;-1.28;-2.92;4.17;1.43;-0.94
1467;1;-0.250;0.150;-3.248;-0.36;-2.13;-0.10;-3.53;3.21;1.00;-2.84;1.38
1468;1;-0.250;0.250;-3.271;-0.54;-1.85;-0.16;-1.80;3.94;-0.94;-5.02;1.91
1469;1;-0.250;0.350;-3.295;-0.61;-1.51;-0.16;-0.23;3.26;-2.74;-5.83;1.89
1470;1;-0.250;0.450;-3.318;-0.58;-1.22;-0.15;0.67;2.46;-4.28;-5.91;1.70
1471;1;-0.250;0.550;-3.341;-0.51;-0.99;-0.15;1.09;1.84;-5.46;-5.62;1.42
1472;1;-0.250;0.650;-3.365;-0.42;-0.80;-0.13;1.22;1.38;-6.29;-5.14;1.11
1473;1;-0.250;0.750;-3.388;-0.33;-0.65;-0.11;1.19;1.04;-6.78;-4.57;0.81
1474;1;-0.250;0.850;-3.412;-0.26;-0.53;-0.09;1.06;0.78;-6.96;-3.94;0.53
1475;1;-0.250;0.950;-3.435;-0.21;-0.43;-0.07;0.91;0.59;-6.88;-3.30;0.30
1476;1;-0.250;1.050;-3.459;-0.16;-0.34;-0.05;0.75;0.46;-6.57;-2.65;0.12
1477;1;-0.250;1.150;-3.482;-0.13;-0.27;-0.04;0.63;0.36;-6.05;-2.02;0.01
1478;1;-0.250;1.250;-3.505;-0.10;-0.20;-0.03;0.50;0.29;-5.39;-1.39;-0.05
1479;1;-0.250;1.350;-3.529;-0.08;-0.16;-0.02;0.37;0.29;-4.65;-0.75;-0.03
1480;1;-0.250;1.450;-3.552;-0.07;-0.11;-0.02;0.32;0.27;-3.76;-0.13;0.08
1481;1;-0.250;1.550;-3.576;-0.06;-0.08;-0.03;0.28;0.25;-2.68;0.51;0.28
1482;1;-0.250;1.650;-3.599;-0.05;-0.05;-0.03;0.23;0.24;-1.49;1.18;0.60
1483;1;-0.250;1.750;-3.623;-0.04;-0.02;-0.04;0.23;0.24;-0.20;1.85;1.10
1484;1;-0.250;1.850;-3.646;-0.03;0.01;-0.04;0.25;0.25;1.15;2.57;1.74
1485;1;-0.250;1.950;-3.670;-0.02;0.04;-0.05;0.27;0.28;2.48;3.35;2.54
1486;1;-0.350;0.050;-3.249;-0.20;-1.47;0.02;0.99;-3.05;3.50;0.60;-0.83
1487;1;-0.350;0.150;-3.272;-0.18;-1.64;-0.05;-2.28;1.63;0.06;-2.20;1.35
1488;1;-0.350;0.250;-3.295;-0.39;-1.47;-0.07;-1.79;2.54;-2.02;-3.84;2.38
1489;1;-0.350;0.350;-3.317;-0.51;-1.22;-0.07;-0.70;2.28;-3.59;-4.62;2.65
1490;1;-0.350;0.450;-3.340;-0.52;-1.00;-0.08;0.08;1.80;-4.77;-4.81;2.59
1491;1;-0.350;0.550;-3.363;-0.47;-0.81;-0.07;0.49;1.37;-5.60;-4.63;2.38
1492;1;-0.350;0.650;-3.386;-0.40;-0.67;-0.07;0.65;1.03;-6.11;-4.24;2.10
1493;1;-0.350;0.750;-3.409;-0.33;-0.55;-0.05;0.66;0.77;-6.32;-3.75;1.81
1494;1;-0.350;0.850;-3.431;-0.26;-0.45;-0.04;0.61;0.58;-6.29;-3.21;1.53
1495;1;-0.350;0.950;-3.454;-0.21;-0.36;-0.03;0.53;0.45;-6.04;-2.65;1.27
1496;1;-0.350;1.050;-3.477;-0.17;-0.29;-0.02;0.46;0.36;-5.59;-2.10;1.04
1497;1;-0.350;1.150;-3.500;-0.14;-0.23;-0.01;0.39;0.30;-4.99;-1.57;0.87
1498;1;-0.350;1.250;-3.523;-0.12;-0.18;-0.01;0.31;0.30;-4.29;-1.07;0.74
1499;1;-0.350;1.350;-3.545;-0.10;-0.14;-0.01;0.27;0.28;-3.46;-0.61;0.68
1500;1;-0.350;1.450;-3.568;-0.09;-0.10;-0.01;0.25;0.26;-2.45;-0.17;0.71
1501;1;-0.350;1.550;-3.591;-0.08;-0.06;-0.01;0.23;0.24;-1.27;0.27;0.83
1502;1;-0.350;1.650;-3.614;-0.07;-0.03;-0.02;0.22;0.22;0.04;0.68;1.08
1503;1;-0.350;1.750;-3.637;-0.07;0.00;-0.03;0.23;0.22;1.42;1.07;1.48
1504;1;-0.350;1.850;-3.660;-0.06;0.03;-0.04;0.25;0.24;2.82;1.46;2.02
1505;1;-0.350;1.950;-3.682;-0.05;0.06;-0.04;0.28;0.26;4.12;1.86;2.69
1506;1;-0.450;0.050;-3.274;-0.12;-1.24;0.06;1.68;-2.61;2.53;-0.31;-0.43
1507;1;-0.450;0.150;-3.296;-0.09;-1.36;0.02;-1.65;1.14;-0.75;-2.30;1.49
1508;1;-0.450;0.250;-3.318;-0.29;-1.20;0.00;-1.61;1.73;-2.82;-3.42;2.64
1509;1;-0.450;0.350;-3.340;-0.41;-1.00;-0.01;-0.88;1.56;-4.19;-4.01;3.08
1510;1;-0.450;0.450;-3.362;-0.44;-0.83;-0.02;-0.27;1.26;-5.10;-4.17;3.15
1511;1;-0.450;0.550;-3.385;-0.41;-0.69;-0.02;0.09;0.98;-5.65;-4.03;3.00
1512;1;-0.450;0.650;-3.407;-0.35;-0.57;-0.02;0.26;0.74;-5.90;-3.71;2.76
1513;1;-0.450;0.750;-3.429;-0.29;-0.47;-0.02;0.32;0.56;-5.91;-3.27;2.47
1514;1;-0.450;0.850;-3.451;-0.24;-0.39;-0.01;0.33;0.44;-5.72;-2.79;2.18
1515;1;-0.450;0.950;-3.473;-0.20;-0.32;0.00;0.30;0.35;-5.34;-2.30;1.89
1516;1;-0.450;1.050;-3.495;-0.16;-0.26;0.00;0.27;0.29;-4.80;-1.82;1.62
1517;1;-0.450;1.150;-3.518;-0.14;-0.20;0.00;0.24;0.31;-4.18;-1.37;1.38
1518;1;-0.450;1.250;-3.540;-0.13;-0.16;0.01;0.22;0.30;-3.41;-0.97;1.18
1519;1;-0.450;1.350;-3.562;-0.11;-0.12;0.00;0.21;0.28;-2.47;-0.62;1.05
1520;1;-0.450;1.450;-3.584;-0.11;-0.08;0.00;0.20;0.25;-1.34;-0.33;1.00
1521;1;-0.450;1.550;-3.606;-0.10;-0.05;0.00;0.20;0.22;-0.06;-0.06;1.04
1522;1;-0.450;1.650;-3.629;-0.10;-0.02;-0.01;0.20;0.21;1.33;0.15;1.20
1523;1;-0.450;1.750;-3.651;-0.09;0.01;-0.02;0.21;0.21;2.75;0.31;1.48
1524;1;-0.450;1.850;-3.673;-0.08;0.04;-0.02;0.23;0.22;4.13;0.43;1.90
1525;1;-0.450;1.950;-3.695;-0.08;0.08;-0.03;0.26;0.23;5.37;0.53;2.44
1526;1;-0.550;0.050;-3.298;-0.07;-1.08;0.09;1.60;-2.15;1.47;-1.13;0.12
1527;1;-0.550;0.150;-3.320;-0.05;-1.15;0.06;-1.45;0.94;-1.54;-2.64;1.77
1528;1;-0.550;0.250;-3.341;-0.22;-1.01;0.05;-1.46;1.26;-3.43;-3.40;2.84
1529;1;-0.550;0.350;-3.363;-0.33;-0.85;0.03;-0.90;1.09;-4.60;-3.81;3.33
1530;1;-0.550;0.450;-3.385;-0.36;-0.71;0.02;-0.42;0.88;-5.29;-3.90;3.46
1531;1;-0.550;0.550;-3.406;-0.33;-0.59;0.01;-0.12;0.67;-5.62;-3.75;3.36
1532;1;-0.550;0.650;-3.428;-0.29;-0.50;0.01;0.04;0.52;-5.69;-3.45;3.14
1533;1;-0.550;0.750;-3.449;-0.25;-0.41;0.01;0.12;0.41;-5.55;-3.05;2.87
1534;1;-0.550;0.850;-3.471;-0.21;-0.35;0.01;0.15;0.32;-5.24;-2.61;2.56
1535;1;-0.550;0.950;-3.492;-0.18;-0.28;0.01;0.16;0.28;-4.78;-2.16;2.24
1536;1;-0.550;1.050;-3.514;-0.16;-0.23;0.02;0.16;0.31;-4.22;-1.72;1.92
1537;1;-0.550;1.150;-3.535;-0.14;-0.18;0.02;0.16;0.31;-3.53;-1.34;1.63
1538;1;-0.550;1.250;-3.557;-0.13;-0.14;0.02;0.16;0.30;-2.67;-1.00;1.36
1539;1;-0.550;1.350;-3.579;-0.13;-0.10;0.02;0.16;0.27;-1.63;-0.74;1.16
1540;1;-0.550;1.450;-3.600;-0.12;-0.07;0.01;0.17;0.24;-0.41;-0.55;1.02
1541;1;-0.550;1.550;-3.622;-0.12;-0.04;0.01;0.17;0.21;0.94;-0.42;0.97
1542;1;-0.550;1.650;-3.643;-0.11;0.00;0.00;0.17;0.20;2.36;-0.36;1.02
1543;1;-0.550;1.750;-3.665;-0.11;0.02;0.00;0.18;0.20;3.77;-0.37;1.19
1544;1;-0.550;1.850;-3.686;-0.10;0.05;-0.01;0.21;0.20;5.10;-0.45;1.48
1545;1;-0.550;1.950;-3.708;-0.10;0.09;-0.02;0.25;0.20;6.25;-0.58;1.90
1546;1;-0.650;0.050;-3.323;-0.03;-0.96;0.10;1.24;-1.71;0.36;-1.82;0.70
1547;1;-0.650;0.150;-3.344;-0.02;-1.00;0.09;-1.40;0.83;-2.29;-3.04;2.07
1548;1;-0.650;0.250;-3.365;-0.17;-0.87;0.07;-1.32;0.94;-3.92;-3.58;3.01
1549;1;-0.650;0.350;-3.386;-0.26;-0.73;0.05;-0.85;0.76;-4.87;-3.85;3.47
1550;1;-0.650;0.450;-3.407;-0.28;-0.62;0.03;-0.47;0.60;-5.37;-3.88;3.61
1551;1;-0.650;0.550;-3.428;-0.27;-0.52;0.02;-0.21;0.46;-5.53;-3.70;3.53
1552;1;-0.650;0.650;-3.449;-0.24;-0.44;0.02;-0.06;0.36;-5.48;-3.40;3.33
1553;1;-0.650;0.750;-3.470;-0.21;-0.37;0.02;0.01;0.29;-5.24;-3.02;3.06
1554;1;-0.650;0.850;-3.490;-0.18;-0.31;0.02;0.06;0.27;-4.85;-2.59;2.74
1555;1;-0.650;0.950;-3.511;-0.16;-0.26;0.02;0.09;0.32;-4.38;-2.16;2.39
1556;1;-0.650;1.050;-3.532;-0.15;-0.21;0.03;0.11;0.32;-3.77;-1.76;2.03
1557;1;-0.650;1.150;-3.553;-0.14;-0.17;0.03;0.12;0.31;-3.01;-1.40;1.68
1558;1;-0.650;1.250;-3.574;-0.14;-0.13;0.03;0.12;0.29;-2.06;-1.11;1.35
1559;1;-0.650;1.350;-3.595;-0.13;-0.09;0.03;0.13;0.26;-0.93;-0.91;1.06
1560;1;-0.650;1.450;-3.616;-0.13;-0.06;0.03;0.13;0.23;0.35;-0.78;0.84
1561;1;-0.650;1.550;-3.637;-0.13;-0.02;0.02;0.13;0.21;1.73;-0.75;0.68
1562;1;-0.650;1.650;-3.658;-0.13;0.01;0.02;0.13;0.20;3.14;-0.80;0.63
1563;1;-0.650;1.750;-3.679;-0.12;0.03;0.01;0.15;0.18;4.50;-0.95;0.68
1564;1;-0.650;1.850;-3.700;-0.12;0.06;0.00;0.18;0.17;5.75;-1.18;0.86
1565;1;-0.650;1.950;-3.721;-0.12;0.09;0.00;0.22;0.17;6.81;-1.48;1.17
1566;1;-0.750;0.050;-3.348;0.01;-0.86;0.10;0.77;-1.32;-0.74;-2.41;1.24
1567;1;-0.750;0.150;-3.368;0.00;-0.87;0.09;-1.39;0.72;-2.98;-3.44;2.35
1568;1;-0.750;0.250;-3.388;-0.13;-0.76;0.07;-1.19;0.69;-4.31;-3.85;3.13
1569;1;-0.750;0.350;-3.409;-0.21;-0.64;0.05;-0.77;0.52;-5.04;-4.02;3.52
