Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
94;1;0.450;-1.350;-3.562;-0.05;-0.29;0.03;-0.19;-0.26;-4.57;-7.21;-2.13
95;1;0.450;-1.450;-3.584;-0.03;-0.26;0.03;-0.17;-0.28;-4.95;-6.84;-2.22
96;1;0.450;-1.550;-3.606;-0.01;-0.23;0.04;-0.18;-0.30;-5.27;-6.43;-2.36
97;1;0.450;-1.650;-3.629;0.00;-0.20;0.04;-0.18;-0.28;-5.55;-5.97;-2.54
98;1;0.450;-1.750;-3.651;0.02;-0.18;0.05;-0.16;-0.24;-5.78;-5.50;-2.74
99;1;0.450;-1.850;-3.673;0.03;-0.16;0.05;-0.13;-0.21;-5.94;-5.02;-2.95
100;1;0.450;-1.950;-3.695;0.04;-0.14;0.05;-0.09;-0.20;-6.04;-4.52;-3.18
101;1;0.550;-0.050;-3.298;-0.22;-0.79;0.10;-0.47;0.02;9.69;-5.20;-7.44
102;1;0.550;-0.150;-3.320;-0.17;-0.77;0.08;0.42;-0.98;8.36;-6.03;-6.88
103;1;0.550;-0.250;-3.341;-0.20;-0.68;0.05;0.30;-0.72;6.62;-6.83;-6.32
104;1;0.550;-0.350;-3.363;-0.21;-0.61;0.02;0.10;-0.41;4.76;-7.41;-5.64
105;1;0.550;-0.450;-3.385;-0.20;-0.56;0.00;-0.02;-0.21;2.96;-7.85;-4.93
106;1;0.550;-0.550;-3.406;-0.19;-0.52;-0.01;-0.10;-0.07;1.31;-8.18;-4.26
107;1;0.550;-0.650;-3.428;-0.17;-0.48;-0.02;-0.14;0.02;-0.12;-8.41;-3.68
108;1;0.550;-0.750;-3.449;-0.15;-0.45;-0.02;-0.16;0.06;-1.33;-8.55;-3.21
109;1;0.550;-0.850;-3.471;-0.13;-0.42;-0.01;-0.18;0.09;-2.32;-8.60;-2.83
110;1;0.550;-0.950;-3.492;-0.12;-0.39;-0.01;-0.17;0.05;-3.10;-8.54;-2.57
111;1;0.550;-1.050;-3.514;-0.10;-0.36;0.00;-0.15;-0.11;-3.72;-8.44;-2.38
112;1;0.550;-1.150;-3.535;-0.09;-0.33;0.01;-0.15;-0.21;-4.27;-8.27;-2.29
113;1;0.550;-1.250;-3.557;-0.07;-0.30;0.01;-0.15;-0.27;-4.74;-8.04;-2.26
114;1;0.550;-1.350;-3.579;-0.05;-0.27;0.02;-0.15;-0.30;-5.16;-7.76;-2.28
115;1;0.550;-1.450;-3.600;-0.04;-0.24;0.03;-0.14;-0.31;-5.52;-7.43;-2.35
116;1;0.550;-1.550;-3.622;-0.02;-0.22;0.03;-0.15;-0.30;-5.83;-7.06;-2.47
117;1;0.550;-1.650;-3.643;0.00;-0.19;0.03;-0.15;-0.27;-6.06;-6.65;-2.62
118;1;0.550;-1.750;-3.665;0.01;-0.17;0.04;-0.14;-0.24;-6.24;-6.21;-2.79
119;1;0.550;-1.850;-3.686;0.03;-0.15;0.04;-0.11;-0.23;-6.36;-5.77;-2.97
120;1;0.550;-1.950;-3.708;0.04;-0.13;0.05;-0.08;-0.22;-6.44;-5.31;-3.18
121;1;0.650;-0.050;-3.323;-0.17;-0.66;0.09;0.01;0.27;8.35;-3.95;-7.55
122;1;0.650;-0.150;-3.344;-0.16;-0.65;0.06;0.80;-0.71;6.89;-5.20;-6.79
123;1;0.650;-0.250;-3.365;-0.20;-0.59;0.04;0.57;-0.53;5.17;-6.31;-6.13
124;1;0.650;-0.350;-3.386;-0.21;-0.54;0.01;0.28;-0.29;3.42;-7.11;-5.44
125;1;0.650;-0.450;-3.407;-0.20;-0.50;0.00;0.11;-0.13;1.76;-7.70;-4.78
126;1;0.650;-0.550;-3.428;-0.19;-0.47;-0.02;0.00;-0.01;0.27;-8.13;-4.16
127;1;0.650;-0.650;-3.449;-0.17;-0.44;-0.02;-0.05;0.05;-1.01;-8.44;-3.62
128;1;0.650;-0.750;-3.470;-0.15;-0.41;-0.02;-0.09;0.09;-2.07;-8.63;-3.17
129;1;0.650;-0.850;-3.490;-0.13;-0.38;-0.01;-0.10;0.05;-2.94;-8.69;-2.83
130;1;0.650;-0.950;-3.511;-0.12;-0.36;-0.01;-0.09;-0.10;-3.64;-8.71;-2.57
131;1;0.650;-1.050;-3.532;-0.10;-0.33;0.00;-0.10;-0.20;-4.26;-8.64;-2.40
132;1;0.650;-1.150;-3.553;-0.09;-0.30;0.00;-0.10;-0.27;-4.78;-8.50;-2.30
133;1;0.650;-1.250;-3.574;-0.07;-0.27;0.01;-0.11;-0.31;-5.24;-8.30;-2.27
134;1;0.650;-1.350;-3.595;-0.06;-0.25;0.01;-0.11;-0.31;-5.64;-8.05;-2.29
135;1;0.650;-1.450;-3.616;-0.04;-0.22;0.02;-0.12;-0.30;-5.98;-7.76;-2.35
136;1;0.650;-1.550;-3.637;-0.02;-0.20;0.02;-0.13;-0.29;-6.25;-7.42;-2.44
137;1;0.650;-1.650;-3.658;-0.01;-0.18;0.03;-0.13;-0.27;-6.44;-7.05;-2.57
138;1;0.650;-1.750;-3.679;0.01;-0.15;0.03;-0.12;-0.25;-6.58;-6.66;-2.72
139;1;0.650;-1.850;-3.700;0.02;-0.13;0.03;-0.10;-0.25;-6.68;-6.25;-2.88
140;1;0.650;-1.950;-3.721;0.04;-0.12;0.04;-0.08;-0.24;-6.74;-5.82;-3.06
141;1;0.750;-0.050;-3.348;-0.12;-0.55;0.07;0.32;0.36;7.05;-2.60;-7.53
142;1;0.750;-0.150;-3.368;-0.14;-0.56;0.04;0.95;-0.50;5.55;-4.20;-6.61
143;1;0.750;-0.250;-3.388;-0.18;-0.51;0.02;0.65;-0.35;3.90;-5.58;-5.86
144;1;0.750;-0.350;-3.409;-0.19;-0.47;0.00;0.36;-0.17;2.27;-6.59;-5.16
145;1;0.750;-0.450;-3.429;-0.19;-0.45;-0.01;0.17;-0.05;0.77;-7.33;-4.51
146;1;0.750;-0.550;-3.449;-0.17;-0.42;-0.02;0.07;0.03;-0.56;-7.87;-3.93
147;1;0.750;-0.650;-3.470;-0.15;-0.40;-0.02;0.00;0.08;-1.69;-8.26;-3.42
148;1;0.750;-0.750;-3.490;-0.14;-0.37;-0.02;-0.03;0.05;-2.64;-8.49;-3.02
149;1;0.750;-0.850;-3.510;-0.12;-0.35;-0.02;-0.04;-0.08;-3.42;-8.64;-2.70
150;1;0.750;-0.950;-3.530;-0.11;-0.33;-0.01;-0.05;-0.18;-4.09;-8.69;-2.46
151;1;0.750;-1.050;-3.551;-0.10;-0.30;-0.01;-0.06;-0.26;-4.68;-8.65;-2.30
152;1;0.750;-1.150;-3.571;-0.09;-0.28;-0.01;-0.07;-0.30;-5.19;-8.53;-2.20
153;1;0.750;-1.250;-3.591;-0.07;-0.25;0.00;-0.09;-0.31;-5.64;-8.36;-2.16
154;1;0.750;-1.350;-3.612;-0.06;-0.23;0.00;-0.10;-0.31;-6.00;-8.14;-2.18
155;1;0.750;-1.450;-3.632;-0.04;-0.21;0.01;-0.10;-0.29;-6.31;-7.88;-2.22
156;1;0.750;-1.550;-3.652;-0.03;-0.18;0.01;-0.11;-0.28;-6.54;-7.58;-2.30
157;1;0.750;-1.650;-3.673;-0.01;-0.16;0.02;-0.11;-0.26;-6.70;-7.25;-2.41
158;1;0.750;-1.750;-3.693;0.00;-0.14;0.02;-0.11;-0.26;-6.82;-6.89;-2.54
159;1;0.750;-1.850;-3.713;0.02;-0.12;0.03;-0.10;-0.25;-6.91;-6.51;-2.68
160;1;0.750;-1.950;-3.734;0.03;-0.11;0.03;-0.08;-0.23;-6.94;-6.11;-2.84
161;1;0.850;-0.050;-3.372;-0.08;-0.46;0.05;0.50;0.39;5.87;-1.22;-7.40
162;1;0.850;-0.150;-3.392;-0.11;-0.47;0.02;0.95;-0.32;4.38;-3.12;-6.36
163;1;0.850;-0.250;-3.412;-0.16;-0.44;0.00;0.64;-0.20;2.82;-4.72;-5.53
164;1;0.850;-0.350;-3.431;-0.17;-0.42;-0.01;0.36;-0.07;1.34;-5.91;-4.80
165;1;0.850;-0.450;-3.451;-0.16;-0.40;-0.02;0.20;0.00;-0.01;-6.80;-4.17
166;1;0.850;-0.550;-3.471;-0.15;-0.38;-0.02;0.10;0.07;-1.19;-7.45;-3.60
167;1;0.850;-0.650;-3.490;-0.14;-0.36;-0.02;0.04;0.05;-2.20;-7.89;-3.14
168;1;0.850;-0.750;-3.510;-0.13;-0.34;-0.02;0.02;-0.08;-3.04;-8.22;-2.76
169;1;0.850;-0.850;-3.530;-0.12;-0.32;-0.02;0.00;-0.17;-3.78;-8.41;-2.46
170;1;0.850;-0.950;-3.550;-0.11;-0.30;-0.02;-0.02;-0.25;-4.43;-8.51;-2.23
171;1;0.850;-1.050;-3.569;-0.10;-0.28;-0.01;-0.04;-0.29;-5.01;-8.50;-2.08
172;1;0.850;-1.150;-3.589;-0.08;-0.26;-0.01;-0.05;-0.31;-5.50;-8.42;-1.99
173;1;0.850;-1.250;-3.609;-0.07;-0.23;-0.01;-0.07;-0.30;-5.91;-8.27;-1.95
174;1;0.850;-1.350;-3.628;-0.06;-0.21;0.00;-0.08;-0.29;-6.25;-8.07;-1.96
175;1;0.850;-1.450;-3.648;-0.04;-0.19;0.00;-0.09;-0.28;-6.52;-7.84;-1.99
176;1;0.850;-1.550;-3.668;-0.03;-0.17;0.01;-0.09;-0.27;-6.72;-7.57;-2.06
177;1;0.850;-1.650;-3.687;-0.01;-0.15;0.01;-0.10;-0.26;-6.86;-7.26;-2.16
178;1;0.850;-1.750;-3.707;0.00;-0.13;0.01;-0.09;-0.26;-6.97;-6.94;-2.27
179;1;0.850;-1.850;-3.727;0.01;-0.11;0.02;-0.09;-0.25;-7.03;-6.59;-2.40
180;1;0.850;-1.950;-3.746;0.03;-0.10;0.02;-0.08;-0.23;-7.04;-6.22;-2.54
181;1;0.950;-0.050;-3.397;-0.06;-0.38;0.02;0.59;0.38;4.86;0.15;-7.18
182;1;0.950;-0.150;-3.416;-0.09;-0.40;0.00;0.88;-0.16;3.41;-2.01;-6.03
183;1;0.950;-0.250;-3.435;-0.13;-0.39;-0.01;0.58;-0.07;1.96;-3.79;-5.15
184;1;0.950;-0.350;-3.454;-0.14;-0.37;-0.02;0.35;0.00;0.61;-5.14;-4.41
185;1;0.950;-0.450;-3.473;-0.14;-0.36;-0.03;0.21;0.06;-0.60;-6.15;-3.76
186;1;0.950;-0.550;-3.492;-0.13;-0.34;-0.03;0.12;0.05;-1.66;-6.88;-3.23
187;1;0.950;-0.650;-3.511;-0.13;-0.33;-0.03;0.08;-0.07;-2.55;-7.44;-2.79
188;1;0.950;-0.750;-3.530;-0.12;-0.31;-0.03;0.05;-0.16;-3.35;-7.83;-2.43
189;1;0.950;-0.850;-3.550;-0.11;-0.29;-0.03;0.02;-0.23;-4.06;-8.07;-2.14
190;1;0.950;-0.950;-3.569;-0.10;-0.27;-0.02;0.00;-0.28;-4.68;-8.20;-1.93
191;1;0.950;-1.050;-3.588;-0.09;-0.25;-0.02;-0.02;-0.29;-5.23;-8.23;-1.78
192;1;0.950;-1.150;-3.607;-0.08;-0.23;-0.02;-0.04;-0.30;-5.69;-8.18;-1.69
193;1;0.950;-1.250;-3.626;-0.07;-0.21;-0.01;-0.06;-0.29;-6.07;-8.06;-1.65
194;1;0.950;-1.350;-3.645;-0.06;-0.19;-0.01;-0.07;-0.28;-6.38;-7.88;-1.66
195;1;0.950;-1.450;-3.664;-0.04;-0.17;0.00;-0.08;-0.27;-6.62;-7.67;-1.69
196;1;0.950;-1.550;-3.683;-0.03;-0.15;0.00;-0.08;-0.26;-6.79;-7.43;-1.75
197;1;0.950;-1.650;-3.702;-0.02;-0.13;0.00;-0.08;-0.26;-6.92;-7.15;-1.83
198;1;0.950;-1.750;-3.721;0.00;-0.12;0.01;-0.08;-0.25;-7.02;-6.85;-1.93
199;1;0.950;-1.850;-3.740;0.01;-0.10;0.01;-0.08;-0.23;-7.07;-6.53;-2.05
200;1;0.950;-1.950;-3.759;0.02;-0.09;0.01;-0.08;-0.22;-7.05;-6.19;-2.18
201;1;1.050;-0.050;-3.422;-0.04;-0.31;0.00;0.62;0.36;4.04;1.48;-6.88
202;1;1.050;-0.150;-3.440;-0.07;-0.34;-0.02;0.77;-0.02;2.63;-0.89;-5.64
203;1;1.050;-0.250;-3.459;-0.11;-0.33;-0.03;0.51;0.02;1.29;-2.83;-4.73
204;1;1.050;-0.350;-3.477;-0.12;-0.33;-0.03;0.32;0.07;0.07;-4.31;-3.97
205;1;1.050;-0.450;-3.495;-0.12;-0.32;-0.03;0.20;0.05;-1.03;-5.41;-3.34
206;1;1.050;-0.550;-3.514;-0.12;-0.31;-0.03;0.13;-0.07;-1.96;-6.27;-2.82
207;1;1.050;-0.650;-3.532;-0.11;-0.29;-0.03;0.09;-0.15;-2.80;-6.90;-2.39
208;1;1.050;-0.750;-3.551;-0.11;-0.28;-0.03;0.07;-0.22;-3.56;-7.35;-2.03
209;1;1.050;-0.850;-3.569;-0.10;-0.27;-0.03;0.04;-0.26;-4.23;-7.64;-1.76
210;1;1.050;-0.950;-3.588;-0.10;-0.25;-0.03;0.01;-0.28;-4.83;-7.81;-1.55
211;1;1.050;-1.050;-3.606;-0.09;-0.23;-0.02;-0.01;-0.28;-5.34;-7.87;-1.41
212;1;1.050;-1.150;-3.625;-0.08;-0.21;-0.02;-0.03;-0.29;-5.78;-7.85;-1.32
213;1;1.050;-1.250;-3.643;-0.07;-0.19;-0.02;-0.04;-0.28;-6.13;-7.75;-1.29
214;1;1.050;-1.350;-3.661;-0.06;-0.17;-0.01;-0.06;-0.27;-6.41;-7.61;-1.29
215;1;1.050;-1.450;-3.680;-0.04;-0.15;-0.01;-0.06;-0.26;-6.62;-7.42;-1.32
216;1;1.050;-1.550;-3.698;-0.03;-0.14;-0.01;-0.07;-0.26;-6.78;-7.19;-1.37
217;1;1.050;-1.650;-3.717;-0.02;-0.12;0.00;-0.07;-0.25;-6.91;-6.94;-1.45
218;1;1.050;-1.750;-3.735;0.00;-0.10;0.00;-0.08;-0.24;-6.98;-6.67;-1.54
219;1;1.050;-1.850;-3.754;0.01;-0.09;0.00;-0.08;-0.22;-7.01;-6.37;-1.64
220;1;1.050;-1.950;-3.772;0.02;-0.07;0.01;-0.08;-0.21;-6.98;-6.04;-1.76
221;1;1.150;-0.050;-3.446;-0.03;-0.26;-0.02;0.61;0.36;3.36;2.73;-6.52
222;1;1.150;-0.150;-3.464;-0.06;-0.28;-0.03;0.64;0.09;2.01;0.21;-5.23
223;1;1.150;-0.250;-3.482;-0.09;-0.29;-0.04;0.43;0.10;0.78;-1.86;-4.28
224;1;1.150;-0.350;-3.500;-0.10;-0.28;-0.04;0.29;0.07;-0.33;-3.43;-3.52
225;1;1.150;-0.450;-3.518;-0.11;-0.28;-0.04;0.20;-0.04;-1.29;-4.67;-2.89
226;1;1.150;-0.550;-3.535;-0.11;-0.28;-0.04;0.14;-0.13;-2.16;-5.61;-2.38
227;1;1.150;-0.650;-3.553;-0.10;-0.27;-0.04;0.10;-0.20;-2.96;-6.31;-1.95
228;1;1.150;-0.750;-3.571;-0.10;-0.25;-0.04;0.07;-0.25;-3.68;-6.81;-1.60
229;1;1.150;-0.850;-3.589;-0.10;-0.24;-0.04;0.05;-0.27;-4.32;-7.15;-1.33
230;1;1.150;-0.950;-3.607;-0.09;-0.22;-0.03;0.02;-0.27;-4.89;-7.36;-1.13
231;1;1.150;-1.050;-3.625;-0.08;-0.21;-0.03;0.00;-0.28;-5.37;-7.45;-1.00
232;1;1.150;-1.150;-3.642;-0.07;-0.19;-0.03;-0.02;-0.27;-5.78;-7.46;-0.91
233;1;1.150;-1.250;-3.660;-0.06;-0.17;-0.02;-0.04;-0.26;-6.09;-7.39;-0.88
234;1;1.150;-1.350;-3.678;-0.05;-0.15;-0.02;-0.05;-0.26;-6.34;-7.26;-0.88
235;1;1.150;-1.450;-3.696;-0.04;-0.14;-0.01;-0.05;-0.26;-6.54;-7.10;-0.90
236;1;1.150;-1.550;-3.714;-0.03;-0.12;-0.01;-0.06;-0.25;-6.70;-6.90;-0.96
237;1;1.150;-1.650;-3.731;-0.02;-0.11;-0.01;-0.07;-0.24;-6.81;-6.67;-1.03
238;1;1.150;-1.750;-3.749;-0.01;-0.09;-0.01;-0.07;-0.22;-6.86;-6.41;-1.11
239;1;1.150;-1.850;-3.767;0.01;-0.08;0.00;-0.07;-0.21;-6.87;-6.13;-1.21
240;1;1.150;-1.950;-3.785;0.02;-0.06;0.00;-0.08;-0.19;-6.83;-5.83;-1.32
241;1;1.250;-0.050;-3.471;-0.02;-0.22;-0.03;0.57;0.35;2.78;3.85;-6.12
242;1;1.250;-0.150;-3.488;-0.05;-0.25;-0.04;0.50;0.18;1.54;1.25;-4.82
243;1;1.250;-0.250;-3.505;-0.07;-0.25;-0.05;0.35;0.12;0.41;-0.91;-3.85
244;1;1.250;-0.350;-3.523;-0.09;-0.25;-0.05;0.25;-0.01;-0.56;-2.60;-3.07
245;1;1.250;-0.450;-3.540;-0.09;-0.25;-0.05;0.18;-0.10;-1.45;-3.91;-2.43
246;1;1.250;-0.550;-3.557;-0.09;-0.25;-0.05;0.14;-0.17;-2.27;-4.93;-1.91
