Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
Nr.;Punkt;X;Y;Z;mx;my;mxy;vx;vy;nx;ny;nxy
258;1;1.250;-1.750;-3.763;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
259;1;1.250;-1.850;-3.780;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
260;1;1.250;-1.950;-3.798;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
261;1;1.350;-0.050;-3.496;0.00;0.00;0.00;-0.03;0.06;0.00;0.00;0.00
262;1;1.350;-0.150;-3.512;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
263;1;1.350;-0.250;-3.529;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
264;1;1.350;-0.350;-3.545;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
265;1;1.350;-0.450;-3.562;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
266;1;1.350;-0.550;-3.579;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
267;1;1.350;-0.650;-3.595;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
268;1;1.350;-0.750;-3.612;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
269;1;1.350;-0.850;-3.628;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
270;1;1.350;-0.950;-3.645;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
271;1;1.350;-1.050;-3.661;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
272;1;1.350;-1.150;-3.678;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
273;1;1.350;-1.250;-3.695;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
274;1;1.350;-1.350;-3.711;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
275;1;1.350;-1.450;-3.728;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
276;1;1.350;-1.550;-3.744;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
277;1;1.350;-1.650;-3.761;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
278;1;1.350;-1.750;-3.777;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
279;1;1.350;-1.850;-3.794;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
280;1;1.350;-1.950;-3.810;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
281;1;1.450;-0.050;-3.520;0.00;0.00;0.00;-0.02;0.04;0.00;0.01;0.00
282;1;1.450;-0.150;-3.536;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
283;1;1.450;-0.250;-3.552;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
284;1;1.450;-0.350;-3.568;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
285;1;1.450;-0.450;-3.584;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
286;1;1.450;-0.550;-3.600;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
287;1;1.450;-0.650;-3.616;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
288;1;1.450;-0.750;-3.632;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
289;1;1.450;-0.850;-3.648;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
290;1;1.450;-0.950;-3.664;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
291;1;1.450;-1.050;-3.680;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
292;1;1.450;-1.150;-3.696;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
293;1;1.450;-1.250;-3.712;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
294;1;1.450;-1.350;-3.728;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
295;1;1.450;-1.450;-3.744;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
296;1;1.450;-1.550;-3.760;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
297;1;1.450;-1.650;-3.775;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
298;1;1.450;-1.750;-3.791;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
299;1;1.450;-1.850;-3.807;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
300;1;1.450;-1.950;-3.823;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
301;1;1.550;-0.050;-3.545;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00
302;1;1.550;-0.150;-3.560;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
303;1;1.550;-0.250;-3.576;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
304;1;1.550;-0.350;-3.591;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
305;1;1.550;-0.450;-3.606;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
306;1;1.550;-0.550;-3.622;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
307;1;1.550;-0.650;-3.637;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
308;1;1.550;-0.750;-3.652;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
309;1;1.550;-0.850;-3.668;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
310;1;1.550;-0.950;-3.683;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
311;1;1.550;-1.050;-3.698;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
312;1;1.550;-1.150;-3.714;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
313;1;1.550;-1.250;-3.729;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
314;1;1.550;-1.350;-3.744;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
315;1;1.550;-1.450;-3.760;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
316;1;1.550;-1.550;-3.775;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
317;1;1.550;-1.650;-3.790;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
318;1;1.550;-1.750;-3.805;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
319;1;1.550;-1.850;-3.821;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
320;1;1.550;-1.950;-3.836;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
321;1;1.650;-0.050;-3.570;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00
322;1;1.650;-0.150;-3.585;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
323;1;1.650;-0.250;-3.599;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
324;1;1.650;-0.350;-3.614;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
325;1;1.650;-0.450;-3.629;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
326;1;1.650;-0.550;-3.643;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
327;1;1.650;-0.650;-3.658;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
328;1;1.650;-0.750;-3.673;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
329;1;1.650;-0.850;-3.687;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
330;1;1.650;-0.950;-3.702;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
331;1;1.650;-1.050;-3.717;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
332;1;1.650;-1.150;-3.731;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
333;1;1.650;-1.250;-3.746;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
334;1;1.650;-1.350;-3.761;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
335;1;1.650;-1.450;-3.775;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
336;1;1.650;-1.550;-3.790;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
337;1;1.650;-1.650;-3.805;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
338;1;1.650;-1.750;-3.820;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
339;1;1.650;-1.850;-3.834;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
340;1;1.650;-1.950;-3.849;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
341;1;1.750;-0.050;-3.595;0.00;0.00;0.00;0.02;-0.01;0.00;0.00;0.00
342;1;1.750;-0.150;-3.609;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
343;1;1.750;-0.250;-3.623;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
344;1;1.750;-0.350;-3.637;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
345;1;1.750;-0.450;-3.651;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
346;1;1.750;-0.550;-3.665;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
347;1;1.750;-0.650;-3.679;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
348;1;1.750;-0.750;-3.693;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
349;1;1.750;-0.850;-3.707;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
350;1;1.750;-0.950;-3.721;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
351;1;1.750;-1.050;-3.735;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
352;1;1.750;-1.150;-3.749;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
353;1;1.750;-1.250;-3.763;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
354;1;1.750;-1.350;-3.777;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
355;1;1.750;-1.450;-3.791;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
356;1;1.750;-1.550;-3.805;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
357;1;1.750;-1.650;-3.820;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
358;1;1.750;-1.750;-3.834;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
359;1;1.750;-1.850;-3.848;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
360;1;1.750;-1.950;-3.862;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
361;1;1.850;-0.050;-3.619;0.00;0.00;0.00;0.02;-0.01;0.00;0.01;0.00
362;1;1.850;-0.150;-3.633;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
363;1;1.850;-0.250;-3.646;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
364;1;1.850;-0.350;-3.660;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
365;1;1.850;-0.450;-3.673;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
366;1;1.850;-0.550;-3.686;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
367;1;1.850;-0.650;-3.700;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
368;1;1.850;-0.750;-3.713;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
369;1;1.850;-0.850;-3.727;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
370;1;1.850;-0.950;-3.740;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
371;1;1.850;-1.050;-3.754;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
372;1;1.850;-1.150;-3.767;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
373;1;1.850;-1.250;-3.780;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
374;1;1.850;-1.350;-3.794;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
375;1;1.850;-1.450;-3.807;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
376;1;1.850;-1.550;-3.821;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
377;1;1.850;-1.650;-3.834;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
378;1;1.850;-1.750;-3.848;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
379;1;1.850;-1.850;-3.861;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
380;1;1.850;-1.950;-3.875;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
381;1;1.950;-0.050;-3.644;0.00;0.00;0.00;0.01;-0.01;0.00;0.01;0.00
382;1;1.950;-0.150;-3.657;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
383;1;1.950;-0.250;-3.670;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
384;1;1.950;-0.350;-3.682;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
385;1;1.950;-0.450;-3.695;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
386;1;1.950;-0.550;-3.708;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
387;1;1.950;-0.650;-3.721;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
388;1;1.950;-0.750;-3.734;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00
389;1;1.950;-0.850;-3.746;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
390;1;1.950;-0.950;-3.759;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
391;1;1.950;-1.050;-3.772;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
392;1;1.950;-1.150;-3.785;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
393;1;1.950;-1.250;-3.798;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
394;1;1.950;-1.350;-3.810;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
395;1;1.950;-1.450;-3.823;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
396;1;1.950;-1.550;-3.836;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
397;1;1.950;-1.650;-3.849;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
398;1;1.950;-1.750;-3.862;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
399;1;1.950;-1.850;-3.875;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
400;1;1.950;-1.950;-3.887;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00
401;1;0.200;-2.200;-3.723;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
402;1;0.200;-2.600;-3.818;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00
403;1;0.200;-3.000;-3.912;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00
404;1;0.200;-3.400;-4.008;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00
405;1;0.200;-3.800;-4.102;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
406;1;0.600;-2.200;-3.767;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
407;1;0.600;-2.600;-3.852;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
408;1;0.600;-3.000;-3.938;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
409;1;0.600;-3.400;-4.023;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
410;1;0.600;-3.800;-4.108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
411;1;1.000;-2.200;-3.813;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
412;1;1.000;-2.600;-3.888;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
413;1;1.000;-3.000;-3.963;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
414;1;1.000;-3.400;-4.037;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
415;1;1.000;-3.800;-4.113;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
416;1;1.400;-2.200;-3.858;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
417;1;1.400;-2.600;-3.922;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
418;1;1.400;-3.000;-3.987;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
419;1;1.400;-3.400;-4.052;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
420;1;1.400;-3.800;-4.117;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
421;1;1.800;-2.200;-3.902;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
422;1;1.800;-2.600;-3.957;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
423;1;1.800;-3.000;-4.012;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
424;1;1.800;-3.400;-4.068;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
425;1;1.800;-3.800;-4.122;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
426;1;2.200;-0.200;-3.723;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
427;1;2.200;-0.600;-3.767;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
428;1;2.200;-1.000;-3.813;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
429;1;2.200;-1.400;-3.858;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
430;1;2.200;-1.800;-3.902;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
431;1;2.200;-2.200;-3.948;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
432;1;2.200;-2.600;-3.993;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
433;1;2.200;-3.000;-4.037;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
434;1;2.200;-3.400;-4.082;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
435;1;2.200;-3.800;-4.128;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
436;1;2.600;-0.200;-3.818;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00
437;1;2.600;-0.600;-3.852;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
438;1;2.600;-1.000;-3.888;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
439;1;2.600;-1.400;-3.922;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
440;1;2.600;-1.800;-3.957;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
441;1;2.600;-2.200;-3.993;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
442;1;2.600;-2.600;-4.028;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
443;1;2.600;-3.000;-4.063;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
444;1;2.600;-3.400;-4.097;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
445;1;2.600;-3.800;-4.133;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
446;1;3.000;-0.200;-3.912;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00
447;1;3.000;-0.600;-3.938;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
448;1;3.000;-1.000;-3.963;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
449;1;3.000;-1.400;-3.987;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
450;1;3.000;-1.800;-4.012;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
451;1;3.000;-2.200;-4.037;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
452;1;3.000;-2.600;-4.063;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
453;1;3.000;-3.000;-4.088;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
454;1;3.000;-3.400;-4.113;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
455;1;3.000;-3.800;-4.137;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
456;1;3.400;-0.200;-4.008;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00
457;1;3.400;-0.600;-4.023;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
458;1;3.400;-1.000;-4.037;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
459;1;3.400;-1.400;-4.052;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
460;1;3.400;-1.800;-4.068;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
461;1;3.400;-2.200;-4.082;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
462;1;3.400;-2.600;-4.097;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
463;1;3.400;-3.000;-4.113;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
464;1;3.400;-3.400;-4.128;0.00;0.00;0.00;0.00;0.00;0.00;-0.01;0.00
465;1;3.400;-3.800;-4.142;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
466;1;3.800;-0.200;-4.102;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
467;1;3.800;-0.600;-4.108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
468;1;3.800;-1.000;-4.113;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
469;1;3.800;-1.400;-4.117;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
470;1;3.800;-1.800;-4.122;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
471;1;3.800;-2.200;-4.128;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
472;1;3.800;-2.600;-4.133;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
473;1;3.800;-3.000;-4.137;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
474;1;3.800;-3.400;-4.142;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00
475;1;3.800;-3.800;-4.148;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
476;1;0.050;0.050;-3.175;-0.06;0.01;0.00;-0.01;-0.59;-0.15;0.48;0.01
477;1;0.050;0.150;-3.200;-0.04;0.02;0.02;0.27;-0.46;-0.05;0.25;-0.16
478;1;0.050;0.250;-3.224;-0.05;0.03;0.02;0.28;-0.37;-0.04;0.08;-0.10
479;1;0.050;0.350;-3.249;-0.04;0.03;0.01;0.28;-0.32;-0.03;0.03;-0.06
480;1;0.050;0.450;-3.274;-0.04;0.03;0.01;0.27;-0.29;-0.02;0.01;-0.04
481;1;0.050;0.550;-3.298;-0.03;0.02;0.00;0.25;-0.27;-0.01;0.01;-0.02
482;1;0.050;0.650;-3.323;-0.03;0.02;0.00;0.23;-0.24;-0.01;0.00;-0.01
483;1;0.050;0.750;-3.348;-0.02;0.02;0.00;0.21;-0.22;0.00;0.00;-0.01
484;1;0.050;0.850;-3.372;-0.02;0.01;0.00;0.18;-0.19;0.00;0.00;0.00
485;1;0.050;0.950;-3.397;-0.01;0.01;0.00;0.14;-0.16;0.00;0.00;0.00
486;1;0.050;1.050;-3.422;-0.01;0.01;0.00;0.11;-0.12;0.00;0.00;0.00
487;1;0.050;1.150;-3.446;-0.01;0.01;0.00;0.08;-0.10;0.00;0.00;0.00
488;1;0.050;1.250;-3.471;-0.01;0.00;0.00;0.05;-0.08;0.01;0.00;0.00
489;1;0.050;1.350;-3.496;0.00;0.00;0.00;0.03;-0.06;0.00;0.00;0.00
490;1;0.050;1.450;-3.520;0.00;0.00;0.00;0.02;-0.04;0.00;0.01;0.00
491;1;0.050;1.550;-3.545;0.00;0.00;0.00;0.00;-0.01;0.00;0.00;0.00
492;1;0.050;1.650;-3.570;0.00;0.00;0.00;-0.01;0.00;0.00;0.00;0.00
493;1;0.050;1.750;-3.595;0.00;0.00;0.00;-0.02;0.01;0.00;0.00;0.00
494;1;0.050;1.850;-3.619;0.00;0.00;0.00;-0.02;0.01;0.00;0.01;0.00
495;1;0.050;1.950;-3.644;0.00;0.00;0.00;-0.01;0.01;0.00;0.01;0.00
496;1;0.150;0.050;-3.200;-0.04;0.03;-0.02;-0.28;-0.48;-0.03;0.23;0.16
497;1;0.150;0.150;-3.224;-0.02;0.00;0.00;0.00;-0.21;-0.10;0.19;0.00
498;1;0.150;0.250;-3.248;-0.01;0.00;0.00;0.07;-0.10;-0.08;0.11;-0.05
499;1;0.150;0.350;-3.272;-0.01;0.01;0.00;0.08;-0.06;-0.06;0.05;-0.05
500;1;0.150;0.450;-3.296;-0.01;0.01;0.00;0.08;-0.04;-0.04;0.02;-0.04
501;1;0.150;0.550;-3.320;-0.01;0.00;0.00;0.07;-0.03;-0.03;0.01;-0.03
502;1;0.150;0.650;-3.344;0.00;0.00;0.00;0.06;-0.02;-0.02;0.00;-0.02
503;1;0.150;0.750;-3.368;0.00;0.00;0.00;0.04;-0.01;-0.01;0.00;-0.01
504;1;0.150;0.850;-3.392;0.00;0.00;0.00;0.03;-0.01;-0.01;0.00;-0.01
505;1;0.150;0.950;-3.416;0.00;0.00;0.00;0.02;-0.01;-0.01;0.00;-0.01
506;1;0.150;1.050;-3.440;0.00;0.00;0.00;0.01;-0.01;0.00;0.00;-0.01
507;1;0.150;1.150;-3.464;0.00;0.00;0.00;0.01;-0.01;0.00;0.00;0.00
508;1;0.150;1.250;-3.488;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
509;1;0.150;1.350;-3.512;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
510;1;0.150;1.450;-3.536;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
511;1;0.150;1.550;-3.560;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
512;1;0.150;1.650;-3.585;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
513;1;0.150;1.750;-3.609;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
514;1;0.150;1.850;-3.633;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
515;1;0.150;1.950;-3.657;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
516;1;0.250;0.050;-3.224;-0.05;0.03;-0.02;-0.28;-0.38;-0.04;0.08;0.10
517;1;0.250;0.150;-3.248;-0.01;0.00;0.00;-0.07;-0.10;-0.08;0.11;0.05
518;1;0.250;0.250;-3.271;0.00;0.00;0.00;0.00;-0.01;-0.08;0.08;0.00
519;1;0.250;0.350;-3.295;0.00;0.00;0.00;0.01;0.01;-0.06;0.05;-0.02
520;1;0.250;0.450;-3.318;0.00;0.00;0.00;0.01;0.01;-0.04;0.03;-0.02
521;1;0.250;0.550;-3.341;0.00;0.00;0.00;0.01;0.01;-0.03;0.01;-0.02
522;1;0.250;0.650;-3.365;0.00;0.00;0.00;0.01;0.01;-0.02;0.01;-0.01
523;1;0.250;0.750;-3.388;0.00;0.00;0.00;0.01;0.01;-0.01;0.00;-0.01
524;1;0.250;0.850;-3.412;0.00;0.00;0.00;0.00;0.00;-0.01;0.00;-0.01
525;1;0.250;0.950;-3.435;0.00;0.00;0.00;0.00;-0.01;0.00;0.00;-0.01
526;1;0.250;1.050;-3.459;0.00;0.00;0.00;0.00;-0.01;0.00;0.00;0.00
527;1;0.250;1.150;-3.482;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
528;1;0.250;1.250;-3.505;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
529;1;0.250;1.350;-3.529;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
530;1;0.250;1.450;-3.552;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
531;1;0.250;1.550;-3.576;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
532;1;0.250;1.650;-3.599;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
533;1;0.250;1.750;-3.623;0.00;0.00;0.00;0.00;-0.02;0.00;0.00;0.00
