Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
55;1;0.250;-1.450;-3.552;-0.10;-0.13;0.01;-0.06;-0.05;-0.58;0.27;0.91
56;1;0.250;-1.550;-3.576;-0.09;-0.12;0.01;-0.07;-0.07;-0.45;0.30;0.84
57;1;0.250;-1.650;-3.599;-0.09;-0.12;0.01;-0.09;-0.06;-0.28;0.35;0.77
58;1;0.250;-1.750;-3.623;-0.09;-0.11;0.01;-0.07;-0.02;-0.09;0.41;0.70
59;1;0.250;-1.850;-3.646;-0.09;-0.10;0.01;-0.04;0.00;0.11;0.46;0.63
60;1;0.250;-1.950;-3.670;-0.10;-0.09;0.01;-0.02;0.02;0.31;0.52;0.53
61;1;0.350;-0.050;-3.249;-0.87;-0.81;0.07;0.64;-1.51;3.41;4.15;-1.53
62;1;0.350;-0.150;-3.272;-0.84;-0.67;0.06;0.39;-1.23;2.20;3.57;-0.84
63;1;0.350;-0.250;-3.295;-0.75;-0.55;0.03;0.16;-0.98;1.15;3.11;-0.35
64;1;0.350;-0.350;-3.317;-0.65;-0.46;0.00;0.00;-0.81;0.33;2.74;0.00
65;1;0.350;-0.450;-3.340;-0.55;-0.39;-0.02;-0.10;-0.69;-0.28;2.41;0.27
66;1;0.350;-0.550;-3.363;-0.46;-0.34;-0.03;-0.17;-0.58;-0.72;2.08;0.49
67;1;0.350;-0.650;-3.386;-0.37;-0.30;-0.03;-0.19;-0.47;-1.00;1.76;0.66
68;1;0.350;-0.750;-3.409;-0.29;-0.26;-0.03;-0.19;-0.37;-1.14;1.45;0.79
69;1;0.350;-0.850;-3.431;-0.23;-0.23;-0.02;-0.17;-0.28;-1.17;1.17;0.88
70;1;0.350;-0.950;-3.454;-0.19;-0.21;-0.01;-0.14;-0.20;-1.13;0.91;0.93
71;1;0.350;-1.050;-3.477;-0.15;-0.19;-0.01;-0.11;-0.15;-1.04;0.69;0.96
72;1;0.350;-1.150;-3.500;-0.13;-0.17;0.00;-0.10;-0.12;-0.93;0.50;0.95
73;1;0.350;-1.250;-3.523;-0.12;-0.15;0.00;-0.09;-0.09;-0.82;0.36;0.92
74;1;0.350;-1.350;-3.545;-0.10;-0.13;0.01;-0.08;-0.08;-0.70;0.27;0.87
75;1;0.350;-1.450;-3.568;-0.10;-0.12;0.01;-0.06;-0.09;-0.56;0.21;0.82
76;1;0.350;-1.550;-3.591;-0.10;-0.12;0.01;-0.04;-0.09;-0.41;0.20;0.76
77;1;0.350;-1.650;-3.614;-0.10;-0.12;0.01;-0.05;-0.07;-0.24;0.22;0.69
78;1;0.350;-1.750;-3.637;-0.10;-0.11;0.01;-0.04;-0.04;-0.06;0.26;0.62
79;1;0.350;-1.850;-3.660;-0.10;-0.11;0.01;-0.03;-0.02;0.12;0.30;0.53
80;1;0.350;-1.950;-3.682;-0.10;-0.10;0.02;-0.01;0.00;0.28;0.35;0.44
81;1;0.450;-0.050;-3.274;-0.74;-0.71;0.11;0.79;-1.33;2.36;3.49;-1.81
82;1;0.450;-0.150;-3.296;-0.71;-0.57;0.08;0.50;-1.06;1.24;3.08;-1.11
83;1;0.450;-0.250;-3.318;-0.64;-0.47;0.05;0.26;-0.85;0.36;2.73;-0.63
84;1;0.450;-0.350;-3.340;-0.55;-0.39;0.02;0.11;-0.69;-0.28;2.41;-0.27
85;1;0.450;-0.450;-3.362;-0.46;-0.34;0.00;0.00;-0.57;-0.73;2.11;0.00
86;1;0.450;-0.550;-3.385;-0.38;-0.30;-0.01;-0.06;-0.47;-1.03;1.83;0.22
87;1;0.450;-0.650;-3.407;-0.30;-0.26;-0.01;-0.09;-0.37;-1.18;1.56;0.40
88;1;0.450;-0.750;-3.429;-0.24;-0.23;-0.01;-0.09;-0.28;-1.23;1.29;0.54
89;1;0.450;-0.850;-3.451;-0.19;-0.21;-0.01;-0.09;-0.20;-1.20;1.04;0.64
90;1;0.450;-0.950;-3.473;-0.16;-0.19;0.00;-0.07;-0.14;-1.13;0.81;0.72
91;1;0.450;-1.050;-3.495;-0.13;-0.17;0.00;-0.06;-0.11;-1.03;0.61;0.76
92;1;0.450;-1.150;-3.518;-0.12;-0.16;0.00;-0.05;-0.11;-0.93;0.45;0.78
93;1;0.450;-1.250;-3.540;-0.11;-0.14;0.01;-0.05;-0.11;-0.81;0.32;0.77
94;1;0.450;-1.350;-3.562;-0.11;-0.13;0.01;-0.06;-0.10;-0.69;0.22;0.74
95;1;0.450;-1.450;-3.584;-0.10;-0.12;0.01;-0.06;-0.09;-0.55;0.15;0.70
96;1;0.450;-1.550;-3.606;-0.10;-0.11;0.01;-0.04;-0.07;-0.40;0.11;0.64
97;1;0.450;-1.650;-3.629;-0.10;-0.11;0.01;-0.03;-0.06;-0.23;0.09;0.58
98;1;0.450;-1.750;-3.651;-0.10;-0.10;0.01;-0.02;-0.04;-0.07;0.10;0.50
99;1;0.450;-1.850;-3.673;-0.09;-0.10;0.02;-0.01;-0.03;0.08;0.13;0.41
100;1;0.450;-1.950;-3.695;-0.09;-0.10;0.02;0.01;-0.03;0.23;0.17;0.32
101;1;0.550;-0.050;-3.298;-0.62;-0.61;0.13;0.87;-1.16;1.45;2.84;-1.92
102;1;0.550;-0.150;-3.320;-0.59;-0.49;0.09;0.57;-0.91;0.47;2.59;-1.29
103;1;0.550;-0.250;-3.341;-0.53;-0.40;0.05;0.33;-0.72;-0.24;2.34;-0.83
104;1;0.550;-0.350;-3.363;-0.46;-0.34;0.03;0.17;-0.58;-0.72;2.08;-0.49
105;1;0.550;-0.450;-3.385;-0.38;-0.30;0.01;0.06;-0.47;-1.03;1.83;-0.22
106;1;0.550;-0.550;-3.406;-0.30;-0.26;0.00;0.00;-0.37;-1.20;1.59;0.00
107;1;0.550;-0.650;-3.428;-0.24;-0.24;0.00;-0.03;-0.28;-1.26;1.35;0.18
108;1;0.550;-0.750;-3.449;-0.20;-0.21;0.00;-0.04;-0.20;-1.25;1.12;0.33
109;1;0.550;-0.850;-3.471;-0.16;-0.19;0.00;-0.04;-0.14;-1.19;0.90;0.44
110;1;0.550;-0.950;-3.492;-0.14;-0.18;0.00;-0.04;-0.11;-1.10;0.70;0.53
111;1;0.550;-1.050;-3.514;-0.12;-0.16;0.00;-0.03;-0.11;-1.01;0.52;0.59
112;1;0.550;-1.150;-3.535;-0.11;-0.15;0.00;-0.03;-0.12;-0.91;0.37;0.62
113;1;0.550;-1.250;-3.557;-0.11;-0.14;0.01;-0.03;-0.12;-0.80;0.25;0.62
114;1;0.550;-1.350;-3.579;-0.11;-0.13;0.01;-0.04;-0.10;-0.68;0.15;0.60
115;1;0.550;-1.450;-3.600;-0.11;-0.12;0.01;-0.04;-0.08;-0.54;0.08;0.57
116;1;0.550;-1.550;-3.622;-0.10;-0.11;0.01;-0.03;-0.06;-0.40;0.03;0.52
117;1;0.550;-1.650;-3.643;-0.10;-0.10;0.01;-0.02;-0.04;-0.25;0.00;0.46
118;1;0.550;-1.750;-3.665;-0.09;-0.10;0.02;-0.01;-0.04;-0.10;0.00;0.38
119;1;0.550;-1.850;-3.686;-0.09;-0.09;0.02;0.00;-0.04;0.05;0.01;0.31
120;1;0.550;-1.950;-3.708;-0.09;-0.09;0.02;0.01;-0.05;0.19;0.04;0.23
121;1;0.650;-0.050;-3.323;-0.51;-0.53;0.14;0.91;-1.01;0.69;2.22;-1.91
122;1;0.650;-0.150;-3.344;-0.49;-0.42;0.09;0.60;-0.77;-0.13;2.11;-1.39
123;1;0.650;-0.250;-3.365;-0.43;-0.35;0.06;0.36;-0.60;-0.67;1.95;-0.98
124;1;0.650;-0.350;-3.386;-0.37;-0.30;0.03;0.19;-0.47;-1.00;1.76;-0.66
125;1;0.650;-0.450;-3.407;-0.30;-0.26;0.01;0.09;-0.37;-1.18;1.56;-0.40
126;1;0.650;-0.550;-3.428;-0.24;-0.24;0.00;0.03;-0.28;-1.26;1.35;-0.18
127;1;0.650;-0.650;-3.449;-0.20;-0.21;0.00;0.00;-0.20;-1.26;1.14;0.00
128;1;0.650;-0.750;-3.470;-0.16;-0.20;0.00;-0.01;-0.13;-1.22;0.94;0.15
129;1;0.650;-0.850;-3.490;-0.14;-0.18;0.00;-0.02;-0.11;-1.14;0.75;0.27
130;1;0.650;-0.950;-3.511;-0.12;-0.17;0.00;-0.02;-0.12;-1.07;0.58;0.36
131;1;0.650;-1.050;-3.532;-0.12;-0.15;0.00;-0.02;-0.12;-0.98;0.42;0.43
132;1;0.650;-1.150;-3.553;-0.11;-0.14;0.00;-0.02;-0.12;-0.89;0.28;0.47
133;1;0.650;-1.250;-3.574;-0.11;-0.13;0.01;-0.02;-0.11;-0.78;0.17;0.48
134;1;0.650;-1.350;-3.595;-0.11;-0.13;0.01;-0.02;-0.09;-0.66;0.08;0.47
135;1;0.650;-1.450;-3.616;-0.10;-0.12;0.01;-0.02;-0.08;-0.53;0.01;0.44
136;1;0.650;-1.550;-3.637;-0.10;-0.11;0.01;-0.02;-0.06;-0.39;-0.03;0.40
137;1;0.650;-1.650;-3.658;-0.09;-0.11;0.01;-0.02;-0.06;-0.25;-0.06;0.35
138;1;0.650;-1.750;-3.679;-0.09;-0.10;0.01;-0.01;-0.05;-0.12;-0.07;0.29
139;1;0.650;-1.850;-3.700;-0.09;-0.09;0.01;0.00;-0.05;0.02;-0.07;0.22
140;1;0.650;-1.950;-3.721;-0.09;-0.09;0.01;0.00;-0.05;0.16;-0.05;0.14
141;1;0.750;-0.050;-3.348;-0.41;-0.45;0.13;0.90;-0.88;0.07;1.65;-1.84
142;1;0.750;-0.150;-3.368;-0.39;-0.36;0.09;0.58;-0.65;-0.56;1.68;-1.42
143;1;0.750;-0.250;-3.388;-0.34;-0.30;0.05;0.34;-0.49;-0.93;1.59;-1.08
144;1;0.750;-0.350;-3.409;-0.29;-0.26;0.03;0.19;-0.37;-1.14;1.45;-0.79
145;1;0.750;-0.450;-3.429;-0.24;-0.23;0.01;0.10;-0.28;-1.23;1.29;-0.54
146;1;0.750;-0.550;-3.449;-0.20;-0.21;0.00;0.04;-0.20;-1.25;1.12;-0.33
147;1;0.750;-0.650;-3.470;-0.16;-0.20;0.00;0.01;-0.13;-1.22;0.94;-0.15
148;1;0.750;-0.750;-3.490;-0.14;-0.18;0.00;0.00;-0.11;-1.16;0.77;0.00
149;1;0.750;-0.850;-3.510;-0.13;-0.17;0.00;-0.01;-0.12;-1.09;0.61;0.12
150;1;0.750;-0.950;-3.530;-0.12;-0.16;0.00;-0.01;-0.13;-1.03;0.46;0.22
151;1;0.750;-1.050;-3.551;-0.11;-0.15;0.00;-0.01;-0.12;-0.95;0.32;0.29
152;1;0.750;-1.150;-3.571;-0.11;-0.14;0.00;-0.02;-0.11;-0.86;0.20;0.33
153;1;0.750;-1.250;-3.591;-0.11;-0.13;0.01;-0.02;-0.10;-0.76;0.10;0.35
154;1;0.750;-1.350;-3.612;-0.10;-0.12;0.01;-0.01;-0.09;-0.64;0.02;0.35
155;1;0.750;-1.450;-3.632;-0.10;-0.12;0.01;-0.01;-0.08;-0.51;-0.05;0.33
156;1;0.750;-1.550;-3.652;-0.10;-0.11;0.01;-0.01;-0.07;-0.39;-0.09;0.30
157;1;0.750;-1.650;-3.673;-0.09;-0.11;0.01;-0.01;-0.07;-0.26;-0.12;0.25
158;1;0.750;-1.750;-3.693;-0.09;-0.10;0.01;-0.01;-0.06;-0.13;-0.13;0.20
159;1;0.750;-1.850;-3.713;-0.09;-0.10;0.01;0.00;-0.06;0.00;-0.13;0.14
160;1;0.750;-1.950;-3.734;-0.09;-0.09;0.01;0.00;-0.05;0.13;-0.11;0.07
161;1;0.850;-0.050;-3.372;-0.33;-0.38;0.11;0.84;-0.75;-0.40;1.16;-1.72
162;1;0.850;-0.150;-3.392;-0.31;-0.31;0.07;0.53;-0.55;-0.83;1.28;-1.42
163;1;0.850;-0.250;-3.412;-0.27;-0.26;0.04;0.30;-0.39;-1.07;1.26;-1.14
164;1;0.850;-0.350;-3.431;-0.23;-0.23;0.02;0.17;-0.28;-1.17;1.17;-0.88
165;1;0.850;-0.450;-3.451;-0.19;-0.21;0.01;0.09;-0.20;-1.20;1.04;-0.64
166;1;0.850;-0.550;-3.471;-0.16;-0.19;0.00;0.04;-0.14;-1.19;0.90;-0.44
167;1;0.850;-0.650;-3.490;-0.14;-0.18;0.00;0.02;-0.11;-1.14;0.75;-0.27
168;1;0.850;-0.750;-3.510;-0.13;-0.17;0.00;0.01;-0.12;-1.09;0.61;-0.12
169;1;0.850;-0.850;-3.530;-0.12;-0.16;0.00;0.00;-0.13;-1.04;0.47;0.00
170;1;0.850;-0.950;-3.550;-0.12;-0.15;0.00;0.00;-0.13;-0.98;0.34;0.10
171;1;0.850;-1.050;-3.569;-0.11;-0.14;0.00;-0.01;-0.12;-0.91;0.22;0.17
172;1;0.850;-1.150;-3.589;-0.11;-0.13;0.00;-0.01;-0.10;-0.82;0.11;0.22
173;1;0.850;-1.250;-3.609;-0.10;-0.13;0.01;-0.01;-0.09;-0.72;0.03;0.24
174;1;0.850;-1.350;-3.628;-0.10;-0.12;0.01;-0.01;-0.08;-0.61;-0.04;0.25
175;1;0.850;-1.450;-3.648;-0.10;-0.11;0.01;-0.01;-0.08;-0.49;-0.10;0.24
176;1;0.850;-1.550;-3.668;-0.09;-0.11;0.01;-0.01;-0.07;-0.38;-0.13;0.21
177;1;0.850;-1.650;-3.687;-0.09;-0.10;0.01;0.00;-0.07;-0.26;-0.16;0.17
178;1;0.850;-1.750;-3.707;-0.09;-0.10;0.01;0.00;-0.06;-0.14;-0.17;0.12
179;1;0.850;-1.850;-3.727;-0.08;-0.09;0.01;0.00;-0.06;-0.02;-0.17;0.06
180;1;0.850;-1.950;-3.746;-0.08;-0.09;0.01;0.01;-0.06;0.10;-0.16;0.00
181;1;0.950;-0.050;-3.397;-0.27;-0.31;0.09;0.75;-0.61;-0.72;0.75;-1.60
182;1;0.950;-0.150;-3.416;-0.25;-0.26;0.05;0.45;-0.44;-0.97;0.93;-1.39
183;1;0.950;-0.250;-3.435;-0.22;-0.23;0.03;0.25;-0.30;-1.09;0.97;-1.17
184;1;0.950;-0.350;-3.454;-0.19;-0.21;0.01;0.14;-0.20;-1.13;0.91;-0.93
185;1;0.950;-0.450;-3.473;-0.16;-0.19;0.00;0.07;-0.14;-1.13;0.81;-0.72
186;1;0.950;-0.550;-3.492;-0.14;-0.18;0.00;0.04;-0.11;-1.10;0.70;-0.53
187;1;0.950;-0.650;-3.511;-0.12;-0.17;0.00;0.02;-0.12;-1.07;0.58;-0.36
188;1;0.950;-0.750;-3.530;-0.12;-0.16;0.00;0.01;-0.13;-1.03;0.46;-0.22
189;1;0.950;-0.850;-3.550;-0.12;-0.15;0.00;0.00;-0.13;-0.98;0.34;-0.10
190;1;0.950;-0.950;-3.569;-0.11;-0.14;0.00;0.00;-0.12;-0.92;0.23;0.00
191;1;0.950;-1.050;-3.588;-0.11;-0.13;0.00;0.00;-0.11;-0.85;0.13;0.07
192;1;0.950;-1.150;-3.607;-0.11;-0.13;0.00;0.00;-0.10;-0.77;0.04;0.12
193;1;0.950;-1.250;-3.626;-0.10;-0.12;0.00;-0.01;-0.09;-0.67;-0.03;0.15
194;1;0.950;-1.350;-3.645;-0.10;-0.11;0.01;-0.01;-0.08;-0.57;-0.09;0.16
195;1;0.950;-1.450;-3.664;-0.09;-0.11;0.01;-0.01;-0.08;-0.47;-0.14;0.16
196;1;0.950;-1.550;-3.683;-0.09;-0.10;0.01;0.00;-0.07;-0.36;-0.17;0.13
197;1;0.950;-1.650;-3.702;-0.09;-0.10;0.01;0.00;-0.07;-0.25;-0.19;0.10
198;1;0.950;-1.750;-3.721;-0.08;-0.09;0.01;0.00;-0.06;-0.15;-0.20;0.06
199;1;0.950;-1.850;-3.740;-0.08;-0.09;0.01;0.01;-0.06;-0.04;-0.20;0.00
200;1;0.950;-1.950;-3.759;-0.08;-0.09;0.01;0.01;-0.06;0.07;-0.19;-0.05
201;1;1.050;-0.050;-3.422;-0.21;-0.26;0.07;0.64;-0.47;-0.89;0.46;-1.47
202;1;1.050;-0.150;-3.440;-0.20;-0.22;0.04;0.37;-0.32;-0.98;0.65;-1.35
203;1;1.050;-0.250;-3.459;-0.18;-0.20;0.02;0.20;-0.22;-1.02;0.71;-1.16
204;1;1.050;-0.350;-3.477;-0.15;-0.19;0.01;0.11;-0.15;-1.04;0.68;-0.96
205;1;1.050;-0.450;-3.495;-0.13;-0.17;0.00;0.06;-0.11;-1.03;0.61;-0.76
206;1;1.050;-0.550;-3.514;-0.12;-0.16;0.00;0.03;-0.11;-1.01;0.52;-0.58
207;1;1.050;-0.650;-3.532;-0.12;-0.15;0.00;0.02;-0.12;-0.98;0.42;-0.43
208;1;1.050;-0.750;-3.551;-0.11;-0.15;0.00;0.01;-0.12;-0.95;0.32;-0.29
209;1;1.050;-0.850;-3.569;-0.11;-0.14;0.00;0.01;-0.12;-0.91;0.22;-0.17
210;1;1.050;-0.950;-3.588;-0.11;-0.13;0.00;0.00;-0.11;-0.85;0.13;-0.07
211;1;1.050;-1.050;-3.606;-0.11;-0.13;0.00;0.00;-0.10;-0.78;0.04;0.00
212;1;1.050;-1.150;-3.625;-0.10;-0.12;0.00;0.00;-0.09;-0.70;-0.03;0.05
213;1;1.050;-1.250;-3.643;-0.10;-0.12;0.00;0.00;-0.08;-0.62;-0.09;0.08
214;1;1.050;-1.350;-3.661;-0.09;-0.11;0.00;0.00;-0.08;-0.53;-0.13;0.10
215;1;1.050;-1.450;-3.680;-0.09;-0.11;0.01;0.00;-0.07;-0.44;-0.17;0.09
216;1;1.050;-1.550;-3.698;-0.09;-0.10;0.01;0.00;-0.07;-0.34;-0.19;0.07
217;1;1.050;-1.650;-3.717;-0.08;-0.10;0.01;0.00;-0.07;-0.25;-0.21;0.05
218;1;1.050;-1.750;-3.735;-0.08;-0.09;0.01;0.00;-0.06;-0.15;-0.21;0.01
219;1;1.050;-1.850;-3.754;-0.08;-0.09;0.01;0.01;-0.06;-0.05;-0.21;-0.04
220;1;1.050;-1.950;-3.772;-0.08;-0.08;0.01;0.01;-0.07;0.04;-0.20;-0.09
221;1;1.150;-0.050;-3.446;-0.17;-0.21;0.05;0.52;-0.34;-0.89;0.29;-1.35
222;1;1.150;-0.150;-3.464;-0.16;-0.18;0.02;0.29;-0.21;-0.90;0.45;-1.28
223;1;1.150;-0.250;-3.482;-0.15;-0.17;0.01;0.17;-0.17;-0.91;0.51;-1.13
224;1;1.150;-0.350;-3.500;-0.13;-0.17;0.00;0.10;-0.12;-0.93;0.50;-0.95
225;1;1.150;-0.450;-3.518;-0.12;-0.16;0.00;0.05;-0.11;-0.93;0.44;-0.78
226;1;1.150;-0.550;-3.535;-0.11;-0.15;0.00;0.03;-0.12;-0.91;0.37;-0.62
227;1;1.150;-0.650;-3.553;-0.11;-0.14;0.00;0.02;-0.12;-0.89;0.28;-0.46
228;1;1.150;-0.750;-3.571;-0.11;-0.14;0.00;0.02;-0.11;-0.86;0.20;-0.33
229;1;1.150;-0.850;-3.589;-0.11;-0.13;0.00;0.01;-0.10;-0.82;0.11;-0.22
230;1;1.150;-0.950;-3.607;-0.11;-0.13;0.00;0.00;-0.10;-0.77;0.04;-0.12
231;1;1.150;-1.050;-3.625;-0.10;-0.12;0.00;0.00;-0.09;-0.70;-0.03;-0.05
232;1;1.150;-1.150;-3.642;-0.10;-0.12;0.00;0.00;-0.09;-0.64;-0.09;0.00
233;1;1.150;-1.250;-3.660;-0.09;-0.11;0.00;0.00;-0.08;-0.56;-0.13;0.03
234;1;1.150;-1.350;-3.678;-0.09;-0.11;0.00;0.00;-0.08;-0.49;-0.17;0.05
235;1;1.150;-1.450;-3.696;-0.09;-0.10;0.00;0.00;-0.07;-0.40;-0.19;0.05
236;1;1.150;-1.550;-3.714;-0.08;-0.10;0.01;0.00;-0.07;-0.32;-0.21;0.03
237;1;1.150;-1.650;-3.731;-0.08;-0.09;0.01;0.00;-0.07;-0.23;-0.21;0.01
238;1;1.150;-1.750;-3.749;-0.08;-0.09;0.01;0.00;-0.07;-0.15;-0.21;-0.03
239;1;1.150;-1.850;-3.767;-0.08;-0.08;0.01;0.00;-0.07;-0.06;-0.21;-0.07
240;1;1.150;-1.950;-3.785;-0.07;-0.08;0.01;0.00;-0.07;0.03;-0.19;-0.12
241;1;1.250;-0.050;-3.471;-0.14;-0.17;0.03;0.40;-0.22;-0.79;0.23;-1.23
242;1;1.250;-0.150;-3.488;-0.13;-0.16;0.01;0.22;-0.14;-0.78;0.34;-1.19
243;1;1.250;-0.250;-3.505;-0.12;-0.15;0.00;0.14;-0.11;-0.80;0.37;-1.06
244;1;1.250;-0.350;-3.523;-0.12;-0.15;0.00;0.09;-0.09;-0.82;0.36;-0.92
245;1;1.250;-0.450;-3.540;-0.11;-0.14;-0.01;0.05;-0.11;-0.81;0.32;-0.77
246;1;1.250;-0.550;-3.557;-0.11;-0.14;-0.01;0.03;-0.12;-0.80;0.25;-0.62
247;1;1.250;-0.650;-3.574;-0.11;-0.13;-0.01;0.02;-0.11;-0.78;0.17;-0.48
248;1;1.250;-0.750;-3.591;-0.11;-0.13;-0.01;0.02;-0.10;-0.76;0.10;-0.35
249;1;1.250;-0.850;-3.609;-0.10;-0.13;-0.01;0.01;-0.09;-0.72;0.03;-0.24
250;1;1.250;-0.950;-3.626;-0.10;-0.12;0.00;0.01;-0.09;-0.67;-0.03;-0.15
251;1;1.250;-1.050;-3.643;-0.10;-0.12;0.00;0.00;-0.08;-0.62;-0.09;-0.08
