Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
252;1;1.250;-1.150;-3.660;-0.09;-0.11;0.00;0.00;-0.08;-0.56;-0.13;-0.03
253;1;1.250;-1.250;-3.677;-0.09;-0.11;0.00;0.00;-0.08;-0.50;-0.17;0.00
254;1;1.250;-1.350;-3.695;-0.09;-0.10;0.00;0.00;-0.07;-0.43;-0.19;0.02
255;1;1.250;-1.450;-3.712;-0.09;-0.10;0.00;0.00;-0.07;-0.36;-0.21;0.02
256;1;1.250;-1.550;-3.729;-0.08;-0.09;0.00;0.00;-0.07;-0.29;-0.21;0.00
257;1;1.250;-1.650;-3.746;-0.08;-0.09;0.00;0.00;-0.07;-0.22;-0.21;-0.02
258;1;1.250;-1.750;-3.763;-0.08;-0.09;0.01;0.00;-0.07;-0.14;-0.21;-0.05
259;1;1.250;-1.850;-3.780;-0.07;-0.08;0.01;0.00;-0.07;-0.06;-0.20;-0.09
260;1;1.250;-1.950;-3.798;-0.07;-0.08;0.01;0.01;-0.06;0.02;-0.18;-0.14
261;1;1.350;-0.050;-3.496;-0.12;-0.15;0.02;0.30;-0.13;-0.67;0.27;-1.11
262;1;1.350;-0.150;-3.512;-0.12;-0.15;0.00;0.17;-0.08;-0.67;0.30;-1.08
263;1;1.350;-0.250;-3.529;-0.11;-0.13;0.00;0.11;-0.06;-0.69;0.29;-0.98
264;1;1.350;-0.350;-3.545;-0.10;-0.13;-0.01;0.08;-0.08;-0.70;0.27;-0.87
265;1;1.350;-0.450;-3.562;-0.11;-0.13;-0.01;0.06;-0.10;-0.69;0.22;-0.74
266;1;1.350;-0.550;-3.579;-0.11;-0.13;-0.01;0.04;-0.10;-0.67;0.15;-0.60
267;1;1.350;-0.650;-3.595;-0.11;-0.13;-0.01;0.02;-0.09;-0.66;0.08;-0.47
268;1;1.350;-0.750;-3.612;-0.10;-0.12;-0.01;0.01;-0.09;-0.64;0.02;-0.35
269;1;1.350;-0.850;-3.628;-0.10;-0.12;-0.01;0.01;-0.08;-0.61;-0.04;-0.25
270;1;1.350;-0.950;-3.645;-0.10;-0.11;-0.01;0.01;-0.08;-0.57;-0.09;-0.16
271;1;1.350;-1.050;-3.661;-0.09;-0.11;0.00;0.00;-0.08;-0.53;-0.13;-0.10
272;1;1.350;-1.150;-3.678;-0.09;-0.11;0.00;0.00;-0.08;-0.48;-0.17;-0.05
273;1;1.350;-1.250;-3.695;-0.09;-0.10;0.00;0.00;-0.07;-0.43;-0.19;-0.02
274;1;1.350;-1.350;-3.711;-0.09;-0.10;0.00;0.00;-0.07;-0.38;-0.20;0.00
275;1;1.350;-1.450;-3.728;-0.08;-0.09;0.00;0.00;-0.07;-0.32;-0.21;0.00
276;1;1.350;-1.550;-3.744;-0.08;-0.09;0.00;0.00;-0.07;-0.26;-0.21;-0.01
277;1;1.350;-1.650;-3.761;-0.08;-0.09;0.00;0.00;-0.07;-0.19;-0.20;-0.03
278;1;1.350;-1.750;-3.777;-0.07;-0.08;0.00;0.00;-0.07;-0.13;-0.19;-0.06
279;1;1.350;-1.850;-3.794;-0.07;-0.08;0.01;0.00;-0.07;-0.06;-0.18;-0.10
280;1;1.350;-1.950;-3.810;-0.07;-0.07;0.01;0.01;-0.07;0.01;-0.16;-0.14
281;1;1.450;-0.050;-3.520;-0.11;-0.12;0.00;0.23;-0.06;-0.57;0.36;-1.00
282;1;1.450;-0.150;-3.536;-0.10;-0.13;-0.01;0.14;-0.03;-0.58;0.32;-0.97
283;1;1.450;-0.250;-3.552;-0.10;-0.13;-0.01;0.06;-0.05;-0.58;0.27;-0.91
284;1;1.450;-0.350;-3.568;-0.10;-0.12;-0.01;0.06;-0.09;-0.56;0.21;-0.82
285;1;1.450;-0.450;-3.584;-0.10;-0.12;-0.01;0.06;-0.09;-0.55;0.15;-0.70
286;1;1.450;-0.550;-3.600;-0.11;-0.12;-0.01;0.04;-0.08;-0.54;0.08;-0.57
287;1;1.450;-0.650;-3.616;-0.10;-0.12;-0.01;0.02;-0.08;-0.53;0.01;-0.44
288;1;1.450;-0.750;-3.632;-0.10;-0.12;-0.01;0.01;-0.08;-0.51;-0.05;-0.33
289;1;1.450;-0.850;-3.648;-0.10;-0.11;-0.01;0.01;-0.08;-0.49;-0.09;-0.24
290;1;1.450;-0.950;-3.664;-0.09;-0.11;-0.01;0.01;-0.08;-0.47;-0.14;-0.16
291;1;1.450;-1.050;-3.680;-0.09;-0.11;-0.01;0.00;-0.07;-0.44;-0.17;-0.09
292;1;1.450;-1.150;-3.696;-0.09;-0.10;0.00;0.00;-0.07;-0.40;-0.19;-0.05
293;1;1.450;-1.250;-3.712;-0.09;-0.10;0.00;0.00;-0.07;-0.36;-0.21;-0.02
294;1;1.450;-1.350;-3.728;-0.08;-0.09;0.00;0.00;-0.07;-0.32;-0.21;0.00
295;1;1.450;-1.450;-3.744;-0.08;-0.09;0.00;0.00;-0.07;-0.27;-0.21;0.00
296;1;1.450;-1.550;-3.760;-0.08;-0.09;0.00;0.00;-0.07;-0.22;-0.20;-0.01
297;1;1.450;-1.650;-3.775;-0.07;-0.08;0.00;0.00;-0.07;-0.16;-0.19;-0.03
298;1;1.450;-1.750;-3.791;-0.07;-0.08;0.00;0.00;-0.07;-0.11;-0.17;-0.06
299;1;1.450;-1.850;-3.807;-0.07;-0.07;0.00;0.00;-0.07;-0.05;-0.15;-0.10
300;1;1.450;-1.950;-3.823;-0.07;-0.07;0.01;0.01;-0.07;0.01;-0.13;-0.14
301;1;1.550;-0.050;-3.545;-0.09;-0.10;0.00;0.17;0.00;-0.50;0.46;-0.91
302;1;1.550;-0.150;-3.560;-0.09;-0.11;-0.01;0.13;0.00;-0.48;0.37;-0.88
303;1;1.550;-0.250;-3.576;-0.09;-0.12;-0.01;0.07;-0.07;-0.45;0.30;-0.84
304;1;1.550;-0.350;-3.591;-0.10;-0.12;-0.01;0.04;-0.09;-0.41;0.20;-0.76
305;1;1.550;-0.450;-3.606;-0.10;-0.11;-0.01;0.04;-0.07;-0.39;0.11;-0.64
306;1;1.550;-0.550;-3.622;-0.10;-0.11;-0.01;0.03;-0.06;-0.39;0.03;-0.52
307;1;1.550;-0.650;-3.637;-0.10;-0.11;-0.01;0.02;-0.06;-0.39;-0.03;-0.40
308;1;1.550;-0.750;-3.652;-0.10;-0.11;-0.01;0.01;-0.07;-0.39;-0.09;-0.30
309;1;1.550;-0.850;-3.668;-0.09;-0.11;-0.01;0.01;-0.07;-0.38;-0.13;-0.21
310;1;1.550;-0.950;-3.683;-0.09;-0.10;-0.01;0.00;-0.07;-0.36;-0.17;-0.13
311;1;1.550;-1.050;-3.698;-0.09;-0.10;-0.01;0.00;-0.07;-0.34;-0.19;-0.07
312;1;1.550;-1.150;-3.714;-0.08;-0.10;-0.01;0.00;-0.07;-0.32;-0.21;-0.03
313;1;1.550;-1.250;-3.729;-0.08;-0.09;0.00;0.00;-0.07;-0.29;-0.21;0.00
314;1;1.550;-1.350;-3.744;-0.08;-0.09;0.00;0.00;-0.07;-0.26;-0.21;0.01
315;1;1.550;-1.450;-3.760;-0.08;-0.09;0.00;0.00;-0.07;-0.22;-0.20;0.01
316;1;1.550;-1.550;-3.775;-0.07;-0.08;0.00;0.00;-0.07;-0.18;-0.19;0.00
317;1;1.550;-1.650;-3.790;-0.07;-0.08;0.00;0.00;-0.07;-0.13;-0.17;-0.02
318;1;1.550;-1.750;-3.805;-0.07;-0.08;0.00;0.00;-0.07;-0.08;-0.14;-0.05
319;1;1.550;-1.850;-3.821;-0.07;-0.07;0.00;0.00;-0.07;-0.03;-0.12;-0.08
320;1;1.550;-1.950;-3.836;-0.06;-0.07;0.00;0.00;-0.07;0.02;-0.09;-0.12
321;1;1.650;-0.050;-3.570;-0.08;-0.09;0.00;0.11;0.03;-0.39;0.53;-0.85
322;1;1.650;-0.150;-3.585;-0.08;-0.09;-0.01;0.10;0.00;-0.35;0.42;-0.80
323;1;1.650;-0.250;-3.599;-0.09;-0.12;-0.01;0.09;-0.06;-0.28;0.35;-0.77
324;1;1.650;-0.350;-3.614;-0.10;-0.12;-0.01;0.05;-0.07;-0.24;0.22;-0.69
325;1;1.650;-0.450;-3.629;-0.10;-0.11;-0.01;0.03;-0.06;-0.23;0.09;-0.57
326;1;1.650;-0.550;-3.643;-0.10;-0.10;-0.01;0.02;-0.04;-0.25;0.01;-0.46
327;1;1.650;-0.650;-3.658;-0.09;-0.10;-0.01;0.02;-0.06;-0.25;-0.06;-0.35
328;1;1.650;-0.750;-3.673;-0.09;-0.11;-0.01;0.01;-0.07;-0.26;-0.11;-0.25
329;1;1.650;-0.850;-3.687;-0.09;-0.10;-0.01;0.00;-0.07;-0.26;-0.16;-0.17
330;1;1.650;-0.950;-3.702;-0.09;-0.10;-0.01;0.00;-0.07;-0.25;-0.19;-0.10
331;1;1.650;-1.050;-3.717;-0.08;-0.10;-0.01;0.00;-0.07;-0.25;-0.20;-0.05
332;1;1.650;-1.150;-3.731;-0.08;-0.09;-0.01;0.00;-0.07;-0.23;-0.21;-0.01
333;1;1.650;-1.250;-3.746;-0.08;-0.09;0.00;0.00;-0.07;-0.22;-0.21;0.02
334;1;1.650;-1.350;-3.761;-0.08;-0.09;0.00;0.00;-0.07;-0.19;-0.20;0.03
335;1;1.650;-1.450;-3.775;-0.07;-0.08;0.00;0.00;-0.07;-0.16;-0.19;0.03
336;1;1.650;-1.550;-3.790;-0.07;-0.08;0.00;0.00;-0.07;-0.13;-0.17;0.02
337;1;1.650;-1.650;-3.805;-0.07;-0.08;0.00;0.00;-0.07;-0.10;-0.14;0.00
338;1;1.650;-1.750;-3.820;-0.07;-0.07;0.00;0.00;-0.07;-0.06;-0.11;-0.03
339;1;1.650;-1.850;-3.834;-0.06;-0.07;0.00;0.00;-0.07;-0.01;-0.08;-0.06
340;1;1.650;-1.950;-3.849;-0.06;-0.06;0.00;0.00;-0.07;0.03;-0.05;-0.10
341;1;1.750;-0.050;-3.595;-0.08;-0.08;0.00;0.06;0.04;-0.22;0.63;-0.78
342;1;1.750;-0.150;-3.609;-0.08;-0.08;-0.01;0.06;0.01;-0.16;0.47;-0.73
343;1;1.750;-0.250;-3.623;-0.09;-0.11;-0.01;0.07;-0.02;-0.09;0.41;-0.70
344;1;1.750;-0.350;-3.637;-0.10;-0.11;-0.01;0.04;-0.04;-0.06;0.26;-0.62
345;1;1.750;-0.450;-3.651;-0.10;-0.10;-0.01;0.02;-0.04;-0.07;0.10;-0.50
346;1;1.750;-0.550;-3.665;-0.09;-0.10;-0.02;0.01;-0.04;-0.10;0.00;-0.38
347;1;1.750;-0.650;-3.679;-0.09;-0.10;-0.01;0.01;-0.05;-0.11;-0.07;-0.29
348;1;1.750;-0.750;-3.693;-0.09;-0.10;-0.01;0.01;-0.06;-0.13;-0.13;-0.20
349;1;1.750;-0.850;-3.707;-0.09;-0.10;-0.01;0.00;-0.06;-0.14;-0.17;-0.12
350;1;1.750;-0.950;-3.721;-0.08;-0.09;-0.01;0.00;-0.06;-0.15;-0.20;-0.06
351;1;1.750;-1.050;-3.735;-0.08;-0.09;-0.01;0.00;-0.06;-0.15;-0.21;-0.01
352;1;1.750;-1.150;-3.749;-0.08;-0.09;-0.01;0.00;-0.07;-0.15;-0.21;0.03
353;1;1.750;-1.250;-3.763;-0.08;-0.09;-0.01;0.00;-0.07;-0.14;-0.21;0.05
354;1;1.750;-1.350;-3.777;-0.07;-0.08;0.00;0.00;-0.07;-0.12;-0.19;0.06
355;1;1.750;-1.450;-3.791;-0.07;-0.08;0.00;0.00;-0.07;-0.11;-0.17;0.06
356;1;1.750;-1.550;-3.805;-0.07;-0.08;0.00;0.00;-0.07;-0.08;-0.14;0.05
357;1;1.750;-1.650;-3.820;-0.07;-0.07;0.00;0.00;-0.07;-0.06;-0.11;0.03
358;1;1.750;-1.750;-3.834;-0.06;-0.07;0.00;0.00;-0.07;-0.02;-0.08;0.00
359;1;1.750;-1.850;-3.848;-0.06;-0.06;0.00;0.00;-0.07;0.01;-0.04;-0.03
360;1;1.750;-1.950;-3.862;-0.06;-0.06;0.00;0.00;-0.07;0.04;-0.01;-0.07
361;1;1.850;-0.050;-3.619;-0.09;-0.08;-0.01;0.03;0.05;0.00;0.77;-0.69
362;1;1.850;-0.150;-3.633;-0.09;-0.08;-0.01;0.03;0.01;0.05;0.55;-0.65
363;1;1.850;-0.250;-3.646;-0.09;-0.10;-0.01;0.04;0.00;0.12;0.46;-0.63
364;1;1.850;-0.350;-3.660;-0.10;-0.11;-0.01;0.03;-0.02;0.12;0.30;-0.53
365;1;1.850;-0.450;-3.673;-0.09;-0.10;-0.02;0.01;-0.03;0.09;0.13;-0.41
366;1;1.850;-0.550;-3.686;-0.09;-0.09;-0.02;0.00;-0.04;0.05;0.01;-0.31
367;1;1.850;-0.650;-3.700;-0.09;-0.09;-0.01;0.00;-0.05;0.03;-0.06;-0.22
368;1;1.850;-0.750;-3.713;-0.09;-0.10;-0.01;0.00;-0.06;0.00;-0.12;-0.14
369;1;1.850;-0.850;-3.727;-0.09;-0.09;-0.01;0.00;-0.06;-0.02;-0.17;-0.06
370;1;1.850;-0.950;-3.740;-0.08;-0.09;-0.01;-0.01;-0.06;-0.04;-0.20;0.00
371;1;1.850;-1.050;-3.754;-0.08;-0.09;-0.01;-0.01;-0.06;-0.05;-0.21;0.04
372;1;1.850;-1.150;-3.767;-0.08;-0.08;-0.01;0.00;-0.07;-0.06;-0.21;0.07
373;1;1.850;-1.250;-3.780;-0.07;-0.08;-0.01;0.00;-0.07;-0.06;-0.19;0.09
374;1;1.850;-1.350;-3.794;-0.07;-0.08;-0.01;0.00;-0.07;-0.06;-0.18;0.10
375;1;1.850;-1.450;-3.807;-0.07;-0.07;0.00;0.00;-0.07;-0.05;-0.15;0.10
376;1;1.850;-1.550;-3.821;-0.07;-0.07;0.00;0.00;-0.07;-0.03;-0.12;0.08
377;1;1.850;-1.650;-3.834;-0.06;-0.07;0.00;0.00;-0.07;-0.01;-0.08;0.06
378;1;1.850;-1.750;-3.848;-0.06;-0.06;0.00;0.00;-0.07;0.01;-0.04;0.03
379;1;1.850;-1.850;-3.861;-0.06;-0.06;0.00;0.00;-0.07;0.03;-0.01;0.00
380;1;1.850;-1.950;-3.875;-0.06;-0.06;0.00;0.00;-0.07;0.06;0.03;-0.04
381;1;1.950;-0.050;-3.644;-0.09;-0.08;-0.01;0.00;0.03;0.23;0.94;-0.61
382;1;1.950;-0.150;-3.657;-0.09;-0.08;-0.01;0.02;0.00;0.28;0.67;-0.57
383;1;1.950;-0.250;-3.670;-0.10;-0.09;-0.01;0.02;0.02;0.31;0.53;-0.53
384;1;1.950;-0.350;-3.682;-0.10;-0.10;-0.02;0.01;0.00;0.28;0.35;-0.44
385;1;1.950;-0.450;-3.695;-0.09;-0.10;-0.02;-0.01;-0.03;0.24;0.17;-0.32
386;1;1.950;-0.550;-3.708;-0.09;-0.09;-0.02;-0.01;-0.05;0.20;0.04;-0.23
387;1;1.950;-0.650;-3.721;-0.09;-0.09;-0.01;0.00;-0.05;0.16;-0.05;-0.14
388;1;1.950;-0.750;-3.734;-0.09;-0.09;-0.01;0.00;-0.05;0.13;-0.11;-0.07
389;1;1.950;-0.850;-3.746;-0.08;-0.09;-0.01;-0.01;-0.06;0.10;-0.16;0.00
390;1;1.950;-0.950;-3.759;-0.08;-0.09;-0.01;-0.01;-0.06;0.07;-0.19;0.05
391;1;1.950;-1.050;-3.772;-0.08;-0.08;-0.01;-0.01;-0.07;0.05;-0.20;0.09
392;1;1.950;-1.150;-3.785;-0.07;-0.08;-0.01;0.00;-0.07;0.03;-0.19;0.12
393;1;1.950;-1.250;-3.798;-0.07;-0.08;-0.01;-0.01;-0.06;0.02;-0.18;0.14
394;1;1.950;-1.350;-3.810;-0.07;-0.07;-0.01;-0.01;-0.07;0.01;-0.16;0.14
395;1;1.950;-1.450;-3.823;-0.07;-0.07;-0.01;-0.01;-0.07;0.01;-0.13;0.14
396;1;1.950;-1.550;-3.836;-0.06;-0.07;0.00;0.00;-0.07;0.02;-0.09;0.12
397;1;1.950;-1.650;-3.849;-0.06;-0.06;0.00;0.00;-0.07;0.03;-0.05;0.10
398;1;1.950;-1.750;-3.862;-0.06;-0.06;0.00;0.00;-0.07;0.04;-0.01;0.07
399;1;1.950;-1.850;-3.875;-0.06;-0.06;0.00;0.00;-0.07;0.06;0.03;0.04
400;1;1.950;-1.950;-3.887;-0.05;-0.05;0.00;0.00;-0.07;0.08;0.07;0.00
401;1;0.200;-2.200;-3.723;-0.10;-0.08;0.01;0.04;-0.02;0.69;0.87;0.31
402;1;0.200;-2.600;-3.818;-0.10;-0.07;0.01;0.05;-0.06;1.17;1.14;0.07
403;1;0.200;-3.000;-3.912;-0.09;-0.04;0.01;0.04;-0.09;1.18;1.14;-0.12
404;1;0.200;-3.400;-4.008;-0.08;-0.01;0.01;0.01;-0.07;-0.06;0.77;-0.25
405;1;0.200;-3.800;-4.102;-0.07;0.00;0.00;-0.01;-0.01;-3.11;0.15;-0.25
406;1;0.600;-2.200;-3.767;-0.08;-0.08;0.01;0.01;-0.05;0.48;0.10;-0.03
407;1;0.600;-2.600;-3.852;-0.08;-0.06;0.01;0.03;-0.06;0.84;0.21;-0.31
408;1;0.600;-3.000;-3.938;-0.07;-0.03;0.01;0.03;-0.07;0.68;0.20;-0.50
409;1;0.600;-3.400;-4.023;-0.07;-0.01;0.00;0.02;-0.05;-0.42;0.10;-0.55
410;1;0.600;-3.800;-4.108;-0.07;0.00;0.00;0.01;-0.01;-2.64;0.01;-0.33
411;1;1.000;-2.200;-3.813;-0.07;-0.07;0.01;0.01;-0.06;0.27;-0.13;-0.24
412;1;1.000;-2.600;-3.888;-0.07;-0.05;0.01;0.02;-0.06;0.50;-0.06;-0.45
413;1;1.000;-3.000;-3.963;-0.06;-0.03;0.01;0.02;-0.06;0.32;-0.03;-0.54
414;1;1.000;-3.400;-4.037;-0.06;-0.01;0.00;0.01;-0.03;-0.54;-0.03;-0.45
415;1;1.000;-3.800;-4.113;-0.06;0.00;0.00;0.01;-0.01;-2.10;-0.01;-0.20
416;1;1.400;-2.200;-3.858;-0.06;-0.06;0.01;0.01;-0.06;0.14;-0.06;-0.27
417;1;1.400;-2.600;-3.922;-0.06;-0.04;0.01;0.01;-0.06;0.29;0.00;-0.41
418;1;1.400;-3.000;-3.987;-0.05;-0.02;0.01;0.01;-0.05;0.14;0.01;-0.43
419;1;1.400;-3.400;-4.052;-0.05;-0.01;0.00;0.02;-0.03;-0.53;-0.01;-0.29
420;1;1.400;-3.800;-4.117;-0.05;0.00;0.00;0.02;-0.01;-1.69;0.00;-0.08
421;1;1.800;-2.200;-3.902;-0.05;-0.05;0.00;0.00;-0.06;0.11;0.12;-0.16
422;1;1.800;-2.600;-3.957;-0.05;-0.03;0.01;0.01;-0.06;0.18;0.19;-0.29
423;1;1.800;-3.000;-4.012;-0.04;-0.02;0.01;0.01;-0.04;0.04;0.16;-0.30
424;1;1.800;-3.400;-4.068;-0.04;-0.01;0.00;0.02;-0.02;-0.48;0.07;-0.17
425;1;1.800;-3.800;-4.122;-0.04;0.00;0.00;0.02;-0.01;-1.42;0.01;-0.02
426;1;2.200;-0.200;-3.723;-0.10;-0.08;-0.01;-0.04;-0.02;0.69;0.87;-0.31
427;1;2.200;-0.600;-3.767;-0.08;-0.08;-0.01;-0.01;-0.05;0.48;0.10;0.03
428;1;2.200;-1.000;-3.813;-0.07;-0.07;-0.01;-0.01;-0.06;0.27;-0.13;0.24
429;1;2.200;-1.400;-3.858;-0.06;-0.06;-0.01;-0.01;-0.06;0.14;-0.06;0.27
430;1;2.200;-1.800;-3.902;-0.05;-0.05;0.00;0.00;-0.06;0.11;0.12;0.16
431;1;2.200;-2.200;-3.948;-0.04;-0.04;0.00;0.00;-0.06;0.12;0.30;0.00
432;1;2.200;-2.600;-3.993;-0.04;-0.02;0.00;0.01;-0.05;0.10;0.39;-0.14
433;1;2.200;-3.000;-4.037;-0.03;-0.01;0.01;0.01;-0.04;-0.05;0.34;-0.19
434;1;2.200;-3.400;-4.082;-0.03;0.00;0.00;0.02;-0.02;-0.45;0.17;-0.12
435;1;2.200;-3.800;-4.128;-0.03;0.00;0.00;0.02;-0.01;-1.20;0.03;-0.01
436;1;2.600;-0.200;-3.818;-0.10;-0.07;-0.01;-0.05;-0.06;1.17;1.14;-0.07
437;1;2.600;-0.600;-3.852;-0.08;-0.06;-0.01;-0.03;-0.06;0.84;0.21;0.31
438;1;2.600;-1.000;-3.888;-0.07;-0.05;-0.01;-0.02;-0.06;0.50;-0.06;0.45
439;1;2.600;-1.400;-3.922;-0.06;-0.04;-0.01;-0.01;-0.06;0.29;0.00;0.42
440;1;2.600;-1.800;-3.957;-0.05;-0.03;-0.01;-0.01;-0.06;0.18;0.19;0.29
441;1;2.600;-2.200;-3.993;-0.04;-0.02;0.00;-0.01;-0.05;0.10;0.39;0.14
442;1;2.600;-2.600;-4.028;-0.03;-0.02;0.00;0.00;-0.05;-0.01;0.51;0.00
443;1;2.600;-3.000;-4.063;-0.02;-0.01;0.00;0.01;-0.03;-0.18;0.48;-0.10
444;1;2.600;-3.400;-4.097;-0.02;0.00;0.00;0.02;-0.02;-0.45;0.28;-0.12
445;1;2.600;-3.800;-4.133;-0.02;0.00;0.00;0.02;0.00;-0.97;0.05;-0.04
446;1;3.000;-0.200;-3.912;-0.09;-0.04;-0.01;-0.04;-0.09;1.17;1.13;0.12
447;1;3.000;-0.600;-3.938;-0.07;-0.03;-0.01;-0.03;-0.07;0.68;0.20;0.51
448;1;3.000;-1.000;-3.963;-0.06;-0.03;-0.01;-0.02;-0.06;0.32;-0.03;0.54
449;1;3.000;-1.400;-3.987;-0.05;-0.02;-0.01;-0.01;-0.05;0.14;0.01;0.43
450;1;3.000;-1.800;-4.012;-0.04;-0.02;-0.01;-0.01;-0.04;0.04;0.15;0.30
451;1;3.000;-2.200;-4.037;-0.03;-0.01;-0.01;-0.01;-0.04;-0.05;0.33;0.19
452;1;3.000;-2.600;-4.063;-0.02;-0.01;0.00;-0.01;-0.03;-0.18;0.48;0.11
453;1;3.000;-3.000;-4.088;-0.01;0.00;0.00;0.00;-0.03;-0.33;0.51;0.00
454;1;3.000;-3.400;-4.113;-0.01;0.00;0.00;0.01;-0.02;-0.48;0.36;-0.10
455;1;3.000;-3.800;-4.137;-0.01;0.00;0.00;0.02;0.00;-0.70;0.07;-0.08
456;1;3.400;-0.200;-4.008;-0.08;-0.01;-0.01;-0.01;-0.07;-0.06;0.76;0.25
457;1;3.400;-0.600;-4.023;-0.07;-0.01;0.00;-0.02;-0.05;-0.42;0.09;0.55
458;1;3.400;-1.000;-4.037;-0.06;-0.01;0.00;-0.01;-0.03;-0.54;-0.03;0.46
459;1;3.400;-1.400;-4.052;-0.05;-0.01;0.00;-0.02;-0.03;-0.53;-0.01;0.29
460;1;3.400;-1.800;-4.068;-0.04;-0.01;0.00;-0.02;-0.02;-0.48;0.06;0.17
461;1;3.400;-2.200;-4.082;-0.03;0.00;0.00;-0.02;-0.02;-0.45;0.17;0.12
462;1;3.400;-2.600;-4.097;-0.02;0.00;0.00;-0.02;-0.02;-0.45;0.28;0.12
463;1;3.400;-3.000;-4.113;-0.01;0.00;0.00;-0.01;-0.02;-0.48;0.35;0.10
464;1;3.400;-3.400;-4.128;-0.01;0.00;0.00;0.00;-0.01;-0.49;0.32;0.00
465;1;3.400;-3.800;-4.142;0.00;0.00;0.00;0.01;0.00;-0.41;0.09;-0.09
466;1;3.800;-0.200;-4.102;-0.07;0.00;0.00;0.01;-0.01;-3.11;0.14;0.25
467;1;3.800;-0.600;-4.108;-0.07;0.00;0.00;-0.01;-0.01;-2.65;0.00;0.33
468;1;3.800;-1.000;-4.113;-0.06;0.00;0.00;-0.01;-0.01;-2.10;-0.01;0.20
469;1;3.800;-1.400;-4.117;-0.05;0.00;0.00;-0.02;-0.01;-1.69;-0.01;0.08
470;1;3.800;-1.800;-4.122;-0.04;0.00;0.00;-0.02;-0.01;-1.42;0.00;0.02
471;1;3.800;-2.200;-4.128;-0.03;0.00;0.00;-0.02;-0.01;-1.20;0.02;0.01
472;1;3.800;-2.600;-4.133;-0.02;0.00;0.00;-0.02;0.00;-0.97;0.04;0.04
473;1;3.800;-3.000;-4.137;-0.01;0.00;0.00;-0.02;0.00;-0.69;0.07;0.08
474;1;3.800;-3.400;-4.142;0.00;0.00;0.00;-0.01;0.00;-0.40;0.09;0.09
475;1;3.800;-3.800;-4.148;0.00;0.00;0.00;0.00;0.00;-0.16;0.05;0.00
476;1;0.050;0.050;-3.175;-1.15;-1.12;0.00;0.01;2.03;6.05;5.35;-0.01
477;1;0.050;0.150;-3.200;-1.09;-1.02;-0.01;-0.19;1.87;5.48;5.05;-0.46
478;1;0.050;0.250;-3.224;-1.00;-0.92;0.02;-0.42;1.70;4.52;4.71;-1.05
479;1;0.050;0.350;-3.249;-0.87;-0.81;0.07;-0.64;1.51;3.41;4.15;-1.53
480;1;0.050;0.450;-3.274;-0.74;-0.71;0.11;-0.79;1.33;2.36;3.49;-1.81
481;1;0.050;0.550;-3.298;-0.62;-0.61;0.13;-0.87;1.16;1.45;2.84;-1.92
482;1;0.050;0.650;-3.323;-0.51;-0.53;0.14;-0.91;1.01;0.69;2.22;-1.91
483;1;0.050;0.750;-3.348;-0.41;-0.45;0.13;-0.90;0.88;0.07;1.65;-1.84
484;1;0.050;0.850;-3.372;-0.33;-0.38;0.11;-0.84;0.74;-0.40;1.16;-1.72
485;1;0.050;0.950;-3.397;-0.27;-0.31;0.09;-0.75;0.60;-0.72;0.75;-1.60
486;1;0.050;1.050;-3.422;-0.21;-0.26;0.07;-0.64;0.47;-0.89;0.46;-1.47
487;1;0.050;1.150;-3.446;-0.17;-0.21;0.05;-0.52;0.34;-0.89;0.29;-1.35
488;1;0.050;1.250;-3.471;-0.14;-0.17;0.03;-0.40;0.22;-0.79;0.23;-1.23
489;1;0.050;1.350;-3.496;-0.12;-0.15;0.02;-0.30;0.13;-0.66;0.27;-1.11
490;1;0.050;1.450;-3.520;-0.11;-0.12;0.00;-0.23;0.06;-0.57;0.36;-1.00
491;1;0.050;1.550;-3.545;-0.09;-0.10;0.00;-0.17;0.00;-0.50;0.46;-0.91
492;1;0.050;1.650;-3.570;-0.08;-0.09;0.00;-0.11;-0.03;-0.39;0.53;-0.85
493;1;0.050;1.750;-3.595;-0.08;-0.08;0.00;-0.06;-0.04;-0.22;0.63;-0.78
494;1;0.050;1.850;-3.619;-0.09;-0.08;-0.01;-0.03;-0.05;0.00;0.77;-0.69
495;1;0.050;1.950;-3.644;-0.09;-0.08;-0.01;0.00;-0.03;0.23;0.94;-0.61
496;1;0.150;0.050;-3.200;-1.09;-1.02;0.01;0.19;1.87;5.47;5.05;0.45
497;1;0.150;0.150;-3.224;-1.06;-0.89;0.00;0.00;1.61;4.56;4.43;0.00
498;1;0.150;0.250;-3.248;-0.98;-0.77;0.02;-0.21;1.41;3.36;4.01;-0.45
499;1;0.150;0.350;-3.272;-0.84;-0.67;0.06;-0.39;1.23;2.20;3.57;-0.84
500;1;0.150;0.450;-3.296;-0.71;-0.57;0.08;-0.50;1.06;1.24;3.08;-1.11
501;1;0.150;0.550;-3.320;-0.59;-0.49;0.09;-0.57;0.91;0.47;2.59;-1.29
502;1;0.150;0.650;-3.344;-0.49;-0.42;0.09;-0.60;0.77;-0.13;2.11;-1.39
503;1;0.150;0.750;-3.368;-0.39;-0.36;0.09;-0.58;0.65;-0.56;1.68;-1.42
504;1;0.150;0.850;-3.392;-0.31;-0.31;0.07;-0.53;0.55;-0.83;1.28;-1.42
