Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
21;1;0.150;-0.050;-3.200;-3.79;-15.43;8.46;36.03;-63.79;-8.14;35.62;-36.99
22;1;0.150;-0.150;-3.224;0.10;-9.21;-0.99;-12.20;-28.87;-14.10;34.03;-28.83
23;1;0.150;-0.250;-3.248;-0.17;-3.44;-1.71;-16.69;-6.66;-14.55;30.13;-22.02
24;1;0.150;-0.350;-3.272;-0.05;-1.84;-1.28;-11.80;-0.30;-16.65;25.83;-16.58
25;1;0.150;-0.450;-3.296;0.11;-1.32;-0.95;-7.45;0.28;-18.23;21.60;-12.46
26;1;0.150;-0.550;-3.320;0.19;-1.07;-0.73;-4.86;-0.18;-18.83;17.71;-9.45
27;1;0.150;-0.650;-3.344;0.20;-0.91;-0.56;-3.52;-0.53;-18.59;14.44;-7.35
28;1;0.150;-0.750;-3.368;0.18;-0.76;-0.41;-2.79;-0.72;-17.68;11.84;-5.92
29;1;0.150;-0.850;-3.392;0.16;-0.63;-0.29;-2.29;-0.77;-16.33;9.79;-4.91
30;1;0.150;-0.950;-3.416;0.13;-0.49;-0.19;-1.89;-0.70;-14.69;8.12;-4.15
31;1;0.150;-1.050;-3.440;0.11;-0.37;-0.12;-1.50;-0.55;-12.94;6.75;-3.57
32;1;0.150;-1.150;-3.464;0.09;-0.26;-0.07;-1.09;-0.39;-11.32;5.69;-3.10
33;1;0.150;-1.250;-3.488;0.10;-0.20;-0.04;-0.76;-0.25;-9.97;4.95;-2.74
34;1;0.150;-1.350;-3.512;0.11;-0.16;-0.02;-0.61;-0.11;-8.79;4.47;-2.48
35;1;0.150;-1.450;-3.536;0.11;-0.12;-0.01;-0.58;-0.07;-7.69;4.14;-2.31
36;1;0.150;-1.550;-3.560;0.09;-0.08;0.00;-0.50;-0.15;-6.79;3.81;-2.23
37;1;0.150;-1.650;-3.585;0.08;-0.04;0.00;-0.32;-0.21;-6.24;3.43;-2.20
38;1;0.150;-1.750;-3.609;0.09;-0.03;0.00;-0.16;-0.17;-5.97;3.03;-2.21
39;1;0.150;-1.850;-3.633;0.11;-0.02;0.00;-0.06;-0.13;-5.83;2.66;-2.27
40;1;0.150;-1.950;-3.657;0.12;-0.01;0.00;0.04;-0.11;-5.77;2.32;-2.33
41;1;0.250;-0.050;-3.224;-3.55;-6.76;3.16;22.60;-31.23;-4.53;21.32;-31.09
42;1;0.250;-0.150;-3.248;-1.56;-5.48;0.44;-0.49;-22.62;-10.40;22.00;-29.01
43;1;0.250;-0.250;-3.271;-0.94;-3.01;-0.67;-9.91;-10.69;-13.62;22.28;-23.25
44;1;0.250;-0.350;-3.295;-0.54;-1.78;-0.70;-9.40;-4.37;-15.84;20.88;-18.04
45;1;0.250;-0.450;-3.318;-0.23;-1.25;-0.59;-6.80;-2.12;-17.12;18.69;-13.77
46;1;0.250;-0.550;-3.341;-0.06;-0.95;-0.47;-4.74;-1.41;-17.40;16.08;-10.48
47;1;0.250;-0.650;-3.365;0.01;-0.75;-0.36;-3.38;-1.05;-16.85;13.56;-8.06
48;1;0.250;-0.750;-3.388;0.04;-0.61;-0.27;-2.45;-0.80;-15.74;11.44;-6.34
49;1;0.250;-0.850;-3.412;0.04;-0.50;-0.19;-1.79;-0.61;-14.31;9.73;-5.12
50;1;0.250;-0.950;-3.435;0.04;-0.41;-0.13;-1.31;-0.50;-12.75;8.30;-4.25
51;1;0.250;-1.050;-3.459;0.03;-0.31;-0.08;-0.98;-0.45;-11.26;7.07;-3.61
52;1;0.250;-1.150;-3.482;0.04;-0.23;-0.05;-0.76;-0.42;-9.97;6.02;-3.11
53;1;0.250;-1.250;-3.505;0.05;-0.16;-0.02;-0.60;-0.30;-8.81;5.13;-2.71
54;1;0.250;-1.350;-3.529;0.06;-0.12;-0.01;-0.41;-0.13;-7.73;4.44;-2.41
55;1;0.250;-1.450;-3.552;0.06;-0.10;0.00;-0.21;-0.09;-6.88;4.02;-2.29
56;1;0.250;-1.550;-3.576;0.07;-0.08;0.00;-0.11;-0.19;-6.44;3.79;-2.33
57;1;0.250;-1.650;-3.599;0.08;-0.06;0.00;-0.12;-0.26;-6.29;3.49;-2.44
58;1;0.250;-1.750;-3.623;0.10;-0.04;0.00;-0.14;-0.23;-6.17;3.01;-2.50
59;1;0.250;-1.850;-3.646;0.12;-0.03;0.00;-0.14;-0.18;-6.01;2.52;-2.55
60;1;0.250;-1.950;-3.670;0.13;-0.02;0.00;-0.15;-0.18;-5.92;2.13;-2.55
61;1;0.350;-0.050;-3.249;-2.67;-3.64;1.13;14.48;-15.68;-3.52;16.25;-26.78
62;1;0.350;-0.150;-3.272;-1.90;-3.07;0.20;3.18;-13.38;-8.04;15.87;-26.19
63;1;0.350;-0.250;-3.295;-1.28;-2.04;-0.31;-3.68;-8.32;-11.41;17.23;-21.93
64;1;0.350;-0.350;-3.317;-0.82;-1.35;-0.39;-5.17;-4.47;-13.66;17.00;-17.60
65;1;0.350;-0.450;-3.340;-0.47;-0.98;-0.35;-4.41;-2.42;-14.82;15.90;-13.81
66;1;0.350;-0.550;-3.363;-0.25;-0.76;-0.29;-3.29;-1.49;-15.07;14.32;-10.69
67;1;0.350;-0.650;-3.386;-0.13;-0.60;-0.23;-2.37;-1.01;-14.56;12.55;-8.29
68;1;0.350;-0.750;-3.409;-0.06;-0.48;-0.17;-1.68;-0.68;-13.54;10.89;-6.52
69;1;0.350;-0.850;-3.431;-0.03;-0.39;-0.12;-1.17;-0.47;-12.25;9.45;-5.25
70;1;0.350;-0.950;-3.454;-0.01;-0.32;-0.08;-0.81;-0.37;-10.91;8.24;-4.33
71;1;0.350;-1.050;-3.477;0.00;-0.26;-0.05;-0.59;-0.37;-9.71;7.20;-3.64
72;1;0.350;-1.150;-3.500;0.01;-0.20;-0.03;-0.47;-0.37;-8.71;6.27;-3.10
73;1;0.350;-1.250;-3.523;0.02;-0.14;-0.02;-0.39;-0.32;-7.85;5.39;-2.70
74;1;0.350;-1.350;-3.545;0.03;-0.10;-0.01;-0.25;-0.28;-7.12;4.63;-2.48
75;1;0.350;-1.450;-3.568;0.05;-0.08;0.00;-0.10;-0.25;-6.63;4.06;-2.45
76;1;0.350;-1.550;-3.591;0.07;-0.07;0.00;-0.02;-0.22;-6.36;3.67;-2.52
77;1;0.350;-1.650;-3.614;0.09;-0.06;0.00;-0.05;-0.20;-6.21;3.32;-2.58
78;1;0.350;-1.750;-3.637;0.10;-0.04;0.00;-0.11;-0.18;-6.06;2.95;-2.57
79;1;0.350;-1.850;-3.660;0.11;-0.03;0.00;-0.15;-0.15;-5.87;2.56;-2.53
80;1;0.350;-1.950;-3.682;0.12;-0.02;-0.01;-0.20;-0.11;-5.69;2.19;-2.46
81;1;0.450;-0.050;-3.274;-1.82;-2.12;0.41;9.64;-8.29;-2.49;14.07;-23.18
82;1;0.450;-0.150;-3.296;-1.55;-1.79;0.00;3.66;-7.46;-6.23;12.78;-23.03
83;1;0.450;-0.250;-3.318;-1.19;-1.34;-0.22;-0.64;-5.44;-9.14;14.12;-19.75
84;1;0.450;-0.350;-3.340;-0.82;-0.97;-0.26;-2.33;-3.43;-11.19;14.25;-16.23
85;1;0.450;-0.450;-3.362;-0.52;-0.74;-0.23;-2.43;-2.07;-12.22;13.69;-13.03
86;1;0.450;-0.550;-3.385;-0.31;-0.59;-0.19;-1.97;-1.28;-12.47;12.74;-10.31
87;1;0.450;-0.650;-3.407;-0.18;-0.48;-0.15;-1.47;-0.86;-12.12;11.57;-8.12
88;1;0.450;-0.750;-3.429;-0.11;-0.39;-0.11;-1.07;-0.59;-11.32;10.33;-6.45
89;1;0.450;-0.850;-3.451;-0.06;-0.32;-0.08;-0.76;-0.41;-10.28;9.16;-5.21
90;1;0.450;-0.950;-3.473;-0.04;-0.26;-0.05;-0.51;-0.34;-9.24;8.13;-4.30
91;1;0.450;-1.050;-3.495;-0.02;-0.20;-0.03;-0.34;-0.34;-8.36;7.23;-3.60
92;1;0.450;-1.150;-3.518;0.00;-0.16;-0.02;-0.24;-0.36;-7.68;6.41;-3.09
93;1;0.450;-1.250;-3.540;0.01;-0.12;-0.02;-0.19;-0.37;-7.18;5.65;-2.75
94;1;0.450;-1.350;-3.562;0.03;-0.09;-0.01;-0.15;-0.35;-6.84;4.95;-2.60
95;1;0.450;-1.450;-3.584;0.05;-0.07;-0.01;-0.13;-0.30;-6.57;4.31;-2.55
96;1;0.450;-1.550;-3.606;0.06;-0.05;-0.01;-0.11;-0.22;-6.28;3.77;-2.54
97;1;0.450;-1.650;-3.629;0.07;-0.03;-0.01;-0.10;-0.15;-6.00;3.36;-2.52
98;1;0.450;-1.750;-3.651;0.08;-0.02;-0.01;-0.10;-0.12;-5.77;3.04;-2.46
99;1;0.450;-1.850;-3.673;0.09;-0.01;-0.01;-0.10;-0.10;-5.58;2.74;-2.38
100;1;0.450;-1.950;-3.695;0.09;0.00;-0.01;-0.12;-0.06;-5.37;2.42;-2.30
101;1;0.550;-0.050;-3.298;-1.16;-1.27;0.14;6.55;-4.58;-1.40;13.20;-20.12
102;1;0.550;-0.150;-3.320;-1.11;-1.07;-0.08;3.16;-4.13;-4.65;11.31;-20.01
103;1;0.550;-0.250;-3.341;-0.91;-0.87;-0.18;0.48;-3.29;-6.92;12.16;-17.36
104;1;0.550;-0.350;-3.363;-0.67;-0.69;-0.19;-0.84;-2.34;-8.69;12.38;-14.49
105;1;0.550;-0.450;-3.385;-0.45;-0.55;-0.17;-1.20;-1.57;-9.67;12.11;-11.83
106;1;0.550;-0.550;-3.406;-0.29;-0.46;-0.13;-1.09;-1.03;-9.96;11.52;-9.54
107;1;0.550;-0.650;-3.428;-0.18;-0.38;-0.10;-0.86;-0.69;-9.76;10.73;-7.64
108;1;0.550;-0.750;-3.449;-0.11;-0.32;-0.08;-0.64;-0.49;-9.21;9.83;-6.15
109;1;0.550;-0.850;-3.471;-0.07;-0.26;-0.05;-0.46;-0.39;-8.50;8.92;-5.01
110;1;0.550;-0.950;-3.492;-0.04;-0.21;-0.04;-0.30;-0.37;-7.84;8.06;-4.16
111;1;0.550;-1.050;-3.514;-0.03;-0.16;-0.03;-0.19;-0.38;-7.34;7.27;-3.52
112;1;0.550;-1.150;-3.535;-0.01;-0.13;-0.02;-0.13;-0.39;-6.98;6.54;-3.07
113;1;0.550;-1.250;-3.557;0.01;-0.10;-0.02;-0.10;-0.37;-6.75;5.86;-2.77
114;1;0.550;-1.350;-3.579;0.02;-0.08;-0.02;-0.11;-0.33;-6.56;5.24;-2.59
115;1;0.550;-1.450;-3.600;0.04;-0.05;-0.01;-0.14;-0.27;-6.33;4.64;-2.48
116;1;0.550;-1.550;-3.622;0.05;-0.03;-0.01;-0.14;-0.21;-6.04;4.11;-2.40
117;1;0.550;-1.650;-3.643;0.06;-0.02;-0.01;-0.12;-0.16;-5.75;3.67;-2.34
118;1;0.550;-1.750;-3.665;0.07;-0.01;-0.01;-0.09;-0.12;-5.53;3.32;-2.30
119;1;0.550;-1.850;-3.686;0.07;0.00;-0.01;-0.07;-0.09;-5.35;3.01;-2.25
120;1;0.550;-1.950;-3.708;0.08;0.01;-0.01;-0.05;-0.06;-5.19;2.69;-2.21
121;1;0.650;-0.050;-3.323;-0.71;-0.76;0.03;4.44;-2.59;-0.10;12.92;-17.45
122;1;0.650;-0.150;-3.344;-0.73;-0.66;-0.10;2.40;-2.30;-3.03;10.70;-17.27
123;1;0.650;-0.250;-3.365;-0.62;-0.57;-0.15;0.71;-1.93;-4.89;11.06;-15.02
124;1;0.650;-0.350;-3.386;-0.48;-0.48;-0.15;-0.18;-1.48;-6.40;11.19;-12.66
125;1;0.650;-0.450;-3.407;-0.34;-0.41;-0.13;-0.52;-1.09;-7.33;11.05;-10.47
126;1;0.650;-0.550;-3.428;-0.23;-0.35;-0.10;-0.56;-0.77;-7.71;10.65;-8.57
127;1;0.650;-0.650;-3.449;-0.15;-0.30;-0.08;-0.48;-0.54;-7.68;10.09;-6.98
128;1;0.650;-0.750;-3.470;-0.10;-0.25;-0.06;-0.36;-0.43;-7.40;9.43;-5.72
129;1;0.650;-0.850;-3.490;-0.07;-0.21;-0.04;-0.25;-0.41;-7.07;8.74;-4.72
130;1;0.650;-0.950;-3.511;-0.04;-0.17;-0.03;-0.16;-0.42;-6.79;8.03;-3.96
131;1;0.650;-1.050;-3.532;-0.03;-0.13;-0.03;-0.11;-0.41;-6.61;7.34;-3.39
132;1;0.650;-1.150;-3.553;-0.01;-0.11;-0.03;-0.09;-0.39;-6.49;6.68;-2.98
133;1;0.650;-1.250;-3.574;0.00;-0.08;-0.02;-0.09;-0.34;-6.36;6.05;-2.68
134;1;0.650;-1.350;-3.595;0.02;-0.06;-0.02;-0.10;-0.28;-6.17;5.47;-2.45
135;1;0.650;-1.450;-3.616;0.03;-0.04;-0.02;-0.11;-0.23;-5.94;4.95;-2.30
136;1;0.650;-1.550;-3.637;0.04;-0.02;-0.02;-0.11;-0.19;-5.71;4.49;-2.21
137;1;0.650;-1.650;-3.658;0.05;-0.01;-0.01;-0.09;-0.16;-5.51;4.07;-2.16
138;1;0.650;-1.750;-3.679;0.06;0.00;-0.01;-0.08;-0.13;-5.33;3.68;-2.14
139;1;0.650;-1.850;-3.700;0.07;0.01;-0.01;-0.06;-0.10;-5.19;3.32;-2.12
140;1;0.650;-1.950;-3.721;0.07;0.01;-0.02;-0.04;-0.08;-5.07;2.99;-2.11
141;1;0.750;-0.050;-3.348;-0.42;-0.43;-0.04;2.92;-1.45;1.32;12.89;-15.16
142;1;0.750;-0.150;-3.368;-0.45;-0.41;-0.10;1.67;-1.25;-1.46;10.51;-14.85
143;1;0.750;-0.250;-3.388;-0.40;-0.38;-0.13;0.62;-1.12;-3.15;10.53;-12.87
144;1;0.750;-0.350;-3.409;-0.32;-0.34;-0.12;0.04;-0.92;-4.48;10.49;-10.92
145;1;0.750;-0.450;-3.429;-0.24;-0.30;-0.10;-0.20;-0.71;-5.36;10.34;-9.13
146;1;0.750;-0.550;-3.449;-0.17;-0.27;-0.08;-0.27;-0.54;-5.84;10.06;-7.57
147;1;0.750;-0.650;-3.470;-0.12;-0.23;-0.06;-0.24;-0.44;-6.01;9.65;-6.27
148;1;0.750;-0.750;-3.490;-0.08;-0.20;-0.05;-0.17;-0.42;-6.02;9.15;-5.22
149;1;0.750;-0.850;-3.510;-0.06;-0.17;-0.04;-0.11;-0.43;-6.01;8.61;-4.37
150;1;0.750;-0.950;-3.530;-0.04;-0.14;-0.04;-0.08;-0.43;-6.02;8.02;-3.69
151;1;0.750;-1.050;-3.551;-0.03;-0.11;-0.03;-0.07;-0.40;-6.04;7.42;-3.17
152;1;0.750;-1.150;-3.571;-0.01;-0.08;-0.03;-0.08;-0.35;-6.01;6.82;-2.77
153;1;0.750;-1.250;-3.591;0.00;-0.06;-0.03;-0.09;-0.30;-5.90;6.24;-2.47
154;1;0.750;-1.350;-3.612;0.02;-0.04;-0.02;-0.09;-0.25;-5.73;5.70;-2.25
155;1;0.750;-1.450;-3.632;0.03;-0.02;-0.02;-0.08;-0.21;-5.54;5.23;-2.10
156;1;0.750;-1.550;-3.652;0.04;-0.01;-0.02;-0.07;-0.17;-5.38;4.82;-2.02
157;1;0.750;-1.650;-3.673;0.05;0.00;-0.02;-0.06;-0.15;-5.24;4.43;-1.97
158;1;0.750;-1.750;-3.693;0.06;0.01;-0.02;-0.06;-0.12;-5.11;4.05;-1.95
159;1;0.750;-1.850;-3.713;0.06;0.02;-0.02;-0.06;-0.10;-4.98;3.68;-1.93
160;1;0.750;-1.950;-3.734;0.07;0.02;-0.02;-0.05;-0.08;-4.88;3.35;-1.91
161;1;0.850;-0.050;-3.372;-0.23;-0.24;-0.06;1.82;-0.74;2.63;12.98;-13.25
162;1;0.850;-0.150;-3.392;-0.27;-0.25;-0.10;1.06;-0.60;-0.12;10.51;-12.74
163;1;0.850;-0.250;-3.412;-0.25;-0.26;-0.11;0.43;-0.63;-1.71;10.33;-10.99
164;1;0.850;-0.350;-3.431;-0.21;-0.24;-0.10;0.09;-0.57;-2.96;10.13;-9.35
165;1;0.850;-0.450;-3.451;-0.16;-0.23;-0.08;-0.07;-0.46;-3.83;9.90;-7.88
166;1;0.850;-0.550;-3.471;-0.12;-0.21;-0.07;-0.11;-0.39;-4.41;9.66;-6.62
167;1;0.850;-0.650;-3.490;-0.09;-0.18;-0.06;-0.09;-0.39;-4.78;9.37;-5.56
168;1;0.850;-0.750;-3.510;-0.07;-0.16;-0.05;-0.06;-0.42;-5.03;8.98;-4.68
169;1;0.850;-0.850;-3.530;-0.05;-0.13;-0.05;-0.04;-0.42;-5.24;8.53;-3.94
170;1;0.850;-0.950;-3.550;-0.04;-0.11;-0.04;-0.04;-0.40;-5.41;8.02;-3.34
171;1;0.850;-1.050;-3.569;-0.02;-0.08;-0.04;-0.06;-0.35;-5.50;7.49;-2.86
172;1;0.850;-1.150;-3.589;-0.01;-0.06;-0.03;-0.07;-0.31;-5.49;6.95;-2.49
173;1;0.850;-1.250;-3.609;0.00;-0.04;-0.03;-0.08;-0.27;-5.42;6.44;-2.21
174;1;0.850;-1.350;-3.628;0.01;-0.03;-0.03;-0.08;-0.23;-5.31;5.96;-2.01
175;1;0.850;-1.450;-3.648;0.03;-0.01;-0.02;-0.07;-0.19;-5.18;5.52;-1.88
176;1;0.850;-1.550;-3.668;0.04;0.00;-0.02;-0.06;-0.16;-5.06;5.11;-1.80
177;1;0.850;-1.650;-3.687;0.04;0.01;-0.02;-0.06;-0.13;-4.94;4.75;-1.75
178;1;0.850;-1.750;-3.707;0.05;0.02;-0.02;-0.05;-0.11;-4.83;4.40;-1.71
179;1;0.850;-1.850;-3.727;0.06;0.02;-0.02;-0.05;-0.09;-4.72;4.06;-1.68
180;1;0.850;-1.950;-3.746;0.06;0.03;-0.02;-0.05;-0.07;-4.61;3.74;-1.66
181;1;0.950;-0.050;-3.397;-0.12;-0.12;-0.08;1.03;-0.30;3.69;13.14;-11.66
182;1;0.950;-0.150;-3.416;-0.16;-0.15;-0.10;0.62;-0.19;0.92;10.58;-10.92
183;1;0.950;-0.250;-3.435;-0.15;-0.18;-0.10;0.28;-0.30;-0.60;10.28;-9.38
184;1;0.950;-0.350;-3.454;-0.13;-0.18;-0.09;0.09;-0.34;-1.82;10.00;-7.98
185;1;0.950;-0.450;-3.473;-0.11;-0.17;-0.08;-0.01;-0.32;-2.74;9.68;-6.76
186;1;0.950;-0.550;-3.492;-0.09;-0.16;-0.06;-0.02;-0.32;-3.41;9.43;-5.73
187;1;0.950;-0.650;-3.511;-0.07;-0.14;-0.06;-0.01;-0.37;-3.90;9.19;-4.86
188;1;0.950;-0.750;-3.530;-0.06;-0.12;-0.05;0.00;-0.39;-4.30;8.87;-4.11
189;1;0.950;-0.850;-3.550;-0.05;-0.10;-0.05;-0.01;-0.38;-4.62;8.47;-3.46
190;1;0.950;-0.950;-3.569;-0.04;-0.08;-0.05;-0.04;-0.34;-4.84;8.03;-2.92
191;1;0.950;-1.050;-3.588;-0.02;-0.06;-0.04;-0.06;-0.31;-4.96;7.55;-2.49
192;1;0.950;-1.150;-3.607;-0.01;-0.04;-0.04;-0.07;-0.27;-4.98;7.08;-2.16
193;1;0.950;-1.250;-3.626;0.00;-0.03;-0.03;-0.07;-0.24;-4.95;6.64;-1.91
194;1;0.950;-1.350;-3.645;0.01;-0.01;-0.03;-0.06;-0.21;-4.90;6.22;-1.73
195;1;0.950;-1.450;-3.664;0.02;0.00;-0.03;-0.06;-0.18;-4.83;5.82;-1.61
196;1;0.950;-1.550;-3.683;0.03;0.01;-0.02;-0.06;-0.15;-4.74;5.43;-1.53
197;1;0.950;-1.650;-3.702;0.04;0.02;-0.02;-0.05;-0.13;-4.63;5.07;-1.48
198;1;0.950;-1.750;-3.721;0.05;0.02;-0.02;-0.05;-0.10;-4.53;4.74;-1.45
199;1;0.950;-1.850;-3.740;0.05;0.03;-0.02;-0.04;-0.08;-4.44;4.43;-1.42
200;1;0.950;-1.950;-3.759;0.06;0.03;-0.02;-0.04;-0.06;-4.34;4.12;-1.40
201;1;1.050;-0.050;-3.422;-0.07;-0.05;-0.08;0.48;-0.04;4.44;13.30;-10.28
202;1;1.050;-0.150;-3.440;-0.09;-0.09;-0.09;0.32;0.04;1.60;10.72;-9.34
203;1;1.050;-0.250;-3.459;-0.09;-0.12;-0.09;0.18;-0.09;0.16;10.32;-7.98
204;1;1.050;-0.350;-3.477;-0.09;-0.13;-0.08;0.08;-0.18;-1.04;9.98;-6.79
205;1;1.050;-0.450;-3.495;-0.08;-0.13;-0.07;0.03;-0.24;-2.00;9.63;-5.76
206;1;1.050;-0.550;-3.514;-0.07;-0.12;-0.06;0.03;-0.30;-2.71;9.34;-4.91
207;1;1.050;-0.650;-3.532;-0.06;-0.11;-0.06;0.04;-0.34;-3.27;9.09;-4.17
208;1;1.050;-0.750;-3.551;-0.05;-0.09;-0.06;0.02;-0.34;-3.72;8.79;-3.51
209;1;1.050;-0.850;-3.569;-0.04;-0.07;-0.05;-0.01;-0.32;-4.07;8.42;-2.94
210;1;1.050;-0.950;-3.588;-0.03;-0.06;-0.05;-0.04;-0.29;-4.30;8.02;-2.47
211;1;1.050;-1.050;-3.606;-0.02;-0.04;-0.05;-0.06;-0.27;-4.43;7.62;-2.09
212;1;1.050;-1.150;-3.625;-0.01;-0.03;-0.04;-0.06;-0.24;-4.50;7.22;-1.79
213;1;1.050;-1.250;-3.643;0.00;-0.01;-0.04;-0.06;-0.21;-4.52;6.84;-1.57
214;1;1.050;-1.350;-3.661;0.01;0.00;-0.03;-0.06;-0.19;-4.50;6.46;-1.41
215;1;1.050;-1.450;-3.680;0.02;0.01;-0.03;-0.06;-0.16;-4.46;6.10;-1.30
216;1;1.050;-1.550;-3.698;0.03;0.02;-0.03;-0.06;-0.14;-4.40;5.75;-1.23
217;1;1.050;-1.650;-3.717;0.04;0.02;-0.02;-0.05;-0.12;-4.33;5.41;-1.19
218;1;1.050;-1.750;-3.735;0.04;0.03;-0.02;-0.04;-0.09;-4.25;5.09;-1.17
219;1;1.050;-1.850;-3.754;0.05;0.04;-0.02;-0.04;-0.07;-4.18;4.78;-1.16
220;1;1.050;-1.950;-3.772;0.05;0.04;-0.02;-0.03;-0.05;-4.11;4.49;-1.16
221;1;1.150;-0.050;-3.446;-0.04;-0.02;-0.08;0.10;0.10;4.78;13.40;-9.04
222;1;1.150;-0.150;-3.464;-0.06;-0.05;-0.08;0.17;0.11;1.90;10.95;-8.02
223;1;1.150;-0.250;-3.482;-0.06;-0.08;-0.08;0.13;0.04;0.57;10.33;-6.79
224;1;1.150;-0.350;-3.500;-0.06;-0.10;-0.08;0.07;-0.07;-0.58;9.97;-5.75
225;1;1.150;-0.450;-3.518;-0.06;-0.10;-0.07;0.05;-0.20;-1.51;9.65;-4.89
226;1;1.150;-0.550;-3.535;-0.06;-0.09;-0.07;0.06;-0.28;-2.21;9.33;-4.14
227;1;1.150;-0.650;-3.553;-0.05;-0.08;-0.06;0.05;-0.29;-2.77;9.02;-3.49
228;1;1.150;-0.750;-3.571;-0.05;-0.07;-0.06;0.01;-0.28;-3.22;8.72;-2.91
229;1;1.150;-0.850;-3.589;-0.04;-0.05;-0.06;-0.03;-0.27;-3.56;8.38;-2.42
230;1;1.150;-0.950;-3.607;-0.03;-0.04;-0.05;-0.05;-0.25;-3.79;8.02;-2.00
231;1;1.150;-1.050;-3.625;-0.02;-0.03;-0.05;-0.06;-0.23;-3.95;7.69;-1.67
232;1;1.150;-1.150;-3.642;0.00;-0.01;-0.04;-0.06;-0.21;-4.05;7.35;-1.41
233;1;1.150;-1.250;-3.660;0.01;0.00;-0.04;-0.06;-0.19;-4.10;7.01;-1.21
234;1;1.150;-1.350;-3.678;0.01;0.01;-0.03;-0.06;-0.17;-4.11;6.67;-1.07
235;1;1.150;-1.450;-3.696;0.02;0.02;-0.03;-0.06;-0.15;-4.10;6.35;-0.98
236;1;1.150;-1.550;-3.714;0.03;0.03;-0.03;-0.05;-0.13;-4.06;6.04;-0.92
237;1;1.150;-1.650;-3.731;0.04;0.03;-0.03;-0.04;-0.11;-4.02;5.73;-0.89
238;1;1.150;-1.750;-3.749;0.04;0.04;-0.02;-0.04;-0.09;-3.97;5.43;-0.88
239;1;1.150;-1.850;-3.767;0.05;0.04;-0.02;-0.03;-0.07;-3.92;5.13;-0.89
240;1;1.150;-1.950;-3.785;0.05;0.04;-0.02;-0.02;-0.05;-3.89;4.84;-0.90
241;1;1.250;-0.050;-3.471;-0.04;-0.01;-0.08;-0.12;0.18;4.72;13.27;-7.91
242;1;1.250;-0.150;-3.488;-0.05;-0.04;-0.08;0.06;0.09;1.93;11.20;-6.94
243;1;1.250;-0.250;-3.505;-0.05;-0.06;-0.07;0.04;0.08;0.72;10.30;-5.79
244;1;1.250;-0.350;-3.523;-0.05;-0.07;-0.07;0.04;-0.02;-0.33;9.90;-4.88
245;1;1.250;-0.450;-3.540;-0.05;-0.07;-0.07;0.08;-0.17;-1.15;9.66;-4.13
246;1;1.250;-0.550;-3.557;-0.05;-0.07;-0.07;0.08;-0.24;-1.80;9.34;-3.44
247;1;1.250;-0.650;-3.574;-0.05;-0.06;-0.07;0.03;-0.24;-2.34;8.96;-2.84
