Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
248;1;1.250;-0.750;-3.591;-0.04;-0.05;-0.06;-0.02;-0.22;-2.76;8.64;-2.34
249;1;1.250;-0.850;-3.609;-0.03;-0.04;-0.06;-0.05;-0.22;-3.08;8.33;-1.90
250;1;1.250;-0.950;-3.626;-0.02;-0.02;-0.05;-0.05;-0.22;-3.33;8.04;-1.54
251;1;1.250;-1.050;-3.643;-0.01;-0.01;-0.05;-0.06;-0.20;-3.51;7.74;-1.25
252;1;1.250;-1.150;-3.660;0.00;0.00;-0.04;-0.06;-0.18;-3.63;7.45;-1.02
253;1;1.250;-1.250;-3.677;0.01;0.01;-0.04;-0.06;-0.17;-3.70;7.15;-0.85
254;1;1.250;-1.350;-3.695;0.01;0.02;-0.03;-0.06;-0.15;-3.74;6.85;-0.73
255;1;1.250;-1.450;-3.712;0.02;0.02;-0.03;-0.05;-0.13;-3.75;6.57;-0.65
256;1;1.250;-1.550;-3.729;0.03;0.03;-0.03;-0.05;-0.11;-3.74;6.29;-0.61
257;1;1.250;-1.650;-3.746;0.03;0.04;-0.03;-0.04;-0.10;-3.72;6.01;-0.59
258;1;1.250;-1.750;-3.763;0.04;0.04;-0.02;-0.03;-0.08;-3.70;5.74;-0.59
259;1;1.250;-1.850;-3.780;0.04;0.05;-0.02;-0.03;-0.07;-3.68;5.46;-0.61
260;1;1.250;-1.950;-3.798;0.05;0.05;-0.02;-0.02;-0.06;-3.66;5.18;-0.64
261;1;1.350;-0.050;-3.496;-0.05;-0.01;-0.08;-0.22;0.22;4.49;12.76;-6.89
262;1;1.350;-0.150;-3.512;-0.05;-0.03;-0.08;-0.07;0.09;1.92;11.27;-6.05
263;1;1.350;-0.250;-3.529;-0.04;-0.05;-0.07;-0.06;0.02;0.72;10.29;-4.95
264;1;1.350;-0.350;-3.545;-0.04;-0.05;-0.06;0.04;-0.05;-0.17;9.80;-4.15
265;1;1.350;-0.450;-3.562;-0.04;-0.05;-0.07;0.10;-0.14;-0.85;9.58;-3.45
266;1;1.350;-0.550;-3.579;-0.04;-0.05;-0.07;0.05;-0.18;-1.45;9.27;-2.80
267;1;1.350;-0.650;-3.595;-0.04;-0.04;-0.07;-0.02;-0.19;-1.95;8.89;-2.25
268;1;1.350;-0.750;-3.612;-0.03;-0.03;-0.06;-0.05;-0.19;-2.34;8.56;-1.80
269;1;1.350;-0.850;-3.628;-0.03;-0.02;-0.06;-0.05;-0.19;-2.66;8.29;-1.41
270;1;1.350;-0.950;-3.645;-0.02;-0.01;-0.05;-0.06;-0.18;-2.91;8.03;-1.09
271;1;1.350;-1.050;-3.661;-0.01;0.00;-0.05;-0.06;-0.17;-3.10;7.77;-0.83
272;1;1.350;-1.150;-3.678;0.00;0.01;-0.04;-0.07;-0.16;-3.24;7.51;-0.63
273;1;1.350;-1.250;-3.695;0.01;0.02;-0.04;-0.07;-0.15;-3.32;7.26;-0.49
274;1;1.350;-1.350;-3.711;0.02;0.02;-0.03;-0.06;-0.13;-3.38;7.00;-0.39
275;1;1.350;-1.450;-3.728;0.02;0.03;-0.03;-0.05;-0.12;-3.42;6.75;-0.32
276;1;1.350;-1.550;-3.744;0.03;0.04;-0.03;-0.05;-0.10;-3.43;6.50;-0.29
277;1;1.350;-1.650;-3.761;0.03;0.04;-0.03;-0.04;-0.09;-3.43;6.24;-0.29
278;1;1.350;-1.750;-3.777;0.04;0.05;-0.02;-0.03;-0.07;-3.43;5.99;-0.30
279;1;1.350;-1.850;-3.794;0.04;0.05;-0.02;-0.03;-0.06;-3.42;5.75;-0.33
280;1;1.350;-1.950;-3.810;0.04;0.05;-0.02;-0.02;-0.05;-3.41;5.49;-0.36
281;1;1.450;-0.050;-3.520;-0.06;-0.01;-0.07;-0.25;0.23;4.26;11.92;-6.00
282;1;1.450;-0.150;-3.536;-0.05;-0.03;-0.08;-0.15;0.19;1.91;10.96;-5.25
283;1;1.450;-0.250;-3.552;-0.04;-0.04;-0.07;-0.06;-0.07;0.71;10.40;-4.24
284;1;1.450;-0.350;-3.568;-0.04;-0.04;-0.06;0.06;-0.14;-0.01;9.80;-3.50
285;1;1.450;-0.450;-3.584;-0.04;-0.04;-0.07;0.07;-0.10;-0.56;9.38;-2.83
286;1;1.450;-0.550;-3.600;-0.04;-0.03;-0.07;-0.01;-0.09;-1.11;9.07;-2.21
287;1;1.450;-0.650;-3.616;-0.04;-0.03;-0.07;-0.06;-0.14;-1.60;8.79;-1.71
288;1;1.450;-0.750;-3.632;-0.03;-0.02;-0.06;-0.06;-0.17;-1.98;8.51;-1.30
289;1;1.450;-0.850;-3.648;-0.02;-0.01;-0.06;-0.06;-0.16;-2.29;8.24;-0.95
290;1;1.450;-0.950;-3.664;-0.02;0.00;-0.05;-0.07;-0.15;-2.54;7.99;-0.65
291;1;1.450;-1.050;-3.680;-0.01;0.01;-0.05;-0.07;-0.15;-2.73;7.77;-0.43
292;1;1.450;-1.150;-3.696;0.00;0.02;-0.04;-0.07;-0.14;-2.87;7.55;-0.26
293;1;1.450;-1.250;-3.712;0.01;0.02;-0.04;-0.07;-0.13;-2.97;7.33;-0.13
294;1;1.450;-1.350;-3.728;0.02;0.03;-0.03;-0.06;-0.12;-3.05;7.11;-0.05
295;1;1.450;-1.450;-3.744;0.02;0.04;-0.03;-0.06;-0.11;-3.10;6.89;0.00
296;1;1.450;-1.550;-3.760;0.03;0.04;-0.03;-0.05;-0.09;-3.14;6.67;0.02
297;1;1.450;-1.650;-3.775;0.03;0.05;-0.03;-0.04;-0.08;-3.16;6.44;0.01
298;1;1.450;-1.750;-3.791;0.04;0.05;-0.02;-0.03;-0.07;-3.17;6.22;-0.01
299;1;1.450;-1.850;-3.807;0.04;0.05;-0.02;-0.03;-0.05;-3.18;5.98;-0.05
300;1;1.450;-1.950;-3.823;0.04;0.06;-0.02;-0.02;-0.04;-3.18;5.75;-0.09
301;1;1.550;-0.050;-3.545;-0.05;-0.01;-0.05;-0.23;0.21;3.93;11.05;-5.23
302;1;1.550;-0.150;-3.560;-0.05;-0.03;-0.06;-0.08;0.27;1.80;10.34;-4.47
303;1;1.550;-0.250;-3.576;-0.04;-0.04;-0.07;0.05;-0.08;0.79;10.50;-3.63
304;1;1.550;-0.350;-3.591;-0.04;-0.03;-0.07;0.06;-0.19;0.21;9.86;-2.92
305;1;1.550;-0.450;-3.606;-0.05;-0.02;-0.07;-0.02;-0.09;-0.30;9.15;-2.26
306;1;1.550;-0.550;-3.622;-0.04;-0.02;-0.07;-0.08;-0.04;-0.83;8.78;-1.68
307;1;1.550;-0.650;-3.637;-0.04;-0.02;-0.06;-0.08;-0.10;-1.30;8.63;-1.22
308;1;1.550;-0.750;-3.652;-0.03;-0.01;-0.06;-0.06;-0.15;-1.67;8.44;-0.85
309;1;1.550;-0.850;-3.668;-0.02;0.00;-0.06;-0.07;-0.15;-1.96;8.17;-0.52
310;1;1.550;-0.950;-3.683;-0.01;0.01;-0.05;-0.08;-0.13;-2.19;7.92;-0.25
311;1;1.550;-1.050;-3.698;-0.01;0.02;-0.05;-0.09;-0.12;-2.38;7.73;-0.05
312;1;1.550;-1.150;-3.714;0.00;0.02;-0.04;-0.08;-0.12;-2.53;7.56;0.10
313;1;1.550;-1.250;-3.729;0.01;0.03;-0.04;-0.07;-0.12;-2.64;7.37;0.21
314;1;1.550;-1.350;-3.744;0.02;0.04;-0.03;-0.07;-0.11;-2.74;7.18;0.28
315;1;1.550;-1.450;-3.760;0.02;0.04;-0.03;-0.06;-0.09;-2.81;6.99;0.32
316;1;1.550;-1.550;-3.775;0.03;0.05;-0.03;-0.05;-0.08;-2.86;6.80;0.33
317;1;1.550;-1.650;-3.790;0.03;0.05;-0.03;-0.04;-0.07;-2.90;6.61;0.31
318;1;1.550;-1.750;-3.805;0.04;0.05;-0.02;-0.03;-0.06;-2.93;6.40;0.27
319;1;1.550;-1.850;-3.821;0.04;0.06;-0.02;-0.02;-0.05;-2.95;6.19;0.22
320;1;1.550;-1.950;-3.836;0.04;0.06;-0.02;-0.01;-0.03;-2.98;5.97;0.16
321;1;1.650;-0.050;-3.570;-0.05;-0.02;-0.04;-0.20;0.14;3.49;10.30;-4.51
322;1;1.650;-0.150;-3.585;-0.05;-0.02;-0.05;-0.01;0.20;1.58;9.61;-3.75
323;1;1.650;-0.250;-3.599;-0.05;-0.03;-0.07;0.09;0.00;0.95;10.29;-3.16
324;1;1.650;-0.350;-3.614;-0.05;-0.02;-0.07;0.01;-0.13;0.44;9.81;-2.45
325;1;1.650;-0.450;-3.629;-0.05;-0.02;-0.07;-0.09;-0.09;-0.10;8.95;-1.74
326;1;1.650;-0.550;-3.643;-0.04;-0.02;-0.06;-0.11;-0.04;-0.62;8.51;-1.18
327;1;1.650;-0.650;-3.658;-0.04;-0.01;-0.06;-0.08;-0.08;-1.05;8.42;-0.78
328;1;1.650;-0.750;-3.673;-0.03;0.00;-0.06;-0.07;-0.12;-1.38;8.31;-0.44
329;1;1.650;-0.850;-3.687;-0.02;0.01;-0.05;-0.08;-0.13;-1.65;8.07;-0.13
330;1;1.650;-0.950;-3.702;-0.01;0.01;-0.05;-0.09;-0.12;-1.88;7.83;0.12
331;1;1.650;-1.050;-3.717;-0.01;0.02;-0.04;-0.09;-0.11;-2.06;7.66;0.31
332;1;1.650;-1.150;-3.731;0.00;0.03;-0.04;-0.08;-0.11;-2.22;7.52;0.44
333;1;1.650;-1.250;-3.746;0.01;0.04;-0.04;-0.08;-0.10;-2.34;7.37;0.53
334;1;1.650;-1.350;-3.761;0.01;0.04;-0.03;-0.07;-0.09;-2.44;7.20;0.60
335;1;1.650;-1.450;-3.775;0.02;0.05;-0.03;-0.06;-0.08;-2.53;7.04;0.63
336;1;1.650;-1.550;-3.790;0.03;0.05;-0.03;-0.05;-0.07;-2.59;6.89;0.62
337;1;1.650;-1.650;-3.805;0.03;0.06;-0.02;-0.04;-0.07;-2.65;6.73;0.59
338;1;1.650;-1.750;-3.820;0.03;0.06;-0.02;-0.04;-0.06;-2.70;6.55;0.54
339;1;1.650;-1.850;-3.834;0.04;0.06;-0.02;-0.03;-0.05;-2.75;6.36;0.48
340;1;1.650;-1.950;-3.849;0.04;0.06;-0.02;-0.02;-0.04;-2.80;6.15;0.40
341;1;1.750;-0.050;-3.595;-0.06;-0.02;-0.04;-0.18;0.07;3.13;9.60;-3.87
342;1;1.750;-0.150;-3.609;-0.06;-0.02;-0.04;-0.03;0.07;1.44;8.92;-3.18
343;1;1.750;-0.250;-3.623;-0.05;-0.02;-0.06;0.01;0.05;1.09;9.71;-2.78
344;1;1.750;-0.350;-3.637;-0.05;-0.01;-0.07;-0.05;-0.03;0.62;9.52;-2.08
345;1;1.750;-0.450;-3.651;-0.05;-0.01;-0.06;-0.11;-0.07;0.03;8.75;-1.30
346;1;1.750;-0.550;-3.665;-0.05;-0.01;-0.06;-0.12;-0.07;-0.46;8.27;-0.74
347;1;1.750;-0.650;-3.679;-0.04;0.00;-0.05;-0.10;-0.07;-0.82;8.17;-0.38
348;1;1.750;-0.750;-3.693;-0.03;0.01;-0.05;-0.09;-0.09;-1.11;8.10;-0.08
349;1;1.750;-0.850;-3.707;-0.02;0.01;-0.05;-0.10;-0.10;-1.37;7.92;0.22
350;1;1.750;-0.950;-3.721;-0.02;0.02;-0.04;-0.10;-0.10;-1.59;7.71;0.46
351;1;1.750;-1.050;-3.735;-0.01;0.03;-0.04;-0.10;-0.10;-1.77;7.55;0.63
352;1;1.750;-1.150;-3.749;0.00;0.03;-0.04;-0.09;-0.09;-1.92;7.44;0.76
353;1;1.750;-1.250;-3.763;0.01;0.04;-0.03;-0.08;-0.09;-2.06;7.32;0.84
354;1;1.750;-1.350;-3.777;0.01;0.05;-0.03;-0.07;-0.08;-2.17;7.19;0.89
355;1;1.750;-1.450;-3.791;0.02;0.05;-0.03;-0.07;-0.08;-2.27;7.05;0.91
356;1;1.750;-1.550;-3.805;0.02;0.05;-0.03;-0.06;-0.07;-2.35;6.92;0.91
357;1;1.750;-1.650;-3.820;0.03;0.06;-0.02;-0.05;-0.06;-2.43;6.79;0.87
358;1;1.750;-1.750;-3.834;0.03;0.06;-0.02;-0.04;-0.05;-2.50;6.65;0.81
359;1;1.750;-1.850;-3.848;0.04;0.06;-0.02;-0.03;-0.04;-2.56;6.49;0.74
360;1;1.750;-1.950;-3.862;0.04;0.06;-0.02;-0.02;-0.03;-2.61;6.31;0.65
361;1;1.850;-0.050;-3.619;-0.07;-0.02;-0.04;-0.17;0.01;2.98;8.93;-3.30
362;1;1.850;-0.150;-3.633;-0.07;-0.02;-0.04;-0.05;0.00;1.45;8.28;-2.74
363;1;1.850;-0.250;-3.646;-0.06;-0.01;-0.05;-0.08;0.06;1.20;8.96;-2.39
364;1;1.850;-0.350;-3.660;-0.06;-0.01;-0.06;-0.11;0.03;0.72;9.00;-1.73
365;1;1.850;-0.450;-3.673;-0.05;-0.01;-0.06;-0.13;-0.04;0.13;8.47;-0.95
366;1;1.850;-0.550;-3.686;-0.05;-0.01;-0.05;-0.12;-0.08;-0.32;8.03;-0.38
367;1;1.850;-0.650;-3.700;-0.04;0.00;-0.05;-0.11;-0.08;-0.62;7.89;-0.03
368;1;1.850;-0.750;-3.713;-0.03;0.01;-0.05;-0.11;-0.08;-0.87;7.84;0.26
369;1;1.850;-0.850;-3.727;-0.02;0.02;-0.05;-0.11;-0.08;-1.12;7.72;0.53
370;1;1.850;-0.950;-3.740;-0.02;0.03;-0.04;-0.11;-0.09;-1.33;7.55;0.76
371;1;1.850;-1.050;-3.754;-0.01;0.03;-0.04;-0.10;-0.09;-1.51;7.41;0.93
372;1;1.850;-1.150;-3.767;0.00;0.04;-0.03;-0.09;-0.08;-1.66;7.31;1.05
373;1;1.850;-1.250;-3.780;0.01;0.05;-0.03;-0.09;-0.08;-1.81;7.23;1.13
374;1;1.850;-1.350;-3.794;0.01;0.05;-0.03;-0.08;-0.08;-1.93;7.14;1.17
375;1;1.850;-1.450;-3.807;0.02;0.05;-0.03;-0.07;-0.07;-2.03;7.02;1.18
376;1;1.850;-1.550;-3.821;0.02;0.06;-0.02;-0.06;-0.06;-2.13;6.91;1.17
377;1;1.850;-1.650;-3.834;0.03;0.06;-0.02;-0.05;-0.05;-2.23;6.81;1.13
378;1;1.850;-1.750;-3.848;0.03;0.06;-0.02;-0.04;-0.05;-2.30;6.70;1.06
379;1;1.850;-1.850;-3.861;0.03;0.07;-0.02;-0.03;-0.04;-2.38;6.57;0.98
380;1;1.850;-1.950;-3.875;0.04;0.07;-0.02;-0.02;-0.03;-2.45;6.42;0.89
381;1;1.950;-0.050;-3.644;-0.08;-0.02;-0.04;-0.17;-0.04;2.95;8.35;-2.77
382;1;1.950;-0.150;-3.657;-0.08;-0.02;-0.04;-0.03;-0.04;1.50;7.78;-2.37
383;1;1.950;-0.250;-3.670;-0.08;-0.01;-0.05;-0.11;0.09;1.28;8.17;-2.02
384;1;1.950;-0.350;-3.682;-0.07;-0.01;-0.05;-0.18;0.07;0.83;8.30;-1.40
385;1;1.950;-0.450;-3.695;-0.06;-0.01;-0.05;-0.17;-0.04;0.27;8.05;-0.66
386;1;1.950;-0.550;-3.708;-0.05;0.00;-0.04;-0.12;-0.10;-0.16;7.75;-0.10
387;1;1.950;-0.650;-3.721;-0.04;0.01;-0.04;-0.10;-0.07;-0.42;7.58;0.26
388;1;1.950;-0.750;-3.734;-0.03;0.02;-0.04;-0.12;-0.05;-0.64;7.52;0.54
389;1;1.950;-0.850;-3.746;-0.03;0.02;-0.04;-0.13;-0.07;-0.86;7.44;0.80
390;1;1.950;-0.950;-3.759;-0.02;0.03;-0.04;-0.12;-0.09;-1.08;7.34;1.03
391;1;1.950;-1.050;-3.772;-0.01;0.04;-0.03;-0.10;-0.09;-1.27;7.24;1.19
392;1;1.950;-1.150;-3.785;0.00;0.04;-0.03;-0.09;-0.07;-1.44;7.15;1.31
393;1;1.950;-1.250;-3.798;0.00;0.05;-0.03;-0.10;-0.06;-1.57;7.08;1.39
394;1;1.950;-1.350;-3.810;0.01;0.05;-0.03;-0.09;-0.07;-1.70;7.03;1.42
395;1;1.950;-1.450;-3.823;0.02;0.06;-0.02;-0.07;-0.07;-1.82;6.95;1.43
396;1;1.950;-1.550;-3.836;0.02;0.06;-0.02;-0.06;-0.06;-1.94;6.86;1.42
397;1;1.950;-1.650;-3.849;0.03;0.06;-0.02;-0.06;-0.04;-2.04;6.77;1.38
398;1;1.950;-1.750;-3.862;0.03;0.07;-0.02;-0.05;-0.04;-2.13;6.69;1.30
399;1;1.950;-1.850;-3.875;0.03;0.07;-0.02;-0.03;-0.03;-2.22;6.59;1.21
400;1;1.950;-1.950;-3.887;0.03;0.07;-0.02;-0.02;-0.02;-2.32;6.47;1.11
401;1;0.200;-2.200;-3.723;0.13;0.00;-0.02;-0.06;-0.02;-5.50;1.57;-2.48
402;1;0.200;-2.600;-3.818;0.13;0.01;-0.02;-0.07;-0.02;-5.98;0.70;-2.20
403;1;0.200;-3.000;-3.912;0.15;0.00;-0.03;-0.11;0.01;-7.71;0.09;-1.70
404;1;0.200;-3.400;-4.008;0.16;-0.01;-0.01;-0.11;0.03;-10.55;0.10;-1.06
405;1;0.200;-3.800;-4.102;0.16;-0.02;0.00;-0.04;-0.06;-13.64;0.73;-0.44
406;1;0.600;-2.200;-3.767;0.08;0.03;-0.02;-0.05;-0.04;-5.10;2.21;-2.13
407;1;0.600;-2.600;-3.852;0.09;0.02;-0.03;-0.05;0.01;-5.44;1.23;-1.73
408;1;0.600;-3.000;-3.938;0.10;0.01;-0.03;-0.08;0.04;-6.77;0.61;-0.97
409;1;0.600;-3.400;-4.023;0.11;-0.02;-0.02;-0.09;0.01;-9.16;0.50;-0.06
410;1;0.600;-3.800;-4.108;0.13;-0.02;-0.01;-0.08;-0.09;-12.10;0.88;0.34
411;1;1.000;-2.200;-3.813;0.05;0.05;-0.03;-0.02;-0.02;-4.31;3.70;-1.29
412;1;1.000;-2.600;-3.888;0.06;0.04;-0.03;-0.02;0.03;-4.56;2.55;-1.00
413;1;1.000;-3.000;-3.963;0.06;0.01;-0.04;-0.03;0.05;-5.60;1.58;-0.33
414;1;1.000;-3.400;-4.037;0.08;-0.01;-0.03;-0.05;0.02;-7.78;1.01;0.50
415;1;1.000;-3.800;-4.113;0.10;-0.02;-0.02;-0.07;-0.09;-11.23;0.97;0.68
416;1;1.400;-2.200;-3.858;0.04;0.06;-0.02;0.00;0.00;-3.47;5.10;-0.37
417;1;1.400;-2.600;-3.922;0.04;0.04;-0.03;0.01;0.04;-3.74;3.90;-0.38
418;1;1.400;-3.000;-3.987;0.05;0.02;-0.04;0.01;0.05;-4.60;2.63;-0.06
419;1;1.400;-3.400;-4.052;0.06;-0.01;-0.04;-0.02;0.02;-6.62;1.55;0.55
420;1;1.400;-3.800;-4.117;0.08;-0.01;-0.03;-0.04;-0.08;-10.57;1.06;0.68
421;1;1.800;-2.200;-3.902;0.04;0.07;-0.02;0.01;0.00;-2.86;6.02;0.49
422;1;1.800;-2.600;-3.957;0.04;0.05;-0.03;0.03;0.04;-3.25;4.97;0.08
423;1;1.800;-3.000;-4.012;0.04;0.03;-0.04;0.03;0.05;-3.96;3.55;-0.06
424;1;1.800;-3.400;-4.068;0.04;0.00;-0.04;0.01;0.03;-5.67;2.07;0.25
425;1;1.800;-3.800;-4.122;0.06;-0.01;-0.04;-0.02;-0.06;-9.70;1.14;0.47
426;1;2.200;-0.200;-3.723;-0.09;-0.01;-0.03;-0.13;-0.05;1.32;6.72;-1.31
427;1;2.200;-0.600;-3.767;-0.05;0.02;-0.03;-0.11;-0.04;-0.10;6.80;0.64
428;1;2.200;-1.000;-3.813;-0.02;0.04;-0.02;-0.10;-0.04;-0.91;6.71;1.64
429;1;2.200;-1.400;-3.858;0.01;0.06;-0.02;-0.08;-0.03;-1.51;6.66;1.96
430;1;2.200;-1.800;-3.902;0.02;0.07;-0.01;-0.04;-0.01;-2.05;6.57;1.78
431;1;2.200;-2.200;-3.948;0.03;0.07;-0.02;0.00;0.01;-2.61;6.29;1.26
432;1;2.200;-2.600;-3.993;0.03;0.06;-0.03;0.02;0.04;-3.13;5.58;0.53
433;1;2.200;-3.000;-4.037;0.03;0.04;-0.04;0.03;0.05;-3.68;4.29;-0.08
434;1;2.200;-3.400;-4.082;0.04;0.01;-0.04;0.01;0.04;-4.91;2.58;-0.18
435;1;2.200;-3.800;-4.128;0.05;-0.01;-0.04;-0.02;-0.04;-8.36;1.24;0.15
436;1;2.600;-0.200;-3.818;-0.08;0.00;-0.01;-0.03;-0.09;0.48;4.66;-0.58
437;1;2.600;-0.600;-3.852;-0.06;0.03;0.00;-0.09;-0.04;-0.44;4.87;1.00
438;1;2.600;-1.000;-3.888;-0.03;0.05;0.00;-0.10;-0.02;-1.05;5.12;1.94
439;1;2.600;-1.400;-3.922;-0.01;0.06;0.00;-0.08;0.00;-1.55;5.38;2.34
440;1;2.600;-1.800;-3.957;0.01;0.07;0.00;-0.05;0.01;-2.10;5.64;2.32
441;1;2.600;-2.200;-3.993;0.02;0.07;-0.01;-0.02;0.03;-2.71;5.76;1.89
442;1;2.600;-2.600;-4.028;0.02;0.06;-0.02;0.01;0.04;-3.26;5.53;1.08
443;1;2.600;-3.000;-4.063;0.02;0.05;-0.03;0.02;0.06;-3.68;4.65;0.12
444;1;2.600;-3.400;-4.097;0.02;0.02;-0.04;0.00;0.05;-4.28;3.01;-0.47
445;1;2.600;-3.800;-4.133;0.04;0.00;-0.04;-0.03;-0.02;-6.52;1.34;-0.18
446;1;3.000;-0.200;-3.912;-0.04;0.02;0.00;0.09;-0.09;-2.24;2.74;-0.62
447;1;3.000;-0.600;-3.938;-0.05;0.03;0.01;-0.03;-0.02;-2.74;2.90;0.65
448;1;3.000;-1.000;-3.963;-0.04;0.04;0.01;-0.07;0.01;-2.90;3.25;1.50
449;1;3.000;-1.400;-3.987;-0.01;0.05;0.01;-0.08;0.03;-2.97;3.61;2.03
450;1;3.000;-1.800;-4.012;0.00;0.06;0.01;-0.06;0.04;-3.10;3.97;2.26
451;1;3.000;-2.200;-4.037;0.01;0.06;0.01;-0.04;0.05;-3.31;4.32;2.14
452;1;3.000;-2.600;-4.063;0.01;0.06;0.00;-0.01;0.06;-3.55;4.54;1.60
453;1;3.000;-3.000;-4.088;0.00;0.05;-0.02;0.00;0.07;-3.71;4.31;0.66
454;1;3.000;-3.400;-4.113;0.00;0.03;-0.03;-0.01;0.06;-3.71;3.18;-0.32
455;1;3.000;-3.800;-4.137;0.02;0.00;-0.03;-0.05;0.00;-4.33;1.43;-0.39
456;1;3.400;-0.200;-4.008;-0.01;0.03;0.01;0.18;-0.02;-8.15;1.25;-0.98
457;1;3.400;-0.600;-4.023;-0.04;0.02;0.02;0.03;0.01;-8.00;1.29;-0.16
458;1;3.400;-1.000;-4.037;-0.03;0.02;0.03;-0.04;0.03;-7.44;1.54;0.50
459;1;3.400;-1.400;-4.052;-0.02;0.02;0.03;-0.06;0.05;-6.68;1.76;1.06
460;1;3.400;-1.800;-4.068;0.00;0.03;0.03;-0.05;0.06;-5.84;2.00;1.45
461;1;3.400;-2.200;-4.082;0.00;0.03;0.02;-0.03;0.07;-4.98;2.30;1.66
462;1;3.400;-2.600;-4.097;0.00;0.04;0.02;-0.01;0.08;-4.20;2.63;1.62
463;1;3.400;-3.000;-4.113;-0.01;0.03;0.00;0.00;0.08;-3.54;2.87;1.21
464;1;3.400;-3.400;-4.128;-0.02;0.02;-0.01;-0.01;0.07;-2.91;2.61;0.37
465;1;3.400;-3.800;-4.142;-0.01;0.00;-0.02;-0.05;0.01;-2.15;1.43;-0.26
466;1;3.800;-0.200;-4.102;0.02;0.01;0.01;0.15;0.02;-17.42;0.46;-0.95
467;1;3.800;-0.600;-4.108;-0.02;0.00;0.02;0.05;-0.01;-16.78;0.46;-0.58
468;1;3.800;-1.000;-4.113;-0.02;0.00;0.03;-0.01;0.00;-15.52;0.51;-0.26
469;1;3.800;-1.400;-4.117;-0.01;0.00;0.03;-0.03;0.01;-13.75;0.55;0.04
470;1;3.800;-1.800;-4.122;0.00;0.00;0.03;-0.03;0.02;-11.55;0.59;0.29
471;1;3.800;-2.200;-4.128;0.01;0.00;0.03;-0.01;0.03;-9.06;0.64;0.48
472;1;3.800;-2.600;-4.133;0.00;0.01;0.03;0.01;0.03;-6.42;0.72;0.64
473;1;3.800;-3.000;-4.137;-0.01;0.01;0.02;0.02;0.04;-3.83;0.83;0.75
474;1;3.800;-3.400;-4.142;-0.02;0.01;0.01;0.02;0.03;-1.59;0.93;0.69
475;1;3.800;-3.800;-4.148;-0.02;0.00;0.00;-0.02;0.00;-0.13;0.85;0.32
476;1;0.050;0.050;-3.175;3.84;-45.31;0.00;27.75;83.72;-66.30;111.26;43.61
477;1;0.050;0.150;-3.200;2.26;-2.31;2.95;-1.46;-9.75;1.19;59.60;19.83
478;1;0.050;0.250;-3.224;1.44;-0.01;1.83;-1.03;-18.57;1.60;44.69;17.54
479;1;0.050;0.350;-3.249;0.80;-0.19;1.50;0.69;-13.80;-5.35;36.96;13.97
480;1;0.050;0.450;-3.274;0.48;-0.50;1.20;2.09;-8.89;-10.17;30.46;10.89
481;1;0.050;0.550;-3.298;0.33;-0.65;0.94;2.63;-5.76;-12.85;25.06;8.68
482;1;0.050;0.650;-3.323;0.25;-0.68;0.73;2.52;-3.90;-14.20;20.74;7.19
483;1;0.050;0.750;-3.348;0.21;-0.65;0.54;2.05;-2.70;-14.70;17.31;6.22
484;1;0.050;0.850;-3.372;0.19;-0.58;0.38;1.46;-1.86;-14.56;14.54;5.57
485;1;0.050;0.950;-3.397;0.17;-0.49;0.26;0.89;-1.24;-13.92;12.27;5.08
486;1;0.050;1.050;-3.422;0.15;-0.39;0.16;0.39;-0.81;-12.90;10.45;4.66
487;1;0.050;1.150;-3.446;0.14;-0.31;0.10;0.02;-0.53;-11.69;9.07;4.29
488;1;0.050;1.250;-3.471;0.14;-0.23;0.05;-0.18;-0.36;-10.51;8.11;3.98
489;1;0.050;1.350;-3.496;0.15;-0.18;0.03;-0.26;-0.19;-9.48;7.46;3.75
490;1;0.050;1.450;-3.520;0.14;-0.13;0.01;-0.32;0.03;-8.46;6.81;3.52
491;1;0.050;1.550;-3.545;0.12;-0.08;0.01;-0.35;0.25;-7.40;6.08;3.27
492;1;0.050;1.650;-3.570;0.10;-0.05;0.00;-0.29;0.40;-6.55;5.44;3.08
493;1;0.050;1.750;-3.595;0.10;-0.04;0.00;-0.19;0.47;-6.11;5.02;3.05
494;1;0.050;1.850;-3.619;0.11;-0.03;0.00;-0.08;0.49;-5.93;4.70;3.13
495;1;0.050;1.950;-3.644;0.12;-0.02;0.01;0.04;0.44;-5.86;4.39;3.26
496;1;0.150;0.050;-3.200;-3.66;-14.96;-8.43;33.71;61.78;3.66;28.68;40.72
497;1;0.150;0.150;-3.224;0.50;-8.12;0.87;-13.65;24.16;-6.92;35.08;32.08
498;1;0.150;0.250;-3.248;0.38;-2.78;1.44;-16.06;3.24;-8.51;32.14;23.78
499;1;0.150;0.350;-3.272;0.47;-1.48;1.06;-10.60;-1.75;-11.30;27.76;17.66
500;1;0.150;0.450;-3.296;0.51;-1.11;0.79;-6.28;-1.51;-13.46;23.35;13.22
501;1;0.150;0.550;-3.320;0.48;-0.96;0.60;-3.88;-0.57;-14.63;19.32;10.03
502;1;0.150;0.650;-3.344;0.41;-0.85;0.46;-2.75;0.07;-14.99;15.95;7.83
503;1;0.150;0.750;-3.368;0.33;-0.74;0.34;-2.22;0.41;-14.72;13.27;6.33
