0.0, 0.0
.9818537910e-6, .4713528084e-7
.1963707582e-5, .9426981489e-7
.2945561374e-5, .1414047241e-6
.3927415165e-5, .1885396510e-6
.5891122750e-5, .2828094765e-6
.7854830330e-5, .3770792887e-6
.1178224550e-4, .5656189530e-6
.1570966066e-4, .7541585377e-6
.2356449099e-4, .1131237862e-5
.3141932132e-4, .1508320092e-5
.4508821306e-4, .2164506410e-5
.5875710480e-4, .2820701154e-5
.8950130150e-4, .4296602728e-5
.1204492907e-3, .5782293663e-5
.1512501895e-3, .7260922118e-5
.1798065655e-3, .8631800507e-5
.2093750387e-3, .1005128549e-4
.2399547961e-3, .1151927906e-4
.2704364838e-3, .1298260952e-4
.3017906462e-3, .1448780211e-4
.3294074096e-3, .1581354451e-4
.3604973441e-3, .1730608563e-4
.3917149369e-3, .1880471749e-4
.4217988721e-3, .2024889380e-4
.4491179673e-3, .2156037337e-4
.4816030138e-3, .2311985294e-4
.5091221093e-3, .2444093492e-4
.5411333595e-3, .2597766733e-4
.5694687399e-3, .2733793884e-4
.6005571432e-3, .2883042837e-4
.6301606550e-3, .3025151566e-4
.6610488138e-3, .3173439774e-4
.6894137859e-3, .3309602242e-4
.7200092402e-3, .3456479133e-4
.7517893186e-3, .3609042532e-4
.7794539703e-3, .3741857293e-4
.8093325520e-3, .3885284932e-4
.8402000504e-3, .4033467367e-4
.8703978757e-3, .4178443610e-4
.8996158243e-3, .4318699110e-4
.9320573748e-3, .4474437842e-4
.9612075507e-3, .4614385550e-4
.9923315856e-3, .4763790822e-4
.1020534587e-2, .4899182177e-4
.1051367917e-2, .5047210715e-4
.1080379678e-2, .5186474525e-4
.1110705327e-2, .5332055889e-4
.1140354192e-2, .5474388550e-4
.1171393806e-2, .5623397550e-4
.1201288644e-2, .5766910785e-4
.1231860433e-2, .5913673985e-4
.1262179072e-2, .6059233450e-4
.1290038753e-2, .6192964557e-4
.1321969091e-2, .6346250074e-4
.1350527966e-2, .6483349443e-4
.1380977684e-2, .6629526378e-4
.1410121949e-2, .6769436461e-4
.1442482909e-2, .6924788805e-4
.1470505123e-2, .7059312289e-4
.1502310587e-2, .7211997643e-4
.1531297814e-2, .7351153651e-4
.1563005286e-2, .7503383903e-4
.1590363471e-2, .7634704316e-4
.1621521250e-2, .7784280956e-4
.1651618127e-2, .7928764090e-4
.1681695343e-2, .8073153040e-4
.1711661909e-2, .8217010405e-4
.1740450398e-2, .8355212744e-4
.1771571518e-2, .8504612866e-4
.1801232201e-2, .8647001214e-4
.1832448673e-2, .8796859667e-4
.1860707098e-2, .8932517003e-4
.1891937947e-2, .9082462221e-4
.1921851659e-2, .9226047908e-4
.1951692559e-2, .9369303069e-4
.1982861495e-2, .9518932188e-4
.2011569224e-2, .9656745829e-4
.2040969864e-2, .9797907940e-4
.2073431665e-2, .9953723926e-4
.2102823166e-2, .1009482045e-3
.2132881482e-2, .1023911861e-3
.2163450015e-2, .1038586636e-3
.2191548445e-2, .1052077659e-3
.2221500461e-2, .1066454359e-3
.2251224481e-2, .1080723600e-3
.2283019943e-2, .1095987363e-3
.2311078061e-2, .1109456984e-3
.2343451304e-2, .1124998000e-3
.2372665660e-2, .1139022695e-3
.2401571738e-2, .1152899345e-3
.2432655059e-2, .1167821219e-3
.2463864118e-2, .1182803449e-3
.2492259740e-2, .1196434996e-3
.2522414630e-2, .1210911227e-3
.2551842855e-2, .1225040938e-3
.2583743362e-2, .1240352732e-3
.2611346169e-2, .1253603645e-3
.2643048997e-2, .1268822880e-3
.2672851322e-2, .1283132300e-3
.2702365789e-2, .1297301083e-3
.2731903735e-2, .1311478441e-3
.2762030570e-2, .1325941100e-3
.2793964511e-2, .1341271300e-3
.2823244807e-2, .1355327599e-3
.2852148220e-2, .1369205682e-3
.2883045492e-2, .1384038222e-3
.2913875503e-2, .1398835623e-3
.2941547269e-2, .1412122481e-3
.2974326471e-2, .1427858536e-3
.3001754588e-2, .1441022762e-3
.3033834850e-2, .1456423084e-3
.3064452354e-2, .1471124162e-3
.3091790138e-2, .1484247958e-3
.3122534333e-2, .1499006871e-3
.3153482324e-2, .1513863666e-3
.3184283222e-2, .1528652838e-3
.3212839598e-2, .1542358583e-3
.3242408072e-2, .1556556070e-3
.3272987829e-2, .1571236138e-3
.3303469517e-2, .1585869005e-3
.3334823679e-2, .1600920798e-3
.3362440441e-2, .1614178274e-3
.3393530378e-2, .1629103158e-3
.3424747970e-2, .1644089262e-3
.3454831904e-2, .1658531097e-3
.3482151000e-2, .1671645896e-3
.3514636048e-2, .1687240350e-3
.3542155141e-2, .1700450529e-3
.3574166393e-2, .1715820795e-3
.3602501772e-2, .1729423314e-3
.3633590177e-2, .1744347156e-3
.3663193688e-2, .1758561912e-3
.3694081847e-2, .1773389128e-3
.3722446820e-2, .1787009233e-3
.3753042273e-2, .1801696423e-3
.3784822351e-2, .1816952118e-3
.3812487003e-2, .1830235777e-3
.3842365586e-2, .1844578543e-3
.3873233084e-2, .1859395870e-3
.3903430910e-2, .1873895408e-3
.3932648859e-2, .1887921079e-3
.3965090408e-2, .1903497570e-3
.3994240583e-2, .1917494198e-3
.4025364619e-2, .1932438356e-3
.4053567622e-2, .1945976362e-3
.4084400949e-2, .1960780457e-3
.4113412712e-2, .1974706560e-3
.4143738360e-2, .1989270972e-3
.4173387225e-2, .2003502433e-3
.4204426841e-2, .2018405559e-3
.4234321676e-2, .2032763144e-3
.4264893465e-2, .2047441330e-3
.4295212105e-2, .2061998060e-3
.4323071787e-2, .2075374183e-3
.4355002123e-2, .2090703948e-3
.4383561000e-2, .2104419635e-3
.4414010718e-2, .2119038461e-3
.4443154982e-2, .2133034693e-3
.4475515943e-2, .2148574877e-3
.4503538156e-2, .2162028214e-3
.4535343622e-2, .2177301082e-3
.4564330847e-2, .2191221349e-3
.4596038318e-2, .2206451223e-3
.4623396504e-2, .2219589376e-3
.4654554282e-2, .2234550290e-3
.4684651159e-2, .2249006892e-3
.4714728375e-2, .2263448917e-3
.4744694943e-2, .2277846571e-3
.4773483432e-2, .2291669479e-3
.4804604550e-2, .2306620472e-3
.4834265234e-2, .2320866002e-3
.4865481706e-2, .2335862153e-3
.4893740132e-2, .2349438444e-3
.4924970979e-2, .2364440526e-3
.4954884691e-2, .2378810417e-3
.4984725592e-2, .2393144793e-3
.5015894529e-2, .2408120221e-3
.5044602258e-2, .2421914945e-3
.5074002898e-2, .2436045977e-3
.5106464697e-2, .2451644958e-3
.5135856198e-2, .2465770671e-3
.5165914517e-2, .2480215515e-3
.5196483048e-2, .2494904407e-3
.5224581477e-2, .2508417828e-3
.5254533495e-2, .2522814500e-3
.5284257514e-2, .2537106226e-3
.5316052976e-2, .2552390056e-3
.5344111093e-2, .2565881135e-3
.5376484336e-2, .2581450368e-3
.5405698694e-2, .2595493980e-3
.5434604772e-2, .2609404338e-3
.5465688093e-2, .2624351729e-3
.5496897150e-2, .2639368864e-3
.5525292775e-2, .2653026008e-3
.5555447664e-2, .2667535754e-3
.5584875889e-2, .2681701139e-3
.5616776396e-2, .2697054690e-3
.5644379201e-2, .2710343152e-3
.5676082030e-2, .2725609473e-3
.5705884354e-2, .2739959306e-3
.5735398823e-2, .2754169203e-3
.5764936769e-2, .2768399357e-3
.5795063604e-2, .2782915378e-3
.5826997544e-2, .2798305201e-3
.5856277841e-2, .2812412310e-3
.5885181252e-2, .2826353481e-3
.5916078526e-2, .2841252541e-3
.5946908535e-2, .2856116419e-3
.5974580303e-2, .2869468243e-3
.6007359504e-2, .2885281615e-3
.6034787622e-2, .2898523245e-3
.6066867883e-2, .2914008065e-3
