Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
87;1;0.450;-0.650;-3.407;0.37;-0.15;-0.02;-0.19;0.64;3.24;-12.56;-4.43
88;1;0.450;-0.750;-3.429;0.27;-0.16;-0.01;-0.18;0.55;1.86;-12.32;-4.11
89;1;0.450;-0.850;-3.451;0.21;-0.16;-0.01;-0.19;0.46;0.60;-11.98;-3.86
90;1;0.450;-0.950;-3.473;0.17;-0.16;0.00;-0.20;0.38;-0.51;-11.53;-3.68
91;1;0.450;-1.050;-3.495;0.13;-0.14;0.00;-0.19;0.24;-1.47;-10.99;-3.57
92;1;0.450;-1.150;-3.518;0.12;-0.13;0.01;-0.16;0.04;-2.29;-10.45;-3.48
93;1;0.450;-1.250;-3.540;0.12;-0.11;0.01;-0.16;-0.08;-3.05;-9.87;-3.45
94;1;0.450;-1.350;-3.562;0.13;-0.10;0.02;-0.14;-0.15;-3.76;-9.26;-3.45
95;1;0.450;-1.450;-3.584;0.14;-0.08;0.02;-0.13;-0.21;-4.45;-8.66;-3.48
96;1;0.450;-1.550;-3.606;0.15;-0.06;0.02;-0.15;-0.25;-5.11;-8.06;-3.55
97;1;0.450;-1.650;-3.629;0.17;-0.04;0.03;-0.15;-0.24;-5.73;-7.45;-3.64
98;1;0.450;-1.750;-3.651;0.18;-0.02;0.03;-0.15;-0.22;-6.30;-6.86;-3.75
99;1;0.450;-1.850;-3.673;0.19;-0.01;0.03;-0.13;-0.20;-6.80;-6.28;-3.87
100;1;0.450;-1.950;-3.695;0.21;0.01;0.04;-0.10;-0.18;-7.23;-5.72;-4.02
101;1;0.550;-0.050;-3.298;0.86;0.26;-0.18;-2.10;2.17;8.54;-8.90;-5.69
102;1;0.550;-0.150;-3.320;0.87;0.05;-0.13;-0.61;0.66;8.66;-10.11;-5.79
103;1;0.550;-0.250;-3.341;0.73;-0.02;-0.09;-0.33;0.58;7.89;-11.10;-5.68
104;1;0.550;-0.350;-3.363;0.58;-0.06;-0.06;-0.25;0.65;6.63;-11.72;-5.35
105;1;0.550;-0.450;-3.385;0.45;-0.10;-0.04;-0.20;0.66;5.18;-12.10;-4.92
106;1;0.550;-0.550;-3.406;0.34;-0.12;-0.03;-0.16;0.63;3.67;-12.28;-4.50
107;1;0.550;-0.650;-3.428;0.25;-0.13;-0.03;-0.14;0.56;2.23;-12.30;-4.13
108;1;0.550;-0.750;-3.449;0.19;-0.14;-0.02;-0.13;0.47;0.92;-12.18;-3.84
109;1;0.550;-0.850;-3.471;0.15;-0.14;-0.02;-0.14;0.40;-0.25;-11.94;-3.61
110;1;0.550;-0.950;-3.492;0.12;-0.13;-0.01;-0.13;0.26;-1.28;-11.57;-3.46
111;1;0.550;-1.050;-3.514;0.11;-0.13;-0.01;-0.10;0.06;-2.15;-11.18;-3.35
112;1;0.550;-1.150;-3.535;0.10;-0.11;0.00;-0.11;-0.06;-2.95;-10.72;-3.30
113;1;0.550;-1.250;-3.557;0.11;-0.10;0.00;-0.11;-0.15;-3.70;-10.21;-3.28
114;1;0.550;-1.350;-3.579;0.12;-0.08;0.01;-0.11;-0.20;-4.40;-9.68;-3.30
115;1;0.550;-1.450;-3.600;0.13;-0.07;0.01;-0.11;-0.23;-5.08;-9.13;-3.33
116;1;0.550;-1.550;-3.622;0.15;-0.05;0.01;-0.13;-0.24;-5.72;-8.57;-3.39
117;1;0.550;-1.650;-3.643;0.16;-0.03;0.02;-0.14;-0.23;-6.29;-8.00;-3.47
118;1;0.550;-1.750;-3.665;0.17;-0.01;0.02;-0.14;-0.21;-6.80;-7.44;-3.56
119;1;0.550;-1.850;-3.686;0.18;0.00;0.02;-0.12;-0.20;-7.25;-6.89;-3.67
120;1;0.550;-1.950;-3.708;0.20;0.02;0.03;-0.10;-0.20;-7.65;-6.35;-3.80
121;1;0.650;-0.050;-3.323;0.71;0.24;-0.19;-1.67;2.15;8.57;-6.24;-5.82
122;1;0.650;-0.150;-3.344;0.69;0.05;-0.14;-0.28;0.72;8.22;-8.17;-5.52
123;1;0.650;-0.250;-3.365;0.55;-0.02;-0.10;-0.10;0.59;7.16;-9.66;-5.23
124;1;0.650;-0.350;-3.386;0.42;-0.06;-0.07;-0.10;0.60;5.75;-10.64;-4.84
125;1;0.650;-0.450;-3.407;0.32;-0.09;-0.05;-0.09;0.58;4.23;-11.27;-4.44
126;1;0.650;-0.550;-3.428;0.24;-0.11;-0.04;-0.08;0.54;2.74;-11.63;-4.05
127;1;0.650;-0.650;-3.449;0.18;-0.12;-0.03;-0.08;0.47;1.36;-11.80;-3.73
128;1;0.650;-0.750;-3.470;0.14;-0.13;-0.03;-0.09;0.40;0.13;-11.80;-3.45
129;1;0.650;-0.850;-3.490;0.11;-0.12;-0.02;-0.08;0.27;-0.96;-11.64;-3.27
130;1;0.650;-0.950;-3.511;0.10;-0.12;-0.02;-0.06;0.09;-1.90;-11.42;-3.12
131;1;0.650;-1.050;-3.532;0.09;-0.11;-0.01;-0.07;-0.04;-2.74;-11.10;-3.04
132;1;0.650;-1.150;-3.553;0.10;-0.10;-0.01;-0.07;-0.13;-3.53;-10.72;-3.00
133;1;0.650;-1.250;-3.574;0.10;-0.08;-0.01;-0.08;-0.19;-4.26;-10.28;-2.99
134;1;0.650;-1.350;-3.595;0.11;-0.07;0.00;-0.09;-0.21;-4.95;-9.81;-3.01
135;1;0.650;-1.450;-3.616;0.13;-0.05;0.00;-0.10;-0.22;-5.60;-9.32;-3.05
136;1;0.650;-1.550;-3.637;0.14;-0.04;0.00;-0.12;-0.22;-6.19;-8.81;-3.10
137;1;0.650;-1.650;-3.658;0.15;-0.02;0.01;-0.13;-0.22;-6.71;-8.29;-3.17
138;1;0.650;-1.750;-3.679;0.16;0.00;0.01;-0.13;-0.21;-7.17;-7.77;-3.25
139;1;0.650;-1.850;-3.700;0.18;0.01;0.02;-0.12;-0.21;-7.59;-7.25;-3.35
140;1;0.650;-1.950;-3.721;0.19;0.03;0.02;-0.10;-0.20;-7.96;-6.73;-3.46
141;1;0.750;-0.050;-3.348;0.59;0.22;-0.19;-1.33;1.99;8.34;-3.63;-5.95
142;1;0.750;-0.150;-3.368;0.55;0.04;-0.14;-0.10;0.73;7.59;-6.14;-5.28
143;1;0.750;-0.250;-3.388;0.42;-0.02;-0.10;0.02;0.59;6.32;-8.06;-4.78
144;1;0.750;-0.350;-3.409;0.31;-0.06;-0.07;-0.01;0.56;4.84;-9.36;-4.32
145;1;0.750;-0.450;-3.429;0.24;-0.08;-0.05;-0.02;0.52;3.34;-10.22;-3.90
146;1;0.750;-0.550;-3.449;0.18;-0.10;-0.04;-0.03;0.46;1.91;-10.78;-3.55
147;1;0.750;-0.650;-3.470;0.14;-0.11;-0.03;-0.04;0.40;0.62;-11.10;-3.24
148;1;0.750;-0.750;-3.490;0.11;-0.11;-0.03;-0.04;0.28;-0.54;-11.21;-3.02
149;1;0.750;-0.850;-3.510;0.09;-0.11;-0.02;-0.03;0.11;-1.53;-11.21;-2.84
150;1;0.750;-0.950;-3.530;0.08;-0.10;-0.02;-0.03;-0.01;-2.43;-11.07;-2.72
151;1;0.750;-1.050;-3.551;0.08;-0.09;-0.02;-0.04;-0.11;-3.24;-10.83;-2.64
152;1;0.750;-1.150;-3.571;0.09;-0.08;-0.02;-0.05;-0.17;-4.01;-10.52;-2.61
153;1;0.750;-1.250;-3.591;0.10;-0.07;-0.01;-0.07;-0.20;-4.72;-10.15;-2.60
154;1;0.750;-1.350;-3.612;0.11;-0.05;-0.01;-0.08;-0.21;-5.39;-9.73;-2.62
155;1;0.750;-1.450;-3.632;0.12;-0.04;-0.01;-0.09;-0.21;-6.00;-9.29;-2.66
156;1;0.750;-1.550;-3.652;0.13;-0.02;0.00;-0.11;-0.21;-6.54;-8.83;-2.70
157;1;0.750;-1.650;-3.673;0.14;-0.01;0.00;-0.11;-0.21;-7.02;-8.36;-2.77
158;1;0.750;-1.750;-3.693;0.16;0.01;0.00;-0.11;-0.21;-7.45;-7.88;-2.85
159;1;0.750;-1.850;-3.713;0.17;0.02;0.01;-0.11;-0.21;-7.84;-7.40;-2.93
160;1;0.750;-1.950;-3.734;0.18;0.03;0.01;-0.10;-0.19;-8.17;-6.91;-3.03
161;1;0.850;-0.050;-3.372;0.49;0.19;-0.18;-1.04;1.76;7.94;-1.16;-6.02
162;1;0.850;-0.150;-3.392;0.43;0.04;-0.14;-0.01;0.71;6.86;-4.15;-5.02
163;1;0.850;-0.250;-3.412;0.32;-0.02;-0.10;0.07;0.58;5.45;-6.41;-4.34
164;1;0.850;-0.350;-3.431;0.24;-0.05;-0.07;0.04;0.51;3.96;-7.97;-3.80
165;1;0.850;-0.450;-3.451;0.18;-0.08;-0.05;0.03;0.44;2.52;-9.07;-3.37
166;1;0.850;-0.550;-3.471;0.13;-0.09;-0.04;0.00;0.39;1.19;-9.80;-3.01
167;1;0.850;-0.650;-3.490;0.10;-0.09;-0.03;0.00;0.28;-0.02;-10.23;-2.73
168;1;0.850;-0.750;-3.510;0.09;-0.10;-0.03;0.01;0.12;-1.05;-10.51;-2.51
169;1;0.850;-0.850;-3.530;0.08;-0.09;-0.03;0.00;0.01;-1.99;-10.61;-2.35
170;1;0.850;-0.950;-3.550;0.08;-0.09;-0.03;0.00;-0.09;-2.86;-10.57;-2.24
171;1;0.850;-1.050;-3.569;0.08;-0.08;-0.02;-0.02;-0.15;-3.66;-10.41;-2.18
172;1;0.850;-1.150;-3.589;0.09;-0.07;-0.02;-0.04;-0.18;-4.40;-10.17;-2.14
173;1;0.850;-1.250;-3.609;0.09;-0.05;-0.02;-0.06;-0.20;-5.09;-9.86;-2.14
174;1;0.850;-1.350;-3.628;0.10;-0.04;-0.02;-0.08;-0.20;-5.71;-9.49;-2.16
175;1;0.850;-1.450;-3.648;0.11;-0.02;-0.01;-0.09;-0.21;-6.28;-9.11;-2.19
176;1;0.850;-1.550;-3.668;0.13;-0.01;-0.01;-0.10;-0.20;-6.78;-8.69;-2.24
177;1;0.850;-1.650;-3.687;0.14;0.01;-0.01;-0.10;-0.21;-7.22;-8.26;-2.30
178;1;0.850;-1.750;-3.707;0.15;0.02;0.00;-0.10;-0.21;-7.62;-7.82;-2.37
179;1;0.850;-1.850;-3.727;0.16;0.03;0.00;-0.10;-0.19;-7.98;-7.38;-2.45
180;1;0.850;-1.950;-3.746;0.18;0.04;0.00;-0.10;-0.18;-8.28;-6.92;-2.54
181;1;0.950;-0.050;-3.397;0.40;0.15;-0.17;-0.79;1.51;7.43;1.09;-6.02
182;1;0.950;-0.150;-3.416;0.34;0.03;-0.12;0.04;0.67;6.09;-2.24;-4.74
183;1;0.950;-0.250;-3.435;0.25;-0.02;-0.09;0.09;0.54;4.61;-4.76;-3.91
184;1;0.950;-0.350;-3.454;0.19;-0.05;-0.07;0.08;0.45;3.16;-6.56;-3.30
185;1;0.950;-0.450;-3.473;0.14;-0.07;-0.05;0.05;0.40;1.81;-7.84;-2.83
186;1;0.950;-0.550;-3.492;0.11;-0.07;-0.04;0.04;0.28;0.57;-8.71;-2.47
187;1;0.950;-0.650;-3.511;0.09;-0.08;-0.04;0.05;0.12;-0.50;-9.33;-2.20
188;1;0.950;-0.750;-3.530;0.08;-0.08;-0.03;0.04;0.02;-1.48;-9.72;-1.99
189;1;0.950;-0.850;-3.550;0.08;-0.08;-0.03;0.02;-0.07;-2.37;-9.91;-1.83
190;1;0.950;-0.950;-3.569;0.08;-0.07;-0.03;0.01;-0.13;-3.21;-9.95;-1.72
191;1;0.950;-1.050;-3.588;0.08;-0.06;-0.03;-0.01;-0.16;-3.98;-9.88;-1.66
192;1;0.950;-1.150;-3.607;0.08;-0.05;-0.03;-0.03;-0.18;-4.70;-9.70;-1.62
193;1;0.950;-1.250;-3.626;0.09;-0.04;-0.02;-0.05;-0.19;-5.34;-9.45;-1.62
194;1;0.950;-1.350;-3.645;0.10;-0.02;-0.02;-0.07;-0.20;-5.93;-9.14;-1.64
195;1;0.950;-1.450;-3.664;0.11;-0.01;-0.02;-0.08;-0.20;-6.45;-8.81;-1.67
196;1;0.950;-1.550;-3.683;0.12;0.00;-0.01;-0.09;-0.20;-6.92;-8.44;-1.72
197;1;0.950;-1.650;-3.702;0.13;0.02;-0.01;-0.09;-0.20;-7.33;-8.05;-1.78
198;1;0.950;-1.750;-3.721;0.14;0.03;-0.01;-0.10;-0.19;-7.71;-7.65;-1.84
199;1;0.950;-1.850;-3.740;0.16;0.04;-0.01;-0.10;-0.18;-8.04;-7.24;-1.91
200;1;0.950;-1.950;-3.759;0.17;0.05;-0.01;-0.10;-0.16;-8.29;-6.81;-2.00
201;1;1.050;-0.050;-3.422;0.32;0.12;-0.15;-0.57;1.26;6.83;3.07;-5.93
202;1;1.050;-0.150;-3.440;0.27;0.03;-0.11;0.06;0.62;5.31;-0.47;-4.43
203;1;1.050;-0.250;-3.459;0.20;-0.01;-0.08;0.11;0.49;3.84;-3.17;-3.49
204;1;1.050;-0.350;-3.477;0.15;-0.04;-0.06;0.08;0.41;2.47;-5.16;-2.81
205;1;1.050;-0.450;-3.495;0.11;-0.05;-0.05;0.07;0.29;1.21;-6.58;-2.32
206;1;1.050;-0.550;-3.514;0.09;-0.06;-0.04;0.08;0.13;0.12;-7.63;-1.94
207;1;1.050;-0.650;-3.532;0.08;-0.07;-0.04;0.06;0.03;-0.88;-8.37;-1.66
208;1;1.050;-0.750;-3.551;0.08;-0.07;-0.04;0.05;-0.05;-1.81;-8.86;-1.44
209;1;1.050;-0.850;-3.569;0.07;-0.06;-0.04;0.04;-0.11;-2.67;-9.15;-1.28
210;1;1.050;-0.950;-3.588;0.08;-0.05;-0.03;0.02;-0.14;-3.48;-9.28;-1.17
211;1;1.050;-1.050;-3.606;0.08;-0.05;-0.03;-0.01;-0.17;-4.22;-9.26;-1.11
212;1;1.050;-1.150;-3.625;0.08;-0.03;-0.03;-0.02;-0.18;-4.90;-9.16;-1.07
213;1;1.050;-1.250;-3.643;0.09;-0.02;-0.03;-0.04;-0.18;-5.51;-8.97;-1.07
214;1;1.050;-1.350;-3.661;0.10;-0.01;-0.02;-0.06;-0.19;-6.05;-8.72;-1.09
215;1;1.050;-1.450;-3.680;0.11;0.00;-0.02;-0.07;-0.19;-6.54;-8.43;-1.12
216;1;1.050;-1.550;-3.698;0.11;0.02;-0.02;-0.07;-0.19;-6.97;-8.10;-1.17
217;1;1.050;-1.650;-3.717;0.13;0.03;-0.02;-0.08;-0.19;-7.37;-7.76;-1.22
218;1;1.050;-1.750;-3.735;0.14;0.04;-0.02;-0.09;-0.18;-7.72;-7.39;-1.28
219;1;1.050;-1.850;-3.754;0.15;0.05;-0.01;-0.10;-0.16;-8.01;-7.01;-1.35
220;1;1.050;-1.950;-3.772;0.16;0.06;-0.01;-0.10;-0.14;-8.23;-6.61;-1.43
221;1;1.150;-0.050;-3.446;0.26;0.10;-0.13;-0.39;1.03;6.16;4.73;-5.75
222;1;1.150;-0.150;-3.464;0.22;0.02;-0.10;0.06;0.55;4.58;1.11;-4.13
223;1;1.150;-0.250;-3.482;0.16;-0.01;-0.08;0.09;0.45;3.16;-1.70;-3.09
224;1;1.150;-0.350;-3.500;0.12;-0.03;-0.06;0.09;0.31;1.88;-3.79;-2.36
225;1;1.150;-0.450;-3.518;0.10;-0.05;-0.05;0.10;0.15;0.77;-5.38;-1.83
226;1;1.150;-0.550;-3.535;0.09;-0.05;-0.05;0.09;0.04;-0.24;-6.56;-1.44
227;1;1.150;-0.650;-3.553;0.08;-0.05;-0.04;0.07;-0.04;-1.18;-7.40;-1.13
228;1;1.150;-0.750;-3.571;0.08;-0.05;-0.04;0.06;-0.10;-2.07;-7.99;-0.90
229;1;1.150;-0.850;-3.589;0.08;-0.05;-0.04;0.04;-0.13;-2.90;-8.36;-0.73
230;1;1.150;-0.950;-3.607;0.08;-0.04;-0.04;0.02;-0.15;-3.67;-8.56;-0.62
231;1;1.150;-1.050;-3.625;0.08;-0.03;-0.04;0.01;-0.17;-4.38;-8.62;-0.55
232;1;1.150;-1.150;-3.642;0.08;-0.02;-0.03;-0.02;-0.17;-5.02;-8.59;-0.52
233;1;1.150;-1.250;-3.660;0.09;-0.01;-0.03;-0.04;-0.18;-5.58;-8.44;-0.52
234;1;1.150;-1.350;-3.678;0.09;0.00;-0.03;-0.05;-0.18;-6.09;-8.24;-0.53
235;1;1.150;-1.450;-3.696;0.10;0.02;-0.03;-0.05;-0.19;-6.55;-8.00;-0.56
236;1;1.150;-1.550;-3.714;0.11;0.03;-0.02;-0.06;-0.18;-6.96;-7.72;-0.61
237;1;1.150;-1.650;-3.731;0.12;0.04;-0.02;-0.07;-0.17;-7.33;-7.41;-0.66
238;1;1.150;-1.750;-3.749;0.13;0.05;-0.02;-0.08;-0.16;-7.64;-7.08;-0.71
239;1;1.150;-1.850;-3.767;0.14;0.06;-0.02;-0.09;-0.14;-7.89;-6.73;-0.78
240;1;1.150;-1.950;-3.785;0.16;0.07;-0.02;-0.09;-0.13;-8.08;-6.36;-0.86
241;1;1.250;-0.050;-3.471;0.21;0.07;-0.11;-0.24;0.82;5.47;6.06;-5.51
242;1;1.250;-0.150;-3.488;0.17;0.02;-0.09;0.02;0.49;3.93;2.49;-3.83
243;1;1.250;-0.250;-3.505;0.13;-0.01;-0.07;0.07;0.34;2.58;-0.37;-2.73
244;1;1.250;-0.350;-3.523;0.11;-0.03;-0.06;0.10;0.18;1.45;-2.56;-1.95
245;1;1.250;-0.450;-3.540;0.09;-0.03;-0.06;0.10;0.07;0.43;-4.24;-1.38
246;1;1.250;-0.550;-3.557;0.09;-0.04;-0.05;0.09;-0.02;-0.52;-5.51;-0.95
247;1;1.250;-0.650;-3.574;0.08;-0.04;-0.05;0.08;-0.08;-1.42;-6.45;-0.62
248;1;1.250;-0.750;-3.591;0.08;-0.04;-0.05;0.06;-0.12;-2.27;-7.12;-0.37
249;1;1.250;-0.850;-3.609;0.08;-0.03;-0.04;0.04;-0.14;-3.06;-7.57;-0.19
250;1;1.250;-0.950;-3.626;0.08;-0.02;-0.04;0.02;-0.15;-3.79;-7.84;-0.07
251;1;1.250;-1.050;-3.643;0.08;-0.01;-0.04;0.01;-0.17;-4.46;-7.97;0.01
