Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
1910;1;8.050;-0.950;-3.397;-0.03;0.66;0.00;0.43;-1.19;-2.51;6.09;-3.62
1911;1;8.050;-1.050;-3.422;-0.06;0.56;-0.03;0.59;-1.03;-1.58;4.75;-2.98
1912;1;8.050;-1.150;-3.446;-0.07;0.48;-0.06;0.71;-0.89;-0.74;3.44;-2.31
1913;1;8.050;-1.250;-3.471;-0.08;0.41;-0.08;0.78;-0.73;0.06;2.21;-1.66
1914;1;8.050;-1.350;-3.496;-0.06;0.34;-0.08;0.82;-0.53;0.68;1.15;-1.03
1915;1;8.050;-1.450;-3.520;-0.05;0.28;-0.08;0.71;-0.24;1.21;0.26;-0.41
1916;1;8.050;-1.550;-3.545;-0.05;0.26;-0.09;0.48;-0.10;1.72;-0.52;0.21
1917;1;8.050;-1.650;-3.570;-0.04;0.23;-0.09;0.34;-0.02;2.11;-1.14;0.81
1918;1;8.050;-1.750;-3.595;-0.03;0.21;-0.09;0.21;0.11;2.45;-1.68;1.41
1919;1;8.050;-1.850;-3.619;-0.02;0.20;-0.10;0.06;0.20;2.73;-2.17;2.02
1920;1;8.050;-1.950;-3.644;-0.01;0.19;-0.10;-0.08;0.25;2.96;-2.60;2.64
1921;1;8.150;-0.050;-3.200;0.76;3.20;-0.54;-4.89;2.59;-5.39;0.94;-5.62
1922;1;8.150;-0.150;-3.224;0.50;3.42;0.23;-2.11;7.57;-8.00;7.87;-5.62
1923;1;8.150;-0.250;-3.248;0.55;2.58;0.27;0.36;5.58;-7.97;10.53;-5.21
1924;1;8.150;-0.350;-3.272;0.48;2.00;0.18;1.21;3.52;-6.74;11.37;-5.20
1925;1;8.150;-0.450;-3.296;0.36;1.64;0.14;1.59;2.35;-5.57;11.71;-5.06
1926;1;8.150;-0.550;-3.320;0.25;1.37;0.11;1.80;1.63;-4.41;11.56;-4.74
1927;1;8.150;-0.650;-3.344;0.16;1.16;0.08;1.87;1.16;-3.26;11.08;-4.30
1928;1;8.150;-0.750;-3.368;0.09;0.99;0.05;1.82;0.82;-2.14;10.33;-3.75
1929;1;8.150;-0.850;-3.392;0.04;0.85;0.02;1.69;0.52;-1.08;9.40;-3.14
1930;1;8.150;-0.950;-3.416;0.01;0.72;-0.01;1.52;0.26;-0.13;8.35;-2.48
1931;1;8.150;-1.050;-3.440;0.00;0.61;-0.04;1.32;0.04;0.71;7.22;-1.78
1932;1;8.150;-1.150;-3.464;-0.01;0.52;-0.06;1.10;-0.13;1.43;6.10;-1.09
1933;1;8.150;-1.250;-3.488;-0.02;0.46;-0.08;0.87;-0.27;2.06;5.00;-0.44
1934;1;8.150;-1.350;-3.512;-0.02;0.39;-0.08;0.76;-0.19;2.53;3.96;0.19
1935;1;8.150;-1.450;-3.536;-0.03;0.33;-0.09;0.68;-0.08;2.94;3.00;0.79
1936;1;8.150;-1.550;-3.560;-0.03;0.28;-0.09;0.49;-0.11;3.28;2.15;1.36
1937;1;8.150;-1.650;-3.585;-0.02;0.24;-0.09;0.29;0.01;3.53;1.45;1.91
1938;1;8.150;-1.750;-3.609;-0.03;0.22;-0.09;0.10;0.12;3.77;0.85;2.45
1939;1;8.150;-1.850;-3.633;-0.03;0.20;-0.10;-0.02;0.14;3.96;0.33;3.00
1940;1;8.150;-1.950;-3.657;-0.03;0.19;-0.10;-0.11;0.16;4.07;-0.14;3.55
1941;1;8.250;-0.050;-3.224;0.48;2.12;-0.13;-0.66;-1.85;-7.26;1.20;-2.75
1942;1;8.250;-0.150;-3.248;0.27;2.44;0.06;-2.55;3.95;-6.49;6.17;-4.23
1943;1;8.250;-0.250;-3.271;0.38;2.09;0.12;-0.91;4.16;-5.77;9.18;-4.38
1944;1;8.250;-0.350;-3.295;0.44;1.74;0.11;0.41;3.21;-4.69;10.84;-4.34
1945;1;8.250;-0.450;-3.318;0.41;1.45;0.09;1.11;2.30;-3.50;11.62;-4.17
1946;1;8.250;-0.550;-3.341;0.34;1.22;0.08;1.40;1.62;-2.30;11.84;-3.84
1947;1;8.250;-0.650;-3.365;0.27;1.05;0.06;1.45;1.12;-1.14;11.67;-3.39
1948;1;8.250;-0.750;-3.388;0.20;0.90;0.03;1.37;0.73;-0.05;11.21;-2.85
1949;1;8.250;-0.850;-3.412;0.15;0.78;0.00;1.22;0.42;0.93;10.53;-2.24
1950;1;8.250;-0.950;-3.435;0.11;0.68;-0.02;1.06;0.18;1.79;9.70;-1.59
1951;1;8.250;-1.050;-3.459;0.08;0.58;-0.04;0.91;0.03;2.51;8.78;-0.92
1952;1;8.250;-1.150;-3.482;0.06;0.50;-0.05;0.76;-0.11;3.11;7.81;-0.25
1953;1;8.250;-1.250;-3.505;0.04;0.43;-0.07;0.60;-0.10;3.59;6.82;0.39
1954;1;8.250;-1.350;-3.529;0.03;0.38;-0.08;0.49;0.05;3.97;5.90;1.00
1955;1;8.250;-1.450;-3.552;0.01;0.33;-0.09;0.43;0.10;4.29;5.00;1.59
1956;1;8.250;-1.550;-3.576;0.00;0.28;-0.09;0.35;0.16;4.54;4.18;2.17
1957;1;8.250;-1.650;-3.599;-0.01;0.24;-0.09;0.28;0.23;4.75;3.46;2.71
1958;1;8.250;-1.750;-3.623;-0.02;0.21;-0.09;0.15;0.23;4.92;2.83;3.23
1959;1;8.250;-1.850;-3.646;-0.03;0.19;-0.09;0.03;0.22;5.02;2.29;3.73
1960;1;8.250;-1.950;-3.670;-0.04;0.17;-0.09;-0.06;0.22;5.04;1.81;4.22
1961;1;8.350;-0.050;-3.249;0.29;1.70;-0.04;1.38;-2.54;-6.35;1.48;-0.50
1962;1;8.350;-0.150;-3.272;0.15;1.88;0.04;-1.87;2.16;-4.84;5.51;-2.30
1963;1;8.350;-0.250;-3.295;0.31;1.70;0.06;-1.37;2.80;-3.75;8.48;-3.09
1964;1;8.350;-0.350;-3.317;0.41;1.46;0.06;-0.34;2.32;-2.60;10.33;-3.33
1965;1;8.350;-0.450;-3.340;0.42;1.24;0.05;0.36;1.71;-1.41;11.37;-3.29
1966;1;8.350;-0.550;-3.363;0.38;1.07;0.04;0.70;1.20;-0.25;11.83;-3.04
1967;1;8.350;-0.650;-3.386;0.32;0.93;0.03;0.81;0.80;0.85;11.87;-2.65
1968;1;8.350;-0.750;-3.409;0.25;0.81;0.01;0.80;0.48;1.84;11.61;-2.16
1969;1;8.350;-0.850;-3.431;0.20;0.72;-0.01;0.73;0.26;2.71;11.12;-1.60
1970;1;8.350;-0.950;-3.454;0.16;0.63;-0.02;0.65;0.12;3.45;10.48;-0.98
1971;1;8.350;-1.050;-3.477;0.13;0.55;-0.04;0.58;-0.01;4.03;9.72;-0.35
1972;1;8.350;-1.150;-3.500;0.10;0.47;-0.05;0.50;0.00;4.50;8.87;0.29
1973;1;8.350;-1.250;-3.523;0.07;0.41;-0.06;0.41;0.16;4.88;8.04;0.92
1974;1;8.350;-1.350;-3.545;0.05;0.36;-0.07;0.33;0.23;5.21;7.22;1.53
1975;1;8.350;-1.450;-3.568;0.03;0.32;-0.08;0.29;0.28;5.48;6.42;2.12
1976;1;8.350;-1.550;-3.591;0.01;0.28;-0.08;0.25;0.32;5.67;5.67;2.70
1977;1;8.350;-1.650;-3.614;0.00;0.24;-0.08;0.21;0.33;5.82;4.98;3.25
1978;1;8.350;-1.750;-3.637;-0.02;0.21;-0.08;0.15;0.30;5.91;4.38;3.75
1979;1;8.350;-1.850;-3.660;-0.03;0.18;-0.08;0.07;0.26;5.91;3.84;4.22
1980;1;8.350;-1.950;-3.682;-0.04;0.16;-0.08;0.00;0.24;5.82;3.35;4.66
1981;1;8.450;-0.050;-3.274;0.18;1.40;-0.03;1.80;-2.44;-5.11;1.73;1.14
1982;1;8.450;-0.150;-3.296;0.08;1.56;0.01;-1.60;1.48;-3.38;5.34;-0.74
1983;1;8.450;-0.250;-3.318;0.25;1.42;0.02;-1.50;1.91;-1.99;8.04;-1.85
1984;1;8.450;-0.350;-3.340;0.37;1.23;0.02;-0.73;1.59;-0.72;9.89;-2.37
1985;1;8.450;-0.450;-3.362;0.39;1.07;0.03;-0.13;1.19;0.48;11.03;-2.50
1986;1;8.450;-0.550;-3.385;0.36;0.94;0.02;0.21;0.82;1.59;11.62;-2.37
1987;1;8.450;-0.650;-3.407;0.31;0.83;0.01;0.37;0.53;2.60;11.81;-2.08
1988;1;8.450;-0.750;-3.429;0.26;0.74;0.00;0.42;0.31;3.48;11.69;-1.66
1989;1;8.450;-0.850;-3.451;0.21;0.66;-0.01;0.42;0.17;4.22;11.35;-1.16
1990;1;8.450;-0.950;-3.473;0.17;0.58;-0.02;0.40;0.05;4.82;10.84;-0.60
1991;1;8.450;-1.050;-3.495;0.14;0.50;-0.03;0.36;0.06;5.29;10.18;-0.01
1992;1;8.450;-1.150;-3.518;0.11;0.45;-0.04;0.32;0.23;5.68;9.49;0.60
1993;1;8.450;-1.250;-3.540;0.09;0.39;-0.05;0.28;0.32;6.02;8.76;1.22
1994;1;8.450;-1.350;-3.562;0.06;0.34;-0.06;0.23;0.37;6.30;8.03;1.83
1995;1;8.450;-1.450;-3.584;0.04;0.30;-0.07;0.19;0.39;6.51;7.33;2.42
1996;1;8.450;-1.550;-3.606;0.02;0.26;-0.07;0.19;0.40;6.64;6.65;3.00
1997;1;8.450;-1.650;-3.629;0.00;0.22;-0.07;0.16;0.36;6.71;6.01;3.53
1998;1;8.450;-1.750;-3.651;-0.01;0.19;-0.07;0.12;0.32;6.69;5.44;4.02
1999;1;8.450;-1.850;-3.673;-0.03;0.17;-0.07;0.07;0.28;6.59;4.91;4.45
2000;1;8.450;-1.950;-3.695;-0.04;0.14;-0.07;0.02;0.26;6.41;4.43;4.85
2001;1;8.550;-0.050;-3.298;0.09;1.18;-0.02;1.55;-2.21;-3.92;1.68;2.25
2002;1;8.550;-0.150;-3.320;0.03;1.31;-0.01;-1.58;1.12;-2.04;5.11;0.36
2003;1;8.550;-0.250;-3.341;0.20;1.20;0.00;-1.50;1.35;-0.47;7.66;-0.90
2004;1;8.550;-0.350;-3.363;0.31;1.06;0.01;-0.88;1.08;0.89;9.46;-1.60
2005;1;8.550;-0.450;-3.385;0.34;0.94;0.01;-0.37;0.78;2.09;10.63;-1.89
2006;1;8.550;-0.550;-3.406;0.32;0.83;0.01;-0.06;0.51;3.14;11.28;-1.88
2007;1;8.550;-0.650;-3.428;0.28;0.74;0.01;0.11;0.31;4.04;11.56;-1.68
2008;1;8.550;-0.750;-3.449;0.24;0.67;0.00;0.18;0.18;4.81;11.55;-1.35
2009;1;8.550;-0.850;-3.471;0.20;0.60;-0.01;0.21;0.08;5.44;11.31;-0.91
2010;1;8.550;-0.950;-3.492;0.17;0.52;-0.02;0.22;0.10;5.93;10.87;-0.41
2011;1;8.550;-1.050;-3.514;0.14;0.47;-0.03;0.21;0.28;6.35;10.35;0.15
2012;1;8.550;-1.150;-3.535;0.12;0.41;-0.04;0.20;0.38;6.72;9.77;0.74
2013;1;8.550;-1.250;-3.557;0.09;0.36;-0.05;0.19;0.43;7.01;9.13;1.35
2014;1;8.550;-1.350;-3.579;0.07;0.32;-0.05;0.17;0.45;7.23;8.48;1.95
2015;1;8.550;-1.450;-3.600;0.05;0.28;-0.06;0.15;0.44;7.38;7.84;2.54
2016;1;8.550;-1.550;-3.622;0.03;0.24;-0.06;0.15;0.41;7.43;7.22;3.09
2017;1;8.550;-1.650;-3.643;0.01;0.20;-0.06;0.13;0.37;7.40;6.63;3.61
2018;1;8.550;-1.750;-3.665;-0.01;0.17;-0.06;0.10;0.33;7.28;6.09;4.07
2019;1;8.550;-1.850;-3.686;-0.02;0.15;-0.06;0.07;0.30;7.09;5.60;4.49
2020;1;8.550;-1.950;-3.708;-0.03;0.12;-0.06;0.03;0.29;6.85;5.14;4.86
2021;1;8.650;-0.050;-3.323;0.01;1.00;-0.01;1.12;-1.95;-2.78;1.32;2.96
2022;1;8.650;-0.150;-3.344;-0.01;1.12;-0.01;-1.60;0.88;-0.83;4.74;1.06
2023;1;8.650;-0.250;-3.365;0.15;1.03;0.00;-1.44;0.94;0.83;7.22;-0.27
2024;1;8.650;-0.350;-3.386;0.25;0.92;0.00;-0.89;0.70;2.22;8.98;-1.07
2025;1;8.650;-0.450;-3.407;0.28;0.83;0.01;-0.46;0.48;3.40;10.16;-1.47
2026;1;8.650;-0.550;-3.428;0.27;0.74;0.01;-0.20;0.30;4.37;10.85;-1.56
2027;1;8.650;-0.650;-3.449;0.24;0.67;0.00;-0.04;0.18;5.19;11.19;-1.45
2028;1;8.650;-0.750;-3.470;0.21;0.61;0.00;0.05;0.09;5.86;11.25;-1.19
2029;1;8.650;-0.850;-3.490;0.18;0.54;-0.01;0.09;0.12;6.40;11.05;-0.82
2030;1;8.650;-0.950;-3.511;0.16;0.48;-0.02;0.11;0.30;6.86;10.74;-0.36
2031;1;8.650;-1.050;-3.532;0.14;0.43;-0.02;0.13;0.41;7.27;10.30;0.17
2032;1;8.650;-1.150;-3.553;0.11;0.38;-0.03;0.13;0.47;7.60;9.78;0.74
2033;1;8.650;-1.250;-3.574;0.09;0.33;-0.04;0.14;0.49;7.84;9.21;1.33
2034;1;8.650;-1.350;-3.595;0.07;0.29;-0.04;0.13;0.48;8.00;8.62;1.92
2035;1;8.650;-1.450;-3.616;0.05;0.25;-0.05;0.12;0.44;8.07;8.05;2.49
2036;1;8.650;-1.550;-3.637;0.03;0.22;-0.05;0.11;0.41;8.03;7.48;3.02
2037;1;8.650;-1.650;-3.658;0.01;0.18;-0.05;0.10;0.37;7.90;6.94;3.52
2038;1;8.650;-1.750;-3.679;0.00;0.15;-0.05;0.09;0.34;7.70;6.44;3.97
2039;1;8.650;-1.850;-3.700;-0.02;0.13;-0.05;0.06;0.32;7.45;5.98;4.37
2040;1;8.650;-1.950;-3.721;-0.03;0.11;-0.05;0.04;0.30;7.16;5.55;4.73
2041;1;8.750;-0.050;-3.348;-0.05;0.86;0.01;0.65;-1.67;-1.74;0.70;3.35
2042;1;8.750;-0.150;-3.368;-0.04;0.96;0.01;-1.60;0.66;0.22;4.19;1.44
2043;1;8.750;-0.250;-3.388;0.12;0.89;0.01;-1.32;0.62;1.90;6.67;0.07
2044;1;8.750;-0.350;-3.409;0.20;0.81;0.01;-0.83;0.41;3.28;8.43;-0.79
2045;1;8.750;-0.450;-3.429;0.23;0.73;0.01;-0.48;0.27;4.41;9.62;-1.26
2046;1;8.750;-0.550;-3.449;0.22;0.66;0.01;-0.25;0.16;5.32;10.34;-1.42
2047;1;8.750;-0.650;-3.470;0.21;0.61;0.01;-0.11;0.08;6.06;10.72;-1.37
2048;1;8.750;-0.750;-3.490;0.18;0.54;0.00;-0.03;0.13;6.67;10.82;-1.18
2049;1;8.750;-0.850;-3.510;0.16;0.49;0.00;0.02;0.31;7.19;10.72;-0.85
2050;1;8.750;-0.950;-3.530;0.15;0.44;-0.01;0.05;0.42;7.65;10.45;-0.43
2051;1;8.750;-1.050;-3.551;0.13;0.39;-0.02;0.07;0.49;8.03;10.06;0.07
2052;1;8.750;-1.150;-3.571;0.11;0.34;-0.02;0.08;0.52;8.32;9.59;0.61
2053;1;8.750;-1.250;-3.591;0.09;0.30;-0.03;0.09;0.51;8.51;9.08;1.19
2054;1;8.750;-1.350;-3.612;0.07;0.26;-0.03;0.09;0.47;8.58;8.54;1.76
2055;1;8.750;-1.450;-3.632;0.05;0.22;-0.04;0.09;0.44;8.57;8.01;2.30
2056;1;8.750;-1.550;-3.652;0.03;0.19;-0.04;0.08;0.40;8.45;7.50;2.83
2057;1;8.750;-1.650;-3.673;0.02;0.16;-0.04;0.08;0.37;8.24;7.00;3.32
2058;1;8.750;-1.750;-3.693;0.00;0.13;-0.04;0.07;0.35;7.98;6.54;3.75
2059;1;8.750;-1.850;-3.713;-0.01;0.11;-0.04;0.06;0.33;7.68;6.11;4.14
2060;1;8.750;-1.950;-3.734;-0.03;0.09;-0.04;0.04;0.30;7.34;5.71;4.48
2061;1;8.850;-0.050;-3.372;-0.09;0.74;0.03;0.21;-1.41;-0.86;-0.09;3.48
2062;1;8.850;-0.150;-3.392;-0.05;0.83;0.03;-1.52;0.43;1.09;3.50;1.56
2063;1;8.850;-0.250;-3.412;0.09;0.77;0.02;-1.17;0.35;2.74;6.02;0.18
2064;1;8.850;-0.350;-3.431;0.16;0.71;0.02;-0.74;0.21;4.08;7.80;-0.71
2065;1;8.850;-0.450;-3.451;0.18;0.65;0.02;-0.46;0.14;5.17;9.02;-1.23
2066;1;8.850;-0.550;-3.471;0.18;0.59;0.02;-0.26;0.06;6.01;9.76;-1.43
2067;1;8.850;-0.650;-3.490;0.17;0.53;0.02;-0.14;0.12;6.69;10.16;-1.44
2068;1;8.850;-0.750;-3.510;0.16;0.49;0.01;-0.08;0.31;7.30;10.33;-1.29
2069;1;8.850;-0.850;-3.530;0.15;0.44;0.00;-0.03;0.42;7.84;10.26;-1.00
2070;1;8.850;-0.950;-3.550;0.13;0.39;0.00;0.00;0.50;8.29;10.04;-0.61
2071;1;8.850;-1.050;-3.569;0.12;0.35;-0.01;0.03;0.53;8.64;9.70;-0.14
2072;1;8.850;-1.150;-3.589;0.10;0.31;-0.02;0.05;0.52;8.87;9.28;0.39
2073;1;8.850;-1.250;-3.609;0.08;0.27;-0.02;0.06;0.49;8.99;8.80;0.94
2074;1;8.850;-1.350;-3.628;0.07;0.23;-0.03;0.07;0.46;8.99;8.30;1.49
2075;1;8.850;-1.450;-3.648;0.05;0.20;-0.03;0.06;0.42;8.90;7.81;2.02
2076;1;8.850;-1.550;-3.668;0.03;0.17;-0.03;0.06;0.39;8.70;7.33;2.53
2077;1;8.850;-1.650;-3.687;0.02;0.14;-0.03;0.06;0.37;8.44;6.86;3.01
2078;1;8.850;-1.750;-3.707;0.00;0.11;-0.03;0.06;0.34;8.14;6.43;3.43
2079;1;8.850;-1.850;-3.727;-0.01;0.09;-0.03;0.05;0.32;7.79;6.04;3.81
2080;1;8.850;-1.950;-3.746;-0.03;0.07;-0.03;0.04;0.29;7.41;5.67;4.14
2081;1;8.950;-0.050;-3.397;-0.12;0.63;0.06;-0.15;-1.17;-0.14;-0.98;3.40
2082;1;8.950;-0.150;-3.416;-0.05;0.70;0.05;-1.40;0.21;1.78;2.72;1.47
2083;1;8.950;-0.250;-3.435;0.06;0.66;0.04;-1.01;0.14;3.38;5.28;0.09
2084;1;8.950;-0.350;-3.454;0.12;0.62;0.04;-0.65;0.09;4.66;7.10;-0.81
2085;1;8.950;-0.450;-3.473;0.15;0.57;0.03;-0.42;0.03;5.68;8.34;-1.34
2086;1;8.950;-0.550;-3.492;0.15;0.52;0.03;-0.26;0.09;6.48;9.11;-1.58
2087;1;8.950;-0.650;-3.511;0.15;0.48;0.02;-0.16;0.30;7.18;9.58;-1.62
2088;1;8.950;-0.750;-3.530;0.14;0.43;0.02;-0.11;0.42;7.81;9.78;-1.51
2089;1;8.950;-0.850;-3.550;0.13;0.39;0.01;-0.06;0.51;8.34;9.75;-1.25
2090;1;8.950;-0.950;-3.569;0.12;0.35;0.00;-0.03;0.54;8.77;9.56;-0.88
2091;1;8.950;-1.050;-3.588;0.11;0.31;0.00;0.00;0.53;9.07;9.25;-0.43
2092;1;8.950;-1.150;-3.607;0.09;0.27;-0.01;0.02;0.51;9.25;8.86;0.07
2093;1;8.950;-1.250;-3.626;0.08;0.23;-0.01;0.03;0.47;9.29;8.41;0.60
2094;1;8.950;-1.350;-3.645;0.06;0.20;-0.02;0.04;0.44;9.22;7.94;1.14
2095;1;8.950;-1.450;-3.664;0.05;0.17;-0.02;0.04;0.41;9.07;7.48;1.66
2096;1;8.950;-1.550;-3.683;0.03;0.14;-0.02;0.05;0.38;8.82;7.03;2.16
2097;1;8.950;-1.650;-3.702;0.02;0.11;-0.02;0.05;0.36;8.52;6.59;2.63
2098;1;8.950;-1.750;-3.721;0.00;0.09;-0.02;0.05;0.33;8.18;6.19;3.05
2099;1;8.950;-1.850;-3.740;-0.01;0.07;-0.02;0.05;0.30;7.80;5.83;3.42
2100;1;8.950;-1.950;-3.759;-0.02;0.05;-0.02;0.04;0.27;7.37;5.49;3.74
2101;1;9.050;-0.050;-3.422;-0.13;0.54;0.08;-0.43;-0.97;0.42;-1.89;3.15
2102;1;9.050;-0.150;-3.440;-0.05;0.59;0.07;-1.23;0.00;2.29;1.88;1.23
2103;1;9.050;-0.250;-3.459;0.05;0.57;0.06;-0.87;0.01;3.84;4.49;-0.13
2104;1;9.050;-0.350;-3.477;0.10;0.54;0.05;-0.58;-0.02;5.06;6.35;-1.02
2105;1;9.050;-0.450;-3.495;0.12;0.49;0.04;-0.38;0.06;6.01;7.62;-1.56
2106;1;9.050;-0.550;-3.514;0.12;0.46;0.04;-0.24;0.28;6.82;8.46;-1.83
2107;1;9.050;-0.650;-3.532;0.12;0.42;0.03;-0.17;0.41;7.56;8.96;-1.90
2108;1;9.050;-0.750;-3.551;0.12;0.38;0.02;-0.12;0.49;8.20;9.18;-1.81
2109;1;9.050;-0.850;-3.569;0.11;0.34;0.02;-0.08;0.53;8.72;9.19;-1.58
2110;1;9.050;-0.950;-3.588;0.10;0.31;0.01;-0.05;0.53;9.11;9.03;-1.23
2111;1;9.050;-1.050;-3.606;0.09;0.27;0.00;-0.03;0.51;9.34;8.74;-0.79
2112;1;9.050;-1.150;-3.625;0.08;0.24;0.00;-0.01;0.49;9.46;8.38;-0.31
2113;1;9.050;-1.250;-3.643;0.07;0.20;-0.01;0.01;0.45;9.44;7.96;0.21
2114;1;9.050;-1.350;-3.661;0.06;0.17;-0.01;0.02;0.42;9.31;7.52;0.74
2115;1;9.050;-1.450;-3.680;0.04;0.14;-0.01;0.03;0.39;9.10;7.07;1.25
2116;1;9.050;-1.550;-3.698;0.03;0.12;-0.02;0.03;0.37;8.82;6.64;1.74
2117;1;9.050;-1.650;-3.717;0.02;0.09;-0.02;0.04;0.34;8.50;6.24;2.20
2118;1;9.050;-1.750;-3.735;0.01;0.07;-0.02;0.04;0.31;8.12;5.86;2.61
2119;1;9.050;-1.850;-3.754;-0.01;0.05;-0.02;0.04;0.28;7.70;5.51;2.98
2120;1;9.050;-1.950;-3.772;-0.02;0.03;-0.02;0.04;0.25;7.23;5.19;3.30
2121;1;9.150;-0.050;-3.446;-0.13;0.46;0.09;-0.61;-0.82;0.87;-2.78;2.79
2122;1;9.150;-0.150;-3.464;-0.05;0.50;0.08;-1.03;-0.16;2.68;1.03;0.90
2123;1;9.150;-0.250;-3.482;0.03;0.49;0.07;-0.73;-0.13;4.15;3.68;-0.43
2124;1;9.150;-0.350;-3.500;0.07;0.46;0.06;-0.50;0.00;5.29;5.58;-1.31
2125;1;9.150;-0.450;-3.518;0.09;0.43;0.05;-0.34;0.24;6.25;6.91;-1.86
2126;1;9.150;-0.550;-3.535;0.10;0.40;0.05;-0.24;0.38;7.11;7.80;-2.15
2127;1;9.150;-0.650;-3.553;0.10;0.37;0.04;-0.17;0.47;7.85;8.33;-2.24
2128;1;9.150;-0.750;-3.571;0.10;0.33;0.03;-0.13;0.52;8.48;8.58;-2.17
2129;1;9.150;-0.850;-3.589;0.09;0.30;0.02;-0.10;0.52;8.96;8.62;-1.95
2130;1;9.150;-0.950;-3.607;0.09;0.27;0.02;-0.07;0.50;9.29;8.48;-1.61
2131;1;9.150;-1.050;-3.625;0.08;0.23;0.01;-0.05;0.48;9.48;8.21;-1.19
2132;1;9.150;-1.150;-3.642;0.07;0.20;0.01;-0.02;0.45;9.54;7.88;-0.72
2133;1;9.150;-1.250;-3.660;0.06;0.17;0.00;0.00;0.42;9.45;7.47;-0.21
2134;1;9.150;-1.350;-3.678;0.05;0.14;0.00;0.00;0.40;9.27;7.05;0.30
2135;1;9.150;-1.450;-3.696;0.04;0.12;-0.01;0.01;0.37;9.03;6.62;0.80
2136;1;9.150;-1.550;-3.714;0.03;0.09;-0.01;0.02;0.35;8.74;6.21;1.29
2137;1;9.150;-1.650;-3.731;0.02;0.07;-0.01;0.03;0.31;8.38;5.82;1.74
2138;1;9.150;-1.750;-3.749;0.00;0.05;-0.01;0.03;0.28;7.96;5.46;2.15
2139;1;9.150;-1.850;-3.767;-0.01;0.03;-0.01;0.04;0.25;7.51;5.14;2.52
2140;1;9.150;-1.950;-3.785;-0.02;0.02;-0.01;0.04;0.22;7.02;4.84;2.83
2141;1;9.250;-0.050;-3.471;-0.12;0.39;0.11;-0.71;-0.69;1.27;-3.60;2.35
2142;1;9.250;-0.150;-3.488;-0.05;0.44;0.10;-0.80;-0.29;2.97;0.20;0.53
2143;1;9.250;-0.250;-3.505;0.02;0.41;0.08;-0.57;-0.11;4.34;2.88;-0.78
2144;1;9.250;-0.350;-3.523;0.05;0.40;0.07;-0.41;0.16;5.47;4.83;-1.65
2145;1;9.250;-0.450;-3.540;0.07;0.37;0.06;-0.30;0.32;6.45;6.21;-2.21
2146;1;9.250;-0.550;-3.557;0.07;0.35;0.05;-0.22;0.44;7.31;7.14;-2.53
2147;1;9.250;-0.650;-3.574;0.08;0.32;0.05;-0.17;0.49;8.05;7.70;-2.63
2148;1;9.250;-0.750;-3.591;0.08;0.29;0.04;-0.14;0.50;8.64;7.98;-2.57
2149;1;9.250;-0.850;-3.609;0.07;0.26;0.03;-0.11;0.49;9.07;8.04;-2.36
2150;1;9.250;-0.950;-3.626;0.07;0.23;0.02;-0.08;0.47;9.34;7.92;-2.03
2151;1;9.250;-1.050;-3.643;0.06;0.20;0.02;-0.05;0.45;9.47;7.68;-1.62
2152;1;9.250;-1.150;-3.660;0.06;0.17;0.01;-0.04;0.42;9.46;7.36;-1.16
2153;1;9.250;-1.250;-3.677;0.05;0.14;0.01;-0.02;0.40;9.33;6.97;-0.66
2154;1;9.250;-1.350;-3.695;0.04;0.12;0.00;-0.01;0.38;9.14;6.57;-0.16
2155;1;9.250;-1.450;-3.712;0.03;0.09;0.00;0.00;0.35;8.88;6.16;0.34
2156;1;9.250;-1.550;-3.729;0.02;0.07;0.00;0.01;0.32;8.55;5.76;0.82
2157;1;9.250;-1.650;-3.746;0.01;0.05;0.00;0.02;0.29;8.16;5.39;1.27
2158;1;9.250;-1.750;-3.763;0.00;0.03;0.00;0.02;0.26;7.72;5.04;1.68
2159;1;9.250;-1.850;-3.780;-0.01;0.02;0.00;0.03;0.23;7.24;4.73;2.04
2160;1;9.250;-1.950;-3.798;-0.02;0.01;0.00;0.04;0.20;6.74;4.44;2.35
2161;1;9.350;-0.050;-3.496;-0.10;0.33;0.11;-0.75;-0.53;1.50;-4.23;1.89
2162;1;9.350;-0.150;-3.512;-0.04;0.37;0.10;-0.72;-0.20;3.14;-0.56;0.11
2163;1;9.350;-0.250;-3.529;0.01;0.36;0.09;-0.47;0.05;4.48;2.12;-1.16
2164;1;9.350;-0.350;-3.545;0.03;0.35;0.08;-0.33;0.24;5.62;4.12;-2.03
2165;1;9.350;-0.450;-3.562;0.04;0.33;0.07;-0.25;0.37;6.60;5.53;-2.60
2166;1;9.350;-0.550;-3.579;0.05;0.30;0.06;-0.20;0.45;7.45;6.51;-2.93
2167;1;9.350;-0.650;-3.595;0.05;0.28;0.05;-0.16;0.48;8.16;7.10;-3.04
2168;1;9.350;-0.750;-3.612;0.06;0.25;0.04;-0.13;0.47;8.69;7.41;-2.98
2169;1;9.350;-0.850;-3.628;0.06;0.22;0.04;-0.11;0.45;9.06;7.49;-2.77
2170;1;9.350;-0.950;-3.645;0.05;0.19;0.03;-0.08;0.44;9.27;7.39;-2.45
2171;1;9.350;-1.050;-3.661;0.05;0.17;0.02;-0.06;0.41;9.34;7.17;-2.05
2172;1;9.350;-1.150;-3.678;0.04;0.14;0.01;-0.05;0.39;9.29;6.85;-1.59
