Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
Nr.;Punkt;X;Y;Z;mx;my;mxy;vx;vy;nx;ny;nxy
4387;1;0.550;9.150;-3.535;0.00;0.01;0.00;0.00;0.00;0.16;0.24;-0.26
4388;1;0.550;9.250;-3.557;0.00;0.01;0.00;0.00;-0.01;0.20;0.22;-0.25
4389;1;0.550;9.350;-3.579;0.00;0.01;0.00;0.00;-0.01;0.23;0.20;-0.24
4390;1;0.550;9.450;-3.600;0.00;0.01;0.00;0.00;-0.01;0.26;0.18;-0.23
4391;1;0.550;9.550;-3.622;0.00;0.00;0.00;0.00;-0.01;0.28;0.17;-0.23
4392;1;0.550;9.650;-3.643;0.00;0.00;0.00;0.00;-0.01;0.29;0.16;-0.23
4393;1;0.550;9.750;-3.665;-0.01;0.00;0.00;0.00;-0.01;0.31;0.15;-0.22
4394;1;0.550;9.850;-3.686;-0.01;0.00;0.00;0.00;-0.01;0.31;0.14;-0.22
4395;1;0.550;9.950;-3.708;-0.01;0.00;0.00;0.00;-0.01;0.32;0.13;-0.22
4396;1;0.650;8.050;-3.323;-0.01;0.00;-0.01;0.11;0.05;-1.09;0.82;-0.40
4397;1;0.650;8.150;-3.344;-0.02;0.01;-0.01;0.06;0.02;-0.94;0.77;-0.43
4398;1;0.650;8.250;-3.365;-0.02;0.01;0.00;0.05;0.02;-0.76;0.70;-0.43
4399;1;0.650;8.350;-3.386;-0.01;0.01;0.00;0.03;0.03;-0.58;0.62;-0.42
4400;1;0.650;8.450;-3.407;-0.01;0.01;0.00;0.02;0.03;-0.41;0.55;-0.39
4401;1;0.650;8.550;-3.428;-0.01;0.01;0.00;0.01;0.03;-0.26;0.49;-0.37
4402;1;0.650;8.650;-3.449;-0.01;0.01;0.00;0.01;0.03;-0.14;0.44;-0.34
4403;1;0.650;8.750;-3.470;0.00;0.01;0.00;0.01;0.02;-0.04;0.39;-0.32
4404;1;0.650;8.850;-3.490;0.00;0.01;0.00;0.00;0.01;0.04;0.35;-0.30
4405;1;0.650;8.950;-3.511;0.00;0.01;0.00;0.00;0.00;0.10;0.32;-0.28
4406;1;0.650;9.050;-3.532;0.00;0.01;0.00;0.00;0.00;0.15;0.29;-0.27
4407;1;0.650;9.150;-3.553;0.00;0.01;0.00;0.00;-0.01;0.20;0.27;-0.25
4408;1;0.650;9.250;-3.574;0.00;0.01;0.00;0.00;-0.01;0.23;0.25;-0.25
4409;1;0.650;9.350;-3.595;0.00;0.01;0.00;0.00;-0.01;0.26;0.23;-0.24
4410;1;0.650;9.450;-3.616;0.00;0.00;0.00;0.00;-0.01;0.28;0.21;-0.23
4411;1;0.650;9.550;-3.637;0.00;0.00;0.00;0.00;-0.01;0.30;0.20;-0.23
4412;1;0.650;9.650;-3.658;0.00;0.00;0.00;0.00;-0.01;0.31;0.19;-0.22
4413;1;0.650;9.750;-3.679;-0.01;0.00;0.00;0.00;-0.01;0.32;0.18;-0.22
4414;1;0.650;9.850;-3.700;-0.01;0.00;0.00;0.00;-0.01;0.32;0.17;-0.22
4415;1;0.650;9.950;-3.721;-0.01;0.00;0.00;0.00;-0.01;0.32;0.16;-0.22
4416;1;0.750;8.050;-3.348;-0.01;0.00;-0.01;0.08;0.06;-0.96;0.70;-0.35
4417;1;0.750;8.150;-3.368;-0.01;0.01;-0.01;0.03;0.02;-0.80;0.69;-0.36
4418;1;0.750;8.250;-3.388;-0.01;0.01;0.00;0.02;0.02;-0.63;0.65;-0.36
4419;1;0.750;8.350;-3.409;-0.01;0.01;0.00;0.02;0.02;-0.46;0.60;-0.35
4420;1;0.750;8.450;-3.429;-0.01;0.01;0.00;0.01;0.02;-0.31;0.54;-0.33
4421;1;0.750;8.550;-3.449;0.00;0.01;0.00;0.01;0.02;-0.18;0.49;-0.32
4422;1;0.750;8.650;-3.470;0.00;0.01;0.00;0.01;0.02;-0.07;0.45;-0.30
4423;1;0.750;8.750;-3.490;0.00;0.01;0.00;0.00;0.01;0.02;0.41;-0.28
4424;1;0.750;8.850;-3.510;0.00;0.01;0.00;0.00;0.00;0.08;0.37;-0.27
4425;1;0.750;8.950;-3.530;0.00;0.01;0.00;0.00;0.00;0.14;0.34;-0.26
4426;1;0.750;9.050;-3.551;0.00;0.01;0.00;0.00;-0.01;0.18;0.31;-0.25
4427;1;0.750;9.150;-3.571;0.00;0.01;0.00;0.00;-0.01;0.22;0.29;-0.24
4428;1;0.750;9.250;-3.591;0.00;0.01;0.00;0.00;-0.01;0.25;0.27;-0.23
4429;1;0.750;9.350;-3.612;0.00;0.00;0.00;0.00;-0.01;0.28;0.25;-0.23
4430;1;0.750;9.450;-3.632;0.00;0.00;0.00;0.00;-0.01;0.30;0.23;-0.22
4431;1;0.750;9.550;-3.652;0.00;0.00;0.00;0.00;-0.01;0.31;0.22;-0.22
4432;1;0.750;9.650;-3.673;0.00;0.00;0.00;0.00;-0.01;0.32;0.21;-0.22
4433;1;0.750;9.750;-3.693;0.00;0.00;0.00;0.00;-0.01;0.32;0.20;-0.21
4434;1;0.750;9.850;-3.713;-0.01;0.00;0.00;0.00;-0.01;0.33;0.19;-0.21
4435;1;0.750;9.950;-3.734;-0.01;0.00;0.00;0.00;-0.01;0.33;0.18;-0.21
4436;1;0.850;8.050;-3.372;-0.01;0.00;-0.01;0.06;0.06;-0.83;0.59;-0.30
4437;1;0.850;8.150;-3.392;-0.01;0.01;0.00;0.01;0.02;-0.67;0.61;-0.29
4438;1;0.850;8.250;-3.412;-0.01;0.01;0.00;0.01;0.02;-0.51;0.59;-0.29
4439;1;0.850;8.350;-3.431;0.00;0.01;0.00;0.01;0.02;-0.35;0.56;-0.28
4440;1;0.850;8.450;-3.451;0.00;0.01;0.00;0.01;0.02;-0.22;0.52;-0.28
4441;1;0.850;8.550;-3.471;0.00;0.01;0.00;0.01;0.02;-0.11;0.48;-0.27
4442;1;0.850;8.650;-3.490;0.00;0.01;0.00;0.00;0.01;-0.01;0.44;-0.26
4443;1;0.850;8.750;-3.510;0.00;0.01;0.00;0.00;0.00;0.06;0.41;-0.25
4444;1;0.850;8.850;-3.530;0.00;0.01;0.00;0.00;0.00;0.12;0.38;-0.24
4445;1;0.850;8.950;-3.550;0.00;0.01;0.00;0.00;-0.01;0.17;0.35;-0.23
4446;1;0.850;9.050;-3.569;0.00;0.01;0.00;0.00;-0.01;0.21;0.32;-0.23
4447;1;0.850;9.150;-3.589;0.00;0.01;0.00;0.00;-0.01;0.24;0.30;-0.22
4448;1;0.850;9.250;-3.609;0.00;0.00;0.00;0.00;-0.01;0.27;0.28;-0.22
4449;1;0.850;9.350;-3.628;0.00;0.00;0.00;0.00;-0.01;0.29;0.26;-0.21
4450;1;0.850;9.450;-3.648;0.00;0.00;0.00;0.00;-0.01;0.30;0.24;-0.21
4451;1;0.850;9.550;-3.668;0.00;0.00;0.00;0.00;-0.01;0.32;0.23;-0.21
4452;1;0.850;9.650;-3.687;0.00;0.00;0.00;0.00;-0.01;0.32;0.22;-0.20
4453;1;0.850;9.750;-3.707;0.00;0.00;0.00;0.00;-0.01;0.33;0.21;-0.20
4454;1;0.850;9.850;-3.727;-0.01;0.00;0.00;0.00;-0.01;0.33;0.20;-0.20
4455;1;0.850;9.950;-3.746;-0.01;0.00;0.00;0.00;-0.01;0.33;0.19;-0.20
4456;1;0.950;8.050;-3.397;-0.01;0.01;-0.01;0.04;0.06;-0.70;0.50;-0.25
4457;1;0.950;8.150;-3.416;-0.01;0.01;0.00;0.00;0.02;-0.54;0.53;-0.24
4458;1;0.950;8.250;-3.435;0.00;0.01;0.00;0.00;0.02;-0.39;0.53;-0.23
4459;1;0.950;8.350;-3.454;0.00;0.01;0.00;0.00;0.02;-0.26;0.51;-0.22
4460;1;0.950;8.450;-3.473;0.00;0.01;0.00;0.00;0.01;-0.14;0.49;-0.22
4461;1;0.950;8.550;-3.492;0.00;0.01;0.00;0.00;0.01;-0.05;0.45;-0.22
4462;1;0.950;8.650;-3.511;0.00;0.01;0.00;0.00;0.00;0.03;0.43;-0.22
4463;1;0.950;8.750;-3.530;0.00;0.01;0.00;0.00;0.00;0.10;0.40;-0.21
4464;1;0.950;8.850;-3.550;0.00;0.01;0.00;0.00;-0.01;0.15;0.37;-0.21
4465;1;0.950;8.950;-3.569;0.00;0.01;0.00;0.00;-0.01;0.19;0.34;-0.21
4466;1;0.950;9.050;-3.588;0.00;0.01;0.00;0.00;-0.01;0.23;0.32;-0.20
4467;1;0.950;9.150;-3.607;0.00;0.00;0.00;0.00;-0.01;0.26;0.30;-0.20
4468;1;0.950;9.250;-3.626;0.00;0.00;0.00;0.00;-0.01;0.28;0.28;-0.20
4469;1;0.950;9.350;-3.645;0.00;0.00;0.00;0.00;-0.01;0.30;0.26;-0.20
4470;1;0.950;9.450;-3.664;0.00;0.00;0.00;0.00;-0.01;0.31;0.25;-0.19
4471;1;0.950;9.550;-3.683;0.00;0.00;0.00;0.00;-0.01;0.32;0.24;-0.19
4472;1;0.950;9.650;-3.702;0.00;0.00;0.00;0.00;-0.01;0.32;0.22;-0.19
4473;1;0.950;9.750;-3.721;0.00;0.00;0.00;0.00;-0.01;0.33;0.21;-0.19
4474;1;0.950;9.850;-3.740;0.00;0.00;0.00;0.00;-0.01;0.33;0.20;-0.18
4475;1;0.950;9.950;-3.759;-0.01;0.00;0.00;0.00;-0.01;0.32;0.19;-0.18
4476;1;1.050;8.050;-3.422;-0.01;0.01;0.00;0.03;0.05;-0.57;0.41;-0.21
4477;1;1.050;8.150;-3.440;-0.01;0.01;0.00;-0.01;0.02;-0.42;0.45;-0.18
4478;1;1.050;8.250;-3.459;0.00;0.01;0.00;0.00;0.01;-0.29;0.47;-0.18
4479;1;1.050;8.350;-3.477;0.00;0.01;0.00;0.00;0.01;-0.17;0.46;-0.17
4480;1;1.050;8.450;-3.495;0.00;0.01;0.00;0.00;0.01;-0.07;0.44;-0.17
4481;1;1.050;8.550;-3.514;0.00;0.01;0.00;0.00;0.00;0.00;0.43;-0.17
4482;1;1.050;8.650;-3.532;0.00;0.01;0.00;0.00;0.00;0.07;0.40;-0.18
4483;1;1.050;8.750;-3.551;0.00;0.01;0.00;0.00;-0.01;0.13;0.38;-0.18
4484;1;1.050;8.850;-3.569;0.00;0.01;0.00;0.00;-0.01;0.17;0.36;-0.18
4485;1;1.050;8.950;-3.588;0.00;0.01;0.00;0.00;-0.01;0.21;0.33;-0.18
4486;1;1.050;9.050;-3.606;0.00;0.00;0.00;0.00;-0.01;0.24;0.31;-0.18
4487;1;1.050;9.150;-3.625;0.00;0.00;0.00;0.00;-0.01;0.27;0.29;-0.18
4488;1;1.050;9.250;-3.643;0.00;0.00;0.00;0.00;-0.01;0.29;0.28;-0.18
4489;1;1.050;9.350;-3.661;0.00;0.00;0.00;0.00;-0.01;0.30;0.26;-0.18
4490;1;1.050;9.450;-3.680;0.00;0.00;0.00;0.00;-0.01;0.31;0.25;-0.17
4491;1;1.050;9.550;-3.698;0.00;0.00;0.00;0.00;-0.01;0.32;0.24;-0.17
4492;1;1.050;9.650;-3.717;0.00;0.00;0.00;0.00;-0.01;0.32;0.22;-0.17
4493;1;1.050;9.750;-3.735;0.00;0.00;0.00;0.00;-0.01;0.32;0.21;-0.17
4494;1;1.050;9.850;-3.754;0.00;0.00;0.00;0.00;-0.01;0.32;0.20;-0.17
4495;1;1.050;9.950;-3.772;-0.01;0.00;0.00;0.00;-0.01;0.32;0.19;-0.16
4496;1;1.150;8.050;-3.446;-0.01;0.01;0.00;0.01;0.04;-0.45;0.34;-0.16
4497;1;1.150;8.150;-3.464;0.00;0.01;0.00;-0.01;0.02;-0.31;0.39;-0.14
4498;1;1.150;8.250;-3.482;0.00;0.01;0.00;-0.01;0.01;-0.20;0.41;-0.13
4499;1;1.150;8.350;-3.500;0.00;0.01;0.00;0.00;0.01;-0.10;0.41;-0.13
4500;1;1.150;8.450;-3.518;0.00;0.01;0.00;0.00;0.00;-0.02;0.40;-0.13
4501;1;1.150;8.550;-3.535;0.00;0.01;0.00;0.00;0.00;0.05;0.39;-0.13
4502;1;1.150;8.650;-3.553;0.00;0.01;0.00;0.00;-0.01;0.11;0.37;-0.14
4503;1;1.150;8.750;-3.571;0.00;0.01;0.00;0.00;-0.01;0.15;0.36;-0.14
4504;1;1.150;8.850;-3.589;0.00;0.01;0.00;0.00;-0.01;0.19;0.34;-0.14
4505;1;1.150;8.950;-3.607;0.00;0.00;0.00;0.00;-0.01;0.23;0.32;-0.15
4506;1;1.150;9.050;-3.625;0.00;0.00;0.00;0.00;-0.01;0.25;0.30;-0.15
4507;1;1.150;9.150;-3.642;0.00;0.00;0.00;0.00;-0.01;0.27;0.28;-0.15
4508;1;1.150;9.250;-3.660;0.00;0.00;0.00;0.00;-0.01;0.29;0.27;-0.15
4509;1;1.150;9.350;-3.678;0.00;0.00;0.00;0.00;-0.01;0.30;0.25;-0.15
4510;1;1.150;9.450;-3.696;0.00;0.00;0.00;0.00;-0.01;0.31;0.24;-0.15
4511;1;1.150;9.550;-3.714;0.00;0.00;0.00;0.00;-0.01;0.31;0.23;-0.15
4512;1;1.150;9.650;-3.731;0.00;0.00;0.00;0.00;-0.01;0.31;0.22;-0.15
4513;1;1.150;9.750;-3.749;0.00;0.00;0.00;0.00;-0.01;0.31;0.21;-0.15
4514;1;1.150;9.850;-3.767;0.00;0.00;0.00;0.00;-0.01;0.31;0.20;-0.15
4515;1;1.150;9.950;-3.785;0.00;0.00;0.00;0.00;0.00;0.31;0.19;-0.15
4516;1;1.250;8.050;-3.471;0.00;0.01;0.00;0.00;0.03;-0.34;0.28;-0.12
4517;1;1.250;8.150;-3.488;0.00;0.01;0.00;-0.01;0.01;-0.22;0.33;-0.10
4518;1;1.250;8.250;-3.505;0.00;0.01;0.00;-0.01;0.01;-0.12;0.35;-0.09
4519;1;1.250;8.350;-3.523;0.00;0.01;0.00;0.00;0.00;-0.04;0.36;-0.09
4520;1;1.250;8.450;-3.540;0.00;0.01;0.00;0.00;0.00;0.03;0.36;-0.09
4521;1;1.250;8.550;-3.557;0.00;0.01;0.00;0.00;-0.01;0.09;0.36;-0.10
4522;1;1.250;8.650;-3.574;0.00;0.01;0.00;0.00;-0.01;0.13;0.34;-0.10
4523;1;1.250;8.750;-3.591;0.00;0.01;0.00;0.00;-0.01;0.18;0.33;-0.11
4524;1;1.250;8.850;-3.609;0.00;0.00;0.00;0.00;-0.01;0.21;0.31;-0.11
4525;1;1.250;8.950;-3.626;0.00;0.00;0.00;0.00;-0.01;0.24;0.30;-0.12
4526;1;1.250;9.050;-3.643;0.00;0.00;0.00;0.00;-0.01;0.26;0.28;-0.12
4527;1;1.250;9.150;-3.660;0.00;0.00;0.00;0.00;-0.01;0.28;0.27;-0.13
4528;1;1.250;9.250;-3.677;0.00;0.00;0.00;0.00;-0.01;0.29;0.26;-0.13
4529;1;1.250;9.350;-3.695;0.00;0.00;0.00;0.00;-0.01;0.30;0.24;-0.13
4530;1;1.250;9.450;-3.712;0.00;0.00;0.00;0.00;-0.01;0.30;0.23;-0.13
4531;1;1.250;9.550;-3.729;0.00;0.00;0.00;0.00;-0.01;0.30;0.22;-0.13
4532;1;1.250;9.650;-3.746;0.00;0.00;0.00;0.00;-0.01;0.30;0.21;-0.13
4533;1;1.250;9.750;-3.763;0.00;0.00;0.00;0.00;-0.01;0.30;0.21;-0.13
4534;1;1.250;9.850;-3.780;0.00;0.00;0.00;0.00;0.00;0.30;0.20;-0.13
4535;1;1.250;9.950;-3.798;0.00;0.00;0.00;0.00;0.00;0.29;0.19;-0.13
4536;1;1.350;8.050;-3.496;0.00;0.01;0.00;-0.01;0.02;-0.24;0.23;-0.08
4537;1;1.350;8.150;-3.512;0.00;0.01;0.00;-0.01;0.01;-0.14;0.28;-0.06
4538;1;1.350;8.250;-3.529;0.00;0.01;0.00;-0.01;0.00;-0.06;0.31;-0.05
4539;1;1.350;8.350;-3.545;0.00;0.01;0.00;0.00;0.00;0.01;0.32;-0.05
4540;1;1.350;8.450;-3.562;0.00;0.01;0.00;0.00;-0.01;0.07;0.32;-0.06
4541;1;1.350;8.550;-3.579;0.00;0.01;0.00;0.00;-0.01;0.12;0.32;-0.06
4542;1;1.350;8.650;-3.595;0.00;0.01;0.00;0.00;-0.01;0.16;0.31;-0.07
4543;1;1.350;8.750;-3.612;0.00;0.00;0.00;0.00;-0.01;0.19;0.30;-0.08
4544;1;1.350;8.850;-3.628;0.00;0.00;0.00;0.00;-0.01;0.22;0.29;-0.08
4545;1;1.350;8.950;-3.645;0.00;0.00;0.00;0.00;-0.01;0.25;0.28;-0.09
4546;1;1.350;9.050;-3.661;0.00;0.00;0.00;0.00;-0.01;0.26;0.27;-0.10
4547;1;1.350;9.150;-3.678;0.00;0.00;0.00;0.00;-0.01;0.28;0.25;-0.10
4548;1;1.350;9.250;-3.695;0.00;0.00;0.00;0.00;-0.01;0.29;0.24;-0.11
4549;1;1.350;9.350;-3.711;0.00;0.00;0.00;0.00;-0.01;0.29;0.23;-0.11
4550;1;1.350;9.450;-3.728;0.00;0.00;0.00;0.00;-0.01;0.29;0.22;-0.11
4551;1;1.350;9.550;-3.744;0.00;0.00;0.00;0.00;-0.01;0.29;0.21;-0.11
4552;1;1.350;9.650;-3.761;0.00;0.00;0.00;0.00;-0.01;0.29;0.21;-0.11
4553;1;1.350;9.750;-3.777;0.00;0.00;0.00;0.00;0.00;0.29;0.20;-0.11
4554;1;1.350;9.850;-3.794;0.00;0.00;0.00;0.00;0.00;0.28;0.19;-0.11
4555;1;1.350;9.950;-3.810;0.00;0.00;0.00;0.00;0.00;0.28;0.18;-0.11
4556;1;1.450;8.050;-3.520;0.00;0.01;0.00;-0.01;0.01;-0.16;0.18;-0.04
4557;1;1.450;8.150;-3.536;0.00;0.01;0.00;-0.01;0.00;-0.08;0.23;-0.03
4558;1;1.450;8.250;-3.552;0.00;0.01;0.00;-0.01;0.00;-0.01;0.26;-0.02
4559;1;1.450;8.350;-3.568;0.00;0.01;0.00;0.00;0.00;0.05;0.28;-0.02
4560;1;1.450;8.450;-3.584;0.00;0.01;0.00;0.00;-0.01;0.10;0.29;-0.03
4561;1;1.450;8.550;-3.600;0.00;0.00;0.00;0.00;-0.01;0.14;0.29;-0.03
4562;1;1.450;8.650;-3.616;0.00;0.00;0.00;0.00;-0.01;0.18;0.28;-0.04
4563;1;1.450;8.750;-3.632;0.00;0.00;0.00;0.00;-0.01;0.21;0.28;-0.05
4564;1;1.450;8.850;-3.648;0.00;0.00;0.00;0.00;-0.01;0.23;0.27;-0.06
4565;1;1.450;8.950;-3.664;0.00;0.00;0.00;0.00;-0.01;0.25;0.26;-0.07
4566;1;1.450;9.050;-3.680;0.00;0.00;0.00;0.00;-0.01;0.26;0.25;-0.07
4567;1;1.450;9.150;-3.696;0.00;0.00;0.00;0.00;-0.01;0.27;0.24;-0.08
4568;1;1.450;9.250;-3.712;0.00;0.00;0.00;0.00;-0.01;0.28;0.23;-0.08
4569;1;1.450;9.350;-3.728;0.00;0.00;0.00;0.00;-0.01;0.28;0.22;-0.09
4570;1;1.450;9.450;-3.744;0.00;0.00;0.00;0.00;-0.01;0.28;0.21;-0.09
4571;1;1.450;9.550;-3.760;0.00;0.00;0.00;0.00;0.00;0.28;0.20;-0.09
4572;1;1.450;9.650;-3.775;0.00;0.00;0.00;0.00;0.00;0.28;0.20;-0.09
4573;1;1.450;9.750;-3.791;0.00;0.00;0.00;0.00;0.00;0.28;0.19;-0.09
4574;1;1.450;9.850;-3.807;0.00;0.00;0.00;0.00;0.00;0.27;0.18;-0.09
4575;1;1.450;9.950;-3.823;0.00;0.00;0.00;0.00;0.00;0.26;0.18;-0.09
4576;1;1.550;8.050;-3.545;0.00;0.00;0.00;-0.01;0.00;-0.10;0.15;-0.01
4577;1;1.550;8.150;-3.560;0.00;0.01;0.00;-0.01;0.00;-0.02;0.19;0.00
4578;1;1.550;8.250;-3.576;0.00;0.01;0.00;-0.01;0.00;0.04;0.22;0.01
4579;1;1.550;8.350;-3.591;0.00;0.00;0.00;0.00;-0.01;0.09;0.24;0.01
4580;1;1.550;8.450;-3.606;0.00;0.00;0.00;0.00;-0.01;0.13;0.25;0.00
4581;1;1.550;8.550;-3.622;0.00;0.00;0.00;0.00;-0.01;0.17;0.26;-0.01
4582;1;1.550;8.650;-3.637;0.00;0.00;0.00;0.00;-0.01;0.20;0.26;-0.02
4583;1;1.550;8.750;-3.652;0.00;0.00;0.00;0.00;-0.01;0.22;0.25;-0.02
4584;1;1.550;8.850;-3.668;0.00;0.00;0.00;0.00;-0.01;0.24;0.24;-0.03
4585;1;1.550;8.950;-3.683;0.00;0.00;0.00;0.00;-0.01;0.25;0.24;-0.04
4586;1;1.550;9.050;-3.698;0.00;0.00;0.00;0.00;-0.01;0.26;0.23;-0.05
4587;1;1.550;9.150;-3.714;0.00;0.00;0.00;0.00;-0.01;0.27;0.22;-0.06
4588;1;1.550;9.250;-3.729;0.00;0.00;0.00;0.00;-0.01;0.27;0.21;-0.06
4589;1;1.550;9.350;-3.744;0.00;0.00;0.00;0.00;-0.01;0.27;0.21;-0.07
4590;1;1.550;9.450;-3.760;0.00;0.00;0.00;0.00;0.00;0.27;0.20;-0.07
4591;1;1.550;9.550;-3.775;0.00;0.00;0.00;0.00;0.00;0.27;0.19;-0.07
4592;1;1.550;9.650;-3.790;0.00;0.00;0.00;0.00;0.00;0.26;0.19;-0.07
4593;1;1.550;9.750;-3.805;0.00;0.00;0.00;0.00;0.00;0.26;0.18;-0.07
4594;1;1.550;9.850;-3.821;0.00;0.00;0.00;0.00;0.00;0.25;0.18;-0.07
4595;1;1.550;9.950;-3.836;0.00;0.00;0.00;0.00;0.00;0.24;0.17;-0.07
4596;1;1.650;8.050;-3.570;0.00;0.00;0.00;-0.01;0.00;-0.04;0.12;0.02
4597;1;1.650;8.150;-3.585;0.00;0.00;0.00;-0.01;0.00;0.02;0.16;0.03
4598;1;1.650;8.250;-3.599;0.00;0.00;0.00;-0.01;-0.01;0.07;0.19;0.03
4599;1;1.650;8.350;-3.614;0.00;0.00;0.00;0.00;-0.01;0.12;0.21;0.03
4600;1;1.650;8.450;-3.629;0.00;0.00;0.00;0.00;-0.01;0.15;0.22;0.03
4601;1;1.650;8.550;-3.643;0.00;0.00;0.00;0.00;-0.01;0.18;0.23;0.02
4602;1;1.650;8.650;-3.658;0.00;0.00;0.00;0.00;-0.01;0.21;0.23;0.01
4603;1;1.650;8.750;-3.673;0.00;0.00;0.00;0.00;-0.01;0.22;0.23;0.00
4604;1;1.650;8.850;-3.687;0.00;0.00;0.00;0.00;-0.01;0.24;0.22;-0.01
4605;1;1.650;8.950;-3.702;0.00;0.00;0.00;0.00;-0.01;0.25;0.22;-0.02
4606;1;1.650;9.050;-3.717;0.00;0.00;0.00;0.00;-0.01;0.26;0.21;-0.03
4607;1;1.650;9.150;-3.731;0.00;0.00;0.00;0.00;-0.01;0.26;0.20;-0.04
4608;1;1.650;9.250;-3.746;0.00;0.00;0.00;0.00;-0.01;0.26;0.20;-0.04
4609;1;1.650;9.350;-3.761;0.00;0.00;0.00;0.00;0.00;0.26;0.19;-0.05
4610;1;1.650;9.450;-3.775;0.00;0.00;0.00;0.00;0.00;0.26;0.19;-0.05
4611;1;1.650;9.550;-3.790;0.00;0.00;0.00;0.00;0.00;0.25;0.18;-0.05
4612;1;1.650;9.650;-3.805;0.00;0.00;0.00;0.00;0.00;0.25;0.18;-0.05
4613;1;1.650;9.750;-3.820;0.00;0.00;0.00;0.00;0.00;0.24;0.17;-0.05
4614;1;1.650;9.850;-3.834;0.00;0.00;0.00;0.00;0.00;0.24;0.17;-0.05
4615;1;1.650;9.950;-3.849;0.00;0.00;0.00;0.00;0.00;0.23;0.16;-0.05
4616;1;1.750;8.050;-3.595;0.00;0.00;0.00;-0.01;-0.01;0.01;0.10;0.04
4617;1;1.750;8.150;-3.609;0.00;0.00;0.00;0.00;0.00;0.06;0.13;0.05
4618;1;1.750;8.250;-3.623;0.00;0.00;0.00;0.00;-0.01;0.10;0.16;0.06
4619;1;1.750;8.350;-3.637;0.00;0.00;0.00;0.00;-0.01;0.14;0.18;0.05
4620;1;1.750;8.450;-3.651;0.00;0.00;0.00;0.00;-0.01;0.17;0.19;0.05
4621;1;1.750;8.550;-3.665;0.00;0.00;0.00;0.00;-0.01;0.19;0.20;0.04
4622;1;1.750;8.650;-3.679;0.00;0.00;0.00;0.00;-0.01;0.21;0.20;0.03
4623;1;1.750;8.750;-3.693;0.00;0.00;0.00;0.00;-0.01;0.23;0.20;0.02
4624;1;1.750;8.850;-3.707;0.00;0.00;0.00;0.00;-0.01;0.24;0.20;0.01
4625;1;1.750;8.950;-3.721;0.00;0.00;0.00;0.00;-0.01;0.24;0.20;0.00
4626;1;1.750;9.050;-3.735;0.00;0.00;0.00;0.00;-0.01;0.25;0.19;-0.01
4627;1;1.750;9.150;-3.749;0.00;0.00;0.00;0.00;-0.01;0.25;0.19;-0.02
4628;1;1.750;9.250;-3.763;0.00;0.00;0.00;0.00;0.00;0.25;0.18;-0.03
4629;1;1.750;9.350;-3.777;0.00;0.00;0.00;0.00;0.00;0.25;0.18;-0.03
4630;1;1.750;9.450;-3.791;0.00;0.00;0.00;0.00;0.00;0.24;0.18;-0.04
4631;1;1.750;9.550;-3.805;0.00;0.00;0.00;0.00;0.00;0.24;0.17;-0.04
4632;1;1.750;9.650;-3.820;0.00;0.00;0.00;0.00;0.00;0.23;0.17;-0.04
4633;1;1.750;9.750;-3.834;0.00;0.00;0.00;0.00;0.00;0.22;0.16;-0.04
4634;1;1.750;9.850;-3.848;0.00;0.00;0.00;0.00;0.00;0.22;0.16;-0.04
4635;1;1.750;9.950;-3.862;0.00;0.00;0.00;0.00;0.00;0.21;0.16;-0.04
4636;1;1.850;8.050;-3.619;0.00;0.00;0.00;-0.01;-0.01;0.05;0.08;0.07
4637;1;1.850;8.150;-3.633;0.00;0.00;0.00;0.00;0.00;0.09;0.11;0.07
4638;1;1.850;8.250;-3.646;0.00;0.00;0.00;0.00;-0.01;0.13;0.13;0.08
4639;1;1.850;8.350;-3.660;0.00;0.00;0.00;0.00;-0.01;0.16;0.15;0.07
4640;1;1.850;8.450;-3.673;0.00;0.00;0.00;0.00;-0.01;0.18;0.17;0.07
4641;1;1.850;8.550;-3.686;0.00;0.00;0.00;0.00;-0.01;0.20;0.18;0.06
4642;1;1.850;8.650;-3.700;0.00;0.00;0.00;0.00;-0.01;0.22;0.18;0.05
4643;1;1.850;8.750;-3.713;0.00;0.00;0.00;0.00;-0.01;0.23;0.18;0.03
4644;1;1.850;8.850;-3.727;0.00;0.00;0.00;0.00;-0.01;0.23;0.18;0.02
4645;1;1.850;8.950;-3.740;0.00;0.00;0.00;0.00;-0.01;0.24;0.18;0.01
4646;1;1.850;9.050;-3.754;0.00;0.00;0.00;0.00;0.00;0.24;0.18;0.00
4647;1;1.850;9.150;-3.767;0.00;0.00;0.00;0.00;0.00;0.24;0.17;0.00
4648;1;1.850;9.250;-3.780;0.00;0.00;0.00;0.00;0.00;0.24;0.17;-0.01
4649;1;1.850;9.350;-3.794;0.00;0.00;0.00;0.00;0.00;0.23;0.17;-0.02
4650;1;1.850;9.450;-3.807;0.00;0.00;0.00;0.00;0.00;0.23;0.17;-0.02
4651;1;1.850;9.550;-3.821;0.00;0.00;0.00;0.00;0.00;0.22;0.16;-0.02
4652;1;1.850;9.650;-3.834;0.00;0.00;0.00;0.00;0.00;0.21;0.16;-0.03
4653;1;1.850;9.750;-3.848;0.00;0.00;0.00;0.00;0.00;0.21;0.16;-0.03
