Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
Nr.;Punkt;X;Y;Z;mx;my;mxy;vx;vy;nx;ny;nxy
701;1;1.150;0.550;-3.535;0.00;0.01;-0.01;0.02;0.02;-0.41;-0.14;1.07
702;1;1.150;0.650;-3.553;0.00;0.01;-0.01;0.01;0.01;-0.29;0.07;1.16
703;1;1.150;0.750;-3.571;0.00;0.01;0.00;0.00;0.00;-0.20;0.24;1.21
704;1;1.150;0.850;-3.589;0.00;0.01;0.00;0.00;0.00;-0.12;0.37;1.22
705;1;1.150;0.950;-3.607;0.00;0.01;0.00;0.00;-0.01;-0.06;0.46;1.20
706;1;1.150;1.050;-3.625;0.00;0.01;0.00;-0.01;-0.01;0.00;0.51;1.17
707;1;1.150;1.150;-3.642;0.00;0.01;0.00;-0.01;-0.01;0.04;0.53;1.12
708;1;1.150;1.250;-3.660;0.00;0.01;0.00;-0.01;-0.02;0.08;0.53;1.06
709;1;1.150;1.350;-3.678;0.00;0.01;0.00;-0.01;-0.02;0.11;0.52;0.99
710;1;1.150;1.450;-3.696;0.00;0.01;0.00;-0.01;-0.02;0.13;0.49;0.92
711;1;1.150;1.550;-3.714;0.00;0.01;0.00;-0.01;-0.02;0.15;0.44;0.85
712;1;1.150;1.650;-3.731;0.00;0.00;0.00;-0.01;-0.02;0.17;0.39;0.78
713;1;1.150;1.750;-3.749;0.00;0.00;0.00;-0.01;-0.02;0.18;0.33;0.71
714;1;1.150;1.850;-3.767;0.00;0.00;0.00;-0.01;-0.02;0.19;0.27;0.64
715;1;1.150;1.950;-3.785;0.00;0.00;0.00;-0.01;-0.03;0.19;0.21;0.57
716;1;1.250;0.050;-3.471;0.03;0.00;-0.03;0.28;0.09;-1.89;-1.81;-0.61
717;1;1.250;0.150;-3.488;0.02;0.01;-0.02;0.19;0.07;-1.31;-1.40;-0.04
718;1;1.250;0.250;-3.505;0.01;0.01;-0.02;0.11;0.06;-0.92;-1.01;0.36
719;1;1.250;0.350;-3.523;0.00;0.01;-0.01;0.06;0.04;-0.66;-0.68;0.65
720;1;1.250;0.450;-3.540;0.00;0.02;-0.01;0.04;0.02;-0.47;-0.39;0.85
721;1;1.250;0.550;-3.557;0.00;0.02;-0.01;0.02;0.01;-0.33;-0.14;0.99
722;1;1.250;0.650;-3.574;0.00;0.02;-0.01;0.01;0.00;-0.22;0.06;1.08
723;1;1.250;0.750;-3.591;-0.01;0.01;0.00;0.01;0.00;-0.13;0.21;1.13
724;1;1.250;0.850;-3.609;-0.01;0.01;0.00;0.00;-0.01;-0.06;0.33;1.15
725;1;1.250;0.950;-3.626;-0.01;0.01;0.00;0.00;-0.01;0.01;0.42;1.15
726;1;1.250;1.050;-3.643;0.00;0.01;0.00;0.00;-0.01;0.06;0.47;1.12
727;1;1.250;1.150;-3.660;0.00;0.01;0.00;-0.01;-0.02;0.10;0.50;1.08
728;1;1.250;1.250;-3.677;0.00;0.01;0.00;-0.01;-0.02;0.13;0.50;1.03
729;1;1.250;1.350;-3.695;0.00;0.01;0.00;-0.01;-0.02;0.15;0.49;0.97
730;1;1.250;1.450;-3.712;0.00;0.01;0.00;-0.01;-0.02;0.17;0.46;0.90
731;1;1.250;1.550;-3.729;0.00;0.00;0.00;-0.01;-0.02;0.19;0.42;0.84
732;1;1.250;1.650;-3.746;0.00;0.00;0.00;-0.01;-0.02;0.20;0.37;0.77
733;1;1.250;1.750;-3.763;0.00;0.00;0.00;-0.01;-0.03;0.21;0.32;0.70
734;1;1.250;1.850;-3.780;0.00;0.00;0.00;-0.01;-0.03;0.21;0.26;0.64
735;1;1.250;1.950;-3.798;0.00;0.00;0.00;-0.01;-0.03;0.22;0.21;0.57
736;1;1.350;0.050;-3.496;0.03;0.01;-0.02;0.21;0.08;-1.61;-1.50;-0.50
737;1;1.350;0.150;-3.512;0.02;0.01;-0.02;0.13;0.06;-1.13;-1.21;-0.02
738;1;1.350;0.250;-3.529;0.01;0.02;-0.02;0.08;0.04;-0.80;-0.89;0.33
739;1;1.350;0.350;-3.545;0.00;0.02;-0.01;0.06;0.02;-0.58;-0.61;0.59
740;1;1.350;0.450;-3.562;0.00;0.02;-0.01;0.04;0.01;-0.41;-0.35;0.79
741;1;1.350;0.550;-3.579;0.00;0.02;-0.01;0.03;0.00;-0.27;-0.13;0.92
742;1;1.350;0.650;-3.595;0.00;0.02;-0.01;0.02;-0.01;-0.16;0.05;1.02
743;1;1.350;0.750;-3.612;-0.01;0.01;0.00;0.01;-0.01;-0.07;0.20;1.07
744;1;1.350;0.850;-3.628;-0.01;0.01;0.00;0.01;-0.01;0.00;0.31;1.09
745;1;1.350;0.950;-3.645;-0.01;0.01;0.00;0.00;-0.02;0.06;0.39;1.09
746;1;1.350;1.050;-3.661;-0.01;0.01;0.00;0.00;-0.02;0.10;0.44;1.07
747;1;1.350;1.150;-3.678;-0.01;0.01;0.00;0.00;-0.02;0.14;0.46;1.04
748;1;1.350;1.250;-3.695;-0.01;0.01;0.00;-0.01;-0.02;0.17;0.47;0.99
749;1;1.350;1.350;-3.711;-0.01;0.01;0.00;-0.01;-0.02;0.19;0.46;0.94
750;1;1.350;1.450;-3.728;-0.01;0.00;0.00;-0.01;-0.03;0.20;0.43;0.88
751;1;1.350;1.550;-3.744;0.00;0.00;0.00;-0.01;-0.03;0.22;0.40;0.82
752;1;1.350;1.650;-3.761;-0.01;0.00;0.00;-0.01;-0.03;0.22;0.36;0.76
753;1;1.350;1.750;-3.777;-0.01;0.00;0.00;-0.01;-0.03;0.23;0.31;0.70
754;1;1.350;1.850;-3.794;-0.01;0.00;0.00;-0.01;-0.03;0.23;0.26;0.64
755;1;1.350;1.950;-3.810;-0.01;0.00;0.00;-0.01;-0.03;0.24;0.20;0.58
756;1;1.450;0.050;-3.520;0.03;0.01;-0.02;0.15;0.05;-1.38;-1.21;-0.40
757;1;1.450;0.150;-3.536;0.02;0.02;-0.02;0.10;0.04;-0.99;-1.01;0.00
758;1;1.450;0.250;-3.552;0.01;0.02;-0.01;0.07;0.02;-0.71;-0.77;0.32
759;1;1.450;0.350;-3.568;0.00;0.02;-0.01;0.05;0.01;-0.51;-0.53;0.56
760;1;1.450;0.450;-3.584;0.00;0.02;-0.01;0.04;0.00;-0.35;-0.30;0.74
761;1;1.450;0.550;-3.600;0.00;0.02;-0.01;0.03;-0.01;-0.22;-0.11;0.87
762;1;1.450;0.650;-3.616;0.00;0.02;-0.01;0.02;-0.01;-0.11;0.06;0.96
763;1;1.450;0.750;-3.632;-0.01;0.01;0.00;0.01;-0.02;-0.03;0.19;1.02
764;1;1.450;0.850;-3.648;-0.01;0.01;0.00;0.01;-0.02;0.04;0.29;1.05
765;1;1.450;0.950;-3.664;-0.01;0.01;0.00;0.00;-0.02;0.09;0.36;1.05
766;1;1.450;1.050;-3.680;-0.01;0.01;0.00;0.00;-0.02;0.14;0.41;1.03
767;1;1.450;1.150;-3.696;-0.01;0.01;0.00;0.00;-0.02;0.17;0.44;1.01
768;1;1.450;1.250;-3.712;-0.01;0.01;0.00;-0.01;-0.03;0.19;0.44;0.96
769;1;1.450;1.350;-3.728;-0.01;0.00;0.00;-0.01;-0.03;0.21;0.44;0.92
770;1;1.450;1.450;-3.744;-0.01;0.00;0.00;-0.01;-0.03;0.23;0.41;0.86
771;1;1.450;1.550;-3.760;-0.01;0.00;0.00;-0.01;-0.03;0.23;0.38;0.81
772;1;1.450;1.650;-3.775;-0.01;0.00;0.00;-0.01;-0.03;0.24;0.34;0.75
773;1;1.450;1.750;-3.791;-0.01;0.00;0.00;-0.01;-0.03;0.24;0.30;0.69
774;1;1.450;1.850;-3.807;-0.01;0.00;0.00;-0.01;-0.03;0.25;0.25;0.63
775;1;1.450;1.950;-3.823;-0.01;-0.01;0.00;-0.01;-0.03;0.25;0.20;0.58
776;1;1.550;0.050;-3.545;0.03;0.02;-0.02;0.13;0.01;-1.21;-0.97;-0.30
777;1;1.550;0.150;-3.560;0.02;0.02;-0.02;0.10;0.03;-0.88;-0.83;0.04
778;1;1.550;0.250;-3.576;0.01;0.02;-0.01;0.07;0.01;-0.63;-0.64;0.31
779;1;1.550;0.350;-3.591;0.01;0.02;-0.01;0.05;-0.01;-0.45;-0.44;0.53
780;1;1.550;0.450;-3.606;0.00;0.02;-0.01;0.04;-0.01;-0.30;-0.24;0.70
781;1;1.550;0.550;-3.622;0.00;0.02;-0.01;0.03;-0.02;-0.18;-0.07;0.83
782;1;1.550;0.650;-3.637;0.00;0.02;-0.01;0.02;-0.02;-0.08;0.07;0.92
783;1;1.550;0.750;-3.652;-0.01;0.01;0.00;0.02;-0.02;0.00;0.19;0.97
784;1;1.550;0.850;-3.668;-0.01;0.01;0.00;0.01;-0.02;0.07;0.28;1.00
785;1;1.550;0.950;-3.683;-0.01;0.01;0.00;0.01;-0.02;0.12;0.35;1.01
786;1;1.550;1.050;-3.698;-0.01;0.01;0.00;0.00;-0.03;0.16;0.39;1.00
787;1;1.550;1.150;-3.714;-0.01;0.01;0.00;0.00;-0.03;0.19;0.42;0.97
788;1;1.550;1.250;-3.729;-0.01;0.00;0.00;0.00;-0.03;0.21;0.42;0.94
789;1;1.550;1.350;-3.744;-0.01;0.00;0.00;-0.01;-0.03;0.23;0.42;0.89
790;1;1.550;1.450;-3.760;-0.01;0.00;0.00;-0.01;-0.03;0.24;0.40;0.84
791;1;1.550;1.550;-3.775;-0.01;0.00;0.00;-0.01;-0.03;0.25;0.37;0.79
792;1;1.550;1.650;-3.790;-0.01;0.00;0.00;-0.01;-0.03;0.25;0.33;0.74
793;1;1.550;1.750;-3.805;-0.01;0.00;0.00;-0.01;-0.03;0.25;0.29;0.68
794;1;1.550;1.850;-3.821;-0.01;-0.01;0.00;-0.01;-0.03;0.26;0.25;0.63
795;1;1.550;1.950;-3.836;-0.01;-0.01;0.00;-0.01;-0.03;0.26;0.20;0.58
796;1;1.650;0.050;-3.570;0.03;0.02;-0.02;0.10;0.00;-1.07;-0.77;-0.20
797;1;1.650;0.150;-3.585;0.02;0.02;-0.01;0.08;0.00;-0.79;-0.66;0.08
798;1;1.650;0.250;-3.599;0.01;0.02;-0.01;0.06;-0.01;-0.58;-0.51;0.31
799;1;1.650;0.350;-3.614;0.01;0.02;-0.01;0.05;-0.02;-0.40;-0.35;0.51
800;1;1.650;0.450;-3.629;0.00;0.02;-0.01;0.04;-0.02;-0.26;-0.18;0.67
801;1;1.650;0.550;-3.643;0.00;0.02;-0.01;0.03;-0.02;-0.14;-0.03;0.80
802;1;1.650;0.650;-3.658;0.00;0.01;-0.01;0.03;-0.02;-0.05;0.09;0.88
803;1;1.650;0.750;-3.673;-0.01;0.01;0.00;0.02;-0.02;0.03;0.20;0.94
804;1;1.650;0.850;-3.687;-0.01;0.01;0.00;0.01;-0.03;0.09;0.28;0.97
805;1;1.650;0.950;-3.702;-0.01;0.01;0.00;0.01;-0.03;0.14;0.34;0.98
806;1;1.650;1.050;-3.717;-0.01;0.01;0.00;0.00;-0.03;0.17;0.38;0.97
807;1;1.650;1.150;-3.731;-0.01;0.00;0.00;0.00;-0.03;0.20;0.40;0.95
808;1;1.650;1.250;-3.746;-0.01;0.00;0.00;0.00;-0.03;0.22;0.41;0.91
809;1;1.650;1.350;-3.761;-0.01;0.00;0.00;-0.01;-0.03;0.24;0.40;0.87
810;1;1.650;1.450;-3.775;-0.01;0.00;0.00;-0.01;-0.03;0.25;0.38;0.83
811;1;1.650;1.550;-3.790;-0.01;0.00;0.00;-0.01;-0.03;0.25;0.36;0.78
812;1;1.650;1.650;-3.805;-0.01;-0.01;0.00;-0.01;-0.03;0.26;0.32;0.73
813;1;1.650;1.750;-3.820;-0.01;-0.01;0.00;-0.01;-0.03;0.26;0.29;0.68
814;1;1.650;1.850;-3.834;-0.01;-0.01;0.00;-0.01;-0.03;0.26;0.25;0.63
815;1;1.650;1.950;-3.849;-0.01;-0.01;0.00;-0.01;-0.03;0.27;0.20;0.58
816;1;1.750;0.050;-3.595;0.03;0.02;-0.02;0.09;-0.01;-0.97;-0.62;-0.09
817;1;1.750;0.150;-3.609;0.02;0.02;-0.01;0.08;-0.02;-0.74;-0.53;0.14
818;1;1.750;0.250;-3.623;0.01;0.02;-0.01;0.07;-0.02;-0.54;-0.41;0.34
819;1;1.750;0.350;-3.637;0.01;0.02;-0.01;0.05;-0.02;-0.38;-0.26;0.52
820;1;1.750;0.450;-3.651;0.00;0.02;-0.01;0.04;-0.02;-0.24;-0.12;0.67
821;1;1.750;0.550;-3.665;0.00;0.01;-0.01;0.04;-0.03;-0.13;0.01;0.78
822;1;1.750;0.650;-3.679;0.00;0.01;-0.01;0.03;-0.03;-0.04;0.12;0.86
823;1;1.750;0.750;-3.693;-0.01;0.01;0.00;0.02;-0.03;0.04;0.21;0.92
824;1;1.750;0.850;-3.707;-0.01;0.01;0.00;0.01;-0.03;0.10;0.28;0.95
825;1;1.750;0.950;-3.721;-0.01;0.01;0.00;0.01;-0.03;0.14;0.33;0.95
826;1;1.750;1.050;-3.735;-0.01;0.00;0.00;0.00;-0.03;0.18;0.37;0.95
827;1;1.750;1.150;-3.749;-0.01;0.00;0.00;0.00;-0.03;0.21;0.39;0.93
828;1;1.750;1.250;-3.763;-0.01;0.00;0.00;0.00;-0.03;0.22;0.39;0.89
829;1;1.750;1.350;-3.777;-0.01;0.00;0.00;-0.01;-0.03;0.24;0.39;0.85
830;1;1.750;1.450;-3.791;-0.01;0.00;0.00;-0.01;-0.03;0.25;0.37;0.81
831;1;1.750;1.550;-3.805;-0.01;-0.01;0.00;-0.01;-0.03;0.25;0.35;0.76
832;1;1.750;1.650;-3.820;-0.01;-0.01;0.00;-0.01;-0.03;0.26;0.32;0.71
833;1;1.750;1.750;-3.834;-0.01;-0.01;0.00;-0.01;-0.03;0.27;0.28;0.67
834;1;1.750;1.850;-3.848;-0.01;-0.01;0.00;-0.01;-0.03;0.27;0.25;0.62
835;1;1.750;1.950;-3.862;-0.01;-0.01;0.00;-0.01;-0.03;0.28;0.20;0.57
836;1;1.850;0.050;-3.619;0.03;0.02;-0.02;0.08;-0.03;-0.92;-0.51;0.02
837;1;1.850;0.150;-3.633;0.02;0.02;-0.02;0.08;-0.03;-0.71;-0.43;0.21
838;1;1.850;0.250;-3.646;0.01;0.02;-0.01;0.07;-0.03;-0.53;-0.32;0.39
839;1;1.850;0.350;-3.660;0.01;0.02;-0.01;0.06;-0.03;-0.37;-0.19;0.55
840;1;1.850;0.450;-3.673;0.00;0.02;-0.01;0.05;-0.03;-0.23;-0.07;0.68
841;1;1.850;0.550;-3.686;0.00;0.01;-0.01;0.04;-0.03;-0.12;0.04;0.78
842;1;1.850;0.650;-3.700;0.00;0.01;-0.01;0.03;-0.03;-0.04;0.14;0.86
843;1;1.850;0.750;-3.713;-0.01;0.01;0.00;0.02;-0.04;0.04;0.22;0.90
844;1;1.850;0.850;-3.727;-0.01;0.01;0.00;0.02;-0.04;0.10;0.28;0.93
845;1;1.850;0.950;-3.740;-0.01;0.00;0.00;0.01;-0.03;0.14;0.33;0.94
846;1;1.850;1.050;-3.754;-0.01;0.00;0.00;0.00;-0.03;0.18;0.36;0.93
847;1;1.850;1.150;-3.767;-0.01;0.00;0.00;0.00;-0.03;0.20;0.37;0.91
848;1;1.850;1.250;-3.780;-0.01;0.00;0.00;0.00;-0.03;0.22;0.38;0.88
849;1;1.850;1.350;-3.794;-0.01;-0.01;0.00;-0.01;-0.03;0.24;0.37;0.84
850;1;1.850;1.450;-3.807;-0.01;-0.01;0.00;-0.01;-0.03;0.25;0.36;0.79
851;1;1.850;1.550;-3.821;-0.01;-0.01;0.00;-0.01;-0.03;0.26;0.34;0.75
852;1;1.850;1.650;-3.834;-0.01;-0.01;0.00;-0.01;-0.03;0.26;0.31;0.70
853;1;1.850;1.750;-3.848;-0.01;-0.01;0.00;-0.01;-0.03;0.27;0.28;0.65
854;1;1.850;1.850;-3.861;-0.01;-0.01;0.00;-0.01;-0.03;0.28;0.25;0.61
855;1;1.850;1.950;-3.875;-0.01;-0.01;0.00;-0.01;-0.02;0.29;0.21;0.57
856;1;1.950;0.050;-3.644;0.03;0.02;-0.02;0.08;-0.05;-0.88;-0.44;0.13
857;1;1.950;0.150;-3.657;0.02;0.02;-0.02;0.09;-0.03;-0.70;-0.35;0.29
858;1;1.950;0.250;-3.670;0.02;0.02;-0.01;0.07;-0.04;-0.52;-0.25;0.45
859;1;1.950;0.350;-3.682;0.01;0.02;-0.01;0.06;-0.04;-0.37;-0.13;0.59
860;1;1.950;0.450;-3.695;0.00;0.01;-0.01;0.05;-0.04;-0.24;-0.02;0.70
861;1;1.950;0.550;-3.708;0.00;0.01;-0.01;0.04;-0.04;-0.13;0.08;0.79
862;1;1.950;0.650;-3.721;0.00;0.01;-0.01;0.03;-0.04;-0.04;0.16;0.86
863;1;1.950;0.750;-3.734;-0.01;0.01;0.00;0.02;-0.04;0.03;0.23;0.90
864;1;1.950;0.850;-3.746;-0.01;0.00;0.00;0.02;-0.04;0.09;0.28;0.92
865;1;1.950;0.950;-3.759;-0.01;0.00;0.00;0.01;-0.04;0.14;0.32;0.93
866;1;1.950;1.050;-3.772;-0.01;0.00;0.00;0.01;-0.04;0.17;0.35;0.91
867;1;1.950;1.150;-3.785;-0.01;0.00;0.00;0.00;-0.03;0.20;0.36;0.89
868;1;1.950;1.250;-3.798;-0.01;-0.01;0.00;0.00;-0.03;0.22;0.37;0.86
869;1;1.950;1.350;-3.810;-0.01;-0.01;0.00;0.00;-0.03;0.24;0.36;0.82
870;1;1.950;1.450;-3.823;-0.01;-0.01;0.00;-0.01;-0.03;0.25;0.35;0.78
871;1;1.950;1.550;-3.836;-0.01;-0.01;0.00;-0.01;-0.03;0.26;0.33;0.73
872;1;1.950;1.650;-3.849;-0.01;-0.01;0.00;-0.01;-0.03;0.27;0.31;0.69
873;1;1.950;1.750;-3.862;-0.01;-0.01;0.00;-0.01;-0.03;0.28;0.28;0.64
874;1;1.950;1.850;-3.875;-0.01;-0.01;0.00;-0.01;-0.02;0.29;0.25;0.60
875;1;1.950;1.950;-3.887;-0.01;-0.02;0.00;-0.01;-0.02;0.31;0.22;0.55
876;1;0.200;2.200;-3.723;0.00;0.00;0.01;0.00;0.00;-0.26;-0.34;0.38
877;1;0.200;2.600;-3.818;0.00;0.00;0.01;-0.02;-0.01;-0.25;-0.54;0.12
878;1;0.200;3.000;-3.912;0.00;-0.01;0.00;-0.02;-0.02;-0.26;-0.58;-0.12
879;1;0.200;3.400;-4.008;0.00;-0.01;0.00;-0.02;-0.01;-0.16;-0.45;-0.31
880;1;0.200;3.800;-4.102;0.00;-0.01;0.00;-0.01;0.01;0.13;-0.18;-0.45
881;1;0.600;2.200;-3.767;0.00;0.00;0.01;0.00;-0.02;-0.02;-0.03;0.35
882;1;0.600;2.600;-3.852;0.00;-0.01;0.00;-0.01;-0.02;-0.01;-0.28;0.08
883;1;0.600;3.000;-3.938;0.00;-0.01;0.00;-0.02;-0.02;-0.02;-0.40;-0.18
884;1;0.600;3.400;-4.023;0.00;-0.01;0.00;-0.02;0.00;0.05;-0.38;-0.41
885;1;0.600;3.800;-4.108;0.00;-0.01;-0.01;-0.01;0.03;0.30;-0.20;-0.62
886;1;1.000;2.200;-3.813;0.00;0.00;0.00;-0.01;-0.02;0.16;0.04;0.39
887;1;1.000;2.600;-3.888;0.00;-0.01;0.00;-0.01;-0.02;0.18;-0.19;0.14
888;1;1.000;3.000;-3.963;-0.01;-0.02;0.00;-0.01;-0.01;0.21;-0.35;-0.13
889;1;1.000;3.400;-4.037;-0.01;-0.02;0.00;-0.02;0.00;0.30;-0.37;-0.42
890;1;1.000;3.800;-4.113;0.00;-0.01;-0.01;-0.01;0.04;0.53;-0.20;-0.71
891;1;1.400;2.200;-3.858;-0.01;-0.01;0.00;-0.01;-0.03;0.26;0.06;0.44
892;1;1.400;2.600;-3.922;-0.01;-0.02;0.00;-0.01;-0.02;0.33;-0.16;0.22
893;1;1.400;3.000;-3.987;-0.01;-0.02;0.00;-0.01;-0.01;0.46;-0.34;-0.06
894;1;1.400;3.400;-4.052;-0.01;-0.02;0.00;-0.01;0.01;0.60;-0.37;-0.41
895;1;1.400;3.800;-4.117;-0.01;-0.01;0.00;-0.01;0.04;0.78;-0.20;-0.77
896;1;1.800;2.200;-3.902;-0.01;-0.02;0.00;-0.01;-0.02;0.33;0.10;0.47
897;1;1.800;2.600;-3.957;-0.01;-0.02;0.00;-0.01;-0.02;0.49;-0.09;0.29
898;1;1.800;3.000;-4.012;-0.02;-0.02;0.00;-0.01;-0.01;0.73;-0.28;0.03
899;1;1.800;3.400;-4.068;-0.01;-0.02;0.00;-0.01;0.01;0.93;-0.35;-0.38
900;1;1.800;3.800;-4.122;-0.01;-0.01;0.00;-0.01;0.05;0.98;-0.17;-0.79
901;1;2.200;0.200;-3.723;0.02;0.02;-0.01;0.08;-0.06;-0.61;-0.20;0.58
902;1;2.200;0.600;-3.767;0.00;0.00;-0.01;0.04;-0.05;-0.11;0.17;0.89
903;1;2.200;1.000;-3.813;-0.01;-0.01;0.00;0.01;-0.04;0.15;0.32;0.91
904;1;2.200;1.400;-3.858;-0.01;-0.02;0.00;0.00;-0.03;0.27;0.33;0.76
905;1;2.200;1.800;-3.902;-0.01;-0.02;0.00;-0.01;-0.02;0.33;0.27;0.57
906;1;2.200;2.200;-3.948;-0.02;-0.02;0.00;-0.01;-0.02;0.44;0.19;0.43
907;1;2.200;2.600;-3.993;-0.02;-0.02;0.00;0.00;-0.01;0.67;0.07;0.31
908;1;2.200;3.000;-4.037;-0.02;-0.02;0.00;0.00;0.00;1.01;-0.12;0.11
909;1;2.200;3.400;-4.082;-0.02;-0.02;0.00;-0.01;0.02;1.27;-0.25;-0.30
910;1;2.200;3.800;-4.128;-0.01;-0.01;0.00;-0.01;0.05;1.12;-0.12;-0.77
911;1;2.600;0.200;-3.818;0.01;0.01;-0.01;0.08;-0.09;-0.52;-0.21;0.90
912;1;2.600;0.600;-3.852;0.00;-0.01;0.00;0.03;-0.06;-0.01;0.20;1.01
913;1;2.600;1.000;-3.888;-0.01;-0.02;0.00;0.01;-0.04;0.30;0.29;0.90
914;1;2.600;1.400;-3.922;-0.01;-0.03;0.00;0.00;-0.02;0.47;0.28;0.68
915;1;2.600;1.800;-3.957;-0.02;-0.03;0.00;-0.01;-0.01;0.57;0.28;0.46
916;1;2.600;2.200;-3.993;-0.02;-0.03;0.00;0.00;-0.01;0.69;0.30;0.31
917;1;2.600;2.600;-4.028;-0.02;-0.02;0.00;0.00;0.00;0.90;0.31;0.25
918;1;2.600;3.000;-4.063;-0.02;-0.02;0.00;0.00;0.01;1.25;0.20;0.18
919;1;2.600;3.400;-4.097;-0.02;-0.01;0.00;0.00;0.02;1.53;-0.01;-0.14
920;1;2.600;3.800;-4.133;-0.01;-0.01;0.01;0.00;0.05;1.17;0.00;-0.66
921;1;3.000;0.200;-3.912;0.00;-0.02;-0.01;0.04;-0.09;0.22;-0.22;1.10
922;1;3.000;0.600;-3.938;-0.01;-0.03;0.00;0.02;-0.04;0.66;0.21;1.06
923;1;3.000;1.000;-3.963;-0.01;-0.03;0.00;0.01;-0.02;0.89;0.26;0.83
924;1;3.000;1.400;-3.987;-0.01;-0.03;0.00;0.00;0.00;0.99;0.25;0.56
925;1;3.000;1.800;-4.012;-0.02;-0.03;0.00;0.00;0.01;1.05;0.28;0.33
926;1;3.000;2.200;-4.037;-0.02;-0.03;0.00;0.00;0.01;1.11;0.38;0.17
927;1;3.000;2.600;-4.063;-0.02;-0.02;-0.01;0.00;0.02;1.21;0.56;0.13
928;1;3.000;3.000;-4.088;-0.02;-0.01;0.00;0.01;0.02;1.41;0.63;0.19
929;1;3.000;3.400;-4.113;-0.02;0.00;0.00;0.01;0.03;1.64;0.42;0.06
930;1;3.000;3.800;-4.137;-0.01;0.00;0.01;0.01;0.04;1.13;0.23;-0.44
931;1;3.400;0.200;-4.008;-0.01;-0.03;0.00;-0.01;-0.03;2.28;-0.04;1.02
932;1;3.400;0.600;-4.023;-0.01;-0.03;0.00;0.00;0.01;2.22;0.26;0.89
933;1;3.400;1.000;-4.037;-0.01;-0.03;0.00;0.00;0.02;2.03;0.28;0.63
934;1;3.400;1.400;-4.052;-0.01;-0.03;0.00;0.00;0.03;1.84;0.28;0.40
935;1;3.400;1.800;-4.068;-0.01;-0.02;0.00;0.00;0.03;1.69;0.30;0.23
936;1;3.400;2.200;-4.082;-0.01;-0.02;0.00;0.00;0.03;1.59;0.42;0.10
937;1;3.400;2.600;-4.097;-0.01;-0.01;-0.01;0.00;0.03;1.51;0.69;0.04
938;1;3.400;3.000;-4.113;-0.02;0.00;-0.01;0.01;0.03;1.46;1.01;0.13
939;1;3.400;3.400;-4.128;-0.02;0.01;0.00;0.01;0.03;1.51;0.96;0.22
940;1;3.400;3.800;-4.142;-0.02;0.01;0.02;0.01;0.03;1.03;0.58;-0.19
941;1;3.800;0.200;-4.102;-0.02;-0.02;0.00;-0.02;0.06;5.68;0.27;0.47
942;1;3.800;0.600;-4.108;-0.01;-0.01;0.00;-0.01;0.06;4.52;0.31;0.36
943;1;3.800;1.000;-4.113;-0.01;-0.01;0.00;0.00;0.06;3.57;0.34;0.22
944;1;3.800;1.400;-4.117;-0.01;-0.01;0.00;0.00;0.05;2.85;0.36;0.14
945;1;3.800;1.800;-4.122;-0.01;-0.01;0.00;0.00;0.05;2.30;0.39;0.10
946;1;3.800;2.200;-4.128;0.00;-0.01;0.00;-0.01;0.05;1.86;0.47;0.08
947;1;3.800;2.600;-4.133;0.00;-0.01;-0.01;-0.01;0.05;1.51;0.71;0.04
948;1;3.800;3.000;-4.137;0.00;0.00;-0.01;0.00;0.05;1.26;1.15;0.05
949;1;3.800;3.400;-4.142;-0.01;0.01;-0.02;0.01;0.03;1.11;1.40;0.17
950;1;3.800;3.800;-4.148;-0.02;0.02;0.00;0.01;0.01;0.94;0.79;-0.03
951;1;-0.050;-0.050;-3.175;-0.37;1.54;1.22;1.14;3.38;1.20;-1.09;-1.13
952;1;-0.050;-0.150;-3.200;-0.20;-0.43;0.30;-0.12;-2.95;-1.53;-2.14;-0.25
953;1;-0.050;-0.250;-3.224;-0.16;-0.29;0.16;-0.16;-2.20;-1.69;-2.50;-0.21
954;1;-0.050;-0.350;-3.249;-0.10;-0.20;0.11;-0.03;-1.23;-1.55;-2.58;-0.06
955;1;-0.050;-0.450;-3.274;-0.06;-0.14;0.09;0.12;-0.67;-1.49;-2.49;0.11
956;1;-0.050;-0.550;-3.298;-0.03;-0.10;0.07;0.20;-0.37;-1.50;-2.33;0.24
957;1;-0.050;-0.650;-3.323;-0.01;-0.07;0.07;0.24;-0.22;-1.52;-2.14;0.35
958;1;-0.050;-0.750;-3.348;0.01;-0.05;0.06;0.25;-0.14;-1.52;-1.95;0.42
959;1;-0.050;-0.850;-3.372;0.02;-0.04;0.05;0.25;-0.11;-1.49;-1.76;0.45
960;1;-0.050;-0.950;-3.397;0.02;-0.02;0.04;0.23;-0.10;-1.44;-1.57;0.46
961;1;-0.050;-1.050;-3.422;0.02;-0.01;0.03;0.21;-0.09;-1.35;-1.38;0.43
962;1;-0.050;-1.150;-3.446;0.02;0.00;0.03;0.19;-0.08;-1.25;-1.18;0.39
963;1;-0.050;-1.250;-3.471;0.02;0.01;0.02;0.16;-0.08;-1.14;-0.99;0.33
964;1;-0.050;-1.350;-3.496;0.02;0.01;0.02;0.13;-0.07;-1.02;-0.79;0.27
965;1;-0.050;-1.450;-3.520;0.02;0.01;0.02;0.09;-0.05;-0.91;-0.60;0.20
