0.000000;0.000000
2.319800;5.890700
4.191800;12.046800
6.063700;18.203000
7.935700;24.359100
9.807600;30.515200
11.711200;36.661300
13.711900;42.776800
15.712600;48.892300
17.713200;55.007700
19.713900;61.123200
21.714600;67.238700
23.715300;73.354200
25.715900;79.469700
27.716600;85.585200
29.717300;91.700600
31.718000;97.816100
33.718600;103.931600
35.719300;110.047100
38.459600;115.831900
41.683500;121.400300
44.907500;126.968800
48.131500;132.537300
51.355500;138.105700
54.579500;143.674200
57.803400;149.242700
62.436300;153.613900
67.411500;157.694300
72.386700;161.774600
77.361900;165.854900
82.337100;169.935200
88.435300;171.429400
94.813400;172.279000
101.191500;173.128600
107.585400;173.645200
114.015300;173.402800
120.445100;173.160400
126.539000;172.008900
131.580800;168.011200
136.622600;164.013500
141.664400;160.015700
146.706300;156.018000
151.781300;152.062800
156.878500;148.135900
161.975800;144.209100
167.073000;140.282300
172.170300;136.355500
177.267500;132.428600
182.384500;128.529000
187.706800;124.913200
193.029200;121.297400
198.351600;117.681500
203.673900;114.065700
208.996300;110.449900
214.532700;107.175500
220.106500;103.960600
225.680200;100.745800
231.254000;97.531000
236.827700;94.316100
242.401500;91.101300
248.113800;88.166000
254.047500;85.677600
259.981300;83.189200
265.915100;80.700800
271.848900;78.212400
277.925900;76.272000
284.318300;75.537300
290.710600;74.802600
297.103000;74.067900
303.495300;73.333200
309.887700;72.598500
316.280000;71.863700
322.703600;71.675600
329.138100;71.675600
335.572500;71.675600
342.006900;71.675600
348.441300;71.675600
354.875600;71.661500
361.307900;71.494700
367.740100;71.327800
374.172400;71.161000
380.604600;70.994200
387.036900;70.827300
393.469200;70.660500
399.901400;70.493700
406.333700;70.326900
412.766000;70.161000
419.198700;70.011500
425.631400;69.862000
432.064100;69.712600
438.496700;69.563100
444.929400;69.413700
451.362100;69.264200
457.794800;69.114800
464.228300;69.015400
470.662400;68.949100
477.096500;68.882800
483.530600;68.816600
489.964700;68.750300
